TYPE,APPROVAL STATUS,TRADE NAME,BUS NAME,MAILING OFFICE,MAIL CITY,State,Zip
CL.1,APPROVED,MARCO NAPOLETANO GARDENING & LANDSCAPING INC.,MARCO NAPOLETANO GARDENING & LANDSCAPING INC.,155 FINLAY STREET,STATEN ISLAND,NY,10307
CL.2-EXEMPT,APPROVED,MARGARELLA INDUSTRIAL CONSTRUCTION CORP,MARGARELLA INDUSTRIAL CONSTRUCTION CORP,2351 RICHMOND TERRACE,STATEN ISLAND,NY,10302
CL.1,APPROVED,MAGO LANDSCAPING,MARGARITO BALBUENA-ORTEGA d/b/a MAGO LANDSCAPING,1902 CORTELYOU ROAD APT. 3C,BROOKLYN,NY,11226
CL.2-EXEMPT,APPROVED,MARGEM CONSTRUCTION CORPORATION,MARGEM CONSTRUCTION CORPORATION,8217-24TH AVENUE,BROOKLYN,NY,11214
CL.2-EXEMPT,APPROVED,MARIC MECHANICAL INC,MARIC MECHANICAL INC,19-03 75TH STREET,EAST ELMHURST,NY,11370
CL.1,APPROVED,MARIO BULFAMANTE & SONS LANDSCAPING INC,MARIO BULFAMANTE & SONS LANDSCAPING INC,75 PORTMAN ROAD,NEW ROCHELLE,NY,10801
CL.2-EXEMPT,APPROVED,MARIO CONTE,MARIO CONTE,254 KELLUM STREET,WEST BABYLON,NY,11704
CL.1,APPROVED,MARIO ERNESTO ESCOBAR-GARCIA/D.B.A. M ESCOBAR LANDSCAPING,MARIO ERNESTO ESCOBAR-GARCIA/D.B.A. M ESCOBAR LANDSCAPING,705 STOWE AVE.,BALDWIN,NY,11510
CL.2-EXEMPT,APPROVED,MARIO MAZZELLA CONTRACTING CORP,MARIO MAZZELLA CONTRACTING CORP,31-09 DARE PLACE,BRONX,NY,10465
CL.1,APPROVED,MARIO R. PORTILLO D/B/A PORTILLO'S LANDSCAPING,MARIO R. PORTILLO D/B/A PORTILLO'S LANDSCAPING,332 WESTMINISTER ROAD,CEDARHURST,NY,11516
CL.1,APPROVED,MARIO'S GREEN STAR LANDSCAPING CORP,MARIO'S GREEN STAR LANDSCAPING CORP,159-14 84TH AVENUE,JAMAICA,NY,11432
CL.1,APPROVED,MARIO'S LANDSCAPING OF STATEN ISLAND INC.,MARIO'S LANDSCAPING OF STATEN ISLAND INC.,12 LAGRANGE PLACE,STATEN ISLAND,NY,10302
CL.2-EXEMPT,APPROVED,"MARK ALKE GENERAL CONTRACTING, INC.","MARK ALKE GENERAL CONTRACTING, INC.",87-02 79TH AVENUE,GLENDALE,NY,11385
CL.2-EXEMPT,APPROVED,MARK'S LANDSCAPING AND GUTTERS,MARK BLACK D.B.A. MARK'S LANDSCAPING AND GUTTERS,10 ATHENS AVENUE,SOUTH AMBOY,NJ,8879
CL.2-EXEMPT,APPROVED,"MARK CONTRACTING NY, INC","MARK CONTRACTING NY, INC",80-22 237TH STREET,QUEENS VILLAGE,NY,11427
CL.1,APPROVED,MARK F. LANDSCAPING CORP.,MARK F. LANDSCAPING CORP.,151 Wilson Street,Staten Island,NY,10304
CL.1,APPROVED,MARK TIELIS LANDSCAPING,MARK TIELIS LANDSCAPING,34-05 LITTLE NECK PARKWAY,LITTLE NECK,NY,11363
CL.2-EXEMPT,APPROVED,MARKY O.G.  LLC,MARKY O.G.  LLC,119 SMITHTOWN RD,HACKETTSTOWN,NJ,7840
CL.2-EXEMPT,APPROVED,MARLANDE HEATING CORPORATION,MARLANDE HEATING CORPORATION,700 EAST 133 STREET,BRONX,NY,10454
CL.1,APPROVED,"MAROTTA LANDSCAPING, INC","MAROTTA LANDSCAPING, INC",463 PULASKI ROAD,GREENLAWN,NY,11740
CL.2-EXEMPT,APPROVED,MARPOL CONSTRUCTION CORP.,MARPOL CONSTRUCTION CORP.,7 PLANE TREE LANE,DIX  HILLS,NY,11746
LICENSE,DENIED,"MARRAFLO CONTRACTING, INC.","MARRAFLO CONTRACTING,INC.",10-91 JACKSON AVENUE,LONG ISLAND CITY,NY,11101
CL.1,APPROVED,MARTAN PROPERTIES LLC,MARTAN PROPERTIES LLC,122 76TH ST,BROOKLYN,NY,11209
CL.1,APPROVED,MARTIR R. CANALES D.B.A. MARTIR R LANDSCAPING,MARTIR R. CANALES D.B.A. MARTIR R LANDSCAPING,34 DOUGLAS STREET,INWOOD,NY,11096
CL.1,APPROVED,D/B/A MASPETH ROOFING & SIDING,MASPETH CONTRACTING CORP.,2150 WESTPHALIA ROAD,MATTITUCK,NY,11952
CL.2-EXEMPT,APPROVED,MASPETH GENERAL CONTRACTING CORP.,MASPETH GENERAL CONTRACTING CORP.,59-26 69TH LANE,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,MASPETH ENVIRONMENTAL,MASPETH REMODELING CO. INC.,54-30 44TH STREET,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,MASTER PAVERS LLC d/b/a LELLA MASONRY,MASTER PAVERS LLC d/b/a LELLA MASONRY,14 TRINA LANE,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,MATEMPA CORP.,MATEMPA CORP.,7-24 CLINTONVILLE STREET,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,MATERA CONSTRUCTION CO. INC.,MATERA CONSTRUCTION CO. INC.,37-09 28 AVENUE,ASTORIA,NY,11103
CL.1,APPROVED,MATTHEW GRECO D/B/A MATT GRECO LANDSCAPING,MATTHEW GRECO D/B/A MATT GRECO LANDSCAPING,123 BILTMORE BLVD,MASSAPEQUA,NY,11758
CL.1,APPROVED,MATTHEW PUGLISI d/b/a PUGLISI LANDSCAPE DESIGN,MATTHEW PUGLISI d/b/a PUGLISI LANDSCAPE DESIGN,254-22 38th AVENUE,LITTLE NECK,NY,11363
CL.1,APPROVED,MAURO LANDSCAPING CORP,MAURO LANDSCAPING CORP,570 PEARL STREET,OCEANSIDE,NY,11572
CL.2-EXEMPT,APPROVED,"MAX SERVICE NYC, INC.","MAX SERVICE NYC, INC.",311 E91 STREET,BROOKLYN,NY,11212
CL.1,APPROVED,MAXIMINO CHINCHILLA D/B/A/ MAX LANDSCAPING,MAXIMINO CHINCHILLA D/B/A/ MAX LANDSCAPING,147-10 41 AVE APT 4P,FLUSHING,NY,11355
CL.2-EXEMPT,APPROVED,MAYRICH CONSTRUCTION CORP.,MAYRICH CONSTRUCTION CORP.,1141 OAK POINT AVENUE,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,MAYRICH EQUIPMENT CORP.,MAYRICH EQUIPMENT CORP.,1141 OAK POINT AVENUE,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,MB CARTING INC,MB CARTING INC,137 HAVEN AVENUE,PORT WASHINGTON,NY,11050
CL.1,APPROVED,MBL LANDSCAPING INC,MBL LANDSCAPING  INC.,1614 HENDRICKSON STREET,BROOKLYN,NY,11234
CL.2-EXEMPT,APPROVED,"MC & O CONSTRUCTION, INC.","MC & O CONSTRUCTION, INC.",PO BOX 780187,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,MC FLEMING GROUP INC.,MC FLEMING GROUP INC.,214-30 27 AVENUE,BAYSIDE,NY,11360
CL.1,APPROVED,MCEVOY LANDSCAPING LLC,MCEVOY LANDSCAPING LLC,16 BUFFINGTON AVENUE,STATEN ISLAND,NY,10312
CL.2-EXEMPT,APPROVED,MCLEAN TRUCKING ENTERPRISE INC,MCLEAN TRUCKING ENTERPRISE INC,665 NEW YORK AVENUE APT 5S,BROOKLYN,NY,11203
CL.1,APPROVED,MCNULTY OUTDOORS INC.,MCNULTY OUTDOORS INC.,640 5TH AVENUE,NEW HYDE PK,NY,11040
CL.2-EXEMPT,APPROVED,RUSSO EQUIPMENT RENTAL,MEADOWMERE PROPERTIES INC.,67 EAST AVENUE,LAWRENCE,NY,11559
CL.2-EXEMPT,DENIED,MECC CONTRACTING INC,MECC CONTRACTING INC,21 AUTUMN AVENUE,BROOKLYN,NY,11208
LICENSE,APPROVED,MED WASTE MANAGEMENT LLC,MED WASTE MANAGEMENT LLC,1860  52ND STREET APT 1E,BROOKLYN,NY,11204
CL.2-EXEMPT,APPROVED,MELLIFONT CONSTRUCTION CORP.,MELLIFONT CONSTRUCTION CORP.,530 CRAVEN STREET,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,"MENDEZ TRUCKING, INC.","MENDEZ TRUCKING, INC.",490 UNION AVENUE,BELLEVILLE,NJ,7109
CL.2-EXEMPT,APPROVED,MESSINA ASPHALT CORP.,MESSINA ASPHALT CORP.,18-50 42 STREET,ASTORIA,NY,11105
CL.2-EXEMPT,APPROVED,METRIC HARDSCAPE DESIGN INC.,METRIC HARDSCAPE DESIGN INC.,6458 215TH STREET,BAYSIDE,NY,11364
CL.2-EXEMPT,APPROVED,METRO CARTING INC.,METRO CARTING INC.,2473 WEST 1ST STREET,BROOKLYN,NY,11223
CL.2-EXEMPT,DENIED,METRO DEMOLITION CONTRACTING CORP.,METRO DEMOLITION CONTRACTING CORP.,55-14 GRAND AVENUE,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,METRO GC NY INC.,METRO GC NY INC.,213-37 39TH AVENUE  SUITE #268,BAYSIDE,NY,11360
CL.2-EXEMPT,APPROVED,METRO GENERAL CONTRACTING INC.,METRO GENERAL CONTRACTING INC.,28 GANSEVOORT BLVD,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,METRO INTERIOR REMODELING CORP.,METRO INTERIOR REMODELING CORP.,P.O. BOX 705,MANHASSET,NY,11030
CL.1,APPROVED,METRO LANDSCAPING INC.,METRO LANDSCAPING INC.,43 - 12 172ND STREET,FLUSHING,NY,11358
LICENSE,APPROVED,METROPOLITAN PAPER RECYCLING INC.,METROPOLITAN PAPER RECYCLING INC.,847 SHEPHERD AVENUE,BROOKLYN,NY,11208
CL.2-EXEMPT,APPROVED,MEZZACAPPA CONCRETE CONTRACTING INC.,MEZZACAPPA CONCRETE CONTRACTING INC.,122 EYLANDT STREET,STATEN ISLAND,NY,10312
CL.1,APPROVED,MG'S LAWN GREEN INC,MG'S LAWN GREEN INC,85 WOODLAND ROAD,PLEASANTVILLE,NY,10570
CL.2-EXEMPT,APPROVED,M.G.F. CONTRACTING CORP.,MICHAEL  GREGORY  FATTA  CONTRACTING CORP.,213  BAYVIEW  AVENUE,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,MICHAEL DELLA VECCHIA & SON INC.,MICHAEL DELLA VECCHIA & SON INC.,77 - 15 19TH ROAD,JACKSON HEIGHTS,NY,11370
CL.1,APPROVED,MICHAEL DEVITO LANDSCAPING INC.,MICHAEL DEVITO LANDSCAPING INC.,2036 BAY RIDGE PKWY,BROOKLYN,NY,11204
CL.1,APPROVED,LEADERSHIP LANDSCAPING,MICHAEL E. PYMM,806 SENECA AVENUE,RIDGEWOOD,NY,11385
CL.1,APPROVED,MICHAEL FALZONE D/B/A  LAWNSCAPERS,MICHAEL FALZONE D/B/A  LAWNSCAPERS,79 SLEEPY HOLLOW RD,STATEN ISLAND,NY,10314
LICENSE,APPROVED,MICHAEL O'BRIEN & SONS INC.,MICHAEL O'BRIEN & SONS INC.,5778 MOSHOLU AVENUE,BRONX,NY,10471
CL.1,APPROVED,MICHAEL PIZZIRUSSO,MICHAEL PIZZIRUSSO,2485 HARRISON AVE,BALDWIN,NY,11510
CL.1,APPROVED,MICHAEL'S LANDSCAPING,MICHAEL'S LANDSCAPING,170 BENEDICT AVENUE,STATEN ISLAND,NY,10314
CL.1,APPROVED,MICHELINO MARRA d/b/a MARRA LANDSCAPING,MICHELINO MARRA d/b/a MARRA LANDSCAPING,170 - 16 PIDGEON MEADOW RD,FRESH MEADOWS,NY,11356
LICENSE,APPROVED,MID BRONX HAULAGE CORP.,MID BRONX HAULAGE CORP.,408 COSTER STREET,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,MIDATLANTIC CONTRACTING SERVICE INC.,MIDATLANTIC CONTRACTING SERVICE INC.,1940 DEER PARK AVENUE,DEER PARK,NY,11729
LICENSE,APPROVED,MIDDLE EAST MANAGEMENT CORP,MIDDLE EAST MANAGEMENT CORP,315A 9TH STREET,BROOKLYN,NY,11215
LICENSE,APPROVED,MIDLAND CARTING INC.,MIDLAND CARTING INC.,PO BOX 303,MASSAPEQUA PARK,NY,11762
CL.2-EXEMPT,APPROVED,MIDTOWN  MATERIALS  CORP.,MIDTOWN  MATERIALS  CORP.,168-04 12TH ROAD,BEECHHURST,NY,11357
CL.1,APPROVED,HOME GARDENING LANDSCAPING,MIGUEL ARTURO TITUANA d/b/a HOME GARDENING LANDSCAPING,P.O. BOX 110574,BROOKLYN,NY,11211
CL.1,APPROVED,MIGUEL'S GARDENING CORP.,MIGUEL'S GARDENING CORP.,P.O BOX 386,MINEOLA,NY,11501
CL.2-EXEMPT,APPROVED,MIKE BURKE CONSTRUCTION INC.,MIKE BURKE CONSTRUCTION INC.,53-08 68TH STREET,MASPETH,NY,11378
CL.1,APPROVED,MIKE CICCULLO INC.,MIKE CICCULLO INC.,1574 CANARSIE ROAD,BROOKLYN,NY,11236
CL.2-EXEMPT,APPROVED,MIKES EXTERIOR CONTRACTING CORP,MIKES EXTERIOR CONTRACTING CORP,37-17 60TH STREET,WOODSIDE,NY,11377
CL.1,APPROVED,MI-LAR LANDSCAPING,MI-LAR LANDSCAPING,165 KINGS HIGHWAY,BROOKLYN,NY,11223
CL.1,APPROVED,MILLAMAR CONSTRUCTION CORP.,MILLAMAR CONSTRUCTION CORP.,150 PLAINFIELD AVENUE,ELMONT,NY,11003
CL.1,APPROVED,"MILLENNIUM LANDSCAPING, INC.","MILLENNIUM LANDSCAPING, INC.",787 CORNELL ROAD,FRANKLIN SQUARE,NY,11010
LICENSE,APPROVED,MILLENNIUM RECYCLING CORP.,MILLENNIUM RECYCLING CORP.,83 JEWETT AVENUE,STATEN ISLAND,NY,10302
CL.2-EXEMPT,APPROVED,MILORD ENTERPRISES INC.,MILORD ENTERPRISES INC.,349 E. 19TH STREET 5A,BROOKLYN,NY,11226
CL.2-EXEMPT,APPROVED,MILRO ASSOCIATES INC.,MILRO ASSOCIATES INC.,41 HANSE AVENUE,FREEPORT,NY,11520
CL.1,APPROVED,MILTON O. CERNA D/B/A JUNIOR LANDSCAPING,MILTON O. CERNA D/B/A JUNIOR LANDSCAPING,88-15 179TH STREET  SUITE 1B,JAMAICA,NY,11432
CL.1,APPROVED,,MIRNA LANDSCAPING,131 DOUGHTY BLVD SUITE C,INWOOD,NY,11096
CL.2-EXEMPT,APPROVED,MIROSLAW KADZIOLOWSKI d/b/a M.K. SWIMMING POOLS & CONTRACTING,MIROSLAW KADZIOLOWSKI d/b/a M.K. SWIMMING POOLS & CONTRACTING,264 MYRTLE AVE,STATEN ISLAND,NY,10310
CL.1,APPROVED,MISAEL FIGUEROA d/b/a FIGUEROA M. LANDSCAPING,MISAEL FIGUEROA d/b/a FIGUEROA M. LANDSCAPING,207 MOTT AVE,INWOOD,NY,11096
CL.2-EXEMPT,APPROVED,MIST ENTERPRISE INC,MIST ENTERPRISE INC,5904 18TH AVENUE PMB #44,BROOKLYN,NY,11204
CL.2-BROKER,APPROVED,"MITCHEL L. MITCHEL WASTE SERVICES CO., INC.","MITCHEL L. MITCHEL WASTE SERVICES CO., INC.",PO BOX 101,PORT JEFFERSON,NY,11777
CL.2-EXEMPT,APPROVED,MJR TRUCKIN CORP,MJR TRUCKIN CORP,1644 NORMAN STREET 1FL,RIDGEWOOD,NY,11385
CL.2-EXEMPT,APPROVED,MJV TRUCKING INC.,MJV TRUCKING INC.,58-33 71TH STREET,MASPETH,NY,11378
CL.1,APPROVED,MML LANDSCAPING INC,MML LANDSCAPING INC,87-14 129TH STREET #4J,RICHMOND HILL,NY,11418
CL.2-EXEMPT,APPROVED,MOCO GENERAL CONSTRUCTION CORP,MOCO GENERAL CONSTRUCTION CORP,34-26 STEINWAY STREET,ASTORIA,NY,11101
CL.2-EXEMPT,APPROVED,"MOCTEZUMA HEIRS, LLC","MOCTEZUMA HEIRS, LLC",834 DRIGGS AVENUE,BROOKLYN,NY,11211
CL.2-EXEMPT,APPROVED,MODERN CARTING & DEMOLITION,"MODERN CONSTRUCTION, LLC.",688 PASSAIC AVE.,KEARNY,NJ,7032
CL.1,APPROVED,MODERN LANDSCAPING & GARDENING LTD.,MODERN LANDSCAPING & GARDENING LTD.,8201 14TH AVENUE,BROOKLYN,NY,11228
LICENSE,APPROVED,R.A. CONTRACTING COMPANY,MOHAMMAD ASLAM D/B/A R.A.CONTRACTING COMPANY,133-18 130TH PLACE,SOUTH OZONE PARK,NY,11420
CL.1,APPROVED,MOISES COREAS DBA LANDSCAPING BY MOISES,MOISES COREAS DBA LANDSCAPING BY MOISES,16 WEST ADAM ST,EAST ISLIP,NY,11730
CL.1,APPROVED,MOISES LANDSCAPING,MOISES LANDSCAPING,"147-05 SANFORD AVENUE, 5H",FLUSHING,NY,11355
CL.2-EXEMPT,APPROVED,MONACO CONSTRUCTION CORP.,MONACO CONSTRUCTION CORP.,244 42ND STREET,BROOKLYN,NY,11232
CL.2-EXEMPT,APPROVED,MONMORE CONTRACTING CORP.,MONMORE CONTRACTING CORP.,160 SWEETFIELD CIRCLE,YONKERS,NY,10704
CL.2-EXEMPT,APPROVED,MDS / MONTECALVO MATERIAL RECOVERY / MONTECALVO RECYCLING,"MONTECALVO DISPOSAL SERVICES, INC.",P.O. BOX 290,KEASBEY,NJ,8832
CL.1,APPROVED,MONTEMARANO LANDSCAPING GARDEN INC.,MONTEMARANO LANDSCAPING GARDEN INC.,1247 73 STREET,BROOKLYN,NY,11228
CL.2-EXEMPT,APPROVED,MONTI UNITED CONSTRUCTION INC.,MONTI UNITED CONSTRUCTION INC.,2545 RADCLIFF AVENUE,BRONX,NY,10469
CL.1,APPROVED,MONTUR LANDSCAPING INC.,MONTUR LANDSCAPING INC.,83 ROGER AVENUE,INWOOD,NY,11096
CL.2-EXEMPT,APPROVED,MORREALE ASPHALT PAVING CORP.,MORREALE ASPHALT PAVING CORP.,4  HILLMONT TERR,COLTS NECK,NJ,7722
CL.2-EXEMPT,APPROVED,MO'S CARTING CORP.,MO'S CARTING CORP.,40 LORTEL AVENUE,STATEN ISLAND,NY,10314
LICENSE,APPROVED,MO'S RUBBISH REMOVAL SERVICE,MO'S RUBBISH REMOVAL SERVICE,101-22 107 STREET,OZONE PARK,NY,11416
CL.2-EXEMPT,APPROVED,MPI CONSTRUCTION LLC,MPI CONSTRUCTION LLC,5884  57TH ROAD   SUITE #2,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,MR. BRICKMAN INC,MR. BRICKMAN INC,215 PARK STREET,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,MR. DEMOLITION INC.,MR. DEMOLITION INC.,1579 - 47TH STREET,BROOKLYN,NY,11219
LICENSE,APPROVED,MR. T CARTING CORP.,MR. T CARTING CORP.,73-10 EDSALL AVENUE,GLENDALE,NY,11385
CL.2-EXEMPT,DENIED,MRC II,"MRC II CONTRACTING, INC.",242 NEVINS STREET,BROOKLYN,NY,11217
CL.2-EXEMPT,APPROVED,MENDOLA WATERPROOFING,MSF CONSTRUCTION CORP,521 YETMAN AVENUE,STATEN ISLAND,NY,10307
CL.2-EXEMPT,APPROVED,MSM EMPIRE CONSTRUCTION CORP.,MSM EMPIRE CONSTRUCTION CORP.,128 ROSELLE STREET,MINEOLA,NY,11501
CL.2-EXEMPT,APPROVED,MSP CONTRACTING LLC,MSP CONTRACTING LLC,278 WOODBURY ROAD,WOODBURY,NY,11797
CL.2-EXEMPT,APPROVED,MSS GOLDEN EAGLE CONSTRUCTION USA CO. INC.,MSS GOLDEN EAGLE CONSTRUCTION USA CO. INC.,130-05 125TH STREET,S. OZONE PARK,NY,11420
CL.2-EXEMPT,APPROVED,MIKE'S MASONRY,MUAMET SACIROVSKI,366 BRADFORD AVENUE,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,MUHAMMAD T. MIRZA DBA JET CONSTRUCTION,MUHAMMAD T. MIRZA DBA JET CONSTRUCTION,392 STRATFORD ROAD,BROOKLYN,NY,11218
CL.2-EXEMPT,APPROVED,,"MULROY MASONRY, INC.",60-21 60TH PLACE,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,MULTANI CONSTRUCTION USA CORP,MULTANI CONSTRUCTION USA CORP,135-13 129TH STREET,SOUTH OZONE PARK,NY,11420
CL.2-EXEMPT,APPROVED,MULTI- BORO CONTRACTING CORP.,MULTI- BORO CONTRACTING CORP.,26-15 150TH STREET,FLUSHING,NY,11354
LICENSE,DENIED,MULTI CARTING INC.,MULTI CARTING INC.,9614 DITMAS AVENUE,BROOKLYN,NY,11236
LICENSE,DENIED,MULTI RECYCLING INC.,MULTI RECYCLING INC.,9614 DITMAS AVENUE,BROOKLYN,NY,11236
CL.2-EXEMPT,DENIED,MUNOZ TRANSPORT LLC,MUNOZ TRANSPORT LLC,132 OVERLOOK AVENUE,BELLEVILLE,NJ,7109
CL.2-EXEMPT,APPROVED,"MUNOZ TRUCKING, CORP.","MUNOZ TRUCKING, CORP.",138 OVERLOOK AVENUE,BELLEVILLE,NJ,7109
CL.2-EXEMPT,APPROVED,MURFYA TRUCKING  CORP.,MURFYA TRUCKING  CORP.,1448 GREENE AVENUE,BROOKLYN,NY,11237
CL.1,APPROVED,MURGOLO GARDENING & LANDSCAPING,MURGOLO GARDENING & LANDSCAPING,1616 65TH STREET,BROOKLYN,NY,11228
CL.2-EXEMPT,APPROVED,MUSLI'S MASONRY INC,MUSLI'S MASONRY INC,210 BISHOP STREET,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,MR. JIMMY'S TRUCKING,"MY SON'S CARTING, L.L.C.",109 TOWNSLEY STREET,EDISON,NJ,8837
LICENSE,APPROVED,YANKELS DEMOLITION & RUBBISH REMOVAL,MYBEM CORPORATION,184 DIVISION AVENUE,BROOKLYN,NY,11211
LICENSE,APPROVED,"MYDATT SERVICES, INC. d/b/a BLOCK BY BLOCK","MYDATT SERVICES, INC. d/b/a BLOCK BY BLOCK","7135 CHARLOTTE PIKE, STE. 100",NASHVILLE,TN,37209
CL.2-EXEMPT,APPROVED,N & M DEMOLITION INC.,N & M DEMOLITION INC.,856 RICHMOND ROAD,STATEN ISLAND,NY,10304
CL.1,APPROVED,N. CASTELLANO INC.,N. CASTELLANO INC.,1381 EAST 9 STREET,BROOKLYN,NY,11230
CL.2-EXEMPT,APPROVED,"N. L. PAVING, INC.","N. L. PAVING, INC.",388 GRAMATAN AVE,MT. VERNON,NY,10552
CL.2-EXEMPT,APPROVED,SAMPOGNA CONTRACTING,N. SAMPOGNA & SON CORP.,101 HOPPER STREET,WESTBURY,NY,11590
CL.2-EXEMPT,APPROVED,N. ZAPATA TRUCKING,N. ZAPATA TRUCKING,55 GRACE STREET,BLOOMFIELD,NJ,7003
CL.2-EXEMPT,APPROVED,N.B.I. EQUIPMENT CORP.,N.B.I. EQUIPMENT CORP.,7302 AVENUE W,BROOKLYN,NY,11234
CL.2-EXEMPT,APPROVED,N.C.D. CONTRACTING CORP.,N.C.D. CONTRACTING CORP.,246 MADISON STREET,FRANKLIN SQUARE,NY,11010
CL.2-EXEMPT,DENIED,N.E.S BUILDERS INC.,N.E.S BUILDERS INC.,95 JOAN DRIVE,YONKERS,NY,10465
CL.1,APPROVED,N.F. GOZO CORP.,N.F. GOZO CORP.,2572 COYLE STREET,BROOKLYN,NY,11235
CL.2-EXEMPT,APPROVED,N/S SITE SERVICES INC.,N/S SITE SERVICES INC.,"1170 BRIGHTON BEACH  AVENUE,  APT.6C",BROOKLYN,NY,11235
CL.1,APPROVED,NAIMOLI LANDSCAPE DESIGN INC,NAIMOLI LANDSCAPE DESIGN INC,154-38 26TH  AVE,FLUSHING,NY,11354
CL.2-EXEMPT,APPROVED,NAPOLI081 LLC,NAPOLI081 LLC,10 REDSTONE DRIVE,PARSIPPANY,NJ,7054
CL.2-EXEMPT,APPROVED,NARDONE CONSTRUCTION INC.,NARDONE CONSTRUCTION INC.,1 VIRGINIA LANE,THORNWOOD,NY,10594
CL.2-EXEMPT,APPROVED,EYBL CONSTRUCTION CO.,NASEER AHMED D/B/A EYBL CONSTRUCTION CO.,29 ADAMS AVENUE,STATEN ISLAND,NY,10306
CL.2-BROKER,APPROVED,"NATIONAL WASTE ASSOCIATES, LLC","NATIONAL WASTE ASSOCIATES, LLC.",PO BOX 6502,GLASTONBURY,CT,6033
LICENSE,DENIED,NATIONAL WASTE SERVICES CORP.,NATIONAL WASTE SERVICES CORP.,42 CAMDEN PLACE,NEW HYDE PARK,NY,11040
CL.2-EXEMPT,APPROVED,NATIONAL WATER MAIN CLEANING CO.,NATIONAL WATER MAIN CLEANING CO.,875 SUMMER AVENUE,NEWARK,NJ,7104
CL.1,APPROVED,NATURE NEW ENGLAND,NATURE NEW ENGLAND,P.O. BOX 4,BRONX,NY,10465
CL.2-EXEMPT,APPROVED,NBC TRUCKING INC.,NBC TRUCKING INC.,63 LODI STREET,HACKENSACK,NJ,7601
CL.1,APPROVED,NECESSARY OBJECTS LTD,NECESSARY OBJECTS LTD,30 - 30 47TH AVENUE 6TH FLOOR,LONG ISLAND CITY,NY,11101
CL.1,APPROVED,NEDYS LANDSCAPING,NEDYS O BAIRES D.B.A. NEDYS LANDSCAPING,6 CAROL STREET,W. HEMPSTEAD,NY,11552
CL.1,APPROVED,NEFTALI PRUDENCIO d/b/a PRUDENCIO LANDSCAPING,NEFTALI PRUDENCIO d/b/a PRUDENCIO LANDSCAPING,101-06 221 STREET #1,QUEENS VILLAGE,NY,11429
CL.1,APPROVED,NEIGHBORHOOD GARDENING SERVICE,NEIGHBORHOOD GARDENING SERVICE,PO BOX 21,GLEN COVE,NY,11452
CL.1,APPROVED,NELLY SOTO LANDSCAPING,NELLY SOTO LANDSCAPING,P.O. BOX 836,BRONX,NY,10452
CL.1,APPROVED,NELSON ZUNIGA  d/b/a NELSON LANDSCAPING,NELSON ZUNIGA  d/b/a NELSON LANDSCAPING,148-13 15TH AVENUE,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,H.O.C. COMPANY,NENG ZHUO WANG D/B/A H.O.C. COMPANY,66-01 MAURICE AVEUNE,WOODSIDE,NY,11377
CL.2-EXEMPT,APPROVED,NEO NATURE TRANSPORT LLC,NEO NATURE TRANSPORT LLC,97 TAPPAN AVE.,BELLEVILLE,NJ,7109
CL.1,APPROVED,NEOSCAPE GARDENS INC.,NEOSCAPE GARDENS INC.,PO BOX 7160,FREEPORT,NY,11520
CL.2-EXEMPT,APPROVED,NEPTUNE MECHANICAL INC,NEPTUNE MECHANICAL INC,29-10  120TH STREET,FLUSHING,NY,11354
CL.2-EXEMPT,APPROVED,,NEW CITY CARTING CORP.,2915 THROOP AVENUE,BRONX,NY,10469
CL.2-EXEMPT,APPROVED,NEW CREATION LANDSCAPES INC.,NEW CREATION LANDSCAPES INC.,5 VISTA LANE,MELVILLE,NY,11747
CL.2-EXEMPT,APPROVED,NEW HIGH WAY TRUCKING INC.,NEW HIGH WAY TRUCKING INC.,25 MAPLE ROAD,AMITYVILLE,NY,11701
CL.2-EXEMPT,APPROVED,NEW JD GEN CONSTRUCTION INC,NEW JD GEN CONSTRUCTION INC,8664 18TH AVENUE,BROOKLYN,NY,11214
CL.1,APPROVED,NEW LEAF LANDSCAPE DESIGN & CONTRACTING INC.,NEW LEAF LANDSCAPE DESIGN & CONTRACTING INC.,P.O. BOX 187,YONKERS,NY,10705
CL.2-BROKER,APPROVED,NEW MARKET EQUIPMENT CO.,NEW MARKET EQUIPMENT CO.,2701 COLTSGATE ROAD SUITE 100,CHARLOTTE,NC,28211
