Organization Name,Address,City,State,Zip Code,Main Phone #,Discipline,Council District,Community Board,Borough
"Negro Ensemble Company, Inc.","303 West 42nd Street, Suite 501",New York,NY,10036,(212) 582-5860,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"New 42nd Street, Inc.","229 West 42nd Street, 10th Floor",New York,NY,10036,(646) 223-3001,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
New Africa Live,P.O. Box 193,New York,NY,10011,(917) 687-8774,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #9,Manhattan Community Board #10,Manhattan
"New American Cinema Group, Inc.",475 Park Avenue South,New York,NY,10016,(212) 267-5665,Film/Video/Audio,Manhattan Council District #2,Manhattan Community Board #6,Manhattan
New Art Publications,"80 Hanson Place, Ste. 703",Brooklyn,NY,11217,(718) 636-9100,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
"New Dance Alliance, Inc.",182 Duane Street,New York,NY,10013,(212) 226-7624,Dance,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
"New Dramatists, Inc.",424 West 44th Street,New York,NY,10036,(212) 757-6960 x12,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"New England Dinosaur, Inc.",130 West 56th Street,New York,NY,10019,(212) 757-9669,Dance,Manhattan Council District #4,Manhattan Community Board #5,Manhattan
"New Federal Theatre, Inc.",292 Henry Street,New York,NY,10002,(212) 353-1176,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"New Festival, Inc.","68 Jay Street, Ste. 319",Brooklyn,NY,11201,(212) 571-2170,Film/Video/Audio,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn
"New Group, Inc.",410 West 42 Street,New York,NY,10036,(212) 244-3380 x306,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
New Heritage Theatre Group,"253 West 138th Street, Suite 100",New York,NY,10030,(212) 926-2550,"Multi-Discipline, Performing",Manhattan Council District #9,Manhattan Community Board #10,Manhattan
New Museum of Contemporary Art,235 Bowery,New York,NY,10002,(212) 219-1222 x239,Museum,Manhattan Council District #1,Manhattan Community Board #3,Manhattan
"New Music USA, Inc.","90 John Street, Ste. 312",New York,NY,10038,(212) 645-6949,,,,Manhattan
New Perspectives Theatre Company,"456 West 37th Street, Ground Floor",New York,NY,10018,(212) 630-9945,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"New Professional Theatre, Inc.","229 West 42nd Street, Apt. 501",New York,NY,10036,(212) 398-2666,Theater,Manhattan Council District #3,Manhattan Community Board #3,Manhattan
"New Radio and Performing Arts, Inc.",129 Tysen Street,Staten Island,NY,10301,(617) 522-3856,"Multi-Discipl, Perf & Non-Perf",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"New Review, Inc.","611 Broadway, Ste. 902",New York,NY,10012,(212) 353-1478,Literature,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
New School,66 West 12th Street,New York,NY,10011,(212) 229-5650,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan
New Sounds Music Incorporated,870 W. 181st Street 9B,New York,NY,10033,(215) 316-1381,Music,Manhattan Council District #7,Manhattan Community Board #12,Manhattan
"New Stage Theatre Company, Inc.","99 Wall Street, Ste. 1600",New York,NY,10005,(917) 297-0469,Theater,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
"New Triad for Collborative Arts, Inc.",P.O. Box 237136,New York,NY,10023,(347) 350-7476,"Multi-Discipline, Non-Perform",Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"New Way Circus Center, Inc.","2820 Ocean Parkway, Suite 21E",Brooklyn,NY,11235,(718) 266-0202,"Multi-Discipline, Performing",Brooklyn Council District #46,Brooklyn Community Board #15,Brooklyn
"New Worlds Theatre Project, Inc.","670 West End Avenue, Ste. 16A",New York,NY,10025,(917) 513-7620,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
New York Academy of Sciences,7 World Trade Center,New York,NY,10007,(212) 298-8672,Science,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
New York African Chorus Ensemble Inc.,"515 West 151st Street, Ste. 2W",New York,NY,10031,(212) 862-4858,"Multi-Discipline, Performing",Manhattan Council District #7,Manhattan Community Board #9,Manhattan
"New York Asian Symphony Orchestra, Inc.","889 Ninth Avenue, Ste. 1",New York,NY,10019,(212) 397-5298 x23,Music,Manhattan Council District #6,Manhattan Community Board #5,Manhattan
New York Botanical Garden,2900 Southern Boulevard,Bronx,NY,10458-5126,(718) 817-8700,Museum,Bronx Council District #11,Bronx Community Board #6,Bronx
"New York Chinese Cultural Center, Inc.","390 Broadway, 2nd Floor",New York,NY,10013,(212) 334-3764 x13,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #1,Manhattan
New York City Arts in Education Roundtable,P.O. Box 2094,New York,NY,10108,(212) 399-3000 x250,Humanities,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
New York City Ballet,David H. Koch Theater,New York,NY,10023,(212) 870-5500,Dance,Manhattan Council District #6,Manhattan Community Board #6,Manhattan
"New York City Center, Inc.",130 West 56th Street,New York,NY,10019,(212) 247-0430,"Multi-Discipline, Performing",Manhattan Council District #4,Manhattan Community Board #5,Manhattan
New York City Community Chorus at Holy Apostles,"35 West 8th Street, Apt. 3R",New York,NY,10011,(212) 475-2702,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan
"New York City Opera, Inc.",75 Broad Street,New York,NY,10004,(212) 870-5600,Music,Manhattan Council District #6,Manhattan Community Board #6,Manhattan
"New York City Players, Inc.","400 West 43rd Street, Apt. 27N",New York,NY,10036,(212) 479-0808,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
New York City Police Museum,100 Old Slip,New York,NY,10005,(212) 480-3100 x105,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
"New York Classical Theatre, Inc.","40 West 116th Street, #B1004",New York,NY,10026,(212) 662-0760,Theater,Manhattan Council District #9,Manhattan Community Board #7,Manhattan
"New York Collegium, Inc.",869 Lexington Avenue,New York,NY,10021,(212) 717-9246,Music,Manhattan Council District #4,Manhattan Community Board #8,Manhattan
"New York Composers Circle, Inc.",252 DeKalb Avenue,Brooklyn,NY,11205,(718) 398-3579,Music,Brooklyn Council District #35,Brooklyn Community Board #2,Manhattan
New York Council for the Humanities,150 Broadway,New York,NY,10038,(212) 233-1131,Humanities,Manhattan Council District #1,Manhattan Community Board #1,Queens
"New York Dance & Arts Innovations, Inc.","127 West 78th Street, #4",New York,NY,10024,(203) 509-9062,"Multi-Discipline, Performing",Manhattan Council District #6,Manhattan Community Board #7,Manhattan
New York Dance Center,"890 Broadway, 8th Floor",New York,NY,10003,(212) 777-7710,Dance,Manhattan Council District #2,Manhattan Community Board #5,Manhattan
"New York Deaf Theatre, Ltd.","138 South Oxford Street, #4F",Brooklyn,NY,11217,(718) 793-5499,Theater,,,Brooklyn
"New York Festival of Song, Inc.","307 Seventh Avenue, Ste. 1601",New York,NY,10001,(646) 230-8380,Music,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"New York Foundation for Architecture, Inc.",536 LaGuardia Place,New York,NY,10012,(212) 358-6136,Architecture/Design,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"New York Gilbert & Sullivan Players, Inc.",302 West 91st Street,New York,NY,10024,(212) 769-1000,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
New York Hall of Science,47-01 111th Street,Corona,NY,11368,(718) 699-0005,Science,Queens Council District #21,Queens Community Board #4,Queens
"New York Institute for Haiti Advocacy, Inc.",176 West 94th Street #8C,New York,NY,10025,(646) 301-0146,Film/Video/Audio,Manhattan Council District #7,Manhattan Community Board #7,Manhattan
"New York International Ballet Competition, Inc.",119 West 57th Street,New York,NY,10019,(212) 956-1520,Dance,Manhattan Council District #4,Manhattan Community Board #5,Manhattan
New York International Children's Film Festival,"295 Greenwich Street, Ste. 426",New York,NY,10007,(212) 349-0330,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
New York Kids Theatrical Alliance,3467 Eastchester Road #6D,Bronx,NY,10469,(646) 406-3322,Theater,Bronx Council District #12,Bronx Community Board #12,Bronx
New York Lesbian and Gay Experimental Film Festival,"79 Pine Street, Apt. 132",New York,NY,10005,(212) 742-8880,Film/Video/Audio,Manhattan Council District #1,Manhattan Community Board #1,Manhattan
"New York Live Arts, Inc.",219 West 19th Street,New York,NY,10011,(212) 691-6500,,,,Manhattan
New York Neo-Futurists,"475 West 57th Street, Apt. 6A3",New York,NY,10019,(917) 445-4712,Theater,Manhattan Council District #6,Manhattan Community Board #5,Manhattan
New York New Music Ensemble,43 Mace Street,Staten Island,NY,10306,(718) 614-8144,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan
"New York Pops, Inc.","333 West 52nd Street, Ste. 600",New York,NY,10019,(212) 765-7677 x13,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
New York Public Radio,160 Varick Street,New York,NY,10013,(646) 829-4444,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #1,Manhattan
New York Repertory Orchestra,"949 West End Avenue, Ste. 4D",New York,NY,10025,(212) 662-8383,Music,Manhattan Council District #9,Manhattan Community Board #7,Manhattan
New York Restoration Project,"254 West 31st Street, 10th Floor",New York,NY,10001,(212) 333-2552,Botanical,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"New York Revels, Inc.",P.O. Box 170120,Brooklyn,NY,11217,(718) 399-9282,"Multi-Discipline, Performing",Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn
New York Scandia Symphony,P.O. Box 583,New York,NY,10150,(212) 927-1596,Music,Manhattan Council District #7,Manhattan Community Board #12,Manhattan
New York Shakespeare Festival,425 Lafayette Street,New York,NY,10003,(212) 539-8500,Theater,Manhattan Council District #2,Manhattan Community Board #2,Manhattan
New York State Institute on Disability,930 Willowbrook Road,Staten Island,NY,10314,(718) 494-6457,"Multi-Discipl, Perf & Non-Perf",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"New York Studio School of Drawing, Painting & Sculpture",8 West 8th Street,New York,NY,10011,(212) 673-6466 x111,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
New York Theatre Barn,401 W. 56th Street,New York,NY,10019,(650) 219-0097,Theater,Manhattan Council District #6,Manhattan Community Board #4,Manhattan
"New York Theatre Experience, Inc.",155 E. 31st Street #10B,New York,NY,10016,(212) 217-9627,Theater,Manhattan Council District #2,Manhattan Community Board #5,Manhattan
"New York Theatre Workshop, Inc.",79 East 4th Street,New York,NY,10003,(212) 780-9037 x118,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"New York Women in Film & Television, Inc.","6 East 39th Street, 12th Floor",New York,NY,10016,(212) 679-0870 x24,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"New York Youth Symphony, Inc.","110 West 40th Street, Suite 1503",New York,NY,10018,(212) 581-5933,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan
New-York Historical Society,170 Central Park West,New York,NY,10024,(212) 485-9273,Museum,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"Nia Theatrical Production Co, Inc.",138 South Oxford Street,Brooklyn,NY,11217,(718) 346-6591,Theater,Brooklyn Council District #42,Brooklyn Community Board #5,Brooklyn
"Nicholas Roerich Museum, Inc.",319 West 107 Street,New York,NY,10025,(212) 864-7752,Museum,Manhattan Council District #9,Manhattan Community Board #7,Manhattan
Nicu's Spoon,P.O. Box 2058,New York,NY,10163,(212) 245-6467,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
Nitchen Children's Museum of North America,550 West 155th Street,New York,NY,10032,(646) 330-2125,"Multi-Discipline, Performing",Manhattan Council District #7,Manhattan Community Board #12,Manhattan
"No Longer Empty, Inc.",150 East 58th St,New York,NY,10155,(202) 413-4262,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #6,Queens
Noble Maritime Collection,1000 Richmond Terrace,Staten Island,NY,10301,(718) 447-6490,Museum,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"Noel Pointer Foundation, Inc.","1368 Fulton Street, 3rd Floor",Brooklyn,NY,11216,(718) 230-4825,Music,Brooklyn Council District #36,Brooklyn Community Board #3,Brooklyn
"North/South Consonance, Inc.",P.O. Box 698,New York,NY,10025,(212) 663-7566,Music,Manhattan Council District #9,Manhattan Community Board #7,Manhattan
Northern Manhattan Arts Alliance,The Cornerstone Center,New York,NY,10040,(212) 568-4396,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #7,Manhattan Community Board #12,Manhattan
Northern Manhattan Coalition For Economic Development,"600 West 185th Street, 2nd Floor",New York,NY,10033,(212) 543-0010,Music,Manhattan Council District #10,Manhattan Community Board #12,Manhattan
Northern Woodside Coalition,33-47 60th Street,Woodside,NY,11377,(718) 205-1030,Music,Queens Council District #22,Queens Community Board #1,Queens
Notes in Motion,"77 Bleecker Street, Apt. 318",New York,NY,10012,(212) 995-9446,Dance,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"Nuit Blanche New York, LLC",200 East 10th St #510,New York,NY,10003,(646) 345-1581,New Media,Manhattan Council District #3,Manhattan Community Board #3,Brooklyn
Nuyorican Poets Café,P.O. Box 20794,New York,NY,10009,(212) 529-9327,"Multi-Discipline, Performing",Manhattan Council District #2,Manhattan Community Board #3,Manhattan
Nuyorican School Original Poetry Jazz Ensemble,1738 Hone Avenue,Bronx,NY,10461,(718) 931-9311,"Multi-Discipline, Performing",Bronx Council District #8,Bronx Community Board #11,Bronx
NycArtsCypher Inc,12 Broad Street,Staten Island,NY,10304,(718) 981-8510,"Multi-Discipl, Perf & Non-Perf",Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
"OPERA America, Inc.","330 Seventh Avenue, 16th floor",New York,NY,10001,(212) 796-8620 x211,Music,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Old Merchant's House Museum of New York, Inc.",29 East 4th Street,New York,NY,10003,(212) 777-1089,Museum,Manhattan Council District #2,Manhattan Community Board #2,Manhattan
Old Stone House of Brooklyn,P.O. Box 150613,Brooklyn,NY,11215,(718) 768-3195,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn
Ollantay Center for the Arts,P.O. Box 720636,Jackson Heights,NY,11372,(718) 699-6772,Theater,Queens Council District #21,Queens Community Board #4,Queens
"Omni Ensemble, Ltd.",23 Wellington Court,Brooklyn,NY,11230,(718) 859-8649,Music,Brooklyn Council District #44,Brooklyn Community Board #14,Brooklyn
"On the Road Productions International, Inc.","310 Greenwich Street, #21F",New York,NY,10013,(212) 732-0732,Film/Video/Audio,Manhattan Council District #8,Manhattan Community Board #1,Manhattan
"One World Taekwondo Foundation, Inc.","236 West 116th Street, Second Floor",New York,NY,10026,(347) 624-5546,Other,Manhattan Council District #9,Manhattan Community Board #10,Manhattan
"One Year Lease, Inc.",138 South Oxford Street,Brooklyn,NY,11217,(646) 247-6226,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"One to World, Inc.",285 West Broadway,New York,NY,10013,(212) 431-1195,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #1,Manhattan
Only Make Believe Inc,"1123 Broadway, Ste. 1003",New York,NY,10010,(646) 336-1500,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Ontological-Hysteric Theater, Inc.",260 West Broadway,New York,NY,10013,(212) 420-1916,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"Open Channels New York, Inc.",161A Chrystie Street,New York,NY,10002,(212) 219-0736 x104,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #3,Manhattan
