TITLE,DESCR,SFFX,SFX DESCR,STD HRS,ASG LVL,JOBCODE,UNION CD,UNION DESCR,BARG UNIT,BARG DESCR,MIN RATE,MAX RATE
31315,AIR POLLUTION INSPECTOR,2,AIR POLLUTION INSPECTOR (CWW-9HR/DAY),35,1,4219,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$30938.00,$37355.00
31315,AIR POLLUTION INSPECTOR,2,AIR POLLUTION INSPECTOR (CWW-9HR/DAY),35,2,4220,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$45311.00,$55330.00
31315,AIR POLLUTION INSPECTOR,3,AIR POLLUTION INSPECTOR(CWW-8 HR/DAY),35,0,4221,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$0.00,$0.00
13632,COMPUTER SPECIALIST (SOFTWARE),0,COMPUTER SPECIALIST (SOFTWARE),35,1,3148,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$86117.00
13632,COMPUTER SPECIALIST (SOFTWARE),0,COMPUTER SPECIALIST (SOFTWARE),35,2,3149,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$92738.00
13632,COMPUTER SPECIALIST (SOFTWARE),0,COMPUTER SPECIALIST (SOFTWARE),35,3,3150,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$100849.00
13632,COMPUTER SPECIALIST (SOFTWARE),0,COMPUTER SPECIALIST (SOFTWARE),35,4,3151,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$115470.00
13632,COMPUTER SPECIALIST (SOFTWARE),1,COMPUTER SPECIALIST (SOFTWARE)-(CWW-12HR/DAY),35,1,3152,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$86117.00
13632,COMPUTER SPECIALIST (SOFTWARE),1,COMPUTER SPECIALIST (SOFTWARE)-(CWW-12HR/DAY),35,2,3153,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$92738.00
13632,COMPUTER SPECIALIST (SOFTWARE),1,COMPUTER SPECIALIST (SOFTWARE)-(CWW-12HR/DAY),35,3,3154,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$100849.00
13632,COMPUTER SPECIALIST (SOFTWARE),1,COMPUTER SPECIALIST (SOFTWARE)-(CWW-12HR/DAY),35,4,3155,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$115470.00
13632,COMPUTER SPECIALIST (SOFTWARE),2,COMPUTER SPECIALIST (SOFTWARE)-(CWW-8 3/4 HRS/DAY),35,1,3156,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$86117.00
13632,COMPUTER SPECIALIST (SOFTWARE),2,COMPUTER SPECIALIST (SOFTWARE)-(CWW-8 3/4 HRS/DAY),35,2,3157,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$92738.00
13632,COMPUTER SPECIALIST (SOFTWARE),2,COMPUTER SPECIALIST (SOFTWARE)-(CWW-8 3/4 HRS/DAY),35,3,3158,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$100849.00
13632,COMPUTER SPECIALIST (SOFTWARE),2,COMPUTER SPECIALIST (SOFTWARE)-(CWW-8 3/4 HRS/DAY),35,4,3159,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$115470.00
13632,COMPUTER SPECIALIST (SOFTWARE),3,COMPUTER SPECIALIST (SOFTWARE),35,1,3160,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$86117.00
13632,COMPUTER SPECIALIST (SOFTWARE),3,COMPUTER SPECIALIST (SOFTWARE),35,2,3161,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$92738.00
13632,COMPUTER SPECIALIST (SOFTWARE),3,COMPUTER SPECIALIST (SOFTWARE),35,3,3162,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$100849.00
13632,COMPUTER SPECIALIST (SOFTWARE),3,COMPUTER SPECIALIST (SOFTWARE),35,4,3163,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$115470.00
13632,COMPUTER SPECIALIST (SOFTWARE),4,COMPUTER SPECIALIST (SOFTWARE)-(CWW-8HR/DAY),35,1,3164,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$86117.00
13632,COMPUTER SPECIALIST (SOFTWARE),4,COMPUTER SPECIALIST (SOFTWARE)-(CWW-8HR/DAY),35,2,3165,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$92738.00
13632,COMPUTER SPECIALIST (SOFTWARE),4,COMPUTER SPECIALIST (SOFTWARE)-(CWW-8HR/DAY),35,3,3166,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$100849.00
13632,COMPUTER SPECIALIST (SOFTWARE),4,COMPUTER SPECIALIST (SOFTWARE)-(CWW-8HR/DAY),35,4,3167,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$115470.00
13632,COMPUTER SPECIALIST (SOFTWARE),5,COMPUTER SPECIALIST (SOFTWARE)-(CWW-9HR/DAY),35,1,3168,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$86117.00
13632,COMPUTER SPECIALIST (SOFTWARE),5,COMPUTER SPECIALIST (SOFTWARE)-(CWW-9HR/DAY),35,2,3169,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$92738.00
13632,COMPUTER SPECIALIST (SOFTWARE),5,COMPUTER SPECIALIST (SOFTWARE)-(CWW-9HR/DAY),35,3,3170,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$100849.00
13632,COMPUTER SPECIALIST (SOFTWARE),5,COMPUTER SPECIALIST (SOFTWARE)-(CWW-9HR/DAY),35,4,3171,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$115470.00
13632,COMPUTER SPECIALIST (SOFTWARE),42,COMPUTER SPECIALIST (SOFTWARE) (CUNY),35,1,3172,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$79462.00,$86117.00
13632,COMPUTER SPECIALIST (SOFTWARE),42,COMPUTER SPECIALIST (SOFTWARE) (CUNY),35,2,3173,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$82779.00,$92738.00
13632,COMPUTER SPECIALIST (SOFTWARE),42,COMPUTER SPECIALIST (SOFTWARE) (CUNY),35,3,3174,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$89393.00,$100849.00
13632,COMPUTER SPECIALIST (SOFTWARE),42,COMPUTER SPECIALIST (SOFTWARE) (CUNY),35,4,3175,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$95896.00,$115470.00
22508,ASSOCIATE HOUSING DEVELOPMENT,0,ASSOCIATE HOUSING DEVELOPMENT SPECIALIST,35,0,3844,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$72383.00,$92249.00
22508,ASSOCIATE HOUSING DEVELOPMENT,1,ASSOCIATE HOUSING DEVELOPMENT SPECIALIST (CWW-8 3/4 HR/DAY),35,0,3845,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$72383.00,$92249.00
92238,ASSOCIATE LANDMARKS PRESERVATI,0,ASSOCIATE LANDMARKS PRESERVATIONIST,35,0,6729,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65296.00,$79498.00
20130,AUTOMOTIVE SPECIALIST,0,AUTOMOTIVE SPECIALIST,35,0,3304,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
20503,CHEMICAL ENGINEERING INTERN,0,CHEMICAL ENGINEERING INTERN,35,0,3460,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20503,CHEMICAL ENGINEERING INTERN,1,CHEMICAL ENGINEER INTERN (CWW-8HR/DAY),35,0,3461,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20503,CHEMICAL ENGINEERING INTERN,2,CHEMICAL ENGINEER INTERN (CWW-9HR/DAY),35,0,3462,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
21801,CHEMIST TRAINEE,0,CHEMIST TRAINEE,35,0,3651,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$43820.00,$43820.00
21801,CHEMIST TRAINEE,1,CHEMIST TRAINEE (CWW - 8 HR DAY),35,0,3652,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$43820.00,$43820.00
22121,CITY PLANNING TECHNICIAN,0,CITY PLANNING TECHNICIAN,35,0,3731,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$37748.00,$50355.00
22121,CITY PLANNING TECHNICIAN,1,CITY PLANNING TECHNICIAN (CWW-8 HR/DAY),35,0,3732,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$37748.00,$50355.00
20202,CIVIL ENGINEERING INTERN,0,CIVIL ENGINEERING INTERN,35,0,3307,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20202,CIVIL ENGINEERING INTERN,1,CIVIL ENGINEERING INTERN (CWW-8HR/DAY),35,0,3308,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20202,CIVIL ENGINEERING INTERN,2,CIVIL ENGINEERING INTERN (CWW-9HR/DAY),35,0,3309,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20202,CIVIL ENGINEERING INTERN,3,CIVIL ENGINEERING INTERN (CWW-12 HR/DAY),35,0,3310,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
22117,COMMUNITY PLANNING BOARD COORD,0,COMMUNITY PLANNING BOARD COORDINATOR,35,0,3729,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$43653.00,$52665.00
91603,COMPUTER FACILITIES MAINTAINER,0,COMPUTER FACILITIES MAINTAINER (FISA),40,0,6584,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$55345.00,$72212.00
34201,CONSTRUCTION PROJECT MANAGER I,0,CONSTRUCTION PROJECT MANAGER INTERN,35,0,4418,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
22347,DIRECTOR OF INTERSECTIONAL TRA,0,DIRECTOR OF INTERSECTIONAL TRAFFIC CONTROL,35,0,3787,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$72383.00,$92249.00
20302,ELECTRICAL ENGINEERING INTERN,0,ELECTRICAL ENGINEERING INTERN,35,0,3409,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20302,ELECTRICAL ENGINEERING INTERN,1,ELECTRICAL ENGINEERING INTERN (CWW-8 3/4HR/DAY),35,0,3410,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20302,ELECTRICAL ENGINEERING INTERN,2,ELECTRICAL ENGINEERING INTERN (CWW-9 HR/DAY),35,0,3411,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20919,ENGINEER-ASSESSOR (UTILITY) (C,0,ENGINEER-ASSESSOR (UTILITY),35,0,3508,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
20919,ENGINEER-ASSESSOR (UTILITY) (C,1,ENGINEER-ASSESSOR (UTILITY) (CWW - 8 HR DAY),35,0,3509,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
20111,ENGINEERING TECHNICIAN TRAINEE,0,ENGINEERING TECHNICIAN TRAINEE,35,0,3270,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$33068.00,$34720.00
20111,ENGINEERING TECHNICIAN TRAINEE,1,ENGINEERING TECHNICIAN TRAINEE (CWW-9HRS/DAY),35,0,3271,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$33068.00,$34720.00
20111,ENGINEERING TECHNICIAN TRAINEE,2,ENGINEERING TECHNICIAN TRAINEE (CWW - 12HR/DAY),35,0,3272,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$33068.00,$34720.00
20100,ENGINEERING WORK STUDY TRAINEE,0,ENGINEERING WORK STUDY TRAINEE,35,0,3265,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$28804.00,$37097.00
20616,ENVIRONMENTAL ENGINEERING INTE,0,ENVIRONMENTAL ENGINEERING INTERN,35,0,3493,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20616,ENVIRONMENTAL ENGINEERING INTE,1,ENVIRONMENTAL ENGINEER INTERN (CWW-8HR/DAY),35,0,3494,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$49851.00,$52496.00
20121,ESTIMATOR (ELECTRICAL),0,ESTIMATOR (ELECTRICAL),35,0,3294,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$55345.00,$72212.00
20122,ESTIMATOR (GENERAL CONSTRUCTIO,0,ESTIMATOR (GENERAL CONSTRUCTION),35,0,3295,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$55345.00,$72212.00
20122,ESTIMATOR (GENERAL CONSTRUCTIO,1,ESTIMATOR (GENERAL CONSTRUCTION)(CWW-8 HR/DAY),35,0,3296,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$55345.00,$72212.00
20123,ESTIMATOR (MECHANICAL),0,ESTIMATOR (MECHANICAL),35,0,3297,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$55345.00,$72212.00
20123,ESTIMATOR (MECHANICAL),1,ESTIMATOR (MECHANICAL) (CWW 8 3/4 HR/DAY),35,0,3298,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$55345.00,$72212.00
91396,GENERAL SUPERINTENDENT OF CONS,0,GENERAL SUPERINTENDENT OF CONSTRUCTION & REPAIRS,35,0,6487,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$69873.00,$89082.00
21915,GEOLOGIST,0,GEOLOGIST,35,0,3704,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
21915,GEOLOGIST,1,GEOLOGIST (CWW-8 HR/DAY),35,0,3705,4,ENGINEERS DC 37 L375 CSTG,DC37,District Council 37,$65698.00,$82737.00
06602,SYSTEMS ADMINISTRATOR-CAM FIN,0,SYSTEMS ADMINISTRATOR-CAM FIN BD,35,1,1581,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$33757.00,$50669.00
06602,SYSTEMS ADMINISTRATOR-CAM FIN,0,SYSTEMS ADMINISTRATOR-CAM FIN BD,35,2,1582,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$43674.00,$72777.00
06602,SYSTEMS ADMINISTRATOR-CAM FIN,0,SYSTEMS ADMINISTRATOR-CAM FIN BD,35,3,1583,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$53274.00,$95421.00
06602,SYSTEMS ADMINISTRATOR-CAM FIN,1,SYSTEMS ADMINISTRATOR-CAM FIN BD (CWW-8HR/DAY),35,1,1584,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$33757.00,$50669.00
06602,SYSTEMS ADMINISTRATOR-CAM FIN,1,SYSTEMS ADMINISTRATOR-CAM FIN BD (CWW-8HR/DAY),35,2,1585,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$43674.00,$72777.00
06602,SYSTEMS ADMINISTRATOR-CAM FIN,1,SYSTEMS ADMINISTRATOR-CAM FIN BD (CWW-8HR/DAY),35,3,1586,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$53274.00,$95421.00
20243,TELECOMMUNICATIONS ASSOCIATE (,0,TELECOMMUNICATIONS ASSOCIATE,35,1,3345,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20243,TELECOMMUNICATIONS ASSOCIATE (,0,TELECOMMUNICATIONS ASSOCIATE,35,2,3346,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20243,TELECOMMUNICATIONS ASSOCIATE (,0,TELECOMMUNICATIONS ASSOCIATE,35,3,3347,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20243,TELECOMMUNICATIONS ASSOCIATE (,1,TELECOMMUNICATIONS ASSOCIATE (CWW-12 HR/DAY),35,1,3348,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20243,TELECOMMUNICATIONS ASSOCIATE (,1,TELECOMMUNICATIONS ASSOCIATE (CWW-12 HR/DAY),35,2,3349,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20243,TELECOMMUNICATIONS ASSOCIATE (,1,TELECOMMUNICATIONS ASSOCIATE (CWW-12 HR/DAY),35,3,3350,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20243,TELECOMMUNICATIONS ASSOCIATE (,2,TELECOMMUNICATIONS ASSOCIATE,35,1,3351,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20243,TELECOMMUNICATIONS ASSOCIATE (,2,TELECOMMUNICATIONS ASSOCIATE,35,2,3352,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20243,TELECOMMUNICATIONS ASSOCIATE (,2,TELECOMMUNICATIONS ASSOCIATE,35,3,3353,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20243,TELECOMMUNICATIONS ASSOCIATE (,3,TELECOMMUNICATIONS ASSOCIATE (CWW-8HR/DAY),35,1,3354,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20243,TELECOMMUNICATIONS ASSOCIATE (,3,TELECOMMUNICATIONS ASSOCIATE (CWW-8HR/DAY),35,2,3355,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20243,TELECOMMUNICATIONS ASSOCIATE (,3,TELECOMMUNICATIONS ASSOCIATE (CWW-8HR/DAY),35,3,3356,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20243,TELECOMMUNICATIONS ASSOCIATE (,4,TELECOMMUNICATIONS ASSOCIATE (CWW-8 3/4 HRS/DAY),35,1,3357,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20243,TELECOMMUNICATIONS ASSOCIATE (,4,TELECOMMUNICATIONS ASSOCIATE (CWW-8 3/4 HRS/DAY),35,2,3358,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20243,TELECOMMUNICATIONS ASSOCIATE (,4,TELECOMMUNICATIONS ASSOCIATE (CWW-8 3/4 HRS/DAY),35,3,3359,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20243,TELECOMMUNICATIONS ASSOCIATE (,42,TELECOMMUNICATIONS ASSOCIATE (CUNY),35,1,3360,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20243,TELECOMMUNICATIONS ASSOCIATE (,42,TELECOMMUNICATIONS ASSOCIATE (CUNY),35,2,3361,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20243,TELECOMMUNICATIONS ASSOCIATE (,42,TELECOMMUNICATIONS ASSOCIATE (CUNY),35,3,3362,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20247,TELECOMMUNICATIONS ASSOCIATE (,0,TELECOMMUNICATIONS ASSOCIATE (VOICE),35,1,3381,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20247,TELECOMMUNICATIONS ASSOCIATE (,0,TELECOMMUNICATIONS ASSOCIATE (VOICE),35,2,3382,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20247,TELECOMMUNICATIONS ASSOCIATE (,0,TELECOMMUNICATIONS ASSOCIATE (VOICE),35,3,3383,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20247,TELECOMMUNICATIONS ASSOCIATE (,1,TELECOMMUNICATIONS ASSOCIATE (VOICE)CWW 8HR/DAY,35,1,3384,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20247,TELECOMMUNICATIONS ASSOCIATE (,1,TELECOMMUNICATIONS ASSOCIATE (VOICE)CWW 8HR/DAY,35,2,3385,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20247,TELECOMMUNICATIONS ASSOCIATE (,1,TELECOMMUNICATIONS ASSOCIATE (VOICE)CWW 8HR/DAY,35,3,3386,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20247,TELECOMMUNICATIONS ASSOCIATE (,2,TELECOMMUNICATIONS ASSOCIATE (VOICE) CWW 8 3/4 HR/DAY,35,1,3387,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20247,TELECOMMUNICATIONS ASSOCIATE (,2,TELECOMMUNICATIONS ASSOCIATE (VOICE) CWW 8 3/4 HR/DAY,35,2,3388,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20247,TELECOMMUNICATIONS ASSOCIATE (,2,TELECOMMUNICATIONS ASSOCIATE (VOICE) CWW 8 3/4 HR/DAY,35,3,3389,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
20247,TELECOMMUNICATIONS ASSOCIATE (,3,TELECOMMUNICATIONS ASSOCIATE (VOICE)CWW 12HR/DAY,35,1,3390,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$42075.00,$63605.00
20247,TELECOMMUNICATIONS ASSOCIATE (,3,TELECOMMUNICATIONS ASSOCIATE (VOICE)CWW 12HR/DAY,35,2,3391,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$58711.00,$69969.00
20247,TELECOMMUNICATIONS ASSOCIATE (,3,TELECOMMUNICATIONS ASSOCIATE (VOICE)CWW 12HR/DAY,35,3,3392,129,ACCOUNTING AND EDP TITLES DC37,DC37,District Council 37,$63097.00,$76326.00
10252,SECRETARY,1,"SECRETARY (LEVELS 1B,2B & 3B ONLY)",35,,2417,128,CLERICAL TITLES DC37,DC37,District Council 37,$32642.00,$41263.00
10252,SECRETARY,1,"SECRETARY (LEVELS 1B,2B & 3B ONLY)",35,,2418,128,CLERICAL TITLES DC37,DC37,District Council 37,$36168.00,$49707.00
10252,SECRETARY,2,"SECRETARY (PART-TIME) (LEVELS 1A,2A,3A & 04 ONLY)",35,4,2419,128,CLERICAL TITLES DC37,DC37,District Council 37,$38801.00,$52966.00
10252,SECRETARY,2,"SECRETARY (PART-TIME) (LEVELS 1A,2A,3A & 04 ONLY)",35,,2420,128,CLERICAL TITLES DC37,DC37,District Council 37,$28588.00,$34624.00
10252,SECRETARY,2,"SECRETARY (PART-TIME) (LEVELS 1A,2A,3A & 04 ONLY)",35,,2421,128,CLERICAL TITLES DC37,DC37,District Council 37,$31852.00,$41263.00
10252,SECRETARY,2,"SECRETARY (PART-TIME) (LEVELS 1A,2A,3A & 04 ONLY)",35,,2422,128,CLERICAL TITLES DC37,DC37,District Council 37,$35285.00,$49707.00
10252,SECRETARY,3,"SECRETARY (PART-TIME})(LEVELS 1B,2B & 3B ONLY)",35,,2423,128,CLERICAL TITLES DC37,DC37,District Council 37,$29548.00,$40274.00
10252,SECRETARY,3,"SECRETARY (PART-TIME})(LEVELS 1B,2B & 3B ONLY)",35,,2424,128,CLERICAL TITLES DC37,DC37,District Council 37,$32642.00,$41263.00
10252,SECRETARY,3,"SECRETARY (PART-TIME})(LEVELS 1B,2B & 3B ONLY)",35,,2425,128,CLERICAL TITLES DC37,DC37,District Council 37,$36168.00,$49707.00
10252,SECRETARY,4,"SECRETARY (CWW-12 HR/DAY)(LEVELS 1A,2A,3A & 04 ONLY)",35,4,2426,128,CLERICAL TITLES DC37,DC37,District Council 37,$38801.00,$52966.00
10252,SECRETARY,4,"SECRETARY (CWW-12 HR/DAY)(LEVELS 1A,2A,3A & 04 ONLY)",35,,2427,128,CLERICAL TITLES DC37,DC37,District Council 37,$28588.00,$34624.00
10252,SECRETARY,4,"SECRETARY (CWW-12 HR/DAY)(LEVELS 1A,2A,3A & 04 ONLY)",35,,2428,128,CLERICAL TITLES DC37,DC37,District Council 37,$31852.00,$41263.00
10252,SECRETARY,4,"SECRETARY (CWW-12 HR/DAY)(LEVELS 1A,2A,3A & 04 ONLY)",35,,2429,128,CLERICAL TITLES DC37,DC37,District Council 37,$35285.00,$49707.00
10252,SECRETARY,5,"SECRETARY (LEVELS 1B,2B & 3B ONLY)(CWW-12 HR/DAY)",35,,2430,128,CLERICAL TITLES DC37,DC37,District Council 37,$29548.00,$40274.00
10252,SECRETARY,5,"SECRETARY (LEVELS 1B,2B & 3B ONLY)(CWW-12 HR/DAY)",35,,2431,128,CLERICAL TITLES DC37,DC37,District Council 37,$32642.00,$41263.00
10252,SECRETARY,5,"SECRETARY (LEVELS 1B,2B & 3B ONLY)(CWW-12 HR/DAY)",35,,2432,128,CLERICAL TITLES DC37,DC37,District Council 37,$36168.00,$49707.00
10252,SECRETARY,6,"SECRETARY (CWW-8 3/4 HR/DAY) (LEVELS 1A,2A,3A & 04 ONLY)",35,4,2433,128,CLERICAL TITLES DC37,DC37,District Council 37,$38801.00,$52966.00
10252,SECRETARY,6,"SECRETARY (CWW-8 3/4 HR/DAY) (LEVELS 1A,2A,3A & 04 ONLY)",35,,2434,128,CLERICAL TITLES DC37,DC37,District Council 37,$28588.00,$34624.00
10252,SECRETARY,6,"SECRETARY (CWW-8 3/4 HR/DAY) (LEVELS 1A,2A,3A & 04 ONLY)",35,,2435,128,CLERICAL TITLES DC37,DC37,District Council 37,$31852.00,$41263.00
10252,SECRETARY,6,"SECRETARY (CWW-8 3/4 HR/DAY) (LEVELS 1A,2A,3A & 04 ONLY)",35,,2436,128,CLERICAL TITLES DC37,DC37,District Council 37,$35285.00,$49707.00
10252,SECRETARY,7,"SECRETARY (LEVELS 1B,2B & 3B ONLY)(CWW-8 3/4 HR/DAY)",35,,2437,128,CLERICAL TITLES DC37,DC37,District Council 37,$29548.00,$40274.00
10252,SECRETARY,7,"SECRETARY (LEVELS 1B,2B & 3B ONLY)(CWW-8 3/4 HR/DAY)",35,,2438,128,CLERICAL TITLES DC37,DC37,District Council 37,$32642.00,$41263.00
10252,SECRETARY,7,"SECRETARY (LEVELS 1B,2B & 3B ONLY)(CWW-8 3/4 HR/DAY)",35,,2439,128,CLERICAL TITLES DC37,DC37,District Council 37,$36168.00,$49707.00
10252,SECRETARY,8,"SECRETARY (LEVELS 1A,2A,3A&04 ONLY)(CWW-8HR/DAY)",35,4,2440,128,CLERICAL TITLES DC37,DC37,District Council 37,$38801.00,$52966.00
10252,SECRETARY,8,"SECRETARY (LEVELS 1A,2A,3A&04 ONLY)(CWW-8HR/DAY)",35,,2441,128,CLERICAL TITLES DC37,DC37,District Council 37,$28588.00,$34624.00
