SITE_NAME,SITE_NUMBER,VOTER_ENTRANCE,HANDICAP_ENTRANCE,STREET_NUMBER,STREET_NAME,STREET_SUFFIX,SITE_STATUS,CITY,STATE,ZIP_CODE,LOCATION,BOROUGH
PS 273,B0367,923 Jerome Street,Off Jerome Street,923,Jerome Street,,A,Brooklyn,,11207,"(40.657996, -73.879411)",Brooklyn
PS 327,B0368,111 Bristol Street,Inaccessible Poll Site,111,Bristol Street,,A,Brooklyn,,11212,"(40.668475, -73.912351)",Brooklyn
Saratoga Square Senior Center,B0369,930 Halsey Street,Halsey Street,930,Halsey Street,,A,Brooklyn,,11233,"(40.685589, -73.916875)",Brooklyn
PS 68 JHS,B0371,East  81 Street-alternate entrance,East 81 Street,956,East 82 Street,,A,Brooklyn,,11236,"(40.635553, -73.91079)",Brooklyn
PS 306,B0372,970 Vermont Street,970 Vermont Street,970,Vermont Street,,A,Brooklyn,,11207,"(40.655997, -73.886547)",Brooklyn
PS 202,B0374,982 Hegeman Avenue,982 Hegeman Avenue,982,Hegeman Avenue,,A,Brooklyn,,11208,"(40.666416, -73.876563)",Brooklyn
IS 96,B0375,99 Avenue P,Inaccessible Poll Site,99,Avenue P,,A,Brooklyn,,11204,"(40.60754, -73.984661)",Brooklyn
PS 81,B0376,990 Dekalb Avenue,990 Dekalb Avenue,990,Dekalb Avenue,,A,Brooklyn,,11221,"(40.693177, -73.935624)",Brooklyn
IS 187,B0378,1171 65 Street,64 Street,1171,65 Street,,A,Brooklyn,,11219,"(40.627784, -74.004485)",Brooklyn
PS 233,B0379,9301 Avenue B,"""93 Street, School Yard""",9301,Avenue B,,A,Brooklyn,,11236,"(40.651022, -73.91402)",Brooklyn
St Therese Church,B0380,1281 Troy Avenue,East 45 Street,1281,Troy Avenue,,A,Brooklyn,,11203,"(40.641078, -73.935055)",Brooklyn
PS 177,B0382,346 Avenue P,Dahill Rd,346,Avenue P,,A,Brooklyn,,11204,"(40.608603, -73.974847)",Brooklyn
PS 194,B0383,3093 Avenue W,Knapp Street,3093,Avenue W,,A,Brooklyn,,11229,"(40.596669, -73.934262)",Brooklyn
PS 209,B0384,2609 East 7th  Street,Avenue Z,2609,East 7 Street,,A,Brooklyn,,11235,"(40.586845, -73.96198)",Brooklyn
PS 249,B0386,Caton Avenue,Caton Avenue,18,Marlborough Road,,A,Brooklyn,,11226,"(40.64971, -73.966046)",Brooklyn
PS 217,B0387,1100 Newkirk Avenue,1100 Newkirk Avenue,1100,Newkirk Avenue,,A,Brooklyn,,11230,"(40.63398, -73.966558)",Brooklyn
PS 203,B0388,5101 Avenue M,Avenue M,5101,Avenue M,,A,Brooklyn,,11234,"(40.621436, -73.925989)",Brooklyn
PS 115,B0390,1500 East    92 Street,East 91 Street,1500,East 92 Street,,A,Brooklyn,,11236,"(40.635014, -73.897262)",Brooklyn
PS 91,B0391,532 Albany Avenue,East New York Avenue,532,Albany Avenue,,A,Brooklyn,,11203,"(40.661886, -73.93994)",Brooklyn
Vanderveer Church,B0394,3114 Glenwood Road,East 31 Street,3114,Glenwood Road,,A,Brooklyn,,11210,"(40.634065, -73.946573)",Brooklyn
PS 27,B0396,27 Huntington Street,Nelson Street,27,Huntington Street,,A,Brooklyn,,11231,"(40.677563, -74.005166)",Brooklyn
Municipal Bldg,B0397,210 Joralemon Street,210 Joralemon Street,210,Joralemon Street,,A,Brooklyn,,11201,"(40.692459, -73.990491)",Brooklyn
PS 222,B0406,3301 Quentin   Road,East 33 Street,3301,Quentin Road,,A,Brooklyn,,11234,"(40.613316, -73.938871)",Brooklyn
International Tower Senior Center,00055,90-20 170 Street,90-20 170 Street,90-20,170 Street,,A,Jamaica,,11432,"(40.708474, -73.790518)",Queens
PS 303,00056,108-55 69 AVENUE,108-55 69 AVENUE,108-55,69 Avenue,,A,Forest Hills,,11375,"(40.725097, -73.845091)",Queens
PS 16,00058,41-15 104 Street,41-15 104 Street,41-15,104 Street,,A,Corona,,11368,"(40.748975, -73.861223)",Queens
Forest Hills HS,00060,67-01 110 Street,67-01 110 Street,67-01,110 Street,,A,Forest Hills,,11375,"(40.729402, -73.845641)",Queens
Carlton Manor,00061,71-15 Beach Channel Drive,71-15 Beach Channel Drive,71-15,Beach Channel Drive,,A,Far Rockaway,,11692,"(40.592484, -73.799721)",Queens
PS 196,00062,71-25 113 Street,71-25 113 Street,71-25,113 Street,,A,Forest Hills,,11375,"(40.722782, -73.837943)",Queens
PS 47,00063,9 POWER RD,9 POWER RD,9,Power Road,,A,Far Rockaway,,11693,"(40.606352, -73.820445)",Queens
PS 29,10135,125-10 23 Avenue,125-10 23 Avenue,125-10,23 Avenue,,A,College Point,,11356,"(40.778601, -73.843143)",Queens
Kew Gardens Hills Library,10162,72-33 Vleigh Place,72-33 Vleigh Place,72-33,Vleigh Place,,A,Flushing,,11367,"(40.726223, -73.821064)",Queens
CWV Post 870,10179,39-48 61 Street,39-48 61 Street,39-48,61 Street,,A,Woodside,,11377,"(40.746024, -73.903208)",Queens
Variety Boys & Girls Club of Queens,10180,21-12 30 Road,21-12 30 Road,21-12,30 Road,,A,Astoria,,11102,"(40.768952, -73.928266)",Queens
Lefferts Library,10185,103-34 Lefferts Boulevard,103-34 Lefferts Boulevard,103-34,Lefferts Boulevard,,A,South Richmond Hill,,11419,"(40.687289, -73.824698)",Queens
Flushing House Resident Adult,10198,38-20 Bowne Street,38-20 Bowne Street,38-20,Bowne Street,,A,Flushing,,11354,"(40.761947, -73.824863)",Queens
Corona Senior Center,10200,108-74 Roosevelt Avenue,108-74 Roosevelt Avenue,108-74,Roosevelt Avenue,,A,Corona,,11368,"(40.750857, -73.858259)",Queens
Florence E Smith Community Center,10201,102-19 34 Avenue,102-19 34 Avenue,102-19,34 Avenue,,A,Corona,,11368,"(40.755738, -73.865998)",Queens
St Clares School,10202,137-25 Brookville Boulevard,137-25 Brookville Boulevard,137-25,Brookville Boulevard,,A,Rosedale,,11422,"(40.669153, -73.736429)",Queens
St Sebastions School,10203,39-76 58 Street,57 Street School Yard,39-76,58 Street,,A,Woodside,,11377,"(40.746331, -73.906102)",Queens
St Nicholas of Tolentine,10206,150-75 Goethals Avenue,150-75 Goethals Avenue,150-75,Goethals Avenue,,A,Jamaica,,11432,"(40.71771, -73.811278)",Queens
Thomas Edison HS,10208,165-65 84 Avenue,165-65 84 Avenue,165-65,84 Avenue,,A,Jamaica,,11432,"(40.715392, -73.800351)",Queens
Holy Cross Church,10220,61-21 56 Road,61-19 56 Avenue/56 Road,61-21,56 Road,,A,Maspeth,,11378,"(40.724351, -73.903687)",Queens
PS 223,10221,125-20 Sutphin Boulevard,125-20 Sutphin Boulevard,125-20,Sutphin Boulevard,,A,Jamaica,,11434,"(40.673757, -73.788648)",Queens
Hillcrest HS,10225,160-05 Highland Avenue,160-05 Highland Avenue,160-05,Highland Avenue,,A,Jamaica,,11432,"(40.709449, -73.80166)",Queens
Young Israel,10287,716 Beach 9 Street,716 Beach 9 Street,716,Beach 9 Street,,A,Far Rockaway,,11691,"(40.602379, -73.745533)",Queens
Bingo Hall,10330,117-09 Hillside Avenue,117-09 Hillside Avenue,117-09,Hillside Avenue,,A,Jamaica,,11418,"(40.700242, -73.83262)",Queens
Boulevard Gardens,10343,51-42 30 Avenue,51-42 30 Avenue,51-42,30 Avenue,,A,Woodside,,11377,"(40.759797, -73.906181)",Queens
PS 7,10453,80-55 Cornish Avenue,80-55 Cornish Avenue,80-55,Cornish Avenue,,A,Elmhurst,,11373,"(40.738323, -73.88347)",Queens
VFW Post 2477,10455,89-07 Astoria Boulevard,89-07 Astoria Boulevard,89-07,Astoria Boulevard,,A,East Elmhurst,,11369,"(40.763813, -73.880014)",Queens
PS 15,10509,121-15 Lucas Street,121-15 Lucas Street,121-15,Lucas Street,,A,Springfield Gardens,,11413,"(40.685855, -73.757305)",Queens
PS 128 Annex,10552,63-25 69 Street,63-25 69 Street,63-25,69 Street,,A,Flushing,,11379,"(40.715128, -73.887352)",Queens
PS 79,10560,147-27 15 Drive,147-27 15 Drive,147-27,15 Drive,,A,Whitestone,,11357,"(40.785909, -73.818051)",Queens
PS 78,10561,48-09 Center Boulevard,48-09 Center Boulevard,48-09,Center Boulevard,,A,Long Island City,,11109,"(40.744819, -73.957881)",Queens
Renaissance School,10566,35-59 81 Street,35-59 81 Street,35-59,81 Street,,A,Jackson Heights,,11372,"(40.751302, -73.88553)",Queens
Glenridge Senior Center,10585,59-03 Summerfield Street,59-03 Summerfield Street,59-03,Summerfield Street,,A,Flushing,,11385,"(40.699443, -73.897877)",Queens
Qnsboro Hill Library,10586,60-05 Main Street,60-05 Main Street,60-05,Main Street,,A,Flushing,,11355,"(40.742929, -73.825501)",Queens
VFW Post 3427,10587,136-06 Horace Harding Expy,136-06 Horace Harding Expy,136-06,Horace Harding Expwy,,A,Flushing,,11367,"(40.742576, -73.829511)",Queens
IS 5,10589,50-40 Jacobus Street,50-40 Jacobus Street,50-40,Jacobus Street,,A,Elmhurst,,11373,"(40.737926, -73.887404)",Queens
Allen AME Senior Center,10590,112-04 167 Street,112-04 167 Street,112-04,167 Street,,A,Jamaica,,11433,"(40.691426, -73.783204)",Queens
PS 212,10608,34-25 82 Street,34-25 82 Street,34-25,82 Street,,A,Jackson Heights,,11372,"(40.753215, -73.884934)",Queens
IS 230,10609,73-10 34 Avenue,73-10 34 Avenue,73-10,34 Avenue,,A,Jackson Heights,,11372,"(40.752868, -73.89315)",Queens
Jewish Center of Kew Gardens Hills,10610,71-25 Main Street,71-25 Main Street,71-25,Main Street,,A,Flushing,,11367,"(40.727188, -73.822021)",Queens
Christ Lutheran Church,10627,188-12 73 Avenue,188-12 73 Avenue,188-12,73 Avenue,,A,Fresh Meadows,,11366,"(40.733165, -73.782888)",Queens
Greater Ridgewood YC,10638,62-04 Myrtle Ave,62-04 Myrtle Ave,62-04,Myrtle Avenue,,A,Flushing,,11385,"(40.700894, -73.893211)",Queens
Surfside Manor,10670,95-02 Rockaway Beach Boulevard,95-02 Rockaway Beach Boulevard,95-02,Rockaway Beach Boulevard,,A,Far Rockaway,,11693,"(40.585638, -73.817358)",Queens
Union Plaza Nursing Home,10684,33-23 Union Street,33-23 Union Street,33-23,Union Street,,A,Flushing,,11354,"(40.767423, -73.82709)",Queens
Parker J Institute,10691,271-11 76 Avenue,271-11 76 Avenue,271-11,76 Avenue,,A,New Hyde Park,,11040,"(40.753965, -73.70615)",Queens
Waterview Nursing Home,10692,119-15 27 Avenue,119-15 27 Avenue,119-15,27 Avenue,,A,Flushing,,11354,"(40.773856, -73.847928)",Queens
Margaret Tietz Nursing Home,10693,164-11 Chapin Parkway,164-11 Chapin Parkway,164-11,Chapin Parkway,,A,Jamaica,,11432,"(40.713978, -73.801982)",Queens
Hillside Manor Nursing Home,10694,182-15 Hillside Ave,182-15 Hillside Ave,182-15,Hillside Ave,,A,Jamaica,,11432,"(40.713467, -73.780463)",Queens
Queens Boulevard Extended Care Facility,10695,61-11 Queens Boulevard,61-11 Queens Boulevard,61-11,Queens Boulevard,,A,Woodside,,11377,"(40.741405, -73.903532)",Queens
Rego Park Health Care,10696,111-26 Corona Ave,111-26 Corona Ave,111-26,Corona Ave,,A,Corona,,11368,"(40.740449, -73.84966)",Queens
Elm-York Home for Adults Assisted Living,10697,100-30 Ditmars Boulevard,100-30 Ditmars Boulevard,100-30,Ditmars Boulevard,,A,East Elmhurst,,11369,"(40.770231, -73.870652)",Queens
Catherine Sheridan House,10698,31-41 23 Street,31-41 23 Street,31-41,23 Street,,A,Astoria,,11106,"(40.765462, -73.929565)",Queens
PS 222,10731,86-17 37 Avenue,86-17 37 Avenue,86-17,37 Avenue,,A,Jackson Heights,,11372,"(40.750174, -73.880349)",Queens
PS 58,10732,72-50 Grand Avenue,72-50 Grand Avenue,72-50,Grand Avenue,,A,Maspeth,,11378,"(40.728976, -73.890468)",Queens
PS 92,10733,99-01 34 Avenue,99-01 34 Avenue,99-01,34 Avenue,,A,Corona,,11368,"(40.755424, -73.86902)",Queens
IS 137,10734,109-15 98 Street,109-15 98 Street,109-15,98 Street,,A,Ozone Park,,11417,"(40.678081, -73.839937)",Queens
PS 161,10735,101-33 124 Street,101-33 124 Street,101-33,124 Street,,A,South Richmond Hill,,11419,"(40.690798, -73.821657)",Queens
The Young Womens Leadership School,10736,150-91 87 Road,155 Street,150-91,87 Road,,A,Jamaica,,11432,"(40.707524, -73.806416)",Queens
Taiwan Center,10737,137-44 Northern Boulevard,137-44 Northern Boulevard,137-44,Northern Boulevard,,A,Flushing,,11354,"(40.763611, -73.829432)",Queens
Saint Albans Congregational Church,10738,172-17 Linden Boulevard,172-17 Linden Boulevard,172-17,Linden Boulevard,,A,Jamaica,,11434,"(40.691941, -73.778064)",Queens
Bay Towers,10739,319 Beach 98 Street,319 Beach 98 Street,319,Beach 98 Street,,A,Far Rockaway,,11691,"(40.585835, -73.820392)",Queens
Samaritan Village,10740,138-02 Queens Boulevard,138-02 Queens Boulevard,138-02,Queens Boulevard,,A,Jamaica,,11435,"(40.708697, -73.818554)",Queens
PS 51,10748,87-45 117 Street,87-45 117 Street,87-45,117 Street,,A,Richmond Hill,,11418,"(40.699015, -73.832356)",Queens
VFW Post 150,10815,51-11 108 Street,51-11 108 Street,51-11,108 Street,,A,Corona,,11368,"(40.74378, -73.855174)",Queens
Grace Houses,10819,155-02 90 Avenue,155-02 90 Avenue,155-02,90 Avenue,,A,Jamaica,,11432,"(40.704577, -73.802097)",Queens
Roy Wilkins Family Center,10838,177-00 Baisley Boulevard,177-00 Baisley Boulevard,177-01,Baisley Boulevard,,A,Jamaica,,11434,"(40.686284, -73.768455)",Queens
Forest Hills Library,10843,108-19 71 Avenue,108-19 71 Avenue,108-19,71 Avenue,,A,Forest Hills,,11375,"(40.721763, -73.843432)",Queens
Hillcrest Jewish Center,10844,183-02 Union Turnpike,183-02 Union Turnpike,183-02,Union Turnpike,,A,Fresh Meadows,,11366,"(40.727766, -73.78555)",Queens
PS 270,10861,233-15 Merrick Boulevard,234 Street,233-15,Merrick Boulevard,,A,Rosedale,,11422,"(40.674825, -73.736702)",Queens
PS 239,10862,17-15 Weirfield Street,17-15 Weirfield Street,17-15,Weirfield Street,,A,Ridgewood,,11385,"(40.699168, -73.903781)",Queens
PS 234,10864,30-15 29 Street,30-15 29 Street,30-15,29 Street,,A,Astoria,,11102,"(40.767541, -73.923051)",Queens
Merrick Park Baptist Church,10929,120-02 Marsden Street,120-02 Marsden Street,120-02,Marsden Street,,A,Jamaica,,11434,"(40.682376, -73.775878)",Queens
PS 254,10961,84-40 101 Street,84-40 101 Street,84-40,101 Street,,A,Richmond Hill,,11418,"(40.698027, -73.847992)",Queens
VFW Post 885,10962,120-19 14 Road,120-19 14 Road,120-19,14 Road,,A,College Point,,11356,"(40.784837, -73.847451)",Queens
Le Havre Club,10963,168-68 9 Avenue,168-68 9 Avenue,168-68,9 Avenue,,A,Whitestone,,11357,"(40.792827, -73.796034)",Queens
Queens Community House,10965,108-25 62 Drive,108-25 62 Drive,108-25,62 Drive,,A,Forest Hills,,11375,"(40.735776, -73.850645)",Queens
Grace Lutheran School,Q0002,100-05 Springfield Boulevard,100-05 Springfield Boulevard,100-05,Springfield Boulevard,,A,Queens Village,,11429,"(40.714844, -73.735606)",Queens
John Adams HS,Q0003,101-01 Rockaway Boulevard,101 Street/Off Rockaway Boulevard,101-01,Rockaway Boulevard,,A,Ozone Park,,11417,"(40.679805, -73.838354)",Queens
Dayton Towers West,Q0004,102-00 Shore Front Parkway,102-00 Shore Front Parkway,102-00,Shore Front Parkway,,A,Rockaway Park,,11694,"(40.581989, -73.822138)",Queens
PS 34,Q0005,104-12 Springfield Boulevard,104-12 Springfield Boulevard,104-12,Springfield Boulevard,,A,Queens Village,,11429,"(40.711758, -73.736624)",Queens
St. Leo School,Q0006,104-19 49 Avenue,104-19 49 Avenue,104-19,49 Avenue,,A,Corona,,11368,"(40.744482, -73.858608)",Queens
IS 53,Q0007,10-45 Nameoke Street,10-45 Nameoke Street,Oct-45,Nameoke Street,,A,Far Rockaway,,11691,"(40.603482, -73.749047)",Queens
PS 14,Q0009,107-01 Otis Avenue,Van Doren Street,107-01,Otis Avenue,,A,Corona,,11368,"(40.740559, -73.854131)",Queens
PS 108,Q0011,108-10 109 Avenue,108-10 109 Avenue,108-10,109 Avenue,,A,South Ozone Park,,11420,"(40.679567, -73.831609)",Queens
IS 8,Q0012,108-35 167 Street,108-35 167 Street,108-35,167 Street,,A,Jamaica,,11433,"(40.697162, -73.78717)",Queens
PS 40,Q0013,109-20 Union Hall Street,109 Ave/Union Hall Street,109-20,Union Hall Street,,A,Jamaica,,11433,"(40.694166, -73.790707)",Queens
PS 160,Q0014,109-59 Inwood Street,Inaccessible Poll Site,109-59,Inwood Street,,A,Jamaica,,11435,"(40.688023, -73.800296)",Queens
IS 192 JHS,Q0015,109-89 204 Street,109-89 204 Street,109-89,204 Street,,A,Saint Albans,,11412,"(40.706449, -73.753576)",Queens
PS 100,Q0016,111-11 118 Street,Between Linden Blvd &118 St.,111-11,118 Street,,A,South Ozone Park,,11420,"(40.679981, -73.822075)",Queens
PS 140,Q0017,166-11 116 Avenue,116 Avenue&166 Street/167 Street,166-11,116 Avenue,,A,Jamaica,,11434,"(40.686797, -73.781247)",Queens
Ocean Park Apartments,Q0022,120 Beach 19 Street,120 Beach 19 Street,120,Beach 19 Street,,A,Far Rockaway,,11691,"(40.593448, -73.753175)",Queens
PS 176,Q0023,120-45 235 Street,120-45 235 Street,120-45,235 Street,,A,Cambria Heights,,11411,"(40.68561, -73.729924)",Queens
PS 226 JHS,Q0025,121-10 Rockaway Boulevard,121-10 Rockaway Boulevard,121-10,Rockaway Boulevard,,A,South Ozone Park,,11420,"(40.675762, -73.816873)",Queens
PS 121,Q0028,126-10 109 Avenue,126-10 109 Avenue,126-10,109 Avenue,,A,South Ozone Park,,11420,"(40.684015, -73.815963)",Queens
PS 30,Q0029,126-10 Bedell Street,126-10 Bedell Street,126-10,Bedell Street,,A,Jamaica,,11434,"(40.680367, -73.774522)",Queens
PS 129,Q0032,128-02 7 Avenue,128-02 7 Avenue,128-02,7 Avenue,,A,College Point,,11356,"(40.790637, -73.839785)",Queens
PS 124,Q0033,129 ST. bet. 150 AVe & South Conduit,129 ST. bet. 150 AVe & South Conduit,129-15,150 Avenue,,A,South Ozone Park,,11420,"(40.665055, -73.811683)",Queens
PS 155,Q0034,130-02 115 Avenue,130-02 115 Avenue,130-02,115 Avenue,,A,South Ozone Park,,11420,"(40.679557, -73.810615)",Queens
Brookdale Village Senior Ctr.,Q0035,131 Beach 19 Street,131 Beach 19 Street,131,Beach 19th Street,,A,Far Rockaway,,11691,"(40.593662, -73.7532)",Queens
PS 55,Q0036,131-10 97 Avenue,132 Street ( School Yard ),131-10,97 Avenue,,A,South Richmond Hill,,11419,"(40.694015, -73.816581)",Queens
PS 132,Q0037,132-15 218 Street,132-15 218 Street,132-15,218 Street,,A,Springfield Gardens,,11413,"(40.682366, -73.749774)",Queens
IS 72,Q0039,133-25 Guy R Brewer Boulevard,133-25 Guy R Brewer Boulevard,133-25,Guy R Brewer Boulevard,,A,Jamaica,,11434,"(40.673758, -73.77594)",Queens
Bland Community Center,Q0040,133-36 Roosevelt Avenue,133-36 Roosevelt Avenue,133-36,Roosevelt Avenue,,A,Flushing,,11354,"(40.758413, -73.833478)",Queens
PS 164,Q0042,138-01 77 Avenue,138-01 77 Avenue,138-01,77 Avenue,,A,Flushing,,11367,"(40.720924, -73.823362)",Queens
PS 202 JHS,Q0044,138-30 Lafayette Street,Lafayette Street/149 Avenue,138-30,Lafayette Street,,A,Ozone Park,,11417,"(40.67125, -73.845137)",Queens
PS 171,Q0045,14-14 29 Avenue,14-14 29 Avenue,14-14,29 Avenue,,A,Astoria,,11102,"(40.771335, -73.92909)",Queens
IS 142,Q0047,142-10 Linden Boulevard,142-10 Linden Boulevard,142-10,Linden Boulevard,,A,Jamaica,,11436,"(40.684122, -73.801544)",Queens
PS 20,Q0048,142-30 Barclay Avenue,142-30 Barclay Avenue,142-30,Barclay Avenue,,A,Flushing,,11355,"(40.758634, -73.825027)",Queens
Springfields Gardens HS,Q0049,143-10 Springfield Boulevard,143-10 Springfield Boulevard,143-10,Springfield Boulevard,,A,Springfield Gardens,,11413,"(40.668153, -73.756868)",Queens
PS 50,Q0050,143-26 101 Avenue,143-26 101 Avenue,143-26,101 Avenue,,A,Jamaica,,11435,"(40.69524, -73.807364)",Queens
PS 219,Q0051,144-39 Gravett Road,144-39 Gravett Road,144-39,Gravett Road,,A,Flushing,,11367,"(40.735166, -73.82472)",Queens
PS 189 JHS,Q0052,144-80 Barclay Avenue,Sanford Avenue,144-80,Barclay Avenue,,A,Flushing,,11355,"(40.759843, -73.820548)",Queens
PS 231 JHS,Q0053,145-00 Springfield Boulevard,Arthur Street,145-00,Springfield Boulevard,,A,Springfield Gardens,,11413,"(40.664594, -73.758744)",Queens
PS 123,Q0054,145-01 119 Avenue,145-01 119 Avenue,145-01,119 Avenue,,A,Jamaica,,11436,"(40.678296, -73.79562)",Queens
PS 185 JHS,Q0056,147-26 25 Drive,147-26 25 Drive,147-26,25 Drive,,A,Flushing,,11354,"(40.775253, -73.819304)",Queens
PS 181,Q0057,148-15 230 Street,148-15 230 Street,148-15,230 Street,,A,Springfield Gardens,,11413,"(40.656227, -73.753141)",Queens
PS 193,Q0062,152-20 11 Avenue,152-20 11 Avenue,152-20,11 Avenue,,A,Whitestone,,11357,"(40.792483, -73.809748)",Queens
PS 22,Q0063,153-33 Sanford Avenue,153-33 Sanford Avenue,153-33,Sanford Avenue,,A,Flushing,,11355,"(40.761248, -73.811805)",Queens
PS 232,Q0064,153-23 83 Street,83 Street/153 Avenue,153-23,83 Street,,A,Howard Beach,,11414,"(40.665914, -73.851216)",Queens
PS 194 JHS,Q0067,154-60 17 Avenue,154-60 17 Avenue,154-60,17 Avenue,,A,Whitestone,,11357,"(40.783655, -73.807903)",Queens
August Martin HS,Q0071,156-10 Baisley Boulevard,155 ST,156-10,Baisley Boulevard,,A,Jamaica,,11434,"(40.675633, -73.783342)",Queens
Aguilar Gardens,Q0072,156-11 Aguilar Avenue,156-11 Aguilar Avenue,156-11,Aguilar Avenue,,A,Flushing,,11367,"(40.727974, -73.812313)",Queens
PS 163,Q0074,159-01 59 Avenue,159-01 59 Avenue,159-01,59 Avenue,,A,Fresh Meadows,,11365,"(40.740553, -73.808803)",Queens
PS 207,Q0076,159-15 88 Street,159-15 88 Street,159-15,88 Street,,A,Howard Beach,,11414,"(40.658061, -73.844425)",Queens
PS 209,Q0077,16-10 Utopia Parkway,16-10 Utopia Parkway,16-10,Utopia Parkway,,A,Whitestone,,11357,"(40.78394, -73.794722)",Queens
PS 184,Q0079,163-15 21 Road,163-15 21 Road,163-15,21 Road,,A,Whitestone,,11357,"(40.778095, -73.800163)",Queens
PS 107,Q0082,167-02 45 Avenue,167-02 45 Avenue,167-02,45 Avenue,,A,Flushing,,11358,"(40.756013, -73.79972)",Queens
PS 131,Q0083,170-35 84 Avenue,170-35 84 Avenue,170-35,84 Avenue,,A,Jamaica,,11432,"(40.716611, -73.794651)",Queens
PS 80,Q0084,171-05 137 Avenue,171-05 137 Avenue,171-05,137 Avenue,,A,Jamaica,,11434,"(40.67282, -73.769266)",Queens
PS 32,Q0085,171-11 35 Avenue,171-11 35 Avenue,171-11,35 Avenue,,A,Flushing,,11358,"(40.76476, -73.794644)",Queens
PS 173,Q0086,174-10 67 Avenue,174-10 67 Avenue,174-10,67 Avenue,,A,Fresh Meadows,,11365,"(40.734575, -73.795567)",Queens
PS 52,Q0087,178-37 146 Terrace,178-37 146 Terrace,178-37,146 Terrace,,A,Jamaica,,11434,"(40.661127, -73.766676)",Queens
PS 95,Q0088,179-01 90 Avenue,179-01 90 Avenue,179-01,90 Avenue,,A,Jamaica,,11432,"(40.710623, -73.783423)",Queens
PS 37,Q0089,179-37 137 Avenue,179-37 137 Avenue,179-37,137 Avenue,,A,Jamaica,,11434,"(40.675844, -73.758592)",Queens
PS 169,Q0090,18-25 212 Street,18-25 212 Street,18-25,212 Street,,A,Bayside,,11360,"(40.781943, -73.77884)",Queens
PS 36,Q0092,187-01 Foch Boulevard,Everitt Place,187-01,Foch Boulevard,,A,Saint Albans,,11412,"(40.690828, -73.763911)",Queens
PS 178,Q0093,189-10 Radnor Road,Avon Road,189-10,Radnor Road,,A,Hollis,,11423,"(40.724509, -73.777425)",Queens
PS 225,Q0094,190 Beach 110 Street,Rockaway Beach Boulevard,190,Beach 110 Street,,A,Far Rockaway,,11694,"(40.579923, -73.831248)",Queens
PS 118,Q0096,190-20 109 Road,190-20 109 Road,190-20,109 Road,,A,Saint Albans,,11412,"(40.703584, -73.765842)",Queens
PS 35,Q0097,191-02 90 Avenue,191-02 90 Avenue,191-02,90 Avenue,,A,Hollis,,11423,"(40.713753, -73.769449)",Queens
PS 26,Q0098,195-02 69 Avenue,195-02 69 Avenue,195-02,69 Avenue,,A,Fresh Meadows,,11365,"(40.736922, -73.777997)",Queens
PS 101,Q0099,2 Russell Place,2 Russell Place,2,Russell Place,,A,Forest Hills,,11375,"(40.715593, -73.843916)",Queens
PS 130,Q0100,200-01 42 Avenue,200-01 42 Avenue,200-01,42 Avenue,,A,Bayside,,11361,"(40.759492, -73.784123)",Queens
PS 162,Q0102,201-02 53 Avenue,201-02 53 Avenue,201-02,53 Avenue,,A,Oakland Gardens,,11364,"(40.74903, -73.777224)",Queens
PS 134,Q0105,203-06 109 Avenue,203-06 109 Avenue,203-06,109 Avenue,,A,Saint Albans,,11412,"(40.707987, -73.755283)",Queens
Blessed Trinity Church,Q0106,204-25 Rockaway Point Boulevard,204-25 Rockaway Point Boulevard,204-25,Rockaway Point Boulevard,,A,Breezy Point,,11697,"(40.560833, -73.913643)",Queens
PS 159,Q0107,205-01 33 Avenue,205 Street,205-01,33 Avenue,,A,Bayside,,11361,"(40.76936, -73.783943)",Queens
Andrew Jackson HS,Q0108,207-01 116 Avenue,207-01 116 Avenue,207-01,116 Avenue,,A,Cambria Heights,,11411,"(40.697819, -73.745731)",Queens
PS 135,Q0109,207-11 89 Avenue,207-11 89 Avenue,207-11,89 Avenue,,A,Queens Village,,11427,"(40.720175, -73.757338)",Queens
