BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,ENGLISH,ENGLISH 10,-,3,61,20.3,16,23,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,ENGLISH,ENGLISH 11,-,3,64,21.3,14,25,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,ENGLISH,ENGLISH 12,-,4,82,20.5,14,25,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,MATH,ALGEBRA,-,10,232,23.2,13,31,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,MATH,GEOMETRY,-,3,72,24,22,27,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,6,96,16,12,24,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,10,236,23.6,15,30,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SCIENCE,CHEMISTRY,-,12,191,15.9,11,22,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SCIENCE,OTHER,-,1,12,12,12,12,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,100,25,15,29,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,67,22.3,22,23,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,3,50,16.7,12,25,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,4,82,20.5,14,25,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,09-12,GEN ED,SOCIAL STUDIES,OTHER,-,1,16,16,16,16,STARS,
K,13,K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL O,,,,,,,,,,,,12.6
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,06,GEN ED,-,-,-,3,56,18.7,16,21,ATS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,06,CTT,-,-,-,1,20,20,20,20,ATS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,07,GEN ED,-,-,-,3,63,21,19,23,ATS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,08,GEN ED,-,-,-,3,69,23,23,23,ATS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,MS Core,GEN ED,ENGLISH,-,-,9,184,20.4,16,23,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,MS Core,GEN ED,MATH,-,-,6,117,19.5,16,22,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,MS Core,GEN ED,SCIENCE,-,-,6,117,19.5,16,22,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,MS Core,GEN ED,SOCIAL STUDIES,-,-,9,184,20.4,16,23,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,MS Core,CTT,ENGLISH,-,-,1,20,20,20,20,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,MS Core,CTT,MATH,-,-,1,20,20,20,20,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,MS Core,CTT,SCIENCE,-,-,1,20,20,20,20,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,MS Core,CTT,SOCIAL STUDIES,-,-,1,20,20,20,20,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,09-12,GEN ED,MATH,ALGEBRA,-,3,67,22.3,21,23,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,3,67,22.3,21,23,STARS,
K,13,K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE ,,,,,,,,,,,,15.3
K,13,K270,P.S. 270 JOHANN DEKALB,0K,GEN ED,-,-,-,2,35,17.5,16,19,ATS,
K,13,K270,P.S. 270 JOHANN DEKALB,01,GEN ED,-,-,-,2,41,20.5,18,23,ATS,
K,13,K270,P.S. 270 JOHANN DEKALB,02,GEN ED,-,-,-,2,26,13,13,13,ATS,
K,13,K270,P.S. 270 JOHANN DEKALB,03,GEN ED,-,-,-,2,33,16.5,15,18,ATS,
K,13,K270,P.S. 270 JOHANN DEKALB,04,GEN ED,-,-,-,2,35,17.5,16,19,ATS,
K,13,K270,P.S. 270 JOHANN DEKALB,05,GEN ED,-,-,-,2,38,19,17,21,ATS,
K,13,K270,P.S. 270 JOHANN DEKALB,0K-09,SPEC ED,-,-,12:1:1,3,30,10,8,12,ATS,
K,13,K270,P.S. 270 JOHANN DEKALB,,,,,,,,,,,,12.5
K,13,K282,P.S. 282 PARK SLOPE,0K,GEN ED,-,-,-,4,89,22.3,21,24,ATS,
K,13,K282,P.S. 282 PARK SLOPE,0K,G&T,-,-,-,1,16,16,16,16,ATS,
K,13,K282,P.S. 282 PARK SLOPE,01,GEN ED,-,-,-,4,85,21.3,19,23,ATS,
K,13,K282,P.S. 282 PARK SLOPE,01,G&T,-,-,-,1,17,17,17,17,ATS,
K,13,K282,P.S. 282 PARK SLOPE,02,GEN ED,-,-,-,4,103,25.8,25,26,ATS,
K,13,K282,P.S. 282 PARK SLOPE,02,G&T,-,-,-,1,15,15,15,15,ATS,
K,13,K282,P.S. 282 PARK SLOPE,03,GEN ED,-,-,-,4,110,27.5,25,30,ATS,
K,13,K282,P.S. 282 PARK SLOPE,03,G&T,-,-,-,1,19,19,19,19,ATS,
K,13,K282,P.S. 282 PARK SLOPE,04,GEN ED,-,-,-,4,102,25.5,23,27,ATS,
K,13,K282,P.S. 282 PARK SLOPE,04,G&T,-,-,-,1,18,18,18,18,ATS,
K,13,K282,P.S. 282 PARK SLOPE,05,GEN ED,-,-,-,3,83,27.7,27,29,ATS,
K,13,K282,P.S. 282 PARK SLOPE,05,G&T,-,-,-,1,17,17,17,17,ATS,
K,13,K282,P.S. 282 PARK SLOPE,06,GEN ED,-,-,-,4,65,16.3,15,17,ATS,
K,13,K282,P.S. 282 PARK SLOPE,07,GEN ED,-,-,-,4,72,18,16,21,ATS,
K,13,K282,P.S. 282 PARK SLOPE,MS Core,GEN ED,ENGLISH,-,-,21,429,20.4,10,34,STARS,
K,13,K282,P.S. 282 PARK SLOPE,MS Core,GEN ED,MATH,-,-,15,353,23.5,12,34,STARS,
K,13,K282,P.S. 282 PARK SLOPE,MS Core,GEN ED,SCIENCE,-,-,10,230,23,12,34,STARS,
K,13,K282,P.S. 282 PARK SLOPE,MS Core,GEN ED,SOCIAL STUDIES,-,-,10,230,23,12,34,STARS,
K,13,K282,P.S. 282 PARK SLOPE,09-12,GEN ED,ENGLISH,OTHER,-,2,61,30.5,28,33,STARS,
K,13,K282,P.S. 282 PARK SLOPE,,,,,,,,,,,,13.8
K,13,K287,P.S. 287 BAILEY K. ASHFORD,0K,GEN ED,-,-,-,1,20,20,20,20,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,0K,CTT,-,-,-,1,13,13,13,13,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,01,GEN ED,-,-,-,1,19,19,19,19,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,01,CTT,-,-,-,1,13,13,13,13,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,02,GEN ED,-,-,-,1,21,21,21,21,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,03,GEN ED,-,-,-,1,22,22,22,22,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,04,GEN ED,-,-,-,1,16,16,16,16,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,04,CTT,-,-,-,1,15,15,15,15,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,05,GEN ED,-,-,-,1,15,15,15,15,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,0K-09,SPEC ED,-,-,12:1:1,3,25,8.3,7,10,ATS,
K,13,K287,P.S. 287 BAILEY K. ASHFORD,,,,,,,,,,,,10.2
K,13,K301,SATELLITE EAST MIDDLE SCHOOL,06,GEN ED,-,-,-,3,69,23,23,23,ATS,
K,13,K301,SATELLITE EAST MIDDLE SCHOOL,07,GEN ED,-,-,-,3,79,26.3,25,27,ATS,
K,13,K301,SATELLITE EAST MIDDLE SCHOOL,08,GEN ED,-,-,-,3,74,24.7,22,27,ATS,
K,13,K301,SATELLITE EAST MIDDLE SCHOOL,0K-09,SPEC ED,-,-,12:1:1,2,23,11.5,11,12,ATS,
K,13,K301,SATELLITE EAST MIDDLE SCHOOL,MS Core,GEN ED,ENGLISH,-,-,6,154,25.7,22,27,STARS,
K,13,K301,SATELLITE EAST MIDDLE SCHOOL,MS Core,SPEC ED,ENGLISH,-,-,1,11,11,11,11,STARS,
K,13,K301,SATELLITE EAST MIDDLE SCHOOL,,,,,,,,,,,,14.3
K,13,K305,P.S. 305 DR. PETER RAY,0K,GEN ED,-,-,-,2,34,17,16,18,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,0K,CTT,-,-,-,1,17,17,17,17,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,01,GEN ED,-,-,-,3,68,22.7,21,24,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,02,GEN ED,-,-,-,3,58,19.3,19,20,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,03,GEN ED,-,-,-,2,31,15.5,15,16,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,03,CTT,-,-,-,1,16,16,16,16,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,04,GEN ED,-,-,-,3,61,20.3,20,21,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,05,GEN ED,-,-,-,2,48,24,23,25,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS,
K,13,K305,P.S. 305 DR. PETER RAY,,,,,,,,,,,,15.2
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,0K,GEN ED,-,-,-,1,19,19,19,19,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,0K,CTT,-,-,-,1,20,20,20,20,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,01,GEN ED,-,-,-,1,20,20,20,20,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,01,CTT,-,-,-,1,18,18,18,18,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,02,GEN ED,-,-,-,1,18,18,18,18,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,02,CTT,-,-,-,1,19,19,19,19,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,03,GEN ED,-,-,-,1,21,21,21,21,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,03,CTT,-,-,-,1,21,21,21,21,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,04,GEN ED,-,-,-,1,19,19,19,19,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,04,CTT,-,-,-,1,18,18,18,18,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,05,GEN ED,-,-,-,1,23,23,23,23,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,05,CTT,-,-,-,1,23,23,23,23,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,0K-09,SPEC ED,-,-,12:1:1,2,18,9,7,11,ATS,
K,13,K307,P.S. 307 DANIEL HALE WILLIAMS,,,,,,,,,,,,9
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,06,GEN ED,-,-,-,1,22,22,22,22,ATS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,06,CTT,-,-,-,1,20,20,20,20,ATS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,07,GEN ED,-,-,-,3,61,20.3,20,21,ATS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,08,GEN ED,-,-,-,3,85,28.3,27,30,ATS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,0K-09,SPEC ED,-,-,12:1,1,11,11,11,11,ATS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,12,12,12,12,ATS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,GEN ED,ENGLISH,-,-,16,340,21.3,13,30,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,GEN ED,MATH,-,-,7,167,23.9,20,30,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,GEN ED,SCIENCE,-,-,7,167,23.9,20,30,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,GEN ED,SOCIAL STUDIES,-,-,7,167,23.9,20,30,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,CTT,ENGLISH,-,-,2,32,16,13,19,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,CTT,MATH,-,-,1,19,19,19,19,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,CTT,SCIENCE,-,-,1,19,19,19,19,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,CTT,SOCIAL STUDIES,-,-,1,19,19,19,19,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,SPEC ED,ENGLISH,-,-,4,35,8.8,5,12,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,SPEC ED,MATH,-,-,4,35,8.8,5,12,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,SPEC ED,SCIENCE,-,-,1,12,12,12,12,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,MS Core,SPEC ED,SOCIAL STUDIES,-,-,3,23,7.7,5,12,STARS,
K,13,K313,SATELLITE WEST MIDDLE SCHOOL,,,,,,,,,,,,10.9
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,06,GEN ED,-,-,-,2,41,20.5,20,21,ATS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,07,GEN ED,-,-,-,2,36,18,17,19,ATS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,08,GEN ED,-,-,-,2,33,16.5,16,17,ATS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,0K-09,SPEC ED,-,-,12:1:1,1,10,10,10,10,ATS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,MS Core,GEN ED,ENGLISH,-,-,6,107,17.8,15,23,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,MS Core,GEN ED,MATH,-,-,4,76,19,17,23,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,MS Core,GEN ED,SCIENCE,-,-,6,107,17.8,15,23,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,MS Core,GEN ED,SOCIAL STUDIES,-,-,4,67,16.8,15,19,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,MS Core,SPEC ED,ENGLISH,-,-,1,10,10,10,10,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,MS Core,SPEC ED,MATH,-,-,1,10,10,10,10,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,MS Core,SPEC ED,SCIENCE,-,-,1,10,10,10,10,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,MS Core,SPEC ED,SOCIAL STUDIES,-,-,1,10,10,10,10,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,GEN ED,ENGLISH,ENGLISH 9,-,2,50,25,23,27,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,CTT,ENGLISH,ENGLISH 9,-,1,25,25,25,25,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,GEN ED,MATH,ALGEBRA,-,3,58,19.3,15,27,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,GEN ED,MATH,GEOMETRY,-,1,23,23,23,23,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,CTT,MATH,ALGEBRA,-,1,25,25,25,25,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,2,50,25,23,27,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,1,25,25,25,25,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,2,50,25,23,27,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,25,25,25,25,STARS,
K,13,K336,ACADEMY OF BUSINESS AND COMMUNITY DEVELO,,,,,,,,,,,,10.8
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,ENGLISH,ENGLISH 9,-,7,93,13.3,11,14,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,ENGLISH,ENGLISH 10,-,3,76,25.3,24,27,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,ENGLISH,ENGLISH 11,-,5,93,18.6,10,23,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,ENGLISH,ENGLISH 12,-,4,90,22.5,20,25,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,CTT,ENGLISH,ENGLISH 9,-,1,13,13,13,13,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,CTT,ENGLISH,ENGLISH 10,-,1,26,26,26,26,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,MATH,ALGEBRA,-,7,173,24.7,23,27,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,MATH,GEOMETRY,-,4,83,20.8,20,22,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,MATH,MATH B,-,2,49,24.5,24,25,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,MATH,OTHER,-,1,24,24,24,24,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,CTT,MATH,ALGEBRA,-,2,52,26,24,28,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,3,74,24.7,23,26,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,4,81,20.3,19,22,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,SCIENCE,OTHER,-,3,78,26,24,27,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,CTT,SCIENCE,EARTH SCIENCE,-,1,24,24,24,24,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,CTT,SCIENCE,OTHER,-,1,29,29,29,29,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,3,82,27.3,24,29,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,73,24.3,23,27,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,4,85,21.3,19,25,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,4,88,22,19,24,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,28,28,28,28,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,26,26,26,26,STARS,
K,13,K350,"URBAN ASSEMBLY SCHOOL OF MUSIC AND ART, THE",,,,,,,,,,,,15.2
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,ENGLISH,ENGLISH 9,-,3,45,15,12,18,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,ENGLISH,ENGLISH 10,-,2,58,29,28,30,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,ENGLISH,ENGLISH 11,-,3,63,21,12,28,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,ENGLISH,ENGLISH 12,-,2,29,14.5,13,16,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,ENGLISH,ENGLISH 9,-,5,119,23.8,14,32,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,ENGLISH,ENGLISH 10,-,2,57,28.5,28,29,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,ENGLISH,ENGLISH 11,-,2,47,23.5,20,27,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,ENGLISH,ENGLISH 12,-,1,34,34,34,34,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,MATH,ALGEBRA,-,3,81,27,23,30,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,MATH,GEOMETRY,-,2,60,30,30,30,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,MATH,ALGEBRA,-,7,206,29.4,26,35,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,2,60,30,30,30,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,5,130,26,14,33,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,SCIENCE,CHEMISTRY,-,2,40,20,11,29,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,SCIENCE,OTHER,-,4,104,26,23,28,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,SCIENCE,EARTH SCIENCE,-,6,182,30.3,27,33,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,4,113,28.3,20,36,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,SCIENCE,CHEMISTRY,-,2,62,31,23,39,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,SCIENCE,OTHER,-,4,124,31,28,34,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,30,30,30,30,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,57,28.5,27,30,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,3,70,23.3,19,28,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,1,29,29,29,29,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,3,92,30.7,29,33,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,4,86,21.5,11,29,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,SOCIAL STUDIES,US HISTORY,-,2,59,29.5,27,32,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",09-12,CTT,SOCIAL STUDIES,US GOVERNMENT,-,1,34,34,34,34,STARS,
K,13,K412,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",,,,,,,,,,,,14
