ID,Business Name,Trade Name,Industry,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number
13995,OLSON FLOOR SUPPLY CO INC,,ELECTRONIC HOME APPL,1017214,"172-19 LIBERTY AVENUE, JAMAICA, NY 11433",172-19,LIBERTY AVENUE,JAMAICA,NY,11433,Queens,,(718) 297-3997
13996,"PEP BOYS - MANNY, MOE & JACK OF DELAWARE, INC",,ELECTRONIC HOME APPL,1074192,"94-47 MERRICK BOULEVARD, QUEENS, NY 11433",94-47,MERRICK BOULEVARD,QUEENS,NY,11433,Queens,,(718) 206-3131
13997,"WILLIAMS, PHARRIS D",AUTOMATIC APPLIANCES,ELECTRONIC HOME APPL,1174536,"10502 MERRICK BLVD, JAMAICA, NY 11433",10502,MERRICK BLVD,JAMAICA,NY,11433,Queens,,(718) 523-0740
13998,"AHIF, YEQOUB & ALAMMARI NAYIF",S&N WIRELESS,ELECTRONIC HOME APPL,1413850,"12214 SUTPHIN BOULEVARD, JAMAICA, NY 11434",12214,SUTPHIN BOULEVARD,JAMAICA,NY,11434,Queens,,(718) 641-2328
13999,P & A AUTO FANTASY INC.,AUTO FANTASY SOUND AND SECURITY,ELECTRONIC HOME APPL,1382821,"11950A MERRICK BOULEVARD, JAMAICA, NY 11434",11950A,MERRICK BOULEVARD,JAMAICA,NY,11434,Queens,,(718) 678-4827
14000,"PRINCE, CLEVERNE",NEW SHACK ELECTRONICS,ELECTRONIC HOME APPL,1376839,"12924 MERRICK BOULEVARD, JAMAICA, NY 11434",12924,MERRICK BOULEVARD,JAMAICA,NY,11434,Queens,,(917) 319-3541
14001,ROCHDALE WIRELESS INC,,ELECTRONIC HOME APPL,1441493,"16542 BAISLEY BLVD, JAMAICA, NY 11434",16542,BAISLEY BLVD,JAMAICA,NY,11434,Queens,,(718) 949-0051
14002,"SIN, YOUNG M",LA SONY SUN ELECTRONICS,ELECTRONIC HOME APPL,967224,"122-11 A GUY R BREWER BOULEVARD, JAMAICA, NY 11434",122-11 A,GUY R BREWER BOULEVARD,JAMAICA,NY,11434,Queens,,(718) 527-0012
14003,"WOO, KWANG YEUL",BEST HOME CENTER,ELECTRONIC HOME APPL,1170083,"165-94 BAISLEY BOULEVARD, JAMAICA, NY 11434",165-94,BAISLEY BOULEVARD,JAMAICA,NY,11434,Queens,,(718) 528-2879
14004,113 WIRELESS INC.,,ELECTRONIC HOME APPL,1441483,"11302 SUTPHIN BLVD, JAMAICA, NY 11435",11302,SUTPHIN BLVD,JAMAICA,NY,11435,Queens,,(347) 561-9219
14005,AUTO CIRCUIT DOCTOR INC,,ELECTRONIC HOME APPL,1168030,"148-26 LIBERTY AVENUE, QUEENS, NY 11435",148-26,LIBERTY AVENUE,QUEENS,NY,11435,Queens,,(718) 725-0327
14006,AUTO SOUND & SECURITY ACCESSORIES CORP,,ELECTRONIC HOME APPL,1419122,"13721 JAMAICA AVE, QUEENS, NY 11435",13721,JAMAICA AVE,QUEENS,NY,11435,Queens,,(999) 999-9999
14007,BIG Y ALARM & SECURITY INC,ULTIMA SOUND AND SECURITY,ELECTRONIC HOME APPL,1115549,"144-24 HILLSIDE AVENUE, JAMAICA, NY 11435",144-24,HILLSIDE AVENUE,JAMAICA,NY,11435,Queens,,(718) 297-2121
14008,J & G WIRELESS INC,,ELECTRONIC HOME APPL,1451835,"84-48 MANTON ST, BRIARWOOD, NY 11435",84-48,MANTON ST,BRIARWOOD,NY,11435,Queens,1ST FLOOR,(917) 340-2784
14009,J&K AUTO TECH LLC,,ELECTRONIC HOME APPL,1426032,"14824A LIBERTY AVE, JAMAICA, NY 11435",14824A,LIBERTY AVE,JAMAICA,NY,11435,Queens,,(516) 439-7831
14010,LATIN JEWELS 144 INC,,ELECTRONIC HOME APPL,1069666,"144-16 JAMAICA AVENUE, JAMAICA, NY 11435",144-16,JAMAICA AVENUE,JAMAICA,NY,11435,Queens,,(718) 206-3654
14011,"LILAVOIS, PHILIP",PPS ELECTROCNICK,ELECTRONIC HOME APPL,763306,"146-22 LIBERTY AVENUE, JAMAICA, NY 11435",146-22,LIBERTY AVENUE,JAMAICA,NY,11435,Queens,,(718) 526-5994
14012,ALL COMPUTERS AND VIDEO REPAIRS INC,,ELECTRONIC HOME APPL,1341900,"627 BEACH   20 STREET, FAR ROCKAWAY, NY 11691",627,BEACH   20 STREET,FAR ROCKAWAY,NY,11691,Queens,,(718) 471-8661
14013,BK WIRELESS INC,,ELECTRONIC HOME APPL,1370781,"1054 BEACH 20TH ST, FAR ROCKAWAY, NY 11691",1054,BEACH 20TH ST,FAR ROCKAWAY,NY,11691,Queens,,(718) 471-3211
14014,M & I G VIDEO CORP,,ELECTRONIC HOME APPL,1114078,"21-36B MOTT AVE, FAR ROCKAWAY, NY 11691",21-36B,MOTT AVE,FAR ROCKAWAY,NY,11691,Queens,,(718) 868-2899
14015,MANNY'S JEWELRY CORP,M AND D REPAIR SHOP,ELECTRONIC HOME APPL,1390792,"1055 BEACH 20TH ST, FAR ROCKAWAY, NY 11691",1055,BEACH 20TH ST,FAR ROCKAWAY,NY,11691,Queens,,(347) 536-0707
14016,APPEL AVENUES CORPORATION,ALL IN ONE TECHNOLOGY,ELECTRONIC HOME APPL,1402372,"814B CROSS BAY BLVD, BROAD CHANNEL, NY 11693",814B,CROSS BAY BLVD,BROAD CHANNEL,NY,11693,Queens,,(718) 496-4705
14017,RADIOSHACK CORPORATION,RADIOSHACK,ELECTRONIC HOME APPL,1304849,"87-09 ROCKAWAY BEACH BOULEVARD, ROCKAWAY PARK, NY 11693",87-09,ROCKAWAY BEACH BOULEVARD,ROCKAWAY PARK,NY,11693,Queens,STORE# 01-2882,(718) 634-0457
14018,LEN ROS VIDEO INC,VIDEO WAVES,ELECTRONIC HOME APPL,838040,"440 BEACH  129 STREET, BELLE HARBOR, NY 11694",440,BEACH  129 STREET,BELLE HARBOR,NY,11694,Queens,,(718) 474-0611
14019,"POPOLO, SALVATORE E",SEP COMPUTERS,ELECTRONIC HOME APPL,1163008,"190 BEACH  116 STREET, ROCKAWAY PARK, NY 11694",190,BEACH  116 STREET,ROCKAWAY PARK,NY,11694,Queens,,(718) 318-9410
14020,"R.P.A TRADING, INC.",,ELECTRONIC HOME APPL,1134858,"273 BEACH  116 ST, ROCKAWAY PARK, NY 11694",273,BEACH  116 ST,ROCKAWAY PARK,NY,11694,Queens,,(718) 474-1160
14021,"SOOKNANAN, CHARMAINE",SKY TECHNOLOGY AND NETWORKING DESIGN,ELECTRONIC HOME APPL,1294592,"114-11 ROCKAWAY BEACH BOULEVARD, ROCKAWAY PARK, NY 11694",114-11,ROCKAWAY BEACH BOULEVARD,ROCKAWAY PARK,NY,11694,Queens,,(347) 246-7795
14022,BAY TV SERVICES CORP,,ELECTRONIC HOME APPL,1454635,"16 ST PAULS AVENUE, STATEN ISLAND, NY 10301",16,ST PAULS AVENUE,STATEN ISLAND,NY,10301,Staten Island,,(718) 517-1078
14023,"SMITH, FREESTON",TONY'S ELECTRONICS,ELECTRONIC HOME APPL,908893,"100 VICTORY BOULEVARD, STATEN ISLAND, NY 10301",100,VICTORY BOULEVARD,STATEN ISLAND,NY,10301,Staten Island,,(718) 390-0232
14024,GRACE SI INC,GAME CHAMP,ELECTRONIC HOME APPL,1383429,"1396 FOREST AVENUE, STATEN ISLAND, NY 10302",1396,FOREST AVENUE,STATEN ISLAND,NY,10302,Staten Island,,(718) 727-0801
14025,"NY STATE REFINERY, LLC",ISLAND GOLD BUYERS,ELECTRONIC HOME APPL,1456141,"260 PORT RICHMOND AVE, STATEN ISLAND, NY 10302",260,PORT RICHMOND AVE,STATEN ISLAND,NY,10302,Staten Island,,(718) 815-4653
14026,PC DUDES INC,,ELECTRONIC HOME APPL,1454012,"1427A FOREST AVENUE, STATEN ISLAND, NY 10302",1427A,FOREST AVENUE,STATEN ISLAND,NY,10302,Staten Island,,(718) 447-6791
14027,RADIO SHACK #2805,RADIO SHACK,ELECTRONIC HOME APPL,801831,"1351 FOREST AVENUE, STATEN ISLAND, NY 10302",1351,FOREST AVENUE,STATEN ISLAND,NY,10302,Staten Island,,(817) 390-3116
14028,"STAPLES THE OFFICE SUPERSTORE EAST, INC",,ELECTRONIC HOME APPL,1277232,"1520 FOREST AVENUE, STATEN ISLAND, NY 10302",1520,FOREST AVENUE,STATEN ISLAND,NY,10302,Staten Island,STORE 537,(718) 815-5599
14029,STATEN ISLAND VACUUM CO INC.,,ELECTRONIC HOME APPL,900945,"1576 FOREST AVENUE, STATEN ISLAND, NY 10302",1576,FOREST AVENUE,STATEN ISLAND,NY,10302,Staten Island,,(718) 727-4475
14030,USED APPLIANCE OUTLET INC,,ELECTRONIC HOME APPL,1205013,"228 PORT RICHMOND AVENUE, STATEN ISLAND, NY 10302",228,PORT RICHMOND AVENUE,STATEN ISLAND,NY,10302,Staten Island,,(718) 720-8860
14031,YAKAR SYSTEM INC,,ELECTRONIC HOME APPL,898618,"1427A FOREST AVENUE, STATEN ISLAND, NY 10302",1427A,FOREST AVENUE,STATEN ISLAND,NY,10302,Staten Island,,(718) 447-6791
14032,"PEP BOYS MANNY,MOE, & JACK OF DELAWARE, INC",,ELECTRONIC HOME APPL,1071519,"1941 FOREST AVENUE, STATEN ISLAND, NY 10303",1941,FOREST AVENUE,STATEN ISLAND,NY,10303,Staten Island,,(718) 273-8477
14033,ULTRATECH AUTOTRONIC CORPORATION,SOUNDSATION,ELECTRONIC HOME APPL,978730,"2311 FOREST AVENUE, STATEN ISLAND, NY 10303",2311,FOREST AVENUE,STATEN ISLAND,NY,10303,Staten Island,,(718) 370-9706
14034,X TREME SYSTEM INC,,ELECTRONIC HOME APPL,1211820,"1825A FOREST AVENUE, STATEN ISLAND, NY 10303",1825A,FOREST AVENUE,STATEN ISLAND,NY,10303,Staten Island,,(718) 556-9708
14035,GESP FOUNDATION CORP,,ELECTRONIC HOME APPL,1345792,"92 CANAL STREET, STATEN ISLAND, NY 10304",92,CANAL STREET,STATEN ISLAND,NY,10304,Staten Island,,(718) 727-3116
14036,QIAN YI CHEN,,ELECTRONIC HOME APPL,1349465,"510A BAY STREET, STATEN ISLAND, NY 10304",510A,BAY STREET,STATEN ISLAND,NY,10304,Staten Island,,(718) 448-4263
14037,"ACEVEDO, ANTHONY",NETWORK TECHNOLOGIES,ELECTRONIC HOME APPL,1409910,"275 FINGERBOARD ROAD, STATEN ISLAND, NY 10305",275,FINGERBOARD ROAD,STATEN ISLAND,NY,10305,Staten Island,,(718) 473-4838
14038,"APPLIANCES R. RUSS, INC.",,ELECTRONIC HOME APPL,1241040,"231 QUINTARD STREET, STATEN ISLAND, NY 10305",231,QUINTARD STREET,STATEN ISLAND,NY,10305,Staten Island,,(718) 688-3767
14039,HEAVEN DRAGON ELECTRONICS INC.,INTERNATIONAL COMMUNICATIONS,ELECTRONIC HOME APPL,1322318,"488 TOMPKINS AVENUE, STATEN ISLAND, NY 10305",488,TOMPKINS AVENUE,STATEN ISLAND,NY,10305,Staten Island,,(718) 273-7792
14040,ISLAND COMPUTER PRODUCTS INC,,ELECTRONIC HOME APPL,980326,"20 CLIFTON AVENUE, STATEN ISLAND, NY 10305",20,CLIFTON AVENUE,STATEN ISLAND,NY,10305,Staten Island,,(718) 556-6700
14041,"LUPO, JOHN",APPLIANCE SERVICE BY JOHN,ELECTRONIC HOME APPL,1260343,"416 ALTER AVENUE, STATEN ISLAND, NY 10305",416,ALTER AVENUE,STATEN ISLAND,NY,10305,Staten Island,,(718) 967-1798
14042,RADIO SHACK CORPORATION,RADIO SHACK #01-2868,ELECTRONIC HOME APPL,1283484,"1766 HYLAN BOULEVARD, STATEN ISLAND, NY 10305",1766,HYLAN BOULEVARD,STATEN ISLAND,NY,10305,Staten Island,,(718) 351-3643
14043,A & M COMPUTER SERVICES INC.,,ELECTRONIC HOME APPL,1338898,"95 GUYON AVENUE, STATEN ISLAND, NY 10306",95,GUYON AVENUE,STATEN ISLAND,NY,10306,Staten Island,,(347) 861-0967
14044,"AA FACTORY APPLIANCE SERVICE, LLC",FACTORY HEATING AND COOLING,ELECTRONIC HOME APPL,1295069,"616 MIDLAND AVENUE, STATEN ISLAND, NY 10306",616,MIDLAND AVENUE,STATEN ISLAND,NY,10306,Staten Island,,(718) 356-5400
14045,"BQE, LLC",J&A AUTO ELECTRONICS,ELECTRONIC HOME APPL,1386696,"157 NEW DORP LANE, STATEN ISLAND, NY 10306",157,NEW DORP LANE,STATEN ISLAND,NY,10306,Staten Island,,(718) 351-8531
14046,"DORFMAN, BORIS",,ELECTRONIC HOME APPL,1239226,"18 BEHAN COURT, STATEN ISLAND, NY 10306",18,BEHAN COURT,STATEN ISLAND,NY,10306,Staten Island,,(917) 653-3433
14047,GOODLAND S.I. INC,,ELECTRONIC HOME APPL,1383342,"325 NEW DORP LANE, STATEN ISLAND, NY 10306",325,NEW DORP LANE,STATEN ISLAND,NY,10306,Staten Island,,(347) 861-0705
14048,I - NET COMPUTER SOLUTIONS INC,,ELECTRONIC HOME APPL,1344537,"4 TATRO ST, STATEN ISLAND, NY 10306",4,TATRO ST,STATEN ISLAND,NY,10306,Staten Island,,(718) 351-0099
14049,"MARENO, PAT C",PNG COMPUTERS,ELECTRONIC HOME APPL,1164919,"706 NEW DORP LANE, STATEN ISLAND, NY 10306",706,NEW DORP LANE,STATEN ISLAND,NY,10306,Staten Island,,(718) 980-1015
14050,RADIO SHACK CORPORATION,RADIO SHACK,ELECTRONIC HOME APPL,801832,"2712 HYLAN BLVD, STATEN ISLAND, NY 10306",2712,HYLAN BLVD,STATEN ISLAND,NY,10306,Staten Island,,(817) 390-3116
14051,ALL CITY VIDEO SERVISES OF STATEN ISLAND INC,,ELECTRONIC HOME APPL,1113319,"140 MAIN STREET, STATEN ISLAND, NY 10307",140,MAIN STREET,STATEN ISLAND,NY,10307,Staten Island,UNIT 8,(718) 980-0600
14052,ALPHA LAZER RICHMOND CORP,,ELECTRONIC HOME APPL,1026969,"140 MAIN STREET, STATEN ISLAND, NY 10307",140,MAIN STREET,STATEN ISLAND,NY,10307,Staten Island,,(718) 317-1263
14053,"BROMS, GREGORY J.",(ALL APPLIANCES ALWAYS) AAA APPROVED APPLIANCE REPAIRS,ELECTRONIC HOME APPL,995028,"19 PARKER STREET, STATEN ISLAND, NY 10307",19,PARKER STREET,STATEN ISLAND,NY,10307,Staten Island,,(718) 984-1001
14054,"HYLAN COMPUTER, INC",,ELECTRONIC HOME APPL,1263165,"4089 HYLAN BOULEVARD, STATEN ISLAND, NY 10308",4089,HYLAN BOULEVARD,STATEN ISLAND,NY,10308,Staten Island,,(718) 967-7105
14055,"MAHONEY, GEORGE P",CREATIVE,ELECTRONIC HOME APPL,924093,"80 MARVIN ROAD, STATEN ISLAND, NY 10309",80,MARVIN ROAD,STATEN ISLAND,NY,10309,Staten Island,,(718) 317-6005
14056,N-P SYSTEMS INC,,ELECTRONIC HOME APPL,1211362,"6318 AMBOY ROAD, STATEN ISLAND, NY 10309",6318,AMBOY ROAD,STATEN ISLAND,NY,10309,Staten Island,,(718) 966-1708
14057,RICHMOND DISCOUNT APPLIANCE SALES CORP.,,ELECTRONIC HOME APPL,1267137,"6308 AMBOY ROAD, STATEN ISLAND, NY 10309",6308,AMBOY ROAD,STATEN ISLAND,NY,10309,Staten Island,,(718) 967-3310
14058,"HYDE, DONALD E",DON'S APPLIANCE SERVICE,ELECTRONIC HOME APPL,992740,"841 DELAFIELD AVENUE, STATEN ISLAND, NY 10310",841,DELAFIELD AVENUE,STATEN ISLAND,NY,10310,Staten Island,,(718) 720-9747
14059,"KIM, JE C.",IBECONS INTERNATIONAL,ELECTRONIC HOME APPL,976709,"1228 FOREST AVENUE, STATEN ISLAND, NY 10310",1228,FOREST AVENUE,STATEN ISLAND,NY,10310,Staten Island,,(718) 698-6633
14060,"A-1 SERVICE MASTERS, INC",,ELECTRONIC HOME APPL,995110,"34 MCARTHUR AVENUE, STATEN ISLAND, NY 10312",34,MCARTHUR AVENUE,STATEN ISLAND,NY,10312,Staten Island,,(718) 356-7222
14061,ACCURATE APPLIANCE REPAIR CORP,ACCURATE APPLIANCE REPAIR,ELECTRONIC HOME APPL,914128,"19 MACON AVENUE, STATEN ISLAND, NY 10312",19,MACON AVENUE,STATEN ISLAND,NY,10312,Staten Island,,(718) 356-3913
14062,"BRITMAN, BRIAN",IMMEDIATE APPLIANCE SERVICE,ELECTRONIC HOME APPL,978114,"140 WINCHESTER AVENUE, STATEN ISLAND, NY 10312",140,WINCHESTER AVENUE,STATEN ISLAND,NY,10312,Staten Island,,(718) 967-0556
14063,"KITCHEN, WILLIAM",LUCCI APPLIANCE SERVICE,ELECTRONIC HOME APPL,1312197,"241 EDGEGROVE AVENUE, STATEN ISLAND, NY 10312",241,EDGEGROVE AVENUE,STATEN ISLAND,NY,10312,Staten Island,,(718) 273-8897
14064,RICHMOND VACUUM INC.,,ELECTRONIC HOME APPL,942200,"3842 RICHMOND AVENUE, STATEN ISLAND, NY 10312",3842,RICHMOND AVENUE,STATEN ISLAND,NY,10312,Staten Island,,(718) 948-7114
14065,APPLE INC,,ELECTRONIC HOME APPL,1211667,"2655 RICHMOND AVE, STATEN ISLAND, NY 10314",2655,RICHMOND AVE,STATEN ISLAND,NY,10314,Staten Island,SPACE 2600,(718) 477-4180
14066,"BEST BUY STORES, LP",BEST BUY MOBILE #1941,ELECTRONIC HOME APPL,1303647,"2655 RICHMOND AVENUE, STATEN ISLAND, NY 10314",2655,RICHMOND AVENUE,STATEN ISLAND,NY,10314,Staten Island,BEST BUY MOBILE #1941,(612) 291-4863
14067,BEST BUYS STORES LP,STORE #469,ELECTRONIC HOME APPL,1186186,"2795 RICHMOND AVENUE, STATEN ISLAND, NY 10314",2795,RICHMOND AVENUE,STATEN ISLAND,NY,10314,Staten Island,,(718) 698-7546
14068,COMPUTER & PARTS UNLIMITED INC,,ELECTRONIC HOME APPL,1081698,"1957 VICTORY BOULEVARD, STATEN ISLAND, NY 10314",1957,VICTORY BOULEVARD,STATEN ISLAND,NY,10314,Staten Island,,(718) 816-4111
14069,COSTCO WHOLESALE CORPORATION,COSTCO WHOLESALE,ELECTRONIC HOME APPL,1303443,"2975 RICHMOND AVENUE, STATEN ISLAND, NY 10314",2975,RICHMOND AVENUE,STATEN ISLAND,NY,10314,Staten Island,,(718) 982-9525
14070,DTL AUTO DESIGN INC,ISLAND SOUND,ELECTRONIC HOME APPL,1374291,"3735C VICTORY BOULEVARD, STATEN ISLAND, NY 10314",3735C,VICTORY BOULEVARD,STATEN ISLAND,NY,10314,Staten Island,,(718) 370-1100
14071,"GORPINENKO, DMITRIY",DGI ELECTRONICS,ELECTRONIC HOME APPL,1415086,"86 SATURN LANE, STATEN ISLAND, NY 10314",86,SATURN LANE,STATEN ISLAND,NY,10314,Staten Island,,(718) 554-0557
14072,MANGHISI ANAND INC,AERUS ELECTROLUX,ELECTRONIC HOME APPL,1140632,"1891 VICTORY BOULEVARD, STATEN ISLAND, NY 10314",1891,VICTORY BOULEVARD,STATEN ISLAND,NY,10314,Staten Island,,(718) 448-4400
14073,P.C. RICHARD & SON LONG ISLAND CORPORATION,P.C. RICHARD & SON,ELECTRONIC HOME APPL,1253311,"2399 RICHMOND AVE, STATEN ISLAND, NY 10314",2399,RICHMOND AVE,STATEN ISLAND,NY,10314,Staten Island,,(631) 843-1670
14074,RADIO SHACK #2619,RADIO SHACK,ELECTRONIC HOME APPL,801833,"2409 RICHMOND AVENUE, STATEN ISLAND, NY 10314",2409,RICHMOND AVENUE,STATEN ISLAND,NY,10314,Staten Island,STORE #2619,(817) 390-3116
14075,RADIO SHACK #2780,RADIO SHACK #2780,ELECTRONIC HOME APPL,950816,"965 RICHMOND AVENUE, STATEN ISLAND, NY 10314",965,RICHMOND AVENUE,STATEN ISLAND,NY,10314,Staten Island,,(817) 390-3116
14076,SEARS ROEBUCK & CO.,,ELECTRONIC HOME APPL,1376508,"283 PLATINUM AVENUE, STATEN ISLAND, NY 10314",283,PLATINUM AVENUE,STATEN ISLAND,NY,10314,Staten Island,,(718) 370-6207
14077,SPRINT SPECTRUM L.P.,,ELECTRONIC HOME APPL,1190228,"2375 RICHMOND AVENUE, STATEN ISLAND, NY 10314",2375,RICHMOND AVENUE,STATEN ISLAND,NY,10314,Staten Island,,(913) 315-5787
14078,T-MOBILE NORTHEAST LLC,T-MOBILE,ELECTRONICS STORE,1341835,"3468 JEROME AVE, BRONX, NY 10431",3468,JEROME AVE,BRONX,NY,10431,Bronx,,(718) 881-0547
14079,161 WIRELESS INC.,,ELECTRONICS STORE,1387627,"94 E 161ST ST, BRONX, NY 10451",94,E 161ST ST,BRONX,NY,10451,Bronx,,(212) 409-8934
14080,AMIN'S COMMUNICATION CORP,,ELECTRONICS STORE,1290440,"93 EAST  161 STREET, BRONX, NY 10451",93,EAST  161 STREET,BRONX,NY,10451,Bronx,,(718) 992-9255
14081,BEST BUY STORES LP,BEST BUY STORES LP #1172,ELECTRONICS STORE,1327864,"610 EXTERIOR STREET, BRONX, NY 10451",610,EXTERIOR STREET,BRONX,NY,10451,Bronx,,(612) 291-4851
14082,BRONX METRO WIRELESS INC,,ELECTRONICS STORE,1338166,"308 EAST  149 STREET, BRONX, NY 10451",308,EAST  149 STREET,BRONX,NY,10451,Bronx,,(718) 908-7121
14083,DIRECT WIRELESS INC,,ELECTRONICS STORE,1379598,"304 E 149TH ST, BRONX, NY 10451",304,E 149TH ST,BRONX,NY,10451,Bronx,,(718) 292-2826
14084,"GAMESTOP, INC.",GAMESTOP #6146,ELECTRONICS STORE,1327233,"660 GATEWAY CENTER BLVD, BRONX, NY 10451",660,GATEWAY CENTER BLVD,BRONX,NY,10451,Bronx,,(817) 424-2000
14085,L & B DISCOUNTS AND 99 PLUS CORP.,,ELECTRONICS STORE,1317463,"653 COURTLANDT AVENUE, BRONX, NY 10451",653,COURTLANDT AVENUE,BRONX,NY,10451,Bronx,,(640) 251-6881
14086,"LIM, JI YOUNG",AIR WAVE WIRELESS,ELECTRONICS STORE,1183896,"276A EAST 149 STREET, BRONX, NY 10451",276A,EAST 149 STREET,BRONX,NY,10451,Bronx,,(718) 292-3556
14087,METRO COM INC,METRO PCS,ELECTRONICS STORE,1446327,"220 E  161 ST, BRONX, NY 10451",220,E  161 ST,BRONX,NY,10451,Bronx,UNIT 6A,(347) 297-3628
14088,"METRO WIRELESS STADIUM, INC.",,ELECTRONICS STORE,1323412,"81 EAST  161 STREET, BRONX, NY 10451",81,EAST  161 STREET,BRONX,NY,10451,Bronx,,(718) 617-1372
14089,"METROLINK BX, INC",,ELECTRONICS STORE,1418877,"3221 3 AVE, BRONX, NY 10451",3221,   3 AVE,BRONX,NY,10451,Bronx,,(646) 750-9113
14090,"N Y PAWNBROKERS, INC",,ELECTRONICS STORE,1407304,"301 EAST  149 STREET, BRONX, NY 10451",301,EAST  149 STREET,BRONX,NY,10451,Bronx,,(718) 665-0252
14091,NEW CINGULAR WIRELESS PCS LLC,AT&T MOBILITY,ELECTRONICS STORE,1318682,"651 RIVER AVENUE, BRONX, NY 10451",651,RIVER AVENUE,BRONX,NY,10451,Bronx,,(973) 775-1275
14092,NEW YORK SMSA LIMITED PATNERSHIP,VERIZON WIRELESS,ELECTRONICS STORE,1382564,"610 EXTERIOR ST, BRONX, NY 10451",610,EXTERIOR ST,BRONX,NY,10451,Bronx,,(201) 321-4279
14093,NEW YORK TAXI EQUIPMENT & UPHOLSTERY CORP.,,ELECTRONICS STORE,1315407,"346 GRAND CONCOURSE, BRONX, NY 10451",346,GRAND CONCOURSE,BRONX,NY,10451,Bronx,,(718) 585-5473
14094,O.R.C. REPEATER COMMUNICATIONS CORP.,,ELECTRONICS STORE,1454909,"444 GERARD AVE, BRONX, NY 10451",444,GERARD AVE,BRONX,NY,10451,Bronx,,(718) 402-2929
14095,RADIOSHACK CORPORATION,RADIO SHACK #2609,ELECTRONICS STORE,900223,"220 EAST  161 STREET, BRONX, NY 10451",220,EAST  161 STREET,BRONX,NY,10451,Bronx,,(817) 390-3116
14096,"RENT-A-CENTER, INC.","RENT-A-CENTER, INC. # 01886",ELECTRONICS STORE,1039577,"220 EAST  161 STREET, BRONX, NY 10451",220,EAST  161 STREET,BRONX,NY,10451,Bronx,#68,(800) 275-2696
14097,SPRINT SPECTRUM L.P.,,ELECTRONICS STORE,1413671,"662 GATEWAY CENTER BLVD, BRONX, NY 10451",662,GATEWAY CENTER BLVD,BRONX,NY,10451,Bronx,,(913) 315-5787
14098,STAPLES THE OFFICE SUPERSTORE EAST INC,,ELECTRONICS STORE,1320055,"700 EXTERIOR ST, BRONX, NY 10451",700,EXTERIOR ST,BRONX,NY,10451,Bronx,BLDG. A,(718) 292-0213
14099,T-MOBILE NORTHEAST LLC,,ELECTRONICS STORE,1333105,"651 RIVER AVENUE, BRONX, NY 10451",651,RIVER AVENUE,BRONX,NY,10451,Bronx,,(718) 665-0890
14100,T-MOBILE NORTHEAST LLC,T-MOBILE,ELECTRONICS STORE,1399018,"555 GRAND CONCOURSE, BRONX, NY 10451",555,GRAND CONCOURSE,BRONX,NY,10451,Bronx,,(425) 383-4000
14101,T-MOBILE NORTHEAST LLC,T-MOBILE,ELECTRONICS STORE,1414023,"92 EAST 161 STREET, BRONX, NY 10451",92,EAST 161 STREET,BRONX,NY,10451,Bronx,,(425) 383-8047
14102,"TORRES, JUAN F",STADIUM GOLD & PAWNSHOP,ELECTRONICS STORE,1364656,"386 E 161TH ST, BRONX, NY 10451",386,E 161TH ST,BRONX,NY,10451,Bronx,,(718) 450-8910
14103,TREE BY STREAMS INC,,ELECTRONICS STORE,1414682,"220 E 161ST ST, BRONX, NY 10451",220,E 161ST ST,BRONX,NY,10451,Bronx,,(718) 590-4004
14104,WILLY'S SOUND DESIGN CORP,,ELECTRONICS STORE,1421338,"1301 WESTCHESTER AVE, BRONX, NY 10451",1301,WESTCHESTER AVE,BRONX,NY,10451,Bronx,FL 1,(917) 792-4799
14105,167 COMPUTER CENTER CORP,,ELECTRONICS STORE,1344141,"101A EAST 167 STREET, BRONX, NY 10452",101A,EAST 167 STREET,BRONX,NY,10452,Bronx,,(718) 293-2007
14106,167 ST. CORP.,,ELECTRONICS STORE,1100201,"49 EAST  167 STREET, BRONX, NY 10452",49,EAST  167 STREET,BRONX,NY,10452,Bronx,,(718) 681-2525
14107,170 WIRELESS OF NY INC.,,ELECTRONICS STORE,1394294,"112 EAST  170 STREET, BRONX, NY 10452",112,EAST  170 STREET,BRONX,NY,10452,Bronx,,(718) 293-2981
14108,"1800FIX.COM SATELLITES, LLC",,ELECTRONICS STORE,1434448,"22 E MT. EDEN AVE, BRONX, NY 10452",22,E MT. EDEN AVE,BRONX,NY,10452,Bronx,,(347) 590-5552
14109,A & B ELECTRONICS AND JEWELRY CORP,,ELECTRONICS STORE,1434208,"45-47 E 170TH ST, BRONX, NY 10452",45-47,E 170TH ST,BRONX,NY,10452,Bronx,,(646) 739-3362
14110,ABOVE ALL WIRELESS LLC,,ELECTRONICS STORE,1432842,"71 EAST MT EDEN AVE, BRONX, NY 10452",71,EAST MT EDEN AVE,BRONX,NY,10452,Bronx,STORE 5,(201) 688-9280
14111,ALEXIS FURNITURE II INC,,ELECTRONICS STORE,1435299,"9 E 167TH ST, BRONX, NY 10452",9,E 167TH ST,BRONX,NY,10452,Bronx,,(646) 523-7406
14112,BIGGIE RULES WIRELESS CORP.,,ELECTRONICS STORE,1454660,"1565 JEROME AVE, BRONX, NY 10452",1565,JEROME AVE,BRONX,NY,10452,Bronx,,(646) 648-8467
