ID,Business Name,Trade Name,Facility Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Number of Spaces,Number of Bike Spaces
1166,MADISON STREET OPERATING CORP,MADISON STREET OPERATING,Parking Lot,908352,"88 MADISON STREET, NEW YORK, NY 10002",88,MADISON STREET,NEW YORK,NY,10002,Manhattan,,(212) 575-5335,50,
1167,MAGIC PARKING LLC,,Parking Garage,1263702,"225 ST NICHOLAS AVENUE, NEW YORK, NY 10027",225,ST NICHOLAS AVENUE,NEW YORK,NY,10027,Manhattan,,(212) 289-3800,160,16
1168,"MALAVOLTA, LUANA",,Parking Lot,764919,"2415 HOFFMAN STREET, BRONX, NY 10458",2415,HOFFMAN STREET,BRONX,NY,10458,Bronx,,(718) 933-3746,22,
1169,"MALL 92-30 ASSOCIATES, LLC",,Parking Lot,1203411,"160-17 ARCHER AVENUE, JAMAICA, NY 11433",160-17,ARCHER AVENUE,JAMAICA,NY,11433,Queens,,(718) 262-0852,50,
1170,MANAGEMENT 1040 LLC,,Parking Lot,1359929,"980 E 13TH ST, BROOKLYN, NY 11230",980,E 13TH ST,BROOKLYN,NY,11230,Brooklyn,,(718) 314-7722,20,
1171,MANAGEMENT SYSTEMS LLC,,Parking Garage,892366,"200 EAST   32 STREET, NEW YORK, NY 10016",200,EAST   32 STREET,NEW YORK,NY,10016,Manhattan,,(212) 686-9800,33,
1172,MANHATTAN AVE GARAGE CORP,,Parking Garage,1395705,"313 W 119TH ST, NEW YORK, NY 10026",313,W 119TH ST,NEW YORK,NY,10026,Manhattan,,(212) 736-7171,52,5
1173,MANHATTAN AVE GARAGE CORP,,Parking Garage,1395708,"454 MANHATTAN AVE, NEW YORK, NY 10026",454,MANHATTAN AVE,NEW YORK,NY,10026,Manhattan,,(212) 736-7171,50,
1174,MANHATTAN ENTERPRISES INC.,,Parking Garage,1342885,"575 MADISON AVENUE, NEW YORK, NY 10022",575,MADISON AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 490-3460,99,9
1175,MANHATTAN GARAGE EQUITIES L.P.,,Parking Garage,1338871,"923 5 AVENUE, NEW YORK, NY 10021",923,   5 AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 490-3460,73,7
1176,MANHATTAN PARKING - GOLD CORP,,Parking Garage,1338875,"220 EAST   54 STREET, NEW YORK, NY 10022",220,EAST   54 STREET,NEW YORK,NY,10022,Manhattan,,(212) 490-3460,30,
1177,MANHATTAN PARKING BORO CORP,,Parking Garage,368732,"40 CLINTON STREET, BROOKLYN, NY 11201",40,CLINTON STREET,BROOKLYN,NY,11201,Brooklyn,,(212) 490-3460,50,
1178,MANHATTAN PARKING E 35 ST CORP,,Parking Garage,1339065,"246 EAST   35 STREET, NEW YORK, NY 10016",246,EAST   35 STREET,NEW YORK,NY,10016,Manhattan,,(212) 490-3460,25,
1179,MANHATTAN PARKING E 71 ST  CORP,,Parking Garage,1338987,"311 EAST   71 STREET, NEW YORK, NY 10021",311,EAST   71 STREET,NEW YORK,NY,10021,Manhattan,,(212) 490-3460,18,
1180,MANHATTAN PARKING E. 79 ST. CORP.,,Parking Lot,1091919,"239 EAST   79 STREET, NEW YORK, NY 10021",239,EAST   79 STREET,NEW YORK,NY,10021,Manhattan,,(212) 490-3460,42,
1181,MANHATTAN PARKING EAST 34TH STREET CORP.,,Parking Garage,1204520,"333 EAST 34TH STREET, NEW YORK, NY 10016",333,EAST 34TH STREET,NEW YORK,NY,10016,Manhattan,,(212) 490-3460,56,5
1182,MANHATTAN PARKING EAST 48TH STREET CORP.,,Parking Garage,1182190,"141-151 EAST 48TH STREET, NEW YORK, NY 10017",141-151,EAST 48TH STREET,NEW YORK,NY,10017,Manhattan,,(212) 490-3460,68,6
1183,MANHATTAN PARKING GRAMERCY CORP,,Parking Garage,1182385,"150-152 EAST   20 STREET, NEW YORK, NY 10003",150-152,EAST   20 STREET,NEW YORK,NY,10003,Manhattan,AKA 32 GRAMERCY PARK SOUTH,(212) 490-3460,38,
1184,MANHATTAN PARKING SYSTEM W 58TH ST CORP,,Parking Garage,367518,"200 EAST   67 STREET, NEW YORK, NY 10021",200,EAST   67 STREET,NEW YORK,NY,10021,Manhattan,,(212) 249-3344,106,10
1185,MANHATTAN PARKING SYSTEMPARK AVE CORP,,Parking Garage,368594,"277 PARK AVENUE, NEW YORK, NY 10017",277,PARK AVENUE,NEW YORK,NY,10017,Manhattan,,(212) 753-6116,40,
1186,"MANHATTAN PARKING WEST 20, LLC",,Parking Garage,1234693,"516 WEST   20 STREET, NEW YORK, NY 10011",516,WEST   20 STREET,NEW YORK,NY,10011,Manhattan,,(212) 490-3460,310,21
1187,MANHATTAN PARKING WEST 45 STREET CORP,,Parking Garage,1339252,"120 WEST   45 STREET, NEW YORK, NY 10036",120,WEST   45 STREET,NEW YORK,NY,10036,Manhattan,,(212) 490-3460,45,
1188,"MAPLE AVENUE MARINA, LLC",,Parking Lot,1337563,"1904 SURF AVENUE, BROOKLYN, NY 11224",1904,SURF AVENUE,BROOKLYN,NY,11224,Brooklyn,,(631) 665-6001,808,26
1189,MARAND REALTY COMPANY LLC,,Parking Lot,944416,"6698 EAST BURNSIDE AVENUE, BRONX, NY 10453",6698,EAST BURNSIDE AVENUE,BRONX,NY,10453,Bronx,,(718) 520-1240,11,
1190,MARGARET E PESCATORE PARKING INC,,Parking Lot,765883,"98 100 BAYARD STREET, NEW YORK, NY 10013",98 100,BAYARD STREET,NEW YORK,NY,10013,Manhattan,,(646) 250-6784,12,
1191,MARILU PARKING CORP,,Parking Lot,910018,"10-27 47 AVENUE, LONG ISLAND CIT, NY 11101",10-27,  47 AVENUE,LONG ISLAND CIT,NY,11101,Queens,10-33 47TH AVENUE,(718) 729-8531,40,
1192,MARJO PARKING INC.,,Parking Lot,1013467,"414 WEST  206 STREET, NEW YORK, NY 10034",414,WEST  206 STREET,NEW YORK,NY,10034,Manhattan,,(212) 695-9455,44,
1193,MARK TWAIN GARAGE CORP,,Parking Garage,906410,"100 WEST   12 STREET, MANHATTAN, NY 10011",100,WEST   12 STREET,MANHATTAN,NY,10011,Manhattan,,(212) 956-2280,40,
1194,MARKET 15 PARKING LLC,,Parking Garage,1232453,"552-566 AVENUE OF THE AMERICAS, NEW YORK, NY 10011",552-566,AVENUE OF THE AMERICAS,NEW YORK,NY,10011,Manhattan,,(212) 686-9800,42,
1195,MARLO TOWERS GARAGE CORP,,Parking Garage,1098937,"56 FULTON STREET, NEW YORK, NY 10038",56,FULTON STREET,NEW YORK,NY,10038,Manhattan,,(212) 243-5900,280,20
1196,MARRIOTT HOTELS INC,,Parking Garage,813195,"1535 BROADWAY, NEW YORK, NY 10036",1535,BROADWAY,NEW YORK,NY,10036,Manhattan,,(212) 704-8914,220,20
1197,MATINEE 52 LLC,,Parking Garage,1367817,"800-20 7TH AVE, NEW YORK, NY 10019",800-20,7TH AVE,NEW YORK,NY,10019,Manhattan,AKA 200 W 53 ST/1680-88 BWAY,(212) 666-9800,210,20
1198,MAY PARKING CORP.,,Parking Garage,1215447,"330 EAST   70 STREET, NEW YORK, NY 10021",330,EAST   70 STREET,NEW YORK,NY,10021,Manhattan,,(212) 737-3279,25,
1199,"MCFARLANE, ALCIBIADES M",,Parking Lot,1104541,"115 TRUXTON STREET, BROOKLYN, NY 11233",115,TRUXTON STREET,BROOKLYN,NY,11233,Brooklyn,,(718) 385-1787,18,
1200,"MEJIA, HORACIO",HORACIO MEJIA PARKING LOT,Parking Lot,1330282,"2160 WEBSTER AVENUE, BRONX, NY 10457",2160,WEBSTER AVENUE,BRONX,NY,10457,Bronx,,(347) 498-1939,100,10
1201,MEMORIAL SLOAN KETTERING CANCER,,Parking Lot,368585,"430 EAST   67 STREET, NEW YORK, NY 10065",430,EAST   67 STREET,NEW YORK,NY,10065,Manhattan,,(212) 639-6186,176,17
1202,MEMORIAL SLOAN KETTERING CANCER CENTER,,Parking Garage,881098,"433 EAST   66 STREET, NEW YORK, NY 10065",433,EAST   66 STREET,NEW YORK,NY,10065,Manhattan,433-35,(212) 639-6186,87,8
1203,MERCER PARKING GARAGE CORP,,Parking Garage,428016,"165-167 MERCER STREET, NEW YORK, NY 10012",165-167,MERCER STREET,NEW YORK,NY,10012,Manhattan,,(212) 226-5578,120,12
1204,MERCURY PARKING LLC,,Parking Garage,1273564,"350 WEST   50 STREET, NEW YORK, NY 10019",350,WEST   50 STREET,NEW YORK,NY,10019,Manhattan,"AKA 393 W 49 ST, 351 W 49 ST",(212) 686-9800,473,22
1205,MERIT PARKING LLC,,Parking Garage,760802,"12-14 EAST 107 STREET, NEW YORK, NY 10029",12-14,EAST 107 STREET,NEW YORK,NY,10029,Manhattan,,(212) 686-9800,1000,28
1206,METRO PARKING CORP,,Parking Garage,469866,"301 E 63RD ST, NEW YORK, NY 10065",301,E 63RD ST,NEW YORK,NY,10065,Manhattan,,(212) 249-3344,39,
1207,"METROPOLITAN 51 PARKING, LLC",,Parking Garage,1234298,"569-573 LEXINGTON AVENUE, NEW YORK, NY 10022",569-573,LEXINGTON AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 686-9800,200,20
1208,METROPOLITAN PARKING GROUP LLC,,Parking Garage,1177630,"4172 BROADWAY, NEW YORK, NY 10033",4172,BROADWAY,NEW YORK,NY,10033,Manhattan,,(212) 490-3460,398,21
1209,METROPOLITAN PARKING LLC,,Parking Garage,1381171,"69 5 AVENUE, NEW YORK, NY 10003",69,   5 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 979-9815,32,
1210,METROPOLITAN STORAGE CORP,,Parking Garage,1130472,"1901 1 AVENUE, NEW YORK, NY 10029",1901,   1 AVENUE,NEW YORK,NY,10029,Manhattan,,(212) 490-3460,95,9
1211,METROPOLITAN STORAGE CORP,,Parking Lot,1026540,"1918 1 AVENUE, NEW YORK, NY 10029",1918,   1 AVENUE,NEW YORK,NY,10029,Manhattan,,(212) 490-3460,233,20
1212,MIDTOWN AUTO CARE SERVICE INC,,Parking Garage,1323851,"413 WEST 45 STREET, NEW YORK, NY 10036",413,WEST 45 STREET,NEW YORK,NY,10036,Manhattan,,(212) 737-8850,100,10
1213,MIDWAY CAR PARK LLC,,Parking Garage,1423057,"10802-10818 QUEENS BLVD, FOREST HILLS, NY 11375",10802-10818,QUEENS BLVD,FOREST HILLS,NY,11375,Queens,,(212) 996-6363,130,13
1214,MILLENNIUM GARAGE CORP,,Parking Garage,1099885,"35 EAST   85 STREET, NEW YORK, NY 10028",35,EAST   85 STREET,NEW YORK,NY,10028,Manhattan,,(212) 736-7171,72,7
1215,MINETTA LANE PARKING LLC,,Parking Garage,1313161,"122 WEST    3 STREET, NEW YORK, NY 10012",122,WEST    3 STREET,NEW YORK,NY,10012,Manhattan,,(212) 777-3530,300,21
1216,MINT PARKING CORPORATION,,Parking Garage,1074675,"270 DYCKMAN STREET, NEW YORK, NY 10034",270,DYCKMAN STREET,NEW YORK,NY,10034,Manhattan,,(212) 490-3460,250,20
1217,MODERN PARKING LLC,,Parking Garage,1166505,"666 5 AVENUE, NEW YORK, NY 10019",666,   5 AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 686-9800,90,9
1218,MONTEFIORE MEDICAL CENTER,,Parking Garage,1314146,"613 EAST  233 STREET, BRONX, NY 10466",613,EAST  233 STREET,BRONX,NY,10466,Bronx,,(718) 920-2001,624,24
1219,MORNINGSIDE HEIGHTS HOUSING CORP,MORNINGSIDE GARAGE,Parking Garage,469448,"3100 BROADWAY, NEW YORK, NY 10027",3100,BROADWAY,NEW YORK,NY,10027,Manhattan,,(212) 749-1600,291,20
1220,MOTT PARK LLC,,Parking Garage,1155049,"284 MOTT STREET, NEW YORK, NY 10012",284,MOTT STREET,NEW YORK,NY,10012,Manhattan,,(212) 564-3199,62,6
1221,MP 16 LLC,,Parking Garage,1376347,"100 W 26TH ST, NEW YORK, NY 10001",100,W 26TH ST,NEW YORK,NY,10001,Manhattan,,(212) 490-3460,49,
1222,MP 17 LLC,,Parking Garage,1310036,"450 WEST 17 ST, NEW YORK, NY 10011",450,WEST 17 ST,NEW YORK,NY,10011,Manhattan,,(212) 490-3460,206,20
1223,MP 225 LLC,,Parking Garage,1381789,"225 RECTOR PL, NY, NY 10280",225,RECTOR PL,NY,NY,10280,Manhattan,,(212) 490-3460,113,11
1224,MP 325 LLC,,Parking Garage,1367120,"325 NORTH END AVENUE, NEW YORK, NY 10282",325,NORTH END AVENUE,NEW YORK,NY,10282,Manhattan,,(212) 490-3460,55,5
1225,"MP 400, LLC",,Parking Garage,1367106,"400 CHAMBERS STREET, NEW YORK, NY 10282",400,CHAMBERS STREET,NEW YORK,NY,10282,Manhattan,,(212) 490-3460,123,12
1226,"MP 41, LLC",,Parking Garage,1392588,"450 W 42ND ST, NEW YORK, NY 10036",450,W 42ND ST,NEW YORK,NY,10036,Manhattan,,(212) 490-3460,158,15
1227,"MP 44, LLC",,Parking Lot,1334100,"322-326 WEST   44 STREET, NEW YORK, NY 10036",322-326,WEST   44 STREET,NEW YORK,NY,10036,Manhattan,,(212) 490-3460,77,7
1228,MP 53 LLC,,Parking Garage,1280323,"250 EAST   53 STREET, NEW YORK, NY 10022",250,EAST   53 STREET,NEW YORK,NY,10022,Manhattan,,(212) 490-3460,28,
1229,MP 56 LLC,,Parking Garage,1407898,"201 EAST   56 STREET, NEW YORK, NY 10022",201,EAST   56 STREET,NEW YORK,NY,10022,Manhattan,,(212) 490-3460,150,15
1230,MP 83 LLC,,Parking Garage,1367116,"400 EAST   84 STREET, NEW YORK, NY 10028",400,EAST   84 STREET,NEW YORK,NY,10028,Manhattan,,(212) 490-3460,63,6
1231,MP 90 LLC,,Parking Garage,1367283,"601 AMSTERDAM AVENUE, NEW YORK, NY 10024",601,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 490-3460,85,8
1232,MP 93 LLC,,Parking Garage,1376929,"340 EAST   93 STREET, NEW YORK, NY 10128",340,EAST   93 STREET,NEW YORK,NY,10128,Manhattan,,(212) 490-3460,146,14
1233,MP 97 LLC,,Garage - Parking Lot Combo,1230416,"217 EAST   96 STREET, NEW YORK, NY 10128",217,EAST   96 STREET,NEW YORK,NY,10128,Manhattan,,(212) 490-3460,200,20
1234,"MP 99, LLC",,Parking Lot,1392680,"1559 LEXINGTON AVE, NEW YORK, NY 10029",1559,LEXINGTON AVE,NEW YORK,NY,10029,Manhattan,,(212) 490-3460,80,8
1235,MP BTM LLC,,Parking Garage,1310684,"651 RIVER AVENUE, BRONX, NY 10451",651,RIVER AVENUE,BRONX,NY,10451,Bronx,AKA 700 EXTERIOR STREET,(212) 490-3460,2332,41
1236,MP GARDEN LLC,,Parking Lot,1420424,"2960 WEBSTER AVE, BRONX, NY 10458",2960,WEBSTER AVE,BRONX,NY,10458,Bronx,AKA 401 BEDFORD PK BLVD,(212) 490-3460,824,26
1237,MP HUB PARKING LLC,,Parking Garage,1258315,"3000 3 AVENUE, BRONX, NY 10455",3000,   3 AVENUE,BRONX,NY,10455,Bronx,,(212) 490-3460,272,20
1238,MP JAY LLC,,Parking Garage,1280325,"100 JAY STREET, BROOKLYN, NY 11201",100,JAY STREET,BROOKLYN,NY,11201,Brooklyn,,(212) 490-3460,424,22
1239,MP MANHATTAN PLAZA LLC,,Parking Garage,1258659,"401-472 WEST   42 STREET, NEW YORK, NY 10036",401-472,WEST   42 STREET,NEW YORK,NY,10036,Manhattan,,(212) 490-3460,998,27
1240,"MP NORTHERN, LLC",,Parking Lot,1245066,"2916-28 NORTHERN BOULEVARD, LONG ISLND CITY, NY 11101",2916-28,NORTHERN BOULEVARD,LONG ISLND CITY,NY,11101,Queens,,(212) 490-3460,100,10
1241,MP PEARL LLC,,Parking Lot,1361271,"2510 WESTCHESTER AVE, BRONX, NY 10461",2510,WESTCHESTER AVE,BRONX,NY,10461,Bronx,,(212) 490-3460,131,13
1242,MP POP LLC,,Parking Lot,1283185,"1527 BLONDELL AVENUE, BRONX, NY 10461",1527,BLONDELL AVENUE,BRONX,NY,10461,Bronx,,(212) 490-3460,30,
1243,MP RIVER LLC,,Parking Lot,1426905,"1111 GERARD AVE, BRONX, NY 10452",1111,GERARD AVE,BRONX,NY,10452,Bronx,,(212) 490-3460,48,
1244,MP TOGETHER LLC,,Parking Garage,1214412,"205 STATE STREET, BROOKLYN, NY 11201",205,STATE STREET,BROOKLYN,NY,11201,Brooklyn,,(212) 490-3460,131,13
1245,MP UPTOWN LLC,,Parking Garage,1263704,"3333 BROADWAY, NEW YORK, NY 10031",3333,BROADWAY,NEW YORK,NY,10031,Manhattan,,(212) 490-3460,360,21
1246,MP UPTOWN LLC,,Parking Garage,1301293,"440 EAST  102 STREET, NEW YORK, NY 10029",440,EAST  102 STREET,NEW YORK,NY,10029,Manhattan,,(212) 490-3460,270,20
1247,MP UPTOWN LLC,,Parking Lot,1306114,"1295 5 AVENUE, NEW YORK, NY 10029",1295,   5 AVENUE,NEW YORK,NY,10029,Manhattan,,(212) 490-3460,180,18
1248,MP WEST 12 LLC,,Parking Garage,1356689,"469 WEST STREET, NEW YORK, NY 10014",469,WEST STREET,NEW YORK,NY,10014,Manhattan,AKA 400 W 12 ST,(212) 490-3460,60,6
1249,"MP WOOD HULL, LLC.",,Parking Garage,1245513,"752-772 BROADWAY, BROOKLYN, NY 11206",752-772,BROADWAY,BROOKLYN,NY,11206,Brooklyn,AKA 129-183 THROOP AVENUE,(212) 490-3460,617,24
1250,MPC PARKING LLC,,Parking Garage,1153766,"1104-1116 2 AVENUE, NEW YORK, NY 10022",1104-1116,   2 AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 686-9800,227,20
1251,MTP 3300 BROADWAY CORP.,,Parking Lot,1330437,"3270 BROADWAY, NEW YORK, NY 10027",3270,BROADWAY,NEW YORK,NY,10027,Manhattan,,(212) 575-5335,149,14
1252,"MTP 57, LLC",,Parking Garage,1205750,"601 WEST   57 STREET, NEW YORK, NY 10019",601,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 575-5335,100,10
1253,MTP 59 ST LLC,,Parking Garage,1097071,"641 WEST   59 STREET, NEW YORK, NY 10019",641,WEST   59 STREET,NEW YORK,NY,10019,Manhattan,,(212) 575-5335,537,23
1254,MTP OPERATING CORP,,Parking Garage,977117,"89-93 CHRYSTIE STREET, NEW YORK, NY 10002",89-93,CHRYSTIE STREET,NEW YORK,NY,10002,Manhattan,,(212) 575-5335,116,11
1255,MTP OPERATING CORP,,Parking Garage,1013511,"514 WEST   49 STREET, NEW YORK, NY 10019",514,WEST   49 STREET,NEW YORK,NY,10019,Manhattan,514-540,(212) 575-5335,240,20
1256,MTP OPERATING CORP.,,Parking Lot,1070798,"261-265 EDGECOMBE AVENUE, NEW YORK, NY 10031",261-265,EDGECOMBE AVENUE,NEW YORK,NY,10031,Manhattan,,(212) 575-5335,42,
1257,"MULZAC, JOHN I",HALSEY PARKING LOT,Parking Lot,962316,"625 HALSEY STREET, BROOKLYN, NY 11233",625,HALSEY STREET,BROOKLYN,NY,11233,Brooklyn,621-625,(718) 443-4433,30,
1258,MURRAY 38 PARKING LLC,,Parking Garage,1232880,"155 EAST   38 STREET, NEW YORK, NY 10016",155,EAST   38 STREET,NEW YORK,NY,10016,Manhattan,,(212) 686-9800,67,6
1259,"MURRAY PARK GARAGE CO., LLC",,Parking Garage,1231157,"120 EAST   34 STREET, NEW YORK, NY 10016",120,EAST   34 STREET,NEW YORK,NY,10016,Manhattan,,(718) 896-9600,123,12
1260,"MUSS, HYMAN - ET AL",C E TOWERS CO,Garage - Parking Lot Combo,800489,"118-35 QUEENS BOULEVARD, FOREST HILLS, NY 11375",118-35,QUEENS BOULEVARD,FOREST HILLS,NY,11375,Queens,,(718) 263-3800,582,23
1261,MUTUAL PARKING DEKALB LLC,,Parking Lot,1094901,"1591-95 DEKALB AVENUE, BROOKLYN, NY 11237",1591-95,DEKALB AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 628-3700,24,
1262,MUTUAL PARKING INC,,Parking Garage,368199,"61 EAST END AVENUE, NEW YORK, NY 10028",61,EAST END AVENUE,NEW YORK,NY,10028,Manhattan,,(212) 888-7400,62,6
1263,MUTUAL PARKING INC,,Parking Garage,429690,"605 EAST   82 STREET, NEW YORK, NY 10028",605,EAST   82 STREET,NEW YORK,NY,10028,Manhattan,AKA 1 GRACE TERRACE,(212) 888-7400,70,7
1264,MUTUAL PARKING SYSTEM INC,,Parking Garage,889934,"340 EAST   64 STREET, NEW YORK, NY 10065",340,EAST   64 STREET,NEW YORK,NY,10065,Manhattan,,(212) 888-7400,91,9
1265,MY NEW PARKING INC,,Parking Garage,1302523,"1484 JEROME AVENUE, BRONX, NY 10452",1484,JEROME AVENUE,BRONX,NY,10452,Bronx,,(347) 538-8602,174,17
1266,"MY NEW PARKING, INC.",,Parking Garage,1301648,"1380 UNIVERSITY AVENUE, BRONX, NY 10452",1380,UNIVERSITY AVENUE,BRONX,NY,10452,Bronx,1381-1390 UNIVERSITY AVE,(347) 538-8602,77,7
1267,"MY NEW PARKING, INC.",,Parking Lot,1301644,"1600 SEDGWICK AVENUE, BRONX, NY 10453",1600,SEDGWICK AVENUE,BRONX,NY,10453,Bronx,,(347) 538-8602,175,17
1268,MYRDOT REALTY CORP,,Parking Lot,894307,"1527 62 STREET, BROOKLYN, NY 11219",1527,  62 STREET,BROOKLYN,NY,11219,Brooklyn,,(718) 259-3616,50,
1269,MYRTLE GARAGE CORP,,Parking Lot,1341239,"225 FLATBUSH AVENUE EXTENSION, BROOKLYN, NY 11201",225,FLATBUSH AVENUE EXTENSION,BROOKLYN,NY,11201,Brooklyn,,(212) 736-7171,97,9
1270,"NAEGELE, DOROTHY",D NAEGELE,Parking Lot,363400,"457-59 SENECA AVENUE, RIDGEWOOD, NY 11385",457-59,SENECA AVENUE,RIDGEWOOD,NY,11385,Queens,,(727) 733-6894,25,
1271,"NARRAGANSETT PARTNERS, L.L.C.",,Parking Garage,1310679,"124 EAST   63 STREET, NEW YORK, NY 10065",124,EAST   63 STREET,NEW YORK,NY,10065,Manhattan,,(212) 838-2720,134,13
1272,NASSAU ST. GARAGE CORP.,,Parking Garage,1335085,"150 NASSAU STREET, NEW YORK, NY 10038",150,NASSAU STREET,NEW YORK,NY,10038,Manhattan,A/K/A/ SPRUCE STREET,(212) 243-5900,25,
1273,NATIONS 47 PARKING LLC,,Parking Garage,1291835,"885 2 AVENUE, NEW YORK, NY 10017",885,   2 AVENUE,NEW YORK,NY,10017,Manhattan,,(212) 686-9800,227,20
1274,"NEPTUNE CAR PARK, LLC",,Parking Lot,1457135,"486-530 NEPTUNE AVENUE, BROOKLYN, NY 11224",486-530,NEPTUNE AVENUE,BROOKLYN,NY,11224,Brooklyn,,(212) 221-6111,253,
1275,NEW A&N FOOD MARKET INC,,Parking Garage,1277376,"41-79 MAIN STREET, QUEENS, NY 11355",41-79,MAIN STREET,QUEENS,NY,11355,Queens,,(718) 359-1300,60,6
1276,"NEW BRONX RIVER PARKING, INC",,Parking Lot,1299497,"1185 BRONX RIVER AVENUE, BRONX, NY 10472",1185,BRONX RIVER AVENUE,BRONX,NY,10472,Bronx,,(718) 415-9675,80,8
1277,NEW CHECK PLUS AUTO INC,,Parking Lot,1355357,"1544 E 174 STREET, BRONX, NY 10472",1544,E 174 STREET,BRONX,NY,10472,Bronx,,(914) 361-1111,107,10
1278,NEW FAMILY GARAGE CORP,,Parking Garage,1423802,"415 E 167TH ST, BRONX, NY 10456",415,E 167TH ST,BRONX,NY,10456,Bronx,,(646) 363-9311,100,10
1279,NEW GARDEN GARAGE LLC,MEYERS PARKING,Parking Garage,1180977,"227-237 WEST 30TH STREET, NEW YORK, NY 10001",227-237,WEST 30TH STREET,NEW YORK,NY,10001,Manhattan,,(718) 502-5490,1500,33
1280,NEW OGDEN PARKING INC,,Parking Garage,1117512,"156 WEST  166 STREET, BRONX, NY 10452",156,WEST  166 STREET,BRONX,NY,10452,Bronx,,(718) 466-2000,100,10
1281,"NEW REGENT GARAGE CO., LLC",,Parking Garage,1192260,"181 EAST   73 STREET, NEW YORK, NY 10021",181,EAST   73 STREET,NEW YORK,NY,10021,Manhattan,,(212) 535-3865,53,5
1282,NEW WEST MANAGEMENT CORP,,Parking Garage,906639,"1810 LORING PLACE, BRONX, NY 10453",1810,LORING PLACE,BRONX,NY,10453,Bronx,,(212) 541-6050,65,6
1283,NEW WORLD GARAGE INC.,,Parking Garage,1323351,"40-17 MAIN STREET, QUEENS, NY 11354",40-17,MAIN STREET,QUEENS,NY,11354,Queens,,(718) 353-1655,343,21
1284,NEW YORK PARKING 51ST STREET CORP,,Parking Garage,367195,"251 EAST   51 STREET, NEW YORK, NY 10022",251,EAST   51 STREET,NEW YORK,NY,10022,Manhattan,,(212) 247-3344,54,5
1285,NEW YORK PARKING 54TH ST CORP,,Parking Garage,835271,"527 MADISON AVENUE, NEW YORK, NY 10022",527,MADISON AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 249-3344,26,
1286,NEW YORK PARKING 56TH ST CORP,,Parking Garage,368238,"65 WEST   56 STREET, NEW YORK, NY 10019",65,WEST   56 STREET,NEW YORK,NY,10019,Manhattan,,(212) 249-3349,80,8
1287,NEW YORK PARKING 57TH ST CORP,,Parking Garage,897530,"110 EAST   57 STREET, NEW YORK, NY 10022",110,EAST   57 STREET,NEW YORK,NY,10022,Manhattan,,(212) 249-3344,65,6
1288,NEWBURY OPERATING LLC,,Parking Garage,692051,"249 EAST   86 STREET, NEW YORK, NY 10028",249,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,AKA 250 EAST 87 STREET,(212) 686-9800,146,14
1289,"NICE PARK 22, LLC",,Parking Garage,1187632,"200 EAST   15 STREET, NEW YORK, NY 10003",200,EAST   15 STREET,NEW YORK,NY,10003,Manhattan,,(212) 777-8549,43,
1290,NICE PARK LLC,,Parking Garage,1186721,"310 EAST   11 STREET, NEW YORK, NY 10003",310,EAST   11 STREET,NEW YORK,NY,10003,Manhattan,310-311,(212) 289-3800,120,12
1291,NOBLE CAR PARK LLC,,Parking Garage,1375834,"500 4TH AVE, BROOKLYN, NY 11215",500,4TH AVE,BROOKLYN,NY,11215,Brooklyn,,(212) 221-6111,53,5
1292,NOBLE PARKING LLC,,Parking Garage,369346,"310 EAST   40 STREET, NEW YORK, NY 10016",310,EAST   40 STREET,NEW YORK,NY,10016,Manhattan,AKA 728-746 2 AVENUE,(212) 686-9800,235,20
1293,NORTH 12TH GARAGE LLC.,,Parking Garage,1397779,"135 N 11TH ST, BROOKLYN, NY 11249",135,N 11TH ST,BROOKLYN,NY,11249,Brooklyn,,(212) 714-3571,100,10
1294,NORTH PLAZA GARAGE LLC,,Parking Garage,1135120,"331 EAST   29 STREET, NEW YORK, NY 10016",331,EAST   29 STREET,NEW YORK,NY,10016,Manhattan,,(212) 686-9800,83,8
1295,NYC DESIGN II INC.,,Parking Garage,1415838,"260-270 WEST  126 STREET, NEW YORK, NY 10027",260-270,WEST  126 STREET,NEW YORK,NY,10027,Manhattan,,(212) 222-6430,159,15
1296,NYC FIVE SERVICE CORP.,,Parking Lot,1335461,"456 ELEVENTH AVENUE, NEW YORK, NY 10018",456,ELEVENTH AVENUE,NEW YORK,NY,10018,Manhattan,AKA 456-458 11 AVENUE,(212) 695-7878,20,
1297,NYULMC A GARAGE CORP.,,Parking Garage,1340237,"530 1 AVENUE, NEW YORK, NY 10016",530,   1 AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 736-7171,130,13
1298,NYULMC B PARKING CORP,,Parking Lot,1340197,"400-424 EAST   34 STREET, NEW YORK, NY 10016",400-424,EAST   34 STREET,NEW YORK,NY,10016,Manhattan,,(212) 736-7171,128,12
