Facility Type,License Number,Entity Name,Trade Name,Address,Address Zip Code,Telephone Number,Number of Spaces
Parking Lot,887259,166 MYRTLE AVE PARKING CORP,,"208 218 MYRTLE AVENUE
BROOKLYN, NY 11201
(40.69467825879468, -73.98992086835335)",11201,7189999999,130
Parking Lot,887261,166 MYRTLE AVE PARKING CORP,,"166 MYRTLE AVENUE
BROOKLYN, NY 11201
(40.69359469675679, -73.98247899793581)",11201,7189999999,50
Parking Lot,894307,MYRDOT REALTY CORP,,"1527 62 STREET
BROOKLYN, NY 11219
(40.62469510017904, -73.99468753179654)",11219,7182593616,50
Parking Lot,896736,RELIABLE PARKING CORP,,"1193 FRANKLIN AVENUE
BRONX, NY 10456
(40.82968515379067, -73.90423272412777)",10456,2127536116,150
Parking Lot,900877,S&R PARKING INC,,"312 318 WEST 37 STREET
MANHATTAN, NY 10018
(40.756840774582145, -73.99669149981281)",10018,7187842640,77
Parking Lot,908352,MADISON STREET OPERATING CORP,MADISON STREET OPERATING,"88 MADISON STREET
NEW YORK, NY 10002
(40.712131201065134, -73.99615000295009)",10002,2125755335,50
Parking Lot,926190,A & E CONEY ISLAND PARKING CORP,,"907 NEPTUNE AVENUE
BROOKLYN, NY 11224
(40.57948583394076, -73.97942776789469)",11224,7183731529,17
Parking Lot,926484,ALEX OPERATING CORP,,"27 50 JACKSON AVENUE
LONG ISLAND CITY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,7187215243,150
Parking Lot,926763,EDISON NY PARKING LLC,,"167 FRONT STREET
NEW YORK, NY 10038
(40.70604898322627, -74.00506396828911)",10038,2124636000,72
Parking Lot,952279,SHOW BIZ PARKING LIMITED LIABILITY COMPANY,,"251 57 WEST 45 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)",10036,2123085959,256
Parking Lot,975256,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"5510 AVENUE
BROOKLYN, NY 11234
(40.61636866748006, -73.92773224974349)",11234,2126296602,375
Parking Lot,975257,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"91 133 BLEECKER STREET
NEW YORK, NY 10012
(40.72553802086304, -73.99789641059084)",10012,2126296602,670
Parking Lot,984596,J.C. PARKING CORP,,"601 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78969745807166, -73.97354213140596)",10024,2127536116,85
Parking Lot,1001165,"BRYANT CAR PARK, LLC",GGMC,"14 20 WEST 40 STREET
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2129966363,76
Parking Lot,1005064,TAINO TOWERS GARAGE CORP,,"221 122 STREET
NEW YORK, NY 10035
(40.801578779311775, -73.93670400304886)",10035,2125670234,200
Parking Lot,1005084,"WILSHIRE CAR PARK, INC.",,"182 25 WEXFORD TERRACE
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)",11432,7187392974,44
Parking Lot,1012276,CANAL CAR PARK INC,,"313 319 BOND STREET
BROOKLYN, NY 11231
(40.6775543117821, -74.00467670436637)",11231,2122216111,120
Parking Lot,1021920,"AMBER CAR PARK, LLC",GGMC,"19 LAFAYETTE AVENUE
BROOKLYN, NY 11217
(40.686850662803664, -73.97831006112769)",11217,129966363,70
Parking Lot,1066286,"SANFORD TOWER GARAGE, INC.",,"133 47 SANFORD AVENUE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)",11355,7183598058,113
Parking Lot,1077409,"KALLENBERG, BARRY W",HILL PARKING LOT,"130 165 STREET
BRONX, NY 10452
(40.83111852677153, -73.92112667402446)",10452,7185908523,25
Parking Lot,1089680,CHAMPION TRIBECA LLC,,"411 413
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)",10013,2123085959,60
Parking Lot,1091447,VALENTINE PARKING LLC,,"2400 RYDER AVENUE
BRONX, NY 10458
(40.86260132868841, -73.88479001504714)",10458,2124903460,108
Parking Lot,1102228,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"100 MYRTLE AVENUE
BROOKLYN, NY 11201
(40.69361825860967, -73.9855864597759)",11201,2126296602,175
Parking Lot,1102349,"IMPARK 125, LLC",IMPARK,"215 125 STREET
NEW YORK, NY 10027
(40.809338651191524, -73.94919748407278)",10027,2129378660,60
Parking Lot,1135396,WEST 25TH LLC,,"39 25 STREET
NEW YORK, NY 10010
(40.74191332509308, -73.98642178582342)",10010,2124903460,18
Parking Lot,1144266,M.A.R. PARKING LOT CORP,,"761 168 STREET
BRONX, NY 10456
(40.82934292304695, -73.90105365342356)",10456,7188611644,100
Parking Lot,1151777,BROOK PARKING GARAGE INC,,"418 167 STREET
BRONX, NY 10456
(40.830443673563735, -73.90971941897467)",10456,7185888328,64
Parking Lot,1161033,TRY-US PARKING CORP,,"486 530 NEPTUNE AVENUE
BROOKLYN, NY 11224
(40.576304656334855, -73.99953200040147)",11224,7189962698,253
Parking Garage,1283245,MALLI PARKING INC.,,"600 156 STREET
BRONX, NY 10455
(40.818954881146674, -73.90968852795247)",10455,7189935575,51
Parking Garage,1290041,STANDARD PARKING CORPORATION,,"92 30 165 STREET
JAMAICA, NY 11433
(40.698104881734935, -73.7875740339145)",11433,212163480,601
Parking Garage,1298309,"FIESTA CAR PARK, LLC",,"466 468 11 AVENUE
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2122216111,30
Parking Garage,1298783,MANSION 88 PARKING LLC,,"170 END AVENUE
NEW YORK, NY 10128
(40.563312690636735, -74.17873549902946)",10128,2126869800,35
Parking Garage,1304553,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"519 161 STREET
NEW YORK, NY 10032
(40.83585965783561, -73.94140036207875)",10032,2125025490,150
Parking Garage,1306474,WATERFRONT PARKING LLC,,"95 WALL STREET
NEW YORK, NY 10005
(40.70499930935216, -74.00720375496263)",10005,2126869800,97
Parking Garage,1306862,CHAMPION PARKING 9 LLC,,"220 9 STREET
NEW YORK, NY 10003
(40.729622746514394, -73.98825503980532)",10003,2123035959,175
Parking Garage,1307844,WELCOME PARKING CORP,,"240 82 STREET
NEW YORK, NY 10028
(40.7758147047843, -73.95495259833507)",10028,2126616702,42
Parking Garage,1312522,PHF ENTERPRISES INC,,"930 SHERIDAN AVENUE
BRONX, NY 10451
(40.82783127504908, -73.92030244733947)",10451,7185900952,65
Parking Garage,1312593,150 EAST 61 GARAGE CORP,,"150 61 STREET
NEW YORK, NY 10065
(40.763420045414115, -73.96723443352884)",10065,2127367171,69
Parking Garage,1312943,WE HAVE CARS INC,,"260 126 STREET
NEW YORK, NY 10027
(40.81062468169347, -73.95015076542387)",10027,2122227075,159
Parking Garage,1313371,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"406 15 STREET
BROOKLYN, NY 11215
(40.66239349979688, -73.98281815321114)",11215,2125025490,26
Parking Garage,1313951,"PROPARK AMERICA NEW YORK, LLC",,"20 5 STREET
BROOKLYN, NY 11211
(40.719385178358344, -73.96325438095221)",11211,7182467275,174
Parking Garage,1318535,HEIGHTS MANAGEMENT 181 LLC.,,"506 181 STREET
NEW YORK, NY 10033
(40.84845016624581, -73.93166969772176)",10033,7187882109,197
Parking Garage,1318874,ILAN APARTMENTS LLC,,"41 90 FRAME PLACE
FLUSHING, NY 11355
(40.7512997969481, -73.82147854789662)",11355,7188997593,18
Parking Garage,1330560,QUIK PARK EAST 72 LLC,,"530 73 STREET
NEW YORK, NY 10021
(40.76671978022301, -73.95128391118078)",10021,2128322066,62
Parking Garage,1331277,"CHAMPION PARKING 77, LLC",,"219 77 STREET
NEW YORK, NY 10024
(40.78217912590668, -73.9801341618807)",10024,2123085959,225
Parking Garage,1331416,GRAND ARMY CAR PARK LLC,,"1 EASTERN PARKWAY
BROOKLYN, NY 11238
(40.673136761583436, -73.96876223482022)",11238,7183982518,179
Parking Garage,1334095,QUICK PARK WEST 22ND ST MANAGEMENT LLC,,"133 22 STREET
NEW YORK, NY 10011
(40.742752848142175, -73.99452331434952)",10011,2128322066,137
Parking Garage,1340514,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"343 GOLD STREET
BROOKLYN, NY 11201
(40.69453160472851, -73.98324109519231)",11201,2125025490,252
Parking Garage,1343881,SEAPORT PARKING LLC,,"80 BEEKMAN STREET
NEW YORK, NY 10038
(40.709949038170876, -74.0050844091739)",10038,2126869800,661
Parking Garage,1344915,STANDARD PARKING CORP,,"455 CENTRAL PARK
NEW YORK, NY 10025
(40.797647464810666, -73.96033109079553)",10025,2126667246,66
Parking Garage,1345532,QUIK PARK 808 GARAGE LLC,,"808 COLUMBUS AVENUE
NEW YORK, NY 10025
(40.79519231567065, -73.96582594839458)",10025,2128322066,324
Parking Garage,1346796,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"74 DEKALB AVENUE
BROOKLYN, NY 11201
(40.689853790252094, -73.9799780722993)",11201,2125025490,101
Parking Garage,1347707,"FORBES, DUDLEY",GOOD LUCK PARKING,"447 EUCLID AVE
BROOKLYN, NY 11208
(40.676338521721185, -73.87211725341362)",11208,8458254858,142
Parking Garage,1351053,BPG 149TH LLC,,"225 149 STREET
BRONX, NY 10451
(40.81785781821598, -73.92426361595058)",10451,2123491800,156
Parking Garage,1351762,STANDARD PARKING CORPORATION,,"10440 QUEENS BLVD
FOREST HILLS, NY 11375
(40.7234721314565, -73.84901043696324)",11375,7188971220,227
Parking Lot,363400,"NAEGELE, DOROTHY",D NAEGELE,"457 59 SENECA AVENUE
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)",11385,8137336894,25
Parking Lot,365949,EVERYBODY'S PLACE   L I C INC,,"32 32 QUEENS BOULEVARD
LONG ISLND CITY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,7187299798,50
Parking Lot,367908,74 HUDSON STREET PARKING CORP,,"74 HUDSON STREET
NEW YORK, NY 10013
(40.71830467074929, -74.00884100123321)",10013,2124760135,99
Parking Lot,429530,344 WEST 45TH ST CORP,,"350 45 STREET
NEW YORK, NY 10036
(40.75974272564493, -73.9898430499128)",10036,2122658189,41
Parking Lot,469667,"COLANGELO, JOHN &   COLANGELO, LUCIA",,"2330 CAMBRELENG AVENUE
BRONX, NY 10458
(40.85300151604058, -73.8859719856577)",10458,6464351897,25
Parking Lot,469708,"COLANGELO, JOHN",,"2446 BEAUMONT AVENUE
BRONX, NY 10458
(40.855297582476325, -73.88385688909253)",10458,6464351897,48
Parking Lot,699505,344 W 45TH ST CORP,,"344 45 STREET
NEW YORK, NY 10036
(40.75967381026298, -73.98967889192433)",10036,2122658189,40
Parking Lot,764919,"MALAVOLTA, LUANA",,"2415 HOFFMAN STREET
BRONX, NY 10458
(40.85645035676612, -73.88813744072375)",10458,7189333746,22
Parking Lot,897920,REGINA PACIS HOUSING CORP,,"2424 40 CROPSEY AVENUE
BROOKLYN, NY 11214
(40.604011809897145, -74.0009690001192)",11214,7187400416,38
Parking Lot,901734,910 GARAGE CORP,,"910 2 AVENUE
NEW YORK, NY 10017
(40.75389147829803, -73.9691947864955)",10017,2122435900,42
Parking Lot,925684,512 PARKING CORP,512 PARKING,"98 100 FRANKLIN STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)",10013,2124315732,36
Parking Lot,926752,EDISON NY PARKING LLC,,"15 WORTH STREET
NEW YORK, NY 10013
(40.717992131482546, -74.00822715081505)",10013,2124636000,98
Parking Lot,927315,"CENTRAL PARKING SYSTEMS OF NEW YORK, INC",,"476 490 11 AVENUE
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2125024390,158
Parking Lot,949204,23RD STREET PARKING INC,,"42 02 23 STREET
LONG ISLAND CTY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,7182485422,100
Parking Lot,949893,451 CARROLL STREET CORP.,,"442 CARROLL STREET
BROOKLYN, NY 11215
(40.677622629658025, -73.98777109319589)",11215,7182366023,31
Parking Lot,954225,BRIDGE VIEW AUTO SERVICE CENTER INC,BRIDGE VIEW AUTO SERVICE CENTER INC,"26 FORSYTH STREET
NEW YORK, NY 10002
(40.715470103853384, -73.99431957829869)",10002,2122266465,42
Parking Lot,954354,CENTRAL PARKING SYSTEM INC,,"99 19 66 ROAD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)",11374,7188309147,160
Parking Lot,954355,CENTRAL PARKING SYSTEM INC,,"99 32 66 ROAD
FOREST HILLS, NY 11374
(40.72646491702238, -73.86148084756303)",11374,7184595902,262
Parking Lot,1068098,PEARL PARKING LLC,,"18 24 CLIFF STREET
NEW YORK, NY 10038
(40.66205207373011, -73.9991808622853)",10038,2126869800,150
Parking Lot,1071283,BRIAR HILL REALTY LLC,,"600 246 STREET
BRONX, NY 10471
(40.89262683915381, -73.90994891428436)",10471,7185489428,54
Parking Lot,1077757,110 ROCKWOOD STREET LLC,,"111 172 STREET
BRONX, NY 10452
(40.84145045943889, -73.91405695254572)",10452,7182997581,33
Parking Lot,1087706,VERRAZANO SERVICE INC.,,"412 20 91 STREET
BKLYN, NY 11209
(40.62338709723679, -74.03065295347096)",11209,7184916161,75
Parking Lot,1102421,DOLLAR RENT A CAR SYSTEMS INC,DOLLAR AIRPORT PARKING,"22 61 94 STREET
EAST ELMHURST, NY 11369
(40.76341327370369, -73.8723788986672)",11369,7187795600,150
Parking Lot,1116428,HPM PARKING INC,,"676 HUNTS POINT AVENUE
BRONX, NY 10474
(40.81357908027597, -73.88479847219516)",10474,2125347384,100
Parking Lot,1126560,"ROSARIO, HERIBERTO",1318 SOUTHERN BLVD PARKING,"1318 SOUTHERN BOULEVARD
BRONX, NY 10459
(40.83078173429836, -73.89168235873349)",10459,9174175886,33
Parking Lot,1131830,ALBEE SQUARE PARKING LLC,,"408 414 ALBEE SQUARE
BROOKLYN, NY 11201
(40.69467825879468, -73.98992086835335)",11201,2124903460,80
Parking Lot,1134501,EDISON N.Y. PARKING LLC,,"220 SOUTH STREET
NEW YORK, NY 10002
(40.70952437036991, -73.99407458804828)",10002,9738492571,63
Parking Lot,1135393,WEST 25TH LLC,,"25 27 WEST 25 STREET
NEW YORK, NY 10010
(40.73914078212147, -73.98289845639863)",10010,2124903460,54
Parking Lot,1145890,"FRANK ZAPPONE, INC",,"2449 CAMBRELENG AVENUE
BRONX, NY 10458
(40.855909458326224, -73.88428535403315)",10458,9147620481,15
Parking Lot,1148777,N N I ENTERPRISES LTD,,"2125 JEROME AVENUE
BRONX, NY 10453
(40.85531621326618, -73.9060556781063)",10453,7185904777,75
Parking Lot,1155478,IMPARK HSW LLC,,"315 17 WEST 42 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)",10036,2129378660,80
Parking Lot,1157522,CROTONA PARKWAY GARAGE INC,,"1981 85 HONEYWELL AVENUE
BRONX, NY 10460
(40.84309034804119, -73.87860282506028)",10460,7186206177,250
Parking Lot,1184053,PARK WELL LLC,,"721 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.793391016833716, -73.97081562649291)",10025,2126869800,185
Parking Lot,1194064,"PIONEER PARKING, LLC",,"2382 CRESTON AVENUE
BRONX, NY 10468
(40.859916967172346, -73.89961380459864)",10468,2124903460,48
Parking Lot,1196587,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,"20 24 VARICK STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)",10013,2125025490,92
Parking Lot,1200145,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"2175 QUAIRY ROAD
BRONX, NY 10457
(40.8523242531603, -73.89046950972272)",10457,2125025490,218
Parking Lot,1203107,"PARKING COMPANY OF AMERICA AIRPORTS, LLC",AVISTAR AIRPORT PARKING,"130 24 SOUTH CONDUIT AVENUE
JAMAICA, NY 11420
(40.67334524268887, -73.81770717164864)",11420,7183222220,225
Parking Lot,1215675,BLVD PARKING CORP.,,"1129 SOUTHERN BOULEVARD
BRONX, NY 10459
(40.82702435177604, -73.89197945660199)",10459,6462605628,38
Parking Lot,1224220,"GRAHAM, EUNICE",C.G. PARKING,"145 11 97 AVENUE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)",11435,7185236800,75
Parking Lot,1232901,"SHAHBAIN, HAMOOD A",TAIZ PARKING,"1075 UNION STREET
BROOKLYN, NY 11225
(40.66967151789815, -73.95760842146754)",11225,7184675883,25
Parking Lot,1262417,21ST GARAGE LLC,,"447 451 WEST 35 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)",10001,2126270012,65
Parking Lot,1263390,INDUS REALITY CORP.,,"37 06 104 STREET
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)",11368,7185202600,12
Parking Lot,1268604,JUST-PERR AUTO SALES INC.,BX AUTO SALES,"2040 WESTCHESTER AVENUE
BRONX, NY 10462
(40.83366438012334, -73.85644026018981)",10462,7189311100,27
Parking Lot,1272316,PROPARK AMERICA NEW YORK LLC,,"1919 BROOKHAVEN AVENUE
FAR ROCKAWAY, NY 11691
(40.599286090693404, -73.75281411461101)",11691,7183821401,80
Parking Lot,1277059,WE HAVE CARS II INC,,"3500 PARK AVENUE
BRONX, NY 10456
(40.83148436912638, -73.90816638893988)",10456,2122229745,52
Parking Lot,1281636,"CIMA PARKING, INC.",,"1550 INWOOD AVENUE
BRONX, NY 10452
(40.844000249406506, -73.9163972057168)",10452,7188076382,95
Parking Lot,1283348,PARKING SERVICES PLUS INC,,"1 ORCHARD BEACH ROAD
BRONX, NY 10464
(40.86575248246141, -73.80550978714665)",10464,5168254661,5863
Parking Lot,1294206,SCHUR MANAGEMENT CO LTD,,"3095 WEBSTER AVENUE
BRONX, NY 10467
(40.870843027658196, -73.87748888781978)",10467,7187336300,25
Parking Lot,1297011,IRVING SEVRANSKY TRUST DTD 02/26/2001,210 INDIA PARKING,"210 INDIA STREET
BROOKLYN, NY 11222
(40.73258968173341, -73.95147993240644)",11222,7813919129,23
Parking Lot,1306114,MP UPTOWN LLC,,"1295 5 AVENUE
NEW YORK, NY 10029
(40.79652418076186, -73.94944686794618)",10029,2124903460,180
Parking Lot,1306443,"VERTICAL PARKING SYSTEMS, LL",,"409 45 STREET
NEW YORK, NY 10036
(40.76054616137721, -73.99162972653158)",10036,2127378850,25
Parking Lot,1307153,LAFAYETTE STREET PARKING GROUP LLC,,"358 LAFAYETTE STREET
NEW YORK, NY 10012
(40.72684384144384, -73.9939567414711)",10012,5164877100,25
Parking Lot,1307256,123-10 SOUTH CONDUIT ASSOCIATES LLC,SMARTPARK JFK,"123 10 SOUTH CONDUIT AVENUE
S OZONE PARK, NY 11420
(40.67334524268887, -73.81770717164864)",11420,5164574228,783
Parking Lot,1313005,WE HAVE CARS II INC,,"1824 PARK AVENUE
NEW YORK, NY 10035
(40.80557049188877, -73.93889125361704)",10035,2122227075,135
Parking Lot,1313520,SUPREME PARKING CORP,,"88 02 SUTPHIN BOULEVARD
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)",11435,7182063312,52
Parking Lot,1313579,GLOBAL ASSOCIATES PETRO LLC,,"225 PENNSYLVANIA AVENUE
BROOKLYN, NY 11207
(40.67219757863974, -73.89591266814166)",11207,7183853036,20
Parking Lot,1315472,P & P TRADING COMPANY LLC,,"28 24 JACKSON AVENUE
LONG ISLND CITY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,7187841924,45
Parking Lot,1324339,FAST PARKING CORP 1,,"3555 WHITE PLAINS ROAD
BRONX, NY 10467
(40.8787521023828, -73.86584382103457)",10467,7189201526,38
Parking Lot,1335774,UPTOWN PARKING GARAGE CORP,,"160 124 STREET
NEW YORK, NY 10027
(40.807797456176615, -73.94769748202111)",10027,6462593636,175
Parking Lot,1336016,L & X PARKING LOT CORP.,,"133 12 37 AVENUE
FLUSHING, NY 11354
(40.76862022064671, -73.82719028070687)",11354,9178159323,20
Parking Lot,1340629,1840 PARKING LOT L.L.C.,,"1840 HARRISON AVENUE
BRONX, NY 10453
(40.85121052626915, -73.91329727905189)",10453,3473867616,12
Parking Lot,1343564,"IMPERIAL PARKING (U.S.), INC",,"10 LAFAYETTE AVENUE
BROOKLYN, NY 11217
(40.686762754371415, -73.9786643316234)",11217,7188551730,124
Parking Lot,1345757,WINDHAM PARKING CORP,,"151 MAIDEN LANE
NEW YORK, NY 10038
(40.70580055686809, -74.0054760373078)",10038,2122475900,18
Parking Garage,1305591,"FIFTH AVENUE CAR PARK, LLC",,"1325 5 AVENUE
NEW YORK, NY 10029
(40.79757895315326, -73.94866453390082)",10029,2129966363,36
Parking Garage,1306493,69 ENTERPRISE PARKING LLC,,"219 69 STREET
NEW YORK, NY 10021
(40.76731333276234, -73.96084370435221)",10021,2126270012,52
Parking Garage,1310284,CABRINI GARAGE CORP,,"900 190 STREET
NEW YORK, NY 10040
(40.85730848823442, -73.93643610447702)",10040,2127367171,79
Parking Garage,1312358,337 PARKING LLC,,"337 64 STREET
NEW YORK, NY 10065
(40.76303255990291, -73.96037605689702)",10065,2128799796,300
Parking Garage,1312362,"PLAZA 400 GARAGE PARTNERS, LLC",,"400 56 STREET
NEW YORK, NY 10022
(40.75757537446467, -73.9633654245739)",10022,2127522884,571
Parking Garage,1315856,"44 WEST 62 GARAGE PARTNERS, LLC",,"44 62 STREET
NEW YORK, NY 10023
(40.77066342249087, -73.9824412551749)",10023,2122623800,143
Parking Garage,1316589,HUDSON OPERATING LLC,,"345 END AVENUE
NEW YORK, NY 10280
(40.709594512276965, -74.02022453553383)",10280,2127511080,687
Parking Garage,1316955,RONEL OPERATING LLC,,"25 13 STREET
NEW YORK, NY 10011
(40.735688637061806, -73.99494030503068)",10011,2129299404,62
Parking Garage,1323351,NEW WORLD GARAGE INC.,,"40 17 MAIN STREET
QUEENS, NY 11354
(40.76862022064671, -73.82719028070687)",11354,9999999999,343
Parking Garage,1330577,QUIK PARK EAST 72 LLC,,"525 72 STREET
NEW YORK, NY 10021
(40.76665861203881, -73.95320418220176)",10021,2128322066,146
Parking Garage,1334110,MP BETH PARKING LLC,,"225 RECTOR PLACE
NEW YORK, NY 10280
(40.7091721635681, -74.01607107017156)",10280,2124903476,114
Parking Garage,1335617,GARSCH GARAGE CORP.,,"567 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78869021739882, -73.97428856869027)",10024,2127246927,150
Parking Garage,1338623,QUICK PARK HUDSON 180 LLC,,"180 RIVERSIDE BOULEVARD
NEW YORK, NY 10018
(40.778208722123615, -73.9885454348612)",10018,2128322066,210
Parking Garage,1340644,ALEXA QP LLC,,"224 MULBERRY STREET
NEW YORK, NY 10012
(40.72238320417853, -73.99608813468052)",10012,2128322066,150
Parking Garage,1341242,605 PARKING CORP,,"605 PARK AVENUE
NEW YORK, NY 10065
(40.76641401073306, -73.96708499923557)",10065,2127367171,50
Parking Garage,1341282,2010 PARKING INC,,"2010 WESTCHESTER AVENUE
BRONX, NY 10462
(40.833570655129286, -73.85733616086824)",10462,7188929379,145
Parking Garage,1342885,MANHATTAN ENTERPRISES INC.,,"575 MADISON AVENUE
NEW YORK, NY 10022
(40.76174997117104, -73.97270857283574)",10022,2124903460,99
Parking Garage,1344945,T & K PARKING INC.,,"61 CHRYSTIE STREET
NEW YORK, NY 10002
(40.71682403991309, -73.99455714346448)",10002,9176569896,50
Parking Garage,1345891,"ELEVENTH AVENUE GARAGE, CORP.",,"314 11 AVENUE
NEW YORK, NY 10001
(40.753086058258816, -74.0039392159963)",10001,2127367171,181
Parking Garage,1352234,STANDARD PARKING CORPORATION,,"5102 AVENUE
BROOKLYN, NY 11234
(40.61636866748006, -73.92773224974349)",11234,7182537897,3739
Parking Garage,1352539,ANITA HOLDING LLC,,"9905 63 ROAD
REGO PARK, NY 11374
(40.73254906610986, -73.85695827919736)",11374,2125642111,297
Parking Garage,1352778,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"390 GREENWICH STREET
NEW YORK, NY 10013
(40.72044050589333, -74.01010380819051)",10013,2125025490,99
