EventName,EventTypeDescription,EventDescription,EventSetupStartDate,EventStartDate,EventEndDate,EventBreakDownEndDate,Acronym,IsRecurring,RecurringDaysNotes,Location,Borough,SpatialLocation
Real Life Church Street Fair,Block Party,"Music, drama, food, kids programs to help the Hunts Point section of the Bronx",7/23/11 9:00 AM,7/23/11 11:00 AM,7/23/11 4:00 PM,7/23/11 6:00 PM,SAPO,NO,, MANIDA STREET between SPOFFORD AVENUE and LAFAYETTE AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1015162 235941, 1014956 236797))"
The Birch Wathen Lenox School Spring Fair,Block Party,grade school block party,5/23/11 9:00 AM,5/23/11 12:00 PM,5/23/11 3:00 PM,5/23/11 3:00 PM,SAPO,NO,,210 EAST   77 STREET between 3 AVENUE and 2 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (995812 220892, 996433 220548))"
Flag Day Ceremony,Block Party,Children pay tribute to the flag,6/14/11 9:00 AM,6/14/11 9:00 AM,6/14/11 12:00 PM,6/14/11 12:00 PM,SAPO,NO,, NORMAN AVENUE between MCGUINNESS BOULEVARD and ECKFORD STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (998100 203782, 998353 203892))"
Block Party,Block Party,"Carnival themed Block Party for FIT students. Student run event that will include food, entertainment and games",5/7/11 9:00 AM,5/7/11 12:00 PM,5/7/11 5:00 PM,5/7/11 5:00 PM,SAPO,NO,, WEST   27 STREET between 7 AVENUE and 8 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (985964 211290, 985179 211729))"
Elderts Lane Resident,Block Party,its an neighborhood event kids getting together having on a summer day ...,6/26/11 10:00 AM,6/26/11 10:00 AM,6/26/11 7:00 PM,6/26/11 7:00 PM,SAPO,NO,, ELDERTS LANE between LIBERTY AVENUE and GLENMORE AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1021651 186664, 1021665 186211))"
East 53rd Street Block Party,Block Party,"Family day of food, fun, music and games.",7/16/11 11:00 AM,7/16/11 11:00 AM,7/16/11 8:00 PM,7/16/11 8:00 PM,SAPO,NO,, EAST   53 STREET between LINDEN BOULEVARD and LENOX ROAD,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1004313 177549, 1004268 178107))"
Montgomery St Block Party Celebration,Block Party,2nd Annual Block Party Celebration,7/23/11 10:00 AM,7/23/11 12:00 PM,7/23/11 6:00 PM,7/23/11 7:00 PM,SAPO,NO,, MONTGOMERY STREET between STODDARD PLACE and ROGERS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (996482 181802, 997098 181757))"
SOUTH ASIAN MELA,Block Party,SOUTH ASIAN MULTICULTURAL PROGRAM,6/12/11 10:00 AM,6/12/11 10:00 AM,6/12/11 6:30 PM,6/12/11 7:30 PM,SAPO,NO,, 73 STREET between ROOSEVELT AVENUE and 41 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1014086 211357, 1014175 210758))"
Epiphany School Spring Carnival,Block Party,"Spring Carnival - games, arts and crafts, rides, and food",5/22/11 9:00 AM,5/22/11 11:00 AM,5/22/11 3:00 PM,5/22/11 5:00 PM,SAPO,NO,, EAST   22 STREET between 2 AVENUE and 3 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (989407 207867, 988786 208211))"
Marble Hill  Cultural  Expose,Block Party,"Cultural Fundraising Event for St. Jude's Research Hospital: Singing, Stage Dance Contest, Face panting, historical and cultural information center trivia flyers and raffles.",7/9/11 10:30 AM,7/9/11 1:00 PM,7/9/11 7:00 PM,7/9/11 9:00 PM,SAPO,NO,,146 MARBLE HILL AVENUE between WEST  228 STREET and WEST  230 STREET,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1009403 258886, 1009685 259275))"
WSMS Spring Fair,Block Party,Annual West Side Montessori School Spring Fair. School/community event,5/7/11 9:00 AM,5/7/11 11:00 AM,5/7/11 5:00 PM,5/7/11 6:00 PM,SAPO,NO,, WEST   92 STREET between WEST END AVENUE and RIVERSIDE DRIVE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (991152 228079, 990737 228309))"
ride4aiden sudden infant death awareness,Block Party,to bring awareness to sudden infant death syndrome = education,6/18/11 9:00 AM,6/18/11 10:00 AM,6/18/11 5:00 PM,6/18/11 6:00 PM,SAPO,NO,, GOUVERNEUR STREET between WATER STREET and MADISON STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (988793 198432, 988718 199114))"
PS 75 Summer Street Fair,Block Party,A fundraiser for PS 75,6/5/11 10:00 AM,6/5/11 11:00 AM,6/5/11 5:00 PM,6/5/11 6:00 PM,SAPO,NO,, WEST   95 STREET between WEST END AVENUE and RIVERSIDE DRIVE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (991532 228765, 990921 229108))"
2011 Dudley Avenue,Block Party,Block Party,7/30/11 11:00 AM,7/30/11 11:00 AM,7/30/11 8:00 PM,7/30/11 8:00 PM,SAPO,NO,, DUDLEY AVENUE between GRAND AVENUE and CLOVE ROAD,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (956365 163947, 955774 163422))"
Street Festival,Block Party,"Festival with games, rides etc",7/30/11 10:00 AM,7/30/11 10:00 AM,7/30/11 7:00 PM,7/30/11 7:00 PM,SAPO,NO,,467 RUTLAND ROAD between KINGSTON AVENUE and BROOKLYN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (999416 179634, 1000189 179698))"
Annual Back To School Street Festival,Block Party,Brining families together to foster community unity,9/3/11 12:00 PM,9/3/11 1:00 PM,9/3/11 8:00 PM,9/3/11 9:00 PM,SAPO,NO,,210 WEST  146 STREET between FREDERICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL JR BOULEVARD,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1000461 239309, 1001248 238873))"
Nostrand Avenue Street Fair,Street Festival,Street Fair to Showcase Business in Commercial District,8/21/11 8:00 AM,8/21/11 10:00 AM,8/21/11 6:00 PM,8/21/11 6:00 PM,SAPO,NO,, NOSTRAND AVENUE between EMPIRE BOULEVARD and CLARKSON AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997851 181159, 997874 180875, 997897 180593, 997921 180308, 997943 180037, 997965 179779, 997986 179519, 998007 179260, 998032 178948, 998054 178678, 998079 178374, 998105 178069))"
Brooklyn College Commencement,Block Party,Commencement Ceremony,6/2/11 9:00 AM,6/2/11 10:00 AM,6/2/11 1:00 PM,6/2/11 1:00 PM,SAPO,NO,, BEDFORD AVENUE between CAMPUS ROAD and AVENUE I,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997370 169588, 997555 168313))"
Convent of the Sacred Heart Graduation,Block Party,High School Graduation,6/7/11 12:00 PM,6/7/11 4:00 PM,6/7/11 8:00 PM,6/7/11 9:00 PM,SAPO,NO,, EAST   91 STREET between MADISON AVENUE and 5 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (996300 224928, 995855 225173))"
Commencement,Block Party,300 parents and students served refreshments after commencement services in the West Side Collegiate Church,5/27/11 7:00 AM,5/27/11 10:00 AM,5/27/11 1:00 PM,5/27/11 1:00 PM,SAPO,NO,, WEST   77 STREET between BROADWAY and WEST END AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (989564 224354, 989200 224555))"
Art by the Ferry festival,Block Party,"Art Galleries opened; street performers, dancers and musical groups performing as part of a weekend festival.",5/22/11 11:00 AM,5/22/11 12:00 PM,5/22/11 8:00 PM,5/22/11 8:00 PM,SAPO,NO,, BAY ST. between HYATT STREET and SLOSSON TERRACE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (963130 173128, 963295 172329))"
Brooks Memorial United Methodist Church,Block Party,"health fair, pony rides, food and games",6/25/11 10:00 AM,6/25/11 11:00 AM,6/25/11 4:00 PM,6/25/11 5:00 PM,SAPO,NO,,143-22 109 AVENUE between 143 STREET and PINEGROVE STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1038644 190164, 1038920 190290))"
P.S. 23K Carnival,Block Party,"Every year, P.S. 23 holds a ""Carnival"" that is open to all school students and staff, along with the entire community. Events will consist of free rides, games, and a DJ.",6/11/11 9:00 AM,6/11/11 10:00 AM,6/11/11 2:00 PM,6/11/11 3:00 PM,SAPO,NO,,545 WILLOUGHBY AVENUE between MARCY AVENUE and TOMPKINS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (998416 192089, 999203 192208))"
ECOG street fair,Block Party,"Blood drive, christian music, health education, free food, free clothing",5/21/11 9:00 AM,5/21/11 9:00 AM,5/21/11 5:00 PM,5/21/11 6:00 PM,SAPO,NO,, 46 STREET between 2 AVENUE and 3 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (980200 176575, 980849 176060))"
Community Fund Day,Block Party,Giving back to the community with food music and games.,8/13/11 9:00 AM,8/13/11 11:00 AM,8/13/11 4:00 PM,8/13/11 4:00 PM,SAPO,NO,, EAST  220 STREET between BARNES AVENUE and BRONXWOOD AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1023086 261145, 1023885 260810))"
Lag Baomer,Block Party,Party commemorating one of the authors of the Talmud.,5/22/11 12:00 PM,5/22/11 1:00 PM,5/22/11 8:00 PM,5/22/11 9:00 PM,SAPO,NO,, 77 AVENUE between MAIN STREET and 147 STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1034418 202137, 1034963 202351))"
Willowtown Fair,Block Party,Annual one day neighborhood block party,5/14/11 8:00 AM,5/14/11 10:00 AM,5/14/11 3:00 PM,5/14/11 4:00 PM,SAPO,NO,, COLUMBIA PLACE between JORALEMON STREET and STATE STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (984718 192020, 984542 191483))"
Decatur Street Block Party,Block Party,Block Party,8/13/11 10:00 AM,8/13/11 10:00 AM,8/13/11 7:00 PM,8/13/11 7:00 PM,SAPO,NO,, DECATUR STREET between RALPH AVENUE and HOWARD AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1005698 188005, 1006435 188117))"
ROUND THE CLOCK NURSERY,Block Party,Block Party,8/27/11 10:00 AM,8/27/11 10:00 AM,8/27/11 7:00 PM,8/27/11 7:00 PM,SAPO,NO,,2380 MARION AVENUE between EAST  184 STREET and EAST  187 STREET,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1013091 251938, 1013380 252407))"
2011 Yard Sale,Block Party,Neighborhood Yard Sale,5/21/11 9:00 AM,5/21/11 10:00 AM,5/21/11 5:00 PM,5/21/11 6:00 PM,SAPO,NO,, WEST  103 STREET between WEST END AVENUE and RIVERSIDE DRIVE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (992566 230631, 992152 230861))"
52nd Street Junior Block Assoc,Block Party,Block party for local street.,7/16/11 12:00 PM,7/16/11 12:00 PM,7/16/11 9:00 PM,7/16/11 9:00 PM,SAPO,NO,, 52 STREET between 6 AVENUE and 7 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981674 173414, 982285 172929))"
52nd Street Junior Block Assoc,Block Party,Block Party,8/27/11 12:00 PM,8/27/11 12:00 PM,8/27/11 9:00 PM,8/27/11 9:00 PM,SAPO,NO,, 52 STREET between 6 AVENUE and 7 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (981674 173414, 982285 172929))"
Nourishing NYC 3rd Annual Community Yard Sale,Block Party,Community event consisting of rummage sale and local craft makers to benefit The Nourishing NYC,6/18/11 12:00 AM,6/18/11 6:00 AM,6/18/11 6:00 PM,6/18/11 6:00 PM,SAPO,NO,, EAST   96 STREET between LEXINGTON AVENUE and PARK AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (997839 225593, 997389 225841))"
Gymtime Foundation Carnvial Fundraiser,Block Party,"One block containing carnival games, no rides, music, pre-cooked food.",5/15/11 9:00 AM,5/15/11 11:00 AM,5/15/11 3:00 PM,5/15/11 5:00 PM,SAPO,NO,, EAST   81 STREET between YORK AVENUE and EAST END AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (998244 220799, 998897 220437))"
Fair At The Square,Block Party,"Fair to celebrate commerce, culture and community of Westchester Square",5/14/11 10:00 AM,5/14/11 12:00 PM,5/14/11 5:00 PM,5/14/11 7:00 PM,SAPO,NO,, ST RAYMOND AVENUE between EAST TREMONT AVENUE and WILLIAMSBRIDGE ROAD,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1026878 246357, 1027088 246575))"
Calyer Street Block Party,Block Party,"Neighbors get together to celebrate through music, food, and games for children.",7/16/11 11:00 AM,7/16/11 11:00 AM,7/16/11 8:00 PM,7/16/11 8:00 PM,SAPO,NO,, CALYER STREET between GUERNSEY STREET and CLIFFORD PLACE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (996728 204353, 996499 204253))"
kew on Main,Block Party,Kew on Main will be a one day event designed to bring together residents for a fun afternoon on a local block.,6/26/11 12:00 PM,6/26/11 2:00 PM,6/26/11 4:00 PM,6/26/11 5:00 PM,SAPO,NO,, MAIN STREET between 71 ROAD and 72 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1033553 204334, 1033636 204078))"
Society of  St. Amato Block Party,Block Party,Annual Block Party,9/25/11 9:00 AM,9/25/11 9:00 AM,9/25/11 6:00 PM,9/25/11 6:00 PM,SAPO,NO,, 48 AVENUE between 11 STREET and VERNON BOULEVARD,Queens,"GEOMETRYCOLLECTION (LINESTRING (997097 210380, 997764 210210))"
Kingsbridge Community Festival,Block Party,"Family activities including information tables, arts & crafts activities, food",4/16/11 9:00 AM,4/16/11 10:00 AM,4/16/11 4:00 PM,4/16/11 5:00 PM,SAPO,NO,,3101 KINGSBRIDGE TERRACE between SUMMIT PLACE and PEROT STREET,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1011834 259006, 1011735 258920))"
Block party,Block Party,2nd annual block party,7/9/11 12:00 PM,7/9/11 12:00 PM,7/9/11 6:00 PM,7/9/11 6:00 PM,SAPO,NO,, SIMPSON STREET between EAST  163 STREET and BARRETTO STREET,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1013910 238398, 1013618 237992))"
80th Street Block Party,Block Party,Block Party,7/30/11 12:00 PM,7/30/11 12:00 PM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, 80 STREET between 149 AVENUE and 151 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1024501 182995, 1024609 182430))"
Family Day,Block Party,Pre-School Street Fair,5/12/11 9:00 AM,5/12/11 3:00 PM,5/12/11 6:00 PM,5/12/11 7:00 PM,SAPO,NO,, EAST   69 STREET between PARK AVENUE and MADISON AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (993879 219508, 993433 219754))"
E94th Street 2nd Annual Community Summer Fest,Block Party,"A day of fun, food and games for the kids and people in the community.",8/13/11 10:00 AM,8/13/11 10:00 AM,8/13/11 7:00 PM,8/13/11 7:00 PM,SAPO,NO,, EAST   94 STREET between AVENUE L and AVENUE M,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1012675 171441, 1013181 170846))"
Cleveland Wortman Street Block Party,Block Party,Block Party,7/30/11 11:00 AM,7/30/11 11:00 AM,7/30/11 8:00 PM,7/30/11 8:00 PM,SAPO,NO,, CLEVELAND STREET between STANLEY AVENUE and WORTMAN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1017866 180315, 1018173 179775))"
Ocean Village Beach 59th Street Day,Block Party,Resident's Gathering,8/20/11 12:00 PM,8/20/11 12:00 PM,8/20/11 9:00 PM,8/20/11 9:00 PM,SAPO,NO,, BEACH   59 STREET between ROCKAWAY BEACH BOULEVARD and LARKIN STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1042865 155077, 1042916 154548))"
Fillmore Place Block Association,Block Party,Family and Friends get together,6/25/11 12:00 PM,6/25/11 12:00 PM,6/25/11 9:00 PM,6/25/11 9:00 PM,SAPO,NO,, FILLMORE PLACE between DRIGGS AVENUE and ROEBLING STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (995539 199551, 995880 199326))"
New Light Single Block Festival,Block Party,"New Light is a 301c organization/ church and we will have live music, childrens games, health and finance information for the community as well as sell flea market items, food, and other items to raise support for our organization.",5/7/11 9:00 AM,5/7/11 10:00 AM,5/7/11 5:00 PM,5/7/11 6:00 PM,SAPO,NO,,250 WEST  126 STREET between 7 AVENUE and 8 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (998690 234256, 997903 234693))"
Day For Your Health 2011,Block Party,"We will be giving away samples, free lectures, free yoga classes, sellingitems and inviting our neighbors and local businesses.",8/13/11 9:00 AM,8/13/11 11:00 AM,8/13/11 6:00 PM,8/13/11 6:00 PM,SAPO,NO,,227 WEST   13 STREET between 7 AVENUE and GREENWICH AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (984199 208101, 983583 208427))"
HEALTH FAIR,Block Party,HEALTH FAIR,6/11/11 9:00 AM,6/11/11 10:00 AM,6/11/11 5:00 PM,6/11/11 6:00 PM,SAPO,NO,, FARRAGUT ROAD between ROGERS AVENUE and EAST   28 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997875 171031, 998148 171055))"
Back to School Rally,Block Party,Back to School Rally,9/17/11 9:00 AM,9/17/11 10:00 AM,9/17/11 5:00 PM,9/17/11 6:00 PM,SAPO,NO,, FARRAGUT ROAD between ROGERS AVENUE and EAST   28 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997875 171031, 998148 171055))"
ST MATTHEWS BAPTIST CHURCH,Block Party,PARTY FOR THE CHURCH AND COMMUNITY RESIDENTS,7/9/11 9:00 AM,7/9/11 10:00 AM,7/9/11 5:00 PM,7/9/11 6:00 PM,SAPO,NO,,43 MACOMBS PLACE between WEST  151 STREET and WEST  152 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1001282 240339, 1001526 240495))"
Spring Fair,Block Party,"school event for families including games, crafts and activities for children",5/14/11 9:00 AM,5/14/11 10:00 AM,5/14/11 4:00 PM,5/14/11 5:00 PM,SAPO,NO,,506 EAST   76 STREET between YORK AVENUE and DEAD END,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (997585 219608, 998233 219252))"
4th year Unity in the community  Day Disney in the Bronx,Block Party,"A DAY OF FUN AND GAMES FOR THE KIDS IN THE COMMUNITY, WITH A DISNEY THEME THIS YEAR,",7/16/11 11:00 AM,7/16/11 12:00 PM,7/16/11 4:00 PM,7/16/11 5:00 PM,SAPO,NO,, EAST  183 STREET between BEAUMONT AVENUE and CAMBRELENG AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1015682 249793, 1015914 249704))"
Grand Avenue Earth Day Block Party,Block Party,block party with lots of great stuff for kids and a DOT bike helmet giveaway!,4/23/11 10:00 AM,4/23/11 11:00 AM,4/23/11 7:00 PM,4/23/11 7:00 PM,SAPO,NO,, GRAND AVENUE between LAFAYETTE AVENUE and CLIFTON PLACE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (994557 190138, 994596 189870))"
Patchen Ave Block Association 2011 Block Party,Block Party,Annual Block Party with music and rides for the kids,8/6/11 11:00 AM,8/6/11 11:00 AM,8/6/11 8:00 PM,8/6/11 8:00 PM,SAPO,NO,, PATCHEN AVENUE between JEFFERSON AVENUE and PUTNAM AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1004586 189203, 1004546 189469))"
Community Services Fair,Block Party,Queens Community Resource Fair,5/21/11 8:00 AM,5/21/11 11:00 AM,5/21/11 5:00 PM,5/21/11 7:00 PM,SAPO,NO,," 57 AVENUE between HOFFMAN DRIVE and VAN HORN STREET,  57 AVENUE between HOFFMAN DRIVE and SEABURY STREET",Queens,"GEOMETRYCOLLECTION (LINESTRING (1019171 206786, 1018496 206132), LINESTRING (1019171 206786, 1018873 206498))"
Residents of Hinsdale Street Block Assoc,Block Party,"1 block involvement of fun, creativity, meet and greet, food, music",8/13/11 11:00 AM,8/13/11 12:00 PM,8/13/11 7:00 PM,8/13/11 8:00 PM,SAPO,NO,, HINSDALE STREET between NEWPORT STREET and NEW LOTS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1012578 180113, 1012661 179688))"
Ukrainian famaly day,Block Party,"Carnival, fair, contests with audience participation performance art groups, a fashion show of carnival costumes.",5/15/11 12:00 PM,5/15/11 12:00 PM,5/15/11 8:00 PM,5/15/11 8:00 PM,SAPO,NO,,34/35 Broadway Pedestrian Plaza (Herald Square Pla BROADWAY between W. 34TH STREET and W. 35TH STREET,Manhattan,"MULTILINESTRING ((987607 212762, 987605 212762, 987603 212761, 987632.44933212816 212739.27508285627, 987636 212763), (987608 212751, 987607 212750, 987574 212526, 987598.31553266465 212511.19924098672, 987632.44933212816 212739.27508285627, 987664 212716, 987620 212498, 987598.31553266465 212511.19924098672, 987592 212469))"
Child's Month Celebration,Block Party,"Celebration of children with a religious aspect (Christian) with games, activities, and safety education geared for children.",5/21/11 9:00 AM,5/21/11 10:00 AM,5/21/11 3:00 PM,5/21/11 4:00 PM,SAPO,NO,, LIBERTY AVENUE between SCHENCK AVENUE and BARBEY STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1014998 185397, 1015246 185444))"
PRIDE DEMOCRATS 4th STREET FESTIVAL,Street Festival,Street Festival,8/27/11 8:00 AM,8/27/11 11:00 AM,8/27/11 6:00 PM,8/27/11 7:00 PM,SAPO,NO,, 4TH STREET between 6 AVENUE and WASHINGTON SQUARE EAST,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (983985 205857, 985200 205072))"
Most Precious Blood International Festival,Street Festival,"Food, Games, Rides",8/11/11 4:00 PM,8/11/11 5:00 PM,8/14/11 11:30 PM,8/14/11 11:30 PM,SAPO,NO,, HARWAY AVENUE between BAY   46 STREET and BAY   50 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (987744 154103, 987942 153945, 988149 153782, 988355 153618, 988554 153461))"
The Council Auto Club Family Day,Street Festival,Auto Clubs in brooklyn and their family will come out ans enjoy a day of friendship,7/30/11 9:00 AM,7/30/11 11:30 AM,7/30/11 9:00 PM,7/30/11 9:00 PM,SAPO,NO,, FLATLANDS AVENUE between SHEPHERD AVENUE and ATKINS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1019645 179288, 1019870 179416, 1020099 179545))"
community appreciation day,Block Party,Merchants giving back to the community,6/25/11 10:00 AM,6/25/11 11:00 AM,6/25/11 5:00 PM,6/25/11 5:00 PM,SAPO,NO,, LIBERTY AVENUE between LEFFERTS BOULEVARD and 120 STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1033013 189339, 1033289 189480, 1033289 189480))"
Sumner Houses Family Day Festival,Block Party,"rides, music show with stage, etc.",8/6/11 10:00 AM,8/6/11 10:00 AM,8/6/11 7:00 PM,8/6/11 7:00 PM,SAPO,NO,, MARCUS GARVEY BOULEVARD between MYRTLE AVENUE and PARK AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1000692 192983, 1000568 193779))"
6th Walk Against Gun Violence,Block Party,In Honor of Naiesha Pearson & others victims of gun violence. To bring awareness to the community on prevention,5/7/11 9:00 AM,5/7/11 12:00 PM,5/7/11 6:00 PM,5/7/11 6:00 PM,SAPO,NO,, EAST  141 STREET between BROOK AVENUE and ST ANN'S AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1006936 234238, 1007453 233952))"
Buddha Day,Block Party,Celebrate Buddha's Birthday,5/15/11 9:00 AM,5/15/11 9:00 AM,5/15/11 5:00 PM,5/15/11 5:00 PM,SAPO,NO,, BARCLAY AVENUE between MURRAY STREET and 156 STREET,Queens,"GEOMETRYCOLLECTION (LINESTRING (1036218 216961, 1037046 216963))"
