BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-05279-0019,"180 PROSPECT PARK
Brooklyn, NY
(40.70055233151364, -73.98499976647852)",WINDSOR TERRACE,D4-ELEVATOR,58,1961,77268,961398,12.44,3320000,43,3-05240-0001,"1204 OCEAN AVENUE
Brooklyn, NY
(40.63298890095155, -73.95786963221984)",FLATBUSH-CENTRAL,C1-WALK-UP,59,1917,57600,524018,9.1,1490000,25.9,1.5,3-05240-0110,"1086 OCEAN AVENUE
Brooklyn, NY
(40.63611876807774, -73.9583871979702)",FLATBUSH-CENTRAL,C1-WALK-UP,35,1931,37500,327598,8.74,845000,22.53,1.5
3-05279-0032,"175 PROSPECT PARK
Brooklyn, NY
(40.70060956924585, -73.98504821164595)",WINDSOR TERRACE,C6-WALK-UP,27,1970,28000,247447,8.84,638000,22.79,3-05279-0043,"829 GREENWOOD AVENUE
Brooklyn, NY
(40.6522973213617, -73.97363089153552)",WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2198318,21.01,9550000,91,0,3-05287-0001,"10 OCEAN PARKWAY
Brooklyn, NY
(40.65088310662892, -73.97324737952127)",WINDSOR TERRACE,D1-ELEVATOR,133,1927,136362,1402414,10.28,4360000,32,0.1
3-05280-0008,"221 MC DONALD AVENUE
Brooklyn, NY
(40.64911791000196, -73.98059719851686)",WINDSOR TERRACE,D4-ELEVATOR,166,1953,156170,1943128,12.44,6700000,42.9,3-05279-0043,"829 GREENWOOD AVENUE
Brooklyn, NY
(40.6522973213617, -73.97363089153552)",WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2198318,21.01,9550000,91,0.45,3-05287-0001,"10 OCEAN PARKWAY
Brooklyn, NY
(40.65088310662892, -73.97324737952127)",WINDSOR TERRACE,D1-ELEVATOR,133,1927,136362,1402414,10.28,4360000,32,0.4
3-05280-0047,"112 2 STREET
Brooklyn, NY
(40.67769786590215, -73.99177439212922)",WINDSOR TERRACE,D4-ELEVATOR,114,1940,149760,1385190,9.25,3950000,26.4,3-05287-0001,"10 OCEAN PARKWAY
Brooklyn, NY
(40.65088310662892, -73.97324737952127)",WINDSOR TERRACE,D1-ELEVATOR,133,1927,136362,1402414,10.28,4360000,32,0.4,3-05279-0043,"829 GREENWOOD AVENUE
Brooklyn, NY
(40.6522973213617, -73.97363089153552)",WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2198318,21.01,9550000,91,0.45
3-05285-0040,"82 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",WINDSOR TERRACE,D4-ELEVATOR,67,1939,86420,966676,11.19,3000000,34.7,3-05279-0043,"829 GREENWOOD AVENUE
Brooklyn, NY
(40.6522973213617, -73.97363089153552)",WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2198318,21.01,9550000,91,0.15,3-05287-0001,"10 OCEAN PARKWAY
Brooklyn, NY
(40.65088310662892, -73.97324737952127)",WINDSOR TERRACE,D1-ELEVATOR,133,1927,136362,1402414,10.28,4360000,32,0.1
3-05286-0001,"30 OCEAN PARKWAY
Brooklyn, NY
(40.65051638334263, -73.97423161007195)",WINDSOR TERRACE,D4-ELEVATOR,70,1936,169422,1895119,11.19,5890000,34.8,3-05287-0001,"10 OCEAN PARKWAY
Brooklyn, NY
(40.65088310662892, -73.97324737952127)",WINDSOR TERRACE,D1-ELEVATOR,133,1927,136362,1402414,10.28,4360000,32,0.05,3-05279-0043,"829 GREENWOOD AVENUE
Brooklyn, NY
(40.6522973213617, -73.97363089153552)",WINDSOR TERRACE,D1-ELEVATOR,135,1982,104640,2198318,21.01,9550000,91,0.15
3-05305-0051,"36 DAHILL ROAD
Brooklyn, NY
(40.646445987146286, -73.98122708195426)",KENSINGTON,D4-ELEVATOR,84,1950,79000,669099,8.47,1730000,21.9,3-05328-0037,"178 OCEAN PARKWAY
Brooklyn, NY
(40.64572307053792, -73.9748672309429)",KENSINGTON,D1-ELEVATOR,96,1928,94050,979810,10.42,3040000,32.3,0.4,3-05307-0045,"70 DAHILL ROAD
Brooklyn, NY
(40.64572492872419, -73.9810915948711)",KENSINGTON,D1-ELEVATOR,122,1934,149450,980243,6.56,2290000,15.32,0.05
3-05307-0070,"40 TEHAMA STREET
Brooklyn, NY
(40.64458527536129, -73.98207635494319)",KENSINGTON,D4-ELEVATOR,75,1931,98604,1100933,11.17,3420000,34.7,3-05307-0045,"70 DAHILL ROAD
Brooklyn, NY
(40.64572492872419, -73.9810915948711)",KENSINGTON,D1-ELEVATOR,122,1934,149450,980243,6.56,2290000,15.32,0,3-05328-0037,"178 OCEAN PARKWAY
Brooklyn, NY
(40.64572307053792, -73.9748672309429)",KENSINGTON,D1-ELEVATOR,96,1928,94050,979810,10.42,3040000,32.3,0.4
3-05319-0024,"100 OCEAN PARKWAY
Brooklyn, NY
(40.64812323477582, -73.97541795595417)",KENSINGTON,D4-ELEVATOR,103,1953,138600,1724516,12.44,5950000,42.9,3-05328-0037,"178 OCEAN PARKWAY
Brooklyn, NY
(40.64572307053792, -73.9748672309429)",KENSINGTON,D1-ELEVATOR,96,1928,94050,979810,10.42,3040000,32.3,0.15,3-05307-0045,"70 DAHILL ROAD
Brooklyn, NY
(40.64572492872419, -73.9810915948711)",KENSINGTON,D1-ELEVATOR,122,1934,149450,980243,6.56,2290000,15.32,0.45
3-05320-0001,"71 OCEAN PARKWAY
Brooklyn, NY
(40.649197014334845, -73.9748968620377)",KENSINGTON,D4-ELEVATOR,76,1936,89026,578897,6.5,1360000,15.28,3-05307-0045,"70 DAHILL ROAD
Brooklyn, NY
(40.64572492872419, -73.9810915948711)",KENSINGTON,D1-ELEVATOR,122,1934,149450,980243,6.56,2290000,15.32,0.55,3-05328-0037,"178 OCEAN PARKWAY
Brooklyn, NY
(40.64572307053792, -73.9748672309429)",KENSINGTON,D1-ELEVATOR,96,1928,94050,979810,10.42,3040000,32.3,0.2
3-05320-0046,"81 OCEAN PARKWAY
Brooklyn, NY
(40.64884986144274, -73.9748502369282)",KENSINGTON,D4-ELEVATOR,80,1938,92805,503479,5.43,1180000,12.71,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.35,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.3
3-05321-0010,"625 CATON AVENUE
Brooklyn, NY
(40.647752392909084, -73.97429812016135)",KENSINGTON,D4-ELEVATOR,48,1936,54000,383222,7.1,897000,16.61,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.3,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.25
3-05328-0010,"110 OCEAN PARKWAY
Brooklyn, NY
(40.64775085866878, -73.97529720561207)",KENSINGTON,D4-ELEVATOR,57,1953,72000,895852,12.44,3090000,42.9,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.2,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.15
3-05328-0032,"160 OCEAN PARKWAY
Brooklyn, NY
(40.64626160158955, -73.9749692684053)",KENSINGTON,D4-ELEVATOR,55,1956,58200,724147,12.44,2500000,43,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.2,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.15
3-05328-0051,"283 5 STREET
Brooklyn, NY
(40.67204800511115, -73.98516816610322)",KENSINGTON,D4-ELEVATOR,25,1935,28200,314858,11.17,978000,34.7,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.2,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.15
3-05329-0062,"179 OCEAN PARKWAY
Brooklyn, NY
(40.64581799929585, -73.97425976576211)",KENSINGTON,C6-WALK-UP,39,1923,38800,361530,9.32,1030000,26.5,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.3,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.25
3-05329-0072,"135 OCEAN PARKWAY
Brooklyn, NY
(40.647115378443495, -73.97451825943317)",KENSINGTON,D4-ELEVATOR,286,1965,334581,4162990,12.44,14400000,43,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.3,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.25
3-05336-0082,"303 BEVERLY ROAD
Brooklyn, NY
(40.64298669115744, -73.97726980325477)",KENSINGTON,D4-ELEVATOR,150,1956,191476,1303626,6.81,3050000,15.93,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.25,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.2
3-05337-0007,"414 ALBEMARLE ROAD
Brooklyn, NY
(40.645426324744406, -73.976677865678)",KENSINGTON,D4-ELEVATOR,47,1941,50400,562726,11.17,1750000,34.7,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.2,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.15
3-05337-0076,"415 BEVERLY ROAD
Brooklyn, NY
(40.64308984409795, -73.97624475766628)",KENSINGTON,D4-ELEVATOR,130,1963,110000,1368664,12.44,4720000,42.9,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.25,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.2
3-05338-0070,"230 OCEAN PARKWAY
Brooklyn, NY
(40.644353791076206, -73.97460673874252)",KENSINGTON,D4-ELEVATOR,60,1926,49518,595032,12.02,2050000,41.4,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.3,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.25
3-05338-0075,"240 OCEAN PARKWAY
Brooklyn, NY
(40.643984501014714, -73.97453777493587)",KENSINGTON,D4-ELEVATOR,55,1938,52872,375217,7.1,878000,16.61,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.3,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.25
3-05339-0001,"205 OCEAN PARKWAY
Brooklyn, NY
(40.644976817393065, -73.97409072369189)",KENSINGTON,D4-ELEVATOR,63,1963,55800,694285,12.44,2400000,43,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.35,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.3
3-05339-0061,"225 OCEAN PARKWAY
Brooklyn, NY
(40.64436880649482, -73.97398017625584)",KENSINGTON,D4-ELEVATOR,75,1963,61920,453459,7.32,1060000,17.12,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.35,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.3
3-05340-0015,"192 8 STREET
Brooklyn, NY
(40.67134301292147, -73.98908293730801)",KENSINGTON,D4-ELEVATOR,30,1940,34200,381849,11.17,1190000,34.8,3-05324-0001,"333 MC DONALD AVENUE
Brooklyn, NY
(40.64598984257792, -73.98000412227515)",KENSINGTON,D1-ELEVATOR,268,1960,245202,3372929,13.76,12300000,50,0.4,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,333089,6.69,780000,15.66,0.35
3-05355-0001,"302 BEVERLY ROAD
Brooklyn, NY
(40.64293232033628, -73.97726054496248)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,88,1961,80604,1002906,12.44,3460000,42.9,3-05358-0071,"305 OCEAN PARKWAY
Brooklyn, NY
(40.64194783584434, -73.97352614705736)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,60,1941,62400,646896,10.37,2010000,32.2,0.2,3-05355-0012,"392 4 STREET
Brooklyn, NY
(40.67070827441155, -73.9807839972057)",OCEAN PARKWAY-NORTH,C1-WALK-UP,28,1928,22176,338694,15.27,1340000,60,0
3-05356-0042,"403 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,72,1915,59600,665445,11.17,2070000,34.7,3-05362-0002,"4219 15 AVENUE
Brooklyn, NY
(40.636150237117384, -73.98371554144273)",BOROUGH PARK,C1-WALK-UP,12,1930,12800,134476,10.51,418000,32.7,0.6,3-05360-0082,"285 8 STREET
Brooklyn, NY
(40.669738544001085, -73.98563549829144)",OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1930,11000,102000,9.27,291000,26.5,0.25
3-05357-0005,"260 OCEAN PARKWAY
Brooklyn, NY
(40.64327203238717, -73.97440491020109)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,77,1930,86946,617029,7.1,1440000,16.56,3-05360-0082,"285 8 STREET
Brooklyn, NY
(40.669738544001085, -73.98563549829144)",OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1930,11000,102000,9.27,291000,26.5,0.2,3-05362-0002,"4219 15 AVENUE
Brooklyn, NY
(40.636150237117384, -73.98371554144273)",BOROUGH PARK,C1-WALK-UP,12,1930,12800,134476,10.51,418000,32.7,0.65
3-05357-0017,"280 OCEAN PARKWAY
Brooklyn, NY
(40.64261334382366, -73.97428236004953)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,114,1941,132200,938184,7.1,2200000,16.64,3-05360-0082,"285 8 STREET
Brooklyn, NY
(40.669738544001085, -73.98563549829144)",OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1930,11000,102000,9.27,291000,26.5,0.2,3-05362-0002,"4219 15 AVENUE
Brooklyn, NY
(40.636150237117384, -73.98371554144273)",BOROUGH PARK,C1-WALK-UP,12,1930,12800,134476,10.51,418000,32.7,0.65
3-05357-0030,"300 OCEAN PARKWAY
Brooklyn, NY
(40.642039868038786, -73.97416812184537)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,94,1941,106500,755799,7.1,1770000,16.62,3-05360-0082,"285 8 STREET
Brooklyn, NY
(40.669738544001085, -73.98563549829144)",OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1930,11000,102000,9.27,291000,26.5,0.2,3-05362-0002,"4219 15 AVENUE
Brooklyn, NY
(40.636150237117384, -73.98371554144273)",BOROUGH PARK,C1-WALK-UP,12,1930,12800,134476,10.51,418000,32.7,0.65
3-05358-0063,"315 OCEAN PARKWAY
Brooklyn, NY
(40.641659545529095, -73.9734708733503)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,90,1961,90000,944886,10.5,2940000,32.7,3-05355-0012,"392 4 STREET
Brooklyn, NY
(40.67070827441155, -73.9807839972057)",OCEAN PARKWAY-NORTH,C1-WALK-UP,28,1928,22176,338694,15.27,1340000,60,0.2,3-05360-0082,"285 8 STREET
Brooklyn, NY
(40.669738544001085, -73.98563549829144)",OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1930,11000,102000,9.27,291000,26.5,0.1
3-05363-0061,"1529 42 STREET
Brooklyn, NY
(40.635913733826264, -73.98295751338144)",BOROUGH PARK,D4-ELEVATOR,29,1927,46000,513599,11.17,1600000,34.8,3-05360-0082,"285 8 STREET
Brooklyn, NY
(40.669738544001085, -73.98563549829144)",OCEAN PARKWAY-NORTH,C1-WALK-UP,16,1930,11000,102000,9.27,291000,26.5,0.75,3-05362-0002,"4219 15 AVENUE
Brooklyn, NY
(40.636150237117384, -73.98371554144273)",BOROUGH PARK,C1-WALK-UP,12,1930,12800,134476,10.51,418000,32.7,0.05
3-05374-0010,"340 OCEAN PARKWAY
Brooklyn, NY
(40.640810926762235, -73.9739235103725)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,77,1962,73026,1066179,14.6,3890000,53,3-06383-0006,"2255 BENSON AVENUE
Brooklyn, NY
(40.599318372950364, -73.99400824789245)",GRAVESEND,D1-ELEVATOR,69,1960,54210,761571,14.05,2780000,51,2.9,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,3.2
3-05374-0017,"354 OCEAN PARKWAY
Brooklyn, NY
(40.64040783717023, -73.97384433205978)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,41,1941,40200,531846,13.23,1940000,48.3,3-06060-0032,"8802 RIDGE BOULEVARD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BAY RIDGE,D1-ELEVATOR,48,1935,46488,667193,14.35,2440000,52,3.45,3-05389-0067,"623 5 STREET
Brooklyn, NY
(40.66761257580861, -73.97598131123515)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,48,1932,41963,508339,12.11,1750000,41.7,0.15
3-05374-0021,"370 OCEAN PARKWAY
Brooklyn, NY
(40.63994716327124, -73.9737538425439)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,133,1961,111861,1598493,14.29,5830000,52,3-07235-0001,"2612 WEST STREET
Brooklyn, NY
(40.586035845350516, -73.9694095503607)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,240,1951,194880,2826236,14.5,9750000,50,3.75,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1581612,14.08,5770000,51,3.3
3-05374-0030,"386 OCEAN PARKWAY
Brooklyn, NY
(40.639486053551614, -73.97367148779689)",OCEAN PARKWAY-NORTH,C6-WALK-UP,30,1922,31104,260962,8.39,673000,21.64,3-06497-0038,"788 10 STREET
Brooklyn, NY
(40.66408483345361, -73.97757139540676)",OCEAN PARKWAY-NORTH,C1-WALK-UP,38,1926,28800,262529,9.12,749000,26,0.7,3-06498-0055,"1001 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,C1-WALK-UP,38,1927,32200,246461,7.65,636000,19.75,0.7
3-05375-0049,"415 OCEAN PARKWAY
Brooklyn, NY
(40.63869069244368, -73.97291016524493)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,59,1900,60000,927600,15.46,3670000,61,3-06047-0031,"8708 RIDGE BOULEVARD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BAY RIDGE,D1-ELEVATOR,78,1927,62556,1171266,18.72,4640000,74,3.5,3-06107-0029,"364 93 STREET
Brooklyn, NY
(40.618015768335695, -74.03138181363626)",BAY RIDGE,D1-ELEVATOR,83,1928,57024,847820,14.87,3090000,54,3.45
3-05375-0058,"399 OCEAN PARKWAY
Brooklyn, NY
(40.639151956948076, -73.97299686909915)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,68,1963,54000,788400,14.6,2880000,53,3-06382-0006,"2225 BENSON AVENUE
Brooklyn, NY
(40.59976930426334, -73.99476703168558)",GRAVESEND,D1-ELEVATOR,69,1960,52542,713420,13.58,2600000,49.5,2.95,3-05881-0038,"15 MACKAY PLACE
Brooklyn, NY
(40.63714657127319, -74.03545029116718)",BAY RIDGE,D1-ELEVATOR,69,1960,50400,763379,15.15,3020000,60,3.3
3-05376-0058,"515 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,123,1961,114780,1640206,14.29,5990000,52,3-07179-0058,"2375 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,135,1957,112320,1581612,14.08,5770000,51,3.3,3-07235-0001,"2612 WEST STREET
Brooklyn, NY
(40.586035845350516, -73.9694095503607)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,240,1951,194880,2826236,14.5,9750000,50,3.8
3-05376-0068,"495 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,85,1962,84000,1349880,16.07,5340000,64,3-07212-0104,"557 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,120,1951,97440,2177644,22.35,9460000,97,3.65,,,,,,,,,,,,
3-05376-0076,"465 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,125,1963,102550,1335201,13.02,4870000,47.5,3-08224-0022,"1625 ROCKAWAY PARKWAY
Brooklyn, NY
(40.64068825171833, -73.8973090232911)",CANARSIE,D1-ELEVATOR,153,1963,133326,1816043,13.62,6630000,49.7,3.9,3-05161-0033,"1801 DORCHESTER ROAD
Brooklyn, NY
(40.64056269655397, -73.9613675756345)",FLATBUSH-CENTRAL,D1-ELEVATOR,97,1954,119106,1477661,12.41,5100000,42.8,0.55
3-05377-0043,"811 CORTELYOU ROAD
Brooklyn, NY
(40.63883206689374, -73.97061879830233)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,84,1941,96000,1447680,15.08,5730000,60,3-06026-0001,"8415 4 AVENUE
Brooklyn, NY
(40.62389796316887, -74.02787775212892)",BAY RIDGE,D1-ELEVATOR,112,1926,81000,1137160,14.04,4150000,51,3.15,3-06069-0013,"8829 FT HAMILTON PARKWAY
Brooklyn, NY
(40.61919940511871, -74.02550843818634)",BAY RIDGE,D1-ELEVATOR,139,1927,96952,1562848,16.12,6190000,64,3.25
3-05380-0001,"4217 16 AVENUE
Brooklyn, NY
(40.634831751581395, -73.98150816799397)",BOROUGH PARK,D4-ELEVATOR,48,1931,47820,632658,13.23,2310000,48.3,3-06060-0032,"8802 RIDGE BOULEVARD
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BAY RIDGE,D1-ELEVATOR,48,1935,46488,667193,14.35,2440000,52,3,3-05389-0067,"623 5 STREET
Brooklyn, NY
(40.66761257580861, -73.97598131123515)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,48,1932,41963,508339,12.11,1750000,41.7,0.4
3-05389-0010,"430 OCEAN PARKWAY
Brooklyn, NY
(40.63813029103388, -73.97342516833537)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,84,1941,88277,1331217,15.08,5270000,60,3-06026-0001,"8415 4 AVENUE
Brooklyn, NY
(40.62389796316887, -74.02787775212892)",BAY RIDGE,D1-ELEVATOR,112,1926,81000,1137160,14.04,4150000,51,2.95,3-06069-0013,"8829 FT HAMILTON PARKWAY
Brooklyn, NY
(40.61919940511871, -74.02550843818634)",BAY RIDGE,D1-ELEVATOR,139,1927,96952,1562848,16.12,6190000,64,3
