Facility Type,License Number,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Telephone Number,Number of Spaces,Location 1
Parking Garage,1157547,"CRYSTAL CAR PARK, LLC",GGMC,EAST   24 STREET,200 EAST   24 STREET,,10010,2129966363,54,"200 24 STREET
NEW YORK, NY 10010
(40.7394586652736, -73.98264494511174)"
Parking Garage,1157614,"STATE STREET PARKING,LLC",,SMITH STREET,71 SMITH STREET,,11201,9736437700,750,"71 SMITH STREET
BROOKLYN, NY 11201
(40.689321095673535, -73.98862169047332)"
Parking Garage,1157668,DIAMOND PARKING CORP,,LAIGHT STREET,67-77 LAIGHT STREET,,10013,9736228888,23,"67 77 LAIGHT STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)"
Parking Lot,1158884,IMPARK 17 STREET LLC,,WEST 17TH STREET,41 WEST 17TH STREET,,10011,2129378660,54,"41 17TH STREET
NEW YORK, NY 10011
(40.73849395806609, -73.99353317669922)"
Parking Garage,1159049,"211 WEST 56TH ST CAR PARK, LLC",GGMC,WEST   56 STREET,211 WEST   56 STREET,,10019,2129966363,196,"211 56 STREET
NEW YORK, NY 10019
(40.76556991488509, -73.98213985686341)"
Parking Garage,1159260,CLAVER PLACE PARKING CORP.,,CLAVER PLACE,12 CLAVER PLACE,,11238,7188570822,50,"12 CLAVER PLACE
BROOKLYN, NY 11238
(40.68279560696572, -73.95764674723075)"
Parking Garage,1159592,PATRIOT PARKING LLC,,GREENWICH STREET,308-332 GREENWICH STREET,,10013,2126869800,232,"308 332 GREENWICH STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)"
Parking Garage,1159595,PATRIOT PARKING LLC,,GREENWICH STREET,351 1/2-376 GREENWICH STREET,34-40 HARRISON STREET,10013,2126869800,318,"351 1 2-376 GREENWICH STREET
NEW YORK, NY 10013
(40.71864812272501, -74.01035596636783)"
Parking Garage,1159674,NAGLE GARAGE CORP,,NAGLE AVENUE,31 NAGLE AVENUE,,10040,2125679266,100,"31 NAGLE AVENUE
NEW YORK, NY 10040
(40.859664711951154, -73.92997897230669)"
Parking Lot,1159860,"5089 BROADWAY AUTO SALES, INC.",,BROADWAY,5089 BROADWAY,,10034,2125671237,16,"5089 BROADWAY
NEW YORK, NY 10034
(40.87101077420939, -73.91450736769991)"
Parking Lot,1160254,207 GARAGE LLC,,9 AVENUE,3875 9 AVENUE,,10034,8004090819,149,"3875 9 AVENUE
NEW YORK, NY 10034
(40.863694525356934, -73.91702302042745)"
Parking Lot,1161033,TRY-US PARKING CORP,,NEPTUNE AVENUE,486-530 NEPTUNE AVENUE,,11224,7189962698,253,"486 530 NEPTUNE AVENUE
BROOKLYN, NY 11224
(40.576304656334855, -73.99953200040147)"
Parking Garage,1161319,"ABDULLAH, MUHAMMAD A",MAA PARKING COMPANY,FULTON STREET,1360 FULTON STREET,,11216,7186366959,149,"1360 FULTON STREET
BROOKLYN, NY 11216
(40.68018287779626, -73.94620877931374)"
Garage - Parking Lot Combo,1162793,751 CVW LLC,,EAST  156 STREET,173 EAST  156 STREET,,10451,9175840383,238,"173 156 STREET
BRONX, NY 10451
(40.82332855791215, -73.92394888271463)"
Parking Lot,1163601,EAST END PARKING CORP,,EAST  125 STREET,227 EAST  125 STREET,,10035,2125348090,125,"227 125 STREET
NEW YORK, NY 10035
(40.80345743602333, -73.93516565014893)"
Parking Garage,1163769,CHAMPION MULBERRY LLC,,MULBERRY STREET,62 MULBERRY STREET,,10013,2123085959,191,"62 MULBERRY STREET
NEW YORK, NY 10013
(40.71564728217908, -73.9994336126295)"
Parking Garage,1164348,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,LIVINGSTON STREET,276 LIVINGSTON STREET,AKA 300 LIVINGSTON/39-41 BOND ST,11217,7188527317,623,"276 LIVINGSTON STREET
BROOKLYN, NY 11217
(40.68872067198442, -73.9834842768514)"
Parking Lot,1166499,34TH AND NINTH PARKING LLC,,9 AVENUE,436-438 9 AVENUE,,10001,2126869800,140,"436 438 9 AVENUE
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Garage,1166505,MODERN PARKING LLC,,5 AVENUE,666 5 AVENUE,,10019,2126869800,90,"666 5 AVENUE
NEW YORK, NY 10019
(40.76043886719997, -73.97583492618365)"
Parking Lot,1167112,RIVERDALE SERVICE STATION INC.,,BROADWAY,6161 BROADWAY,,10471,9144696400,25,"6161 BROADWAY
BRONX, NY 10471
(40.89252767601542, -73.89686664038639)"
Parking Garage,1167341,"SUNNY CAR PARK, LLC",,QUEENS BOULEVARD,47-01 QUEENS BOULEVARD,,11104,2122216111,74,"47 01 QUEENS BOULEVARD
SUNNYSIDE, NY 11104
(40.74489336663561, -73.92054134530679)"
Parking Garage,1168355,TORI OPERATING CORP,,WEST   26 STREET,241-245 WEST   26 STREET,,10001,2126858314,120,"241 245 WEST 26 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Lot,1168823,"THE BARRINGTON TRAVEL GROUP, INC.",,WEST  166 STREET,458 WEST  166 STREET,,10032,9999999999,71,"458 166 STREET
NEW YORK, NY 10032
(40.838195446922235, -73.93730519172362)"
Parking Lot,1170235,BARCLAY STREET PARKING LLC,,BROADWAY,233 BROADWAY,,10007,2126869800,150,"233 BROADWAY
NEW YORK, NY 10007
(40.71241494274793, -74.00781024309606)"
Parking Garage,1171189,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,GREENWICH STREET,56-80 GREENWICH STREET,,10006,2125025490,988,"56 80 GREENWICH STREET
NEW YORK, NY 10006
(40.70825614030866, -74.01355356964149)"
Parking Garage,1171216,CENTRAL PARKING SYSTEM OF NEW YORK,,WEST   80 STREET,214-216 WEST   80 STREET,,10024,2125025490,147,"214 216 WEST 80 STREET
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)"
Parking Garage,1171647,"PROPARK AMERICA NEW YORK, LLC",,AMSTERDAM AVENUE,1090 AMSTERDAM AVENUE,,10025,2125231051,135,"1090 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.80524788244413, -73.96224091603351)"
Parking Garage,1171649,PROPARK AMERICA NEW YORK LLC,,WEST   59 STREET,515 WEST   59 STREET,,10019,2129573692,190,"515 59 STREET
NEW YORK, NY 10019
(40.77067539973633, -73.98816104242968)"
Parking Garage,1171703,"PROPARK AMERICA NEW YORK, LLC",,EAST   17 STREET,347-353 EAST   17 STREET,,10003,2124202505,67,"347 353 EAST 17 STREET
NEW YORK, NY 10003
(40.73194394755518, -73.98887214913032)"
Parking Lot,1171971,EXPRESSWAY PARKING LOT INC,,BRUCKNER EXPRESSWAY,0 BRUCKNER EXPRESSWAY,BETWEEN HUNTS POINT & BRYANT ST,10474,7188470456,143,"0 BRUCKNER EXPRESSWAY
BRONX, NY 10474
(40.815066290121116, -73.89600081706652)"
Parking Lot,1172285,"CABRERA, EDI A",CABRERA PARKING,WEBSTER AVENUE,1417 WEBSTER AVENUE,,10456,7185386869,51,"1417 WEBSTER AVENUE
BRONX, NY 10456
(40.8366926375919, -73.90725751302602)"
Parking Garage,1172406,PARK KWIK LLC,,WASHINGTON STREET,55 WASHINGTON STREET,,11201,7182469201,120,"55 WASHINGTON STREET
BROOKLYN, NY 11201
(40.70268647145343, -73.98957042961105)"
Parking Garage,1172794,EMPIRE PARKING CORP,,WEST 96TH STREET,303 WEST 96TH STREET,,10025,2122228333,95,"303 96TH STREET
NEW YORK, NY 10025
(40.79556103770267, -73.97392883987857)"
Garage - Parking Lot Combo,1174338,"BEST BUY AUTOMOTIVE, INC.",,EAST TREMONT AVENUE,1855 EAST TREMONT AVENUE,,10460,7188636816,100,"1855 TREMONT AVENUE
BRONX, NY 10460
(40.84071713567788, -73.8660323603715)"
Parking Lot,1174372,"PARK RIGHT, CORP",,39 AVENUE,250-08 39 AVENUE,,11363,7186312405,125,"250 08 39 AVENUE
LITTLE NECK, NY 11363
(40.772398418252465, -73.74679788741253)"
Parking Garage,1175121,STANDARD PARKING CORPORATION,,LIBERTY STREET,200 LIBERTY STREET,,10280,2127869564,232,"200 LIBERTY STREET
NY, NY 10280
(40.71136650931959, -74.01528866000604)"
Parking Garage,1175125,STANDARD PARKING CORP,,VESEY STREET,250 VESEY STREET,,10282,2127864245,371,"250 VESEY STREET
NEW YORK, NY 10282
(40.7144511838801, -74.01544154475107)"
Parking Lot,1175517,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,PEARL STREET,288-294 PEARL STREET,,10038,2125025490,36,"288 294 PEARL STREET
NEW YORK, NY 10038
(40.70935929189784, -74.00307186237649)"
Parking Lot,1175521,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,PEARL STREET,296-298 PEARL STREET,,10038,2125025490,120,"296 298 PEARL STREET
NEW YORK, NY 10038
(40.70935929189784, -74.00307186237649)"
Parking Garage,1175732,90 WASHINGTON CAR PARK LLC,GGMC,WASHINGTON STREET,90 WASHINGTON STREET,,10006,2129966363,79,"90 WASHINGTON STREET
NEW YORK, NY 10006
(40.708176317180076, -74.01440845086806)"
Parking Lot,1175736,A & Z BUSINESS CORP.,,EAST  156 STREET,180 EAST  156 STREET,,10451,7187424947,99,"180 156 STREET
BRONX, NY 10451
(40.82324870610605, -73.92389210375656)"
Parking Garage,1175838,182 E 73 GARAGE CORP,,EAST   73 STREET,182 EAST   73 STREET,,10021,2127367171,73,"182 73 STREET
NEW YORK, NY 10021
(40.770667803931644, -73.96066383994639)"
Parking Garage,1176383,VANGUARD CAR RENTAL USA INC.,NATIONAL,DITMARS BOULEVARD,95-10 DITMARS BOULEVARD,,11369,7184295893,201,"95 10 DITMARS BOULEVARD
EAST ELMHURST, NY 11369
(40.76341327370369, -73.8723788986672)"
Parking Garage,1177260,CENTRAL PARKING SYSTEM OF NEW YORK INC,,MAIN STREET,688 MAIN STREET,,10044,2125025490,490,"688 MAIN STREET
ROOSEVELT ISL, NY 10044
(40.76535053419186, -73.94660457627931)"
Parking Lot,1177347,CENTRAL PARKING SYSTEM OF NEW YORK INC,,EASTCHESTER ROAD,1811 EASTCHESTER ROAD,,10461,2125025490,225,"1811 EASTCHESTER ROAD
BRONX, NY 10461
(40.85026198718644, -73.84485514952601)"
Parking Lot,1177564,"ROMAN-FERNANDEZ, OLGA C","GARRISON PARKING LOT & SALES, CO.",GARRISON AVENUE,1185 GARRISON AVENUE,,10474,7188931077,42,"1185 GARRISON AVENUE
BRONX, NY 10474
(40.82060556732158, -73.88798958514295)"
Parking Garage,1177630,METROPOLITAN PARKING GROUP LLC,,BROADWAY,4172 BROADWAY,,10033,2124903460,398,"4172 BROADWAY
NEW YORK, NY 10033
(40.84755642517498, -73.93800950395169)"
Parking Garage,1178854,STANDARD PARKING CORP,,PARK AVENUE,200 PARK AVENUE,,10017,2125990184,315,"200 PARK AVENUE
NEW YORK, NY 10017
(40.75399870612365, -73.97705862623363)"
Parking Lot,1179362,1161 PARKING LOT CORP.,,GARRISON AVENUE,1161 GARRISON AVENUE,,10474,6462716133,28,"1161 GARRISON AVENUE
BRONX, NY 10474
(40.820426108436045, -73.88825807015235)"
Parking Garage,1179523,815 TENTH PARKING LLC,,10 AVENUE,815 10 AVENUE,,10019,2126869800,48,"815 10 AVENUE
NEW YORK, NY 10019
(40.76752007650674, -73.98977499924551)"
Parking Lot,1179976,"RODRIGUEZ, JAVIER",J S PARKING LOT,JEROME AVENUE,2801 JEROME AVENUE,,10468,7185636413,100,"2801 JEROME AVENUE
BRONX, NY 10468
(40.87079245279179, -73.89438760521541)"
Parking Garage,1179983,PACE PARKING LLC,,6 AVENUE,990-996 6 AVENUE,AKA 64-72 WEST 37 STREET,10018,2126869800,120,"990 996 6 AVENUE
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)"
Parking Garage,1180320,ALERT PARKING LLC,,EAST 85TH STREET,30 EAST 85TH STREET,,10028,2126869800,43,"30 85TH STREET
NEW YORK, NY 10028
(40.78032652252631, -73.95965659927356)"
Parking Garage,1180712,1010 6 AVE GARAGE CORP,,6TH AVENUE,1010 6TH AVENUE,,10018,2127367171,86,"1010 6TH AVENUE
NEW YORK, NY 10018
(40.75197989216281, -73.98618659913791)"
Parking Garage,1180717,118 PARKING CORP,,PARK AVENUE,1682 PARK AVENUE,,10035,2127367171,52,"1682 PARK AVENUE
NEW YORK, NY 10035
(40.80076599830388, -73.94239552688133)"
Parking Garage,1180744,EAST RIVER PARKING CORP,,EAST   94 STREET,345 EAST   94 STREET,,10128,2127367171,36,"345 94 STREET
NEW YORK, NY 10128
(40.782071207263186, -73.94594193832671)"
Parking Garage,1180977,NEW GARDEN GARAGE LLC,MEYERS PARKING,WEST 30TH STREET,227-237 WEST 30TH STREET,,10001,7185025490,1500,"227 237 WEST 30TH STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Lot,1180979,9 WEST 35TH STREET LLC,MEYERS PARKING,WEST   35 STREET,40805 WEST   35 STREET,,10001,2125025490,225,"40805 35 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Garage,1181002,TIMES SQUARE GARAGE LLC,MEYERS PARKING,WEST   43 STREET,141-145 WEST   43 STREET,,10036,2125025490,423,"141 145 WEST 43 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)"
Parking Garage,1181008,"POST OFFICE GARAGE, LLC",MEYERS PARKING,WEST   31 STREET,340-348 WEST   31 STREET,,10001,2125025490,255,"340 348 WEST 31 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Garage,1181079,220 EAST 63RD. GARAGE CORP.,,EAST   63 STREET,220 EAST   63 STREET,,10021,2127522178,93,"220 63 STREET
NEW YORK, NY 10021
(40.641474173849915, -74.02412923965304)"
Parking Lot,1181102,LPARK 1 LLC,LAZ PARKING,BROOME STREET,432-436 BROOME STREET,,10013,2127517033,40,"432 436 BROOME STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)"
Parking Garage,1181103,"LPARK 2, LLC",LAZ PARKING,WEST  150 STREET,457-459 WEST  150 STREET,,10031,2127517033,115,"457 459 WEST 150 STREET
NEW YORK, NY 10031
(40.82495420507257, -73.9501244360938)"
Parking Lot,1181110,CARLISLE PARKING LLC,,WEST STREET,75 WEST STREET,,10006,2126869800,38,"75 WEST STREET
NEW YORK, NY 10006
(40.7090930888436, -74.01494877823171)"
Parking Garage,1181124,"200 EAST PARKING, CORP",,3RD AVENUE,1081 3RD AVENUE,,10021,2127367171,116,"1081 3RD AVENUE
NEW YORK, NY 10021
(40.767812568230795, -73.96194948723833)"
Parking Lot,1181309,F H PARKING LOT INC,,GOUVERNEUR PLACE,454 GOUVERNEUR PLACE,,10456,7184020844,34,"454 GOUVERNEUR PLACE
BRONX, NY 10456
(40.8291473871404, -73.90818021762485)"
Parking Garage,1181333,"SAVANNAH GARAGE, LLC",,WEST 89TH STREET,250 WEST 89TH STREET,,10024,2128887400,52,"250 89TH STREET
NEW YORK, NY 10024
(40.7904079224748, -73.97550265342983)"
Parking Garage,1181493,UPTOWN PARKING LLC,,EAST   63 STREET,201-207 EAST   63 STREET,,10021,2126869800,100,"201 207 EAST 63 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)"
Parking Garage,1181507,99 PARK AVENUE CORP,,PARK AVENUE,99 PARK AVENUE,,10016,2128661000,75,"99 PARK AVENUE
NEW YORK, NY 10016
(40.75042406505207, -73.97877618561648)"
Parking Lot,1181623,K & N PARKING CORP,,EDWARD L GRANT HIGHWAY,1250 EDWARD L GRANT HIGHWAY,,10452,9149971380,150,"1250 EDWARD L GRANT HIGHWAY
BRONX, NY 10452
(40.8371095170198, -73.92222460254227)"
Parking Garage,1181894,HOPE PARKING INC.,,EAST   84 STREET,400 EAST   84 STREET,,10028,2124903460,63,"400 84 STREET
NEW YORK, NY 10028
(40.775507838377756, -73.9502810605352)"
Parking Garage,1182190,MANHATTAN PARKING EAST 48TH STREET CORP.,,EAST 48TH STREET,141-151 EAST 48TH STREET,,10017,2124903460,68,"141 151 EAST 48TH STREET
NEW YORK, NY 10017
(40.75245652744684, -73.97297648087982)"
Parking Garage,1182222,BED-STUY GARAGE INC.,,FULTON STREET,1360-1406 FULTON STREET,,11216,7186231808,50,"1360 1406 FULTON STREET
BROOKLYN, NY 11216
(40.680758670876, -73.94926775090596)"
Parking Garage,1182251,EAST 102ND ST REALTY LLC,,EAST  102 STREET,333 EAST  102 STREET,,10029,2125358670,155,"333 102 STREET
NEW YORK, NY 10029
(40.787753299120894, -73.94350458622573)"
Parking Garage,1182377,PRONTO PARKING CORP,,EAST 65TH STREET,169 EAST 65TH STREET,,10021,2124903460,70,"169 65TH STREET
NEW YORK, NY 10021
(40.64021070535744, -74.02497704618584)"
Parking Garage,1182385,MANHATTAN PARKING GRAMERCY CORP,,EAST   20 STREET,150-152 EAST   20 STREET,AKA 32 GRAMERCY PARK SOUTH,10003,2124903460,38,"150 152 EAST 20 STREET
NEW YORK, NY 10003
(40.73194394755518, -73.98887214913032)"
Parking Garage,1182737,"323 WEST 34 STREET, LLC",MEYERS PARKING,WEST   34 STREET,323-345 WEST   34 STREET,,10001,2125025490,500,"323 345 WEST 34 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Garage,1182751,"ALLAN GARAGE, LLC",MEYERS PARKING,EAST   87 STREET,152 EAST   87 STREET,152-158 E 87 ST.,10128,2125025490,515,"152 87 STREET
NEW YORK, NY 10128
(40.77996679371461, -73.95463838235008)"
Parking Garage,1183389,1955 FIRST PARKING CORP,,1 AVENUE,1955 1 AVENUE,,10029,2127367171,109,"1955 1 AVENUE
NEW YORK, NY 10029
(40.78600459226608, -73.94274302935386)"
Parking Garage,1183626,IMPARK HSW LLC,,3 AVENUE,1356 3 AVENUE,,10075,2129378660,31,"1356 3 AVENUE
NEW YORK, NY 10075
(40.77299391184282, -73.95828843985183)"
Parking Lot,1184053,PARK WELL LLC,,AMSTERDAM AVENUE,721 AMSTERDAM AVENUE,,10025,2126869800,185,"721 AMSTERDAM AVENUE
NEW YORK, NY 10025
(40.793391016833716, -73.97081562649291)"
Parking Garage,1184091,"355 E. 72ND GARAGE, CORP",,EAST   72 STREET,355 EAST   72 STREET,,10021,2127367171,31,"355 72 STREET
NEW YORK, NY 10021
(40.768279095612954, -73.95704879632467)"
Parking Garage,1184260,"IMPARK RIVER, LLC",,RIVER TERRACE,20 RIVER TERRACE,,10282,2129051127,41,"20 RIVER TERRACE
NEW YORK, NY 10282
(40.71667663139834, -74.01636331239273)"
Parking Garage,1184264,ICE HOUSE PARKING CORP,,NORTH MOORE STREET,27 NORTH MOORE STREET,,10013,2129299404,76,"27 MOORE STREET
NEW YORK, NY 10013
(40.71988025417212, -74.00750117813497)"
Parking Garage,1184299,"250 E. 63RD GARAGE, CORP",,EAST   63 STREET,250 EAST   63 STREET,,10021,2127367171,39,"250 63 STREET
NEW YORK, NY 10021
(40.64112271244504, -74.02353848465931)"
Parking Garage,1184438,LIBERTY STREET REALTY LLC,,LIBERTY STREET,10 LIBERTY STREET,,10005,2125358670,200,"10 LIBERTY STREET
NEW YORK, NY 10005
(40.707688054385905, -74.0082550451096)"
Parking Lot,1184568,BRIDGE TOWER PARKING LLC,,EAST   61 STREET,410 EAST   61 STREET,,10021,2129562280,99,"410 61 STREET
NEW YORK, NY 10021
(40.640033245207455, -74.01871422919918)"
Parking Lot,1185040,"ZITRO PARKING, CORP",,WEST 182 STREET,562 WEST 182 STREET,,10033,2127408039,31,"562 182 STREET
NEW YORK, NY 10033
(40.849430427257744, -73.93218231127844)"
Parking Garage,1185215,STANDARD PARKING CORPORATION,,QUEENS BOULEVARD,90-15 QUEENS BOULEVARD,,11373,7185923379,1903,"90 15 QUEENS BOULEVARD
REGO PARK, NY 11373
(40.73871040256307, -73.87835115518163)"
Parking Garage,1185592,"BARROW STREET GARAGE, LLC",,SHERIDAN SQUARE,3 SHERIDAN SQUARE,,10014,2122429791,51,"3 SHERIDAN SQUARE
NEW YORK, NY 10014
(40.73301838899674, -74.00232342232862)"
Parking Garage,1185631,SUTTON 53 PARKING LLC,,EAST   54 STREET,410-422 EAST   54 STREET,,10022,2126869800,182,"410 422 EAST 54 STREET
NEW YORK, NY 10022
(40.758630224005685, -73.96809182217982)"
Parking Lot,1185862,58 EAST LLC,,CENTRAL PARK SOUTH,106 CENTRAL PARK SOUTH,,10019,2125643199,57,"106 CENTRAL PARK
NEW YORK, NY 10019
(40.76590139717638, -73.97675271105055)"
Parking Lot,1186129,TROY PARKING CORP,,WEST   28 STREET,217-219 WEST   28 STREET,,10001,7187215243,25,"217 219 WEST 28 STREET
NY, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Garage,1186204,"I. R. PARKING, INC",,WEST 25TH STREET,112 WEST 25TH STREET,,10001,5169381310,290,"112 25TH STREET
NEW YORK, NY 10001
(40.74447055321815, -73.99257178554592)"
Parking Lot,1186413,K PARK GROUP LLC,,12 AVENUE,680 12 AVENUE,,10019,9999999999,170,"680 12 AVENUE
NEW YORK, NY 10019
(40.766922776929974, -73.99647460753894)"
Parking Lot,1186538,"79TH STREET, CORP",,EAST 79TH STREET,422-446 EAST 79TH STREET,,10021,2128661000,105,"422 446 EAST 79TH STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)"
Parking Garage,1186692,79TH STREET CORP,,EAST 79TH STREET,450 EAST 79TH STREET,,10021,2128661000,25,"450 79TH STREET
NEW YORK, NY 10021
(40.62720438801409, -74.02502935518814)"
Parking Garage,1186721,NICE PARK LLC,,EAST   11 STREET,310 EAST   11 STREET,310-311,10003,2122893800,120,"310 11 STREET
NEW YORK, NY 10003
(40.73002744142758, -73.98555707371742)"
Parking Garage,1187066,CHAMPION PARKING 53 LLC,,7 AVENUE,821-827 7 AVENUE,A/K/A/ 159-167 W 53RD STREET,10019,2123085959,147,"821 827 7 AVENUE
NEW YORK, NY 10019
(40.76761164715987, -73.99180550022362)"
Parking Garage,1187112,"59 AND 5TH PARKING, LLC",,5 AVENUE,767 5 AVENUE,,10022,2126869800,136,"767 5 AVENUE
NEW YORK, NY 10022
(40.76388353797478, -73.97326599693687)"
Parking Lot,1187204,"LARDON WEST 66TH, LLC",,DYCKMAN STREET,141 DYCKMAN STREET,AKA 133 DYCKMAN STREET,10040,2124903460,63,"141 DYCKMAN STREET
NEW YORK, NY 10040
(40.86291533342194, -73.92555469975161)"
Parking Garage,1187231,"LARDON 1350, LLC.",,FLATBUSH AVENUE,395 FLATBUSH AVENUE,,11238,2124903460,140,"395 FLATBUSH AVENUE
BROOKLYN, NY 11238
(40.67591862935546, -73.97150402180228)"
Parking Garage,1187425,BOULEVARD GARAGE INC.,,29TH STREET,39-15 29TH STREET,,11101,7187299509,130,"39 15 29TH STREET
LONG ISLND CITY, NY 11101
(40.74570244980828, -73.93866902925225)"
Parking Lot,1187631,"LAFAYETTE STREET PARKING, LLC",,LAFAYETTE STREET,410 LAFAYETTE STREET,,10003,2129299404,53,"410 LAFAYETTE STREET
NEW YORK, NY 10003
(40.72864490379023, -73.99247132132413)"
Parking Garage,1187632,"NICE PARK 22, LLC",,EAST   15 STREET,200 EAST   15 STREET,,10003,2127778549,43,"200 15 STREET
NEW YORK, NY 10003
(40.73394198279544, -73.98667358418508)"
Parking Garage,1187738,REYER PARKING CORP,,EAST  187 STREET,257 EAST  187 STREET,,10458,7189335279,100,"257 187 STREET
BRONX, NY 10458
(40.86017584644633, -73.89752694859314)"
Parking Garage,1187786,CENTRAL PARKING SYSTEM OF NEW YORK INC,,RIVER TERRACE,34 RIVER TERRACE,,10282,2125025490,123,"34 RIVER TERRACE
NEW YORK, NY 10282
(40.71769776164492, -74.01568868713306)"
Parking Garage,1188120,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,EAST   80 STREET,340 EAST   80 STREET,,10021,2125025490,88,"340 80 STREET
NEW YORK, NY 10021
(40.62754346929304, -74.02816042400572)"
Parking Garage,1188527,30 GARAGE CORP.,,EAST END AVENUE,30 EAST END AVENUE,,10028,2127367171,51,"30 END AVENUE
NEW YORK, NY 10028
(40.56358193251026, -74.17879654859068)"
Parking Lot,1188922,"G & M PARKING LOT, INC.",,WEBSTER AVENUE,2740 WEBSTER AVENUE,,10458,2129999999,118,"2740 WEBSTER AVENUE
BRONX, NY 10458
(40.86410831824466, -73.8881651061115)"
Parking Lot,1189161,50-51 OPERATING CORP.,,WEST 50TH STREET,627 WEST 50TH STREET,,10019,2129299404,121,"627 50TH STREET
NEW YORK, NY 10019
(40.7661612301954, -73.9952138140674)"
Parking Lot,1189221,HERKERMER PARKING INC.,,FULTON STREET,2488 FULTON STREET,,11207,7182358720,100,"2488 FULTON STREET
BROOKLYN, NY 11207
(40.67756911066328, -73.90232489018618)"
Parking Garage,1189274,COURTVIEW OWNERS CORP,,82ND ROAD,123-35 82ND ROAD,,11415,7185759292,95,"123 35 82ND ROAD
KEW GARDENS, NY 11415
(40.708286075142325, -73.82855612156771)"
Parking Garage,1189587,CENTRAL PARKING SYSTEM OF NEW YORK INC,,PARK AVENUE,371-379 PARK AVENUE,,10022,2125025490,150,"371 379 PARK AVENUE
NEW YORK, NY 10022
(40.758630224005685, -73.96809182217982)"
Parking Garage,1189911,JORDAN I PARKING LLC,,108 STREET,70-31 108 STREET,,11375,2127511080,101,"70 31 108 STREET
QUEENS, NY 11375
(40.720707263029794, -73.84628429608335)"
Parking Garage,1189957,VICTOR GARAGE CORP,,PARK AVENUE,275 PARK AVENUE,,11205,7188559571,96,"275 PARK AVENUE
BROOKLYN, NY 11205
(40.69604328501621, -73.9674458446339)"
