QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-06792-0600,"161 25 JEWEL AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,684,1952,789880,11255790,14.25,35000000,44.3,4-05046-0045,"142 09 BARCLAY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,42,1970,38657,550735,14.25,1860000,48.1,1.95,4-05046-0040,"142 19 BARCLAY AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,63,1959,58399,844317,14.46,2630000,45,1.95
4-06793-0225,"71 50 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,257,1960,299456,2338028,7.81,4960000,16.56,4-06712-0001,"150 05 UNION TURNPIKE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D7-ELEVATOR,186,1966,235016,2965828,12.62,8330000,35.4,0.65,4-09711-0056,"141 50 85 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",BRIARWOOD,D1-ELEVATOR,132,1951,103629,1606562,15.5,5430000,52,1.4
4-06852-0011,"78 34 164 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,D4-ELEVATOR,119,1963,98516,1590000,16.14,5380000,55,4-05958-0030,"23 50 WATERS EDGE DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,D1-ELEVATOR,121,1969,146525,2365393,16.14,8000000,55,4.4,4-05185-0014,"140 18 ASH AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,54,1932,38806,587004,15.13,1980000,51,2.5
4-07071-0003,"182 12
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C6-WALK-UP,38,1950,28257,364500,12.9,1130000,40,4-06825-0001,"158 05 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,1.35,4-06825-0005,"158 06 76 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,1.35
4-07117-0051,"196 66 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C6-WALK-UP,140,1952,110000,1738000,15.8,5880000,53,4-07117-0020,"195 00 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,12,1949,12470,197179,15.81,667000,53,0,4-06825-0001,"158 05 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,1.9
4-07117-0401,"196 14 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C6-WALK-UP,148,1951,116000,1740000,15,5880000,51,4-06280-0001,"209 30 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,42,1949,30934,466643,15.09,1580000,51,1.7,4-06281-0001,"210 02 42 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,63,1951,46476,699965,15.06,2370000,51,1.75
4-07341-0012,"46 02 215 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,66,1950,48871,823000,16.84,3080000,63,4-07117-0006,"194 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,411,1950,410788,6920088,16.85,25900000,63,1.4,4-07117-0020,"195 00 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,12,1949,12470,197179,15.81,667000,53,1.5
4-07342-0028,"46 11 215 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,69,1950,51264,810000,15.8,2740000,53,4-07117-0020,"195 00 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,12,1949,12470,197179,15.81,667000,53,1.55,4-06280-0001,"209 30 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,42,1949,30934,466643,15.09,1580000,51,0.45
4-07347-0007,"47 28 215 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,39,1950,29450,496200,16.85,1850000,63,4-07117-0006,"194 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,411,1950,410788,6920088,16.85,25900000,63,1.3,4-06266-0001,"205 02 42 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,27,1948,20400,336886,16.51,1140000,56,0.7
4-07347-0020,"47 48 215 PLACE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,39,1950,29450,486220,16.51,1640000,56,4-06266-0001,"205 02 42 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,27,1948,20400,336886,16.51,1140000,56,0.7,4-06267-0001,"203 02 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,27,1948,20400,344363,16.88,1290000,63,0.75
4-07348-0001,"215 28 47 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,156,1950,118000,1576000,13.36,4910000,41.6,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.9,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.95
4-07349-0001,"47 15 216 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C6-WALK-UP,144,1950,105000,1401750,13.35,4360000,41.5,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.95
4-07474-0050,"220 55 46 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,D4-ELEVATOR,314,1961,336200,4279800,12.73,13300000,39.6,4-08789-0031,"259 10 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLORAL PARK,D1-ELEVATOR,50,1960,42442,540180,12.73,1680000,39.6,3.2,4-05307-0024,"189 14 CROCHERON AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,109,1956,96881,1220262,12.6,3430000,35.4,1.75
4-07628-0002,"67 01 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,134,1949,132300,1766200,13.35,5500000,41.6,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.85,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.85
4-07629-0002,"68 01 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,197,1949,208800,2787480,13.35,8680000,41.6,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.9,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.9
4-07632-0002,"67 02
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,467,1949,554300,8592500,15.5,29100000,52,4-07117-0020,"195 00 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FRESH MEADOWS,C9-WALK-UP,12,1949,12470,197179,15.81,667000,53,1.2,4-06280-0001,"209 30 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,42,1949,30934,466643,15.09,1580000,51,1.45
4-07633-0001,"213 09 73 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,200,1950,145200,1939000,13.35,6040000,41.6,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.75,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.7
4-07636-0007,"69 11 213 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,128,1958,93500,1250000,13.37,3890000,41.6,4-08823-0026,"87 15 LITTLE NECK PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",FLORAL PARK,C9-WALK-UP,37,1949,36955,494489,13.38,1540000,41.7,2.75,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.8
4-07638-0012,"69 05 215 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,48,1950,34100,455235,13.35,1420000,41.6,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.85,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,0.85
4-07648-0002,"224 02
Queens, NY
(40.82543924168615, -72.94057312608193)",OAKLAND GARDENS,C6-WALK-UP,168,1948,132300,1766200,13.35,5500000,41.6,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.25,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.2
4-07656-0002,"221 08 64 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,136,1949,107988,1442000,13.35,4490000,41.6,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.05,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.05
4-07668-0010,"222 01 69 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,156,1949,120600,1610000,13.35,5010000,41.5,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.15,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.1
4-07670-0002,"223 02 65 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,188,1949,147700,1972000,13.35,6140000,41.6,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.15,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.15
4-07732-0002,"73 50 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,583,1952,486792,6196862,12.73,19300000,39.6,4-08789-0031,"259 10 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLORAL PARK,D1-ELEVATOR,50,1960,42442,540180,12.73,1680000,39.6,2.75,4-05307-0024,"189 14 CROCHERON AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,109,1956,96881,1220262,12.6,3430000,35.4,2.35
4-07732-0150,"210 11 75 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,270,1952,243396,3100000,12.74,9650000,39.6,4-08789-0031,"259 10 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLORAL PARK,D1-ELEVATOR,50,1960,42442,540180,12.73,1680000,39.6,2.75,4-05307-0024,"189 14 CROCHERON AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,109,1956,96881,1220262,12.6,3430000,35.4,2.35
4-07738-0001,"73 11 BELL BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,180,1952,162264,2060040,12.7,6410000,39.5,4-08789-0031,"259 10 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLORAL PARK,D1-ELEVATOR,50,1960,42442,540180,12.73,1680000,39.6,2.55,4-05101-0061,"132 25 MAPLE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,180,1957,161520,2049773,12.69,6380000,39.5,4.05
4-07739-0003,"73 69 217 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,194,1952,152364,1965550,12.9,6120000,40.2,4-06825-0040,"158 45 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3,4-06825-0050,"158 25 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3
4-07742-0003,"73 36
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,276,1952,221621,2861100,12.91,8910000,40.2,4-06825-0040,"158 45 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3.15,4-06825-0050,"158 25 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3.15
4-07748-0400,"75 05 210 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,270,1965,243396,3531740,14.51,11900000,48.9,4-08401-0600,"245 10 GRND CNTRL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",GLEN OAKS,D3-ELEVATOR,240,1966,263883,3828165,14.51,12900000,48.9,2.05,4-05186-0029,"140 60 BEECH AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,124,1959,96774,1439221,14.87,4870000,50,3.5
4-07748-0500,"213 06 75 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,567,1965,644836,9350000,14.5,31600000,49,4-08401-0600,"245 10 GRND CNTRL PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",GLEN OAKS,D3-ELEVATOR,240,1966,263883,3828165,14.51,12900000,48.9,2.05,4-05186-0029,"140 60 BEECH AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,124,1959,96774,1439221,14.87,4870000,50,3.5
4-07754-0003,"217 02 75 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,296,1952,235472,3155325,13.4,9820000,41.7,4-08823-0026,"87 15 LITTLE NECK PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",FLORAL PARK,C9-WALK-UP,37,1949,36955,494489,13.38,1540000,41.7,2.3,4-06825-0005,"158 06 76 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3.15
4-07755-0003,"219 02 74 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,126,1952,124662,1664280,13.35,5180000,41.6,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.15,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.1
4-07761-0060,"216 10 77 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,D4-ELEVATOR,48,1952,43140,565135,13.1,1760000,40.8,4-05182-0044,"140 37 ASH AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,126,1950,104000,1360910,13.09,4240000,40.8,3.85,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1747887,13.32,5440000,41.5,3.65
4-07840-0002,"224 01
Queens, NY
(40.82543924168615, -72.94057312608193)",OAKLAND GARDENS,C6-WALK-UP,120,1950,100886,1351880,13.4,4210000,41.7,4-08823-0026,"87 15 LITTLE NECK PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",FLORAL PARK,C9-WALK-UP,37,1949,36955,494489,13.38,1540000,41.7,1.95,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.55
4-07842-0033,"224 06
Queens, NY
(40.82543924168615, -72.94057312608193)",OAKLAND GARDENS,C6-WALK-UP,120,1950,102144,1409600,13.8,4390000,43,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.6,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.55
4-07844-0002,"78 14
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,198,1950,157223,2099000,13.35,6530000,41.5,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.7,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.7
4-07847-0001,"229 01 GRAND CENTRAL PARK
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,68,1950,55374,739255,13.35,2300000,41.5,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.8,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.75
4-07848-0001,"230 07 GRAND CENTRAL PARK
Queens, NY
(40.749436300045204, -73.79729979984586)",OAKLAND GARDENS,C6-WALK-UP,44,1950,36650,489300,13.35,1520000,41.5,4-07452-0033,"201 01
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.85,4-07453-0033,"202 01
Queens, NY
(40.8277770781429, -72.93921097888425)",BAYSIDE,C9-WALK-UP,14,1948,12785,170648,13.35,531000,41.5,1.8
4-07912-0002,"80 35
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS HILLS,D4-ELEVATOR,96,1956,107076,1333000,12.45,3750000,35,4-04995-0064,"144 45 35 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,120,1957,129650,1618729,12.49,4550000,35.1,4.6,4-05101-0061,"132 25 MAPLE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,180,1957,161520,2049773,12.69,6380000,39.5,4.75
4-07912-0050,"226 26 UNION TURNPIKE
Queens, NY
(40.749436300045204, -73.79729979984586)",HOLLIS HILLS,D4-ELEVATOR,192,1956,214152,2720000,12.7,8470000,39.6,4-05101-0061,"132 25 MAPLE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,180,1957,161520,2049773,12.69,6380000,39.5,4.75,4-05053-0011,"147 25 SANFORD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,90,1963,76649,952948,12.43,2680000,35,4.15
4-07914-0002,"221 22 MANOR ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C6-WALK-UP,350,1951,489600,5587960,11.41,15700000,32.1,4-06691-0001,"79 05 147 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,51,1948,39558,448824,11.35,1160000,29.3,3.85,4-06672-0057,"79 11 146 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C1-WALK-UP,47,1956,21583,414390,19.2,1550000,72,3.9
4-07929-0002,"224 01 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C6-WALK-UP,200,1951,257000,3341000,13,10400000,40.5,4-06793-0126,"154 02 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,180,1952,147558,1923050,13.03,5990000,40.6,3.75,4-06227-0338,"211 01 42 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C9-WALK-UP,54,1951,44928,613927,13.66,1910000,42.5,2.65
4-07943-0200,"227 01 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C6-WALK-UP,168,1951,128000,1652500,12.91,5140000,40.2,4-06825-0001,"158 05 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3.75,4-06825-0005,"158 06 76 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3.75
4-07945-0025,"224 10 HILLSIDE AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,C6-WALK-UP,132,1951,140000,1806000,12.9,5620000,40.1,4-06825-0001,"158 05 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3.6,4-06825-0005,"158 06 76 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-SOUTH,C9-WALK-UP,20,1952,15528,200503,12.91,624000,40.2,3.6
4-07968-0031,"222 89 BRADDOCK AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",QUEENS VILLAGE,D4-ELEVATOR,48,1964,39700,520000,13.1,1620000,40.8,4-05182-0044,"140 37 ASH AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,126,1950,104000,1360910,13.09,4240000,40.8,4.95,4-05146-0001,"45 15 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D1-ELEVATOR,148,1963,131187,1747887,13.32,5440000,41.5,4.75
4-08059-0001,"38 30 WEST DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",DOUGLASTON,C6-WALK-UP,32,1930,35000,478500,13.67,1490000,42.6,4-06024-0017,"198 40 32 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",BAYSIDE,C1-WALK-UP,46,1931,36000,491158,13.64,1530000,42.5,2,4-05422-0045,"164 18 43 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,C1-WALK-UP,26,1928,22119,296143,13.39,922000,41.7,2.75
4-08092-0028,"44 20 DOUGLASTON PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",DOUGLASTON,D4-ELEVATOR,44,1963,29388,470000,15.99,1590000,54,4-06853-0006,"80 25 PARSONS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",HILLCREST,D1-ELEVATOR,112,1962,58089,937149,16.13,3170000,55,4.55,4-08092-0005,"43 60 DOUGLASTON PARKWAY
Queens, NY
(40.749436300045204, -73.79729979984586)",DOUGLASTON,D1-ELEVATOR,148,1963,114402,1868272,16.33,6320000,55,0
