Medallion Number,Garage/Agent,Telephone,Cross Streets,Borough,Zip Code,Hours of Operation,Fax #,Website,Languages,Location 1,Location 2
4M84,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4M85,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4M86,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4M87,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M88,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M89,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
4M90,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
4M91,TUNNEL TAXI MANAGEMENT LLC,718-396-9020,,Queens,11101,24/7,N/A,N/A,"English, Russian","44-07 Vernon Boulevard
Queens, New York 11101
(40.74908717367135, -73.95213874379196)","N/A
"
4M92,TUNNEL TAXI MANAGEMENT LLC,718-396-9020,,Queens,11101,24/7,N/A,N/A,"English, Russian","44-07 Vernon Boulevard
Queens, New York 11101
(40.74908717367135, -73.95213874379196)","N/A
"
4M93,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
4M94,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
4M95,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M96,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
4M97,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
4M98,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4M99,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N10,NYC TAXI NETWORKS,212-777-8757,,Brooklyn,11211,24/7,N/A,N/A,"English, Urdu, Hindi","801 Metropolitan Avenue
Brooklyn, New York 11211
(40.71473316760785, -73.94286249492131)","N/A
"
4N11,NYC TAXI NETWORKS,212-777-8757,,Brooklyn,11211,24/7,N/A,N/A,"English, Urdu, Hindi","801 Metropolitan Avenue
Brooklyn, New York 11211
(40.71473316760785, -73.94286249492131)","N/A
"
4N12,AJB TAXI MANAGEMENT INC,212-956-3177,,Manhattan,10036,9a-5p/ M-F,N/A,N/A,English,"662 10th Avenue
Manhattan, New York 10036
(40.762512749657965, -73.99328753212242)","N/A
"
4N13,AJB TAXI MANAGEMENT INC,212-956-3177,,Manhattan,10036,9a-5p/ M-F,N/A,N/A,English,"662 10th Avenue
Manhattan, New York 10036
(40.762512749657965, -73.99328753212242)","N/A
"
4N14,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
4N15,GOTHAM YELLOW LLC,718-993-8100,,Bronx,10451,24/7,N/A,N/A,"English, Russian, Spanish (partial)","75 Canal Street W
Bronx, New York 10451
(40.81129651431888, -73.93040349974325)","N/A
"
4N16,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4N17,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4N18,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
4N19,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
4N20,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4N21,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4N22,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4N23,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4N24,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
4N25,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
4N26,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
4N27,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N28,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N29,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N30,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N31,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
4N32,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
4N33,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
4N34,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
4N35,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
4N36,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4N37,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
4N38,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N39,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4N40,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N41,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
4N42,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
4N43,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N44,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N45,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4N46,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4N47,AJB TAXI MANAGEMENT INC,212-956-3177,,Manhattan,10036,9a-5p/ M-F,N/A,N/A,English,"662 10th Avenue
Manhattan, New York 10036
(40.762512749657965, -73.99328753212242)","N/A
"
4N48,AJB TAXI MANAGEMENT INC,212-956-3177,,Manhattan,10036,9a-5p/ M-F,N/A,N/A,English,"662 10th Avenue
Manhattan, New York 10036
(40.762512749657965, -73.99328753212242)","N/A
"
4N49,S&R MEDALLION CORP,212-957-9200,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,"English, Urdu, Hindi","625 W 51st Street
Manhattan, New York 10019
(40.76706152259413, -73.99548558892087)","N/A
"
4N50,S&R MEDALLION CORP,212-957-9200,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,"English, Urdu, Hindi","625 W 51st Street
Manhattan, New York 10019
(40.76706152259413, -73.99548558892087)","N/A
"
4N51,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
4N52,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
4N53,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
4N54,L.I.C. TAXI MANAGEMENT,917-578-1240,,Queens,11101,9a-7p/ M-F,N/A,N/A,English,"29-15 38th Avenue
Queens, New York 11101
(40.75217850542997, -73.92904837509505)","N/A
"
4N55,L.I.C. TAXI MANAGEMENT,917-578-1240,,Queens,11101,9a-7p/ M-F,N/A,N/A,English,"29-15 38th Avenue
Queens, New York 11101
(40.75217850542997, -73.92904837509505)","N/A
"
4N56,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4N57,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
4N58,TUNNEL TAXI MANAGEMENT LLC,718-396-9020,,Queens,11101,24/7,N/A,N/A,"English, Russian","44-07 Vernon Boulevard
Queens, New York 11101
(40.74908717367135, -73.95213874379196)","N/A
"
4N59,TUNNEL TAXI MANAGEMENT LLC,718-396-9020,,Queens,11101,24/7,N/A,N/A,"English, Russian","44-07 Vernon Boulevard
Queens, New York 11101
(40.74908717367135, -73.95213874379196)","N/A
"
4N60,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
4N61,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
4N62,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N63,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N64,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
4N65,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
4N66,2000 MANAGEMENT INC,718-336-6565,,Brooklyn,11230,9:30a - 6p/ M-F,N/A,N/A,"English, Spanish, Urdu","1817 Coney Island Avenue
Brooklyn, New York 11230
(40.61309759117796, -73.96295711112111)","N/A
"
4N67,2000 MANAGEMENT INC,718-336-6565,,Brooklyn,11230,9:30a - 6p/ M-F,N/A,N/A,"English, Spanish, Urdu","1817 Coney Island Avenue
Brooklyn, New York 11230
(40.61309759117796, -73.96295711112111)","N/A
"
4N68,ON OUR WAY MANAGEMENT CORP INC,718-833-8110,,Brooklyn,11220,9a-5p/ M-F,N/A,N/A,English,"6814 5th Avenue
Brooklyn, New York 11220
(40.6337909910722, -74.02088244302831)","N/A
"
4N69,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N70,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N71,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N72,CITY BEST MANAGEMENT INC,212-586-0031,,Manhattan,10019,9a-5p/ M-F,N/A,N/A,English,"370 W 51st Street
Manhattan, New York 10019
(40.7638556690841, -73.9880244483177)","N/A
"
4N73,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N74,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4N75,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
4N76,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
4N77,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
4N78,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N79,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N80,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
4N81,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
4N82,CITY TRANSPORT MANAGEMENT INC,718-507-4840,,Queens,11377,24/7,N/A,N/A,"English, Russian (partial)","54-18 Broadway
Queens, New York 11377
(40.75314001758056, -73.90659659954486)","N/A
"
4N83,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
4N84,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N85,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4N86,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N87,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
4N88,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
4N89,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
4N90,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
4N91,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
4N92,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
4N93,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
4N94,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
4N95,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
4N96,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
4N97,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
4N98,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
4N99,GOTHAM YELLOW LLC,718-993-8100,,Queens,11354,24/7,N/A,N/A,"English, Russian, Spanish (partial)","134-02 33rd Avenue
Queens, New York 11354
(40.7665204235087, -73.83337400264591)","N/A
"
4P10,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
4P11,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
4P12,D&J MANAGEMENT OF QUEENS INC,718-458-6609,,Queens,11377,9a-5:30p/ M-F,N/A,N/A,English,"34-14 64th Street
Queens, New York 11377
(40.751764054875764, -73.89891638941464)","N/A
"
4P13,CITY TRANSPORT MANAGEMENT INC,718-507-4840,,Queens,11377,24/7,N/A,N/A,"English, Russian (partial)","54-18 Broadway
Queens, New York 11377
(40.75314001758056, -73.90659659954486)","N/A
"
4P14,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4P15,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
4P16,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
4P17,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
4P18,ARTHUR CAB LEASING CORP,718-392-3013,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Urdu","25-11B 41st Avenue
Queens, New York 11101
(40.745679999999936, -73.93815999999998)","N/A
"
4P19,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4P20,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4P21,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4P22,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4P23,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4P24,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
4P25,STEINWAY EXPRESS MANAGEMENT CORP,718-361-1647,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","36-06 Steinway Street
Queens, New York 11101
(40.75352537380397, -73.92351656448778)","N/A
"
