BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
3-06709-0001,"1602 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D4-ELEVATOR,129,1941,149400,1489518,9.97,654372,4.38,835146,4796000,32.1,3-06706-0020,"950 14 STREET
Brooklyn, NY
(40.62624513937163, -73.9625814237362)",MIDWOOD,D1-ELEVATOR,88,1963,93078,1051781,11.3,609661,6.55,442120,2662000,28.6,0.15,3-06716-0042,"1417 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D1-ELEVATOR,96,1926,96000,849655,8.85,420066,4.38,429589,2277000,23.72,0.19,3-06712-0066,"1412 OCEAN AVENUE
Brooklyn, NY
(40.627705724268985, -73.95686398625595)",MIDWOOD,D1-ELEVATOR,54,1936,"66,150","659,324",9.97,"417,790",6.32,"241,534","1,485,000",22.45,0.16
3-06730-0059,"1916 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D4-ELEVATOR,60,1954,67000,785910,11.73,432250,6.45,353660,2261000,33.75,3-06730-0063,"1620 OCEAN AVENUE
Brooklyn, NY
(40.62254145666169, -73.95588973088788)",MIDWOOD,D1-ELEVATOR,101,1929,100640,1037471,10.31,544056,5.41,493415,2519000,25.03,0,3-06765-0012,"1530 19 STREET
Brooklyn, NY
(40.581810453603524, -73.98708650153712)",MIDWOOD,D1-ELEVATOR,60,1941,67100,787083,11.73,432795,6.45,354288,2123000,31.64,0.69,3-06731-0039,"1280 12 STREET
Brooklyn, NY
(40.61830015551323, -73.96296237234857)",MIDWOOD,D1-ELEVATOR,60,1938,"65,500","829,230",12.66,"456,535",6.97,"372,695","2,090,000",31.91,0.46
3-06739-0006,"1289 19 STREET
Brooklyn, NY
(40.58185391249405, -73.98699196388334)",MIDWOOD,D4-ELEVATOR,52,1931,60036,651991,10.86,196318,3.27,455673,2821000,46.99,3-06739-0036,"1902 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D1-ELEVATOR,47,1935,57600,625536,10.86,356544,6.19,268992,1540000,26.74,0,3-06738-0037,"1290 19 STREET
Brooklyn, NY
(40.58187063195929, -73.98706071081322)",MIDWOOD,D1-ELEVATOR,47,1931,50658,540098,10.66,297654,5.88,242444,1504000,29.69,0.06,3-06738-0052,"1305 18 STREET
Brooklyn, NY
(40.61873744213098, -73.95721689119733)",MIDWOOD,D1-ELEVATOR,41,1931,"40,740","415,218",10.19,"179,646",4.41,"235,572","1,052,000",25.82,0.06
3-06747-0052,"1801 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D4-ELEVATOR,59,1936,64320,690154,10.73,377558,5.87,312596,1937000,30.12,3-06748-0045,"1866 OCEAN AVENUE
Brooklyn, NY
(40.61645750443847, -73.95474159146158)",MIDWOOD,D1-ELEVATOR,60,1928,60372,648022,10.73,282368,4.68,365654,1782000,29.52,0.06,3-06746-0015,"1342 18 STREET
Brooklyn, NY
(40.61776293733424, -73.95710931797245)",MIDWOOD,D1-ELEVATOR,42,1929,49632,461268,9.29,261139,5.26,200129,1188000,23.94,0.05,3-06748-0040,"1854 OCEAN AVENUE
Brooklyn, NY
(40.61673964424211, -73.95479548333418)",MIDWOOD,D1-ELEVATOR,60,1927,"53,052","680,084",12.82,"351,493",6.63,"328,591","2,194,000",41.36,0.06
3-06748-0052,"1901 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D4-ELEVATOR,54,1939,53333,653863,12.26,293332,5.5,360531,1914000,35.89,3-06748-0040,"1854 OCEAN AVENUE
Brooklyn, NY
(40.61673964424211, -73.95479548333418)",MIDWOOD,D1-ELEVATOR,60,1927,53052,680084,12.82,351493,6.63,328591,2194000,41.36,0,3-06748-0037,"1850 OCEAN AVENUE
Brooklyn, NY
(40.616833690843315, -73.95481344729173)",MIDWOOD,D1-ELEVATOR,59,1931,46752,572995,12.26,305034,6.52,267961,1595000,34.12,0,3-06748-0045,"1866 OCEAN AVENUE
Brooklyn, NY
(40.61645750443847, -73.95474159146158)",MIDWOOD,D1-ELEVATOR,60,1928,"60,372","648,022",10.73,"282,368",4.68,"365,654","1,782,000",29.52,0.00
3-06754-0052,"1485 16 STREET
Brooklyn, NY
(40.6134939173523, -73.95819422307139)",MIDWOOD,D4-ELEVATOR,54,1938,56892,713995,12.55,370367,6.51,343628,2302000,40.46,3-06751-0023,"1440 14 STREET
Brooklyn, NY
(40.614419605933946, -73.96034056540871)",MIDWOOD,D1-ELEVATOR,58,1940,58800,695091,11.82,376677,6.41,318414,2034000,34.59,0.15,3-06761-0075,"1547 14 STREET
Brooklyn, NY
(40.6116456642626, -73.9597517525969)",MIDWOOD,D1-ELEVATOR,79,1964,78000,1034993,13.27,514537,6.6,520456,3456000,44.31,0.21,,, , , , , , , , , , , , , 
3-06764-0031,"1580 18 STREET
Brooklyn, NY
(40.61168919457703, -73.95595097097804)",MIDWOOD,D4-ELEVATOR,70,1963,60800,627456,10.32,317984,5.23,309472,1926000,31.68,3-06764-0012,"1530 18 STREET
Brooklyn, NY
(40.61290691944721, -73.95618747126275)",MIDWOOD,D1-ELEVATOR,55,1932,54300,483361,8.9,240562,4.43,242799,1298000,23.9,0,3-06765-0012,"1530 19 STREET
Brooklyn, NY
(40.581810453603524, -73.98708650153712)",MIDWOOD,D1-ELEVATOR,60,1941,67100,787083,11.73,432795,6.45,354288,2123000,31.64,0.05,,, , , , , , , , , , , , , 
3-06771-0031,"2424 KINGS HIGHWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D4-ELEVATOR,36,1936,37800,504630,13.35,227084,6.01,277546,1842000,48.73,3-06803-0080,"2197 OCEAN AVENUE
Brooklyn, NY
(40.60811954709764, -73.95297414058335)",MADISON,D1-ELEVATOR,35,1928,30000,392768,13.09,250754,8.36,142014,945000,31.5,0.34,3-06784-0016,"1680 22 STREET
Brooklyn, NY
(40.61053681860702, -73.95154973682648)",MADISON,D1-ELEVATOR,49,1941,44600,607112,13.61,310679,6.97,296433,1793000,40.2,0.19,,, , , , , , , , , , , , , 
3-06772-0001,"3619 BEDFORD AVENUE
Brooklyn, NY
(40.6140035018633, -73.9492650721669)",MIDWOOD,D4-ELEVATOR,79,1937,87862,1032240,11.75,593143,6.75,439097,2629000,29.92,3-06770-0031,"2301 KINGS HIGHWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D1-ELEVATOR,96,1936,104348,1056385,10.12,636228,6.1,420157,2621000,25.12,0.12,3-06771-0006,"3620 BEDFORD AVENUE
Brooklyn, NY
(40.61399572048341, -73.94933656018108)",MIDWOOD,D1-ELEVATOR,59,1929,62000,569169,9.18,348472,5.62,220697,1298000,20.94,0.06,3-07688-0041,"2702 KINGS HIGHWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D1-ELEVATOR,107,1937,"113,820","1,372,557",12.06,"888,964",7.81,"483,593","3,047,000",26.77,0.11
3-06776-0065,"1625 13 STREET
Brooklyn, NY
(40.606218773637266, -73.98599553303339)",MIDWOOD,D4-ELEVATOR,65,1939,66000,760980,11.53,430320,6.52,330660,2121000,32.14,3-06795-0034,"1776 13 STREET
Brooklyn, NY
(40.60333639403392, -73.98553465046197)",MADISON,D1-ELEVATOR,65,1937,64400,581126,9.02,361427,5.61,219699,1309000,20.33,0.17,3-06795-0047,"1225 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D1-ELEVATOR,65,1939,70000,867221,12.39,485438,6.93,381783,2417000,34.53,0.17,3-06759-0026,"1550 13 STREET
Brooklyn, NY
(40.606841298818075, -73.98619631230781)",MIDWOOD,D1-ELEVATOR,54,1939,"58,800","678,251",11.53,"383,155",6.52,"295,096","1,815,000",30.87,0.17
3-06779-0004,"1610 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MIDWOOD,D4-ELEVATOR,100,1933,120000,1068000,8.9,531600,4.43,536400,3199000,26.66,3-06781-0027,"1656 19 STREET
Brooklyn, NY
(40.58177885995371, -73.98710004167276)",MADISON,D1-ELEVATOR,42,1931,50400,500917,9.94,281609,5.59,219308,1265000,25.1,0.11,3-06764-0012,"1530 18 STREET
Brooklyn, NY
(40.61290691944721, -73.95618747126275)",MIDWOOD,D1-ELEVATOR,55,1932,54300,483361,8.9,240562,4.43,242799,1298000,23.9,0.14,3-06765-0039,"1580 19 STREET
Brooklyn, NY
(40.5817979164409, -73.98709187460682)",MIDWOOD,D1-ELEVATOR,54,1932,"53,500","451,338",8.44,"265,726",4.97,"185,612","1,004,000",18.77,0.17
3-06795-0015,"1720 13 STREET
Brooklyn, NY
(40.60465999044492, -73.9857858439414)",MADISON,D4-ELEVATOR,75,1959,46000,579140,12.59,258060,5.61,321080,2150000,46.74,3-06795-0047,"1225 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D1-ELEVATOR,65,1939,70000,867221,12.39,485438,6.93,381783,2417000,34.53,0,3-06818-0017,"1820 13 STREET
Brooklyn, NY
(40.60226517215638, -73.98531874111934)",MADISON,D1-ELEVATOR,94,1941,106000,1354682,12.78,790812,7.46,563870,3766000,35.53,0.17,,, , , , , , , , , , , , , 
3-06796-0017,"1730 14 STREET
Brooklyn, NY
(40.60732496998397, -73.95899634767723)",MADISON,D4-ELEVATOR,84,1961,68500,810355,11.83,403465,5.89,406890,2598000,37.93,3-06795-0047,"1225 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D1-ELEVATOR,65,1939,70000,867221,12.39,485438,6.93,381783,2417000,34.53,0.05,3-06795-0028,"1746 13 STREET
Brooklyn, NY
(40.60404546354139, -73.98566921839767)",MADISON,D1-ELEVATOR,42,1936,40000,450576,11.26,258546,6.46,192030,1237000,30.93,0.05,,, , , , , , , , , , , , , 
3-06796-0026,"1750 14 STREET
Brooklyn, NY
(40.60688152538807, -73.95891181141647)",MADISON,D4-ELEVATOR,64,1961,57500,683100,11.88,378350,6.58,304750,1945000,33.83,3-06796-0075,"1735 13 STREET
Brooklyn, NY
(40.604336909800196, -73.98565157488936)",MADISON,D1-ELEVATOR,94,1962,90000,1124851,12.5,644201,7.16,480650,3222000,35.8,0,3-06795-0040,"1780 13 STREET
Brooklyn, NY
(40.603241851385796, -73.9855167080616)",MADISON,D1-ELEVATOR,41,1941,40688,457931,11.25,303438,7.46,154493,995000,24.45,0.05,,, , , , , , , , , , , , , 
3-06800-0016,"1730 18 STREET
Brooklyn, NY
(40.60783460404249, -73.95522849410325)",MADISON,D4-ELEVATOR,48,1938,52000,504400,9.7,245440,4.72,258960,1534000,29.5,3-06801-0069,"1745 18 STREET
Brooklyn, NY
(40.607464889623174, -73.95508151114744)",MADISON,D1-ELEVATOR,53,1931,63000,595339,9.45,322768,5.12,272571,1496000,23.75,0.05,3-06781-0027,"1656 19 STREET
Brooklyn, NY
(40.58177885995371, -73.98710004167276)",MADISON,D1-ELEVATOR,42,1931,50400,500917,9.94,281609,5.59,219308,1265000,25.1,0.15,,, , , , , , , , , , , , , 
3-06801-0001,"1717 18 STREET
Brooklyn, NY
(40.60812629202823, -73.95521379162845)",MADISON,D4-ELEVATOR,105,1957,105000,942900,8.98,513450,4.89,429450,2560000,24.38,3-06801-0069,"1745 18 STREET
Brooklyn, NY
(40.607464889623174, -73.95508151114744)",MADISON,D1-ELEVATOR,53,1931,63000,595339,9.45,322768,5.12,272571,1496000,23.75,0,3-06802-0041,"2246 OCEAN AVENUE
Brooklyn, NY
(40.606942294131585, -73.9529362820695)",MADISON,D1-ELEVATOR,72,1931,69000,587500,8.51,337106,4.89,250394,1386000,20.09,0.06,,, , , , , , , , , , , , , 
3-06802-0001,"1900 QUENTIN ROAD
Brooklyn, NY
(40.60864958150825, -73.95434734896418)",MADISON,D4-ELEVATOR,124,1939,120000,1021200,8.51,546000,4.55,475200,2842000,23.68,3-06802-0041,"2246 OCEAN AVENUE
Brooklyn, NY
(40.606942294131585, -73.9529362820695)",MADISON,D1-ELEVATOR,72,1931,69000,587500,8.51,337106,4.89,250394,1386000,20.09,0,3-06825-0027,"2306 OCEAN AVENUE
Brooklyn, NY
(40.60541322940695, -73.95264980041605)",MADISON,D1-ELEVATOR,72,1935,84375,662632,7.85,401078,4.75,261554,1463000,17.34,0.17,3-06826-0048,"2345 OCEAN AVENUE
Brooklyn, NY
(40.60448517698263, -73.95228496200644)",MADISON,D1-ELEVATOR,94,1931,"104,000","949,793",9.13,"514,413",4.95,"435,380","2,508,000",24.12,0.18
3-06802-0036,"2234 OCEAN AVENUE
Brooklyn, NY
(40.60723077415553, -73.9529912306455)",MADISON,D4-ELEVATOR,72,1927,68000,711280,10.46,380120,5.59,331160,2058000,30.26,3-06801-0069,"1745 18 STREET
Brooklyn, NY
(40.607464889623174, -73.95508151114744)",MADISON,D1-ELEVATOR,53,1931,63000,595339,9.45,322768,5.12,272571,1496000,23.75,0.06,3-06803-0058,"2249 OCEAN AVENUE
Brooklyn, NY
(40.60686488796058, -73.95273145104225)",MADISON,D1-ELEVATOR,41,1938,41000,470101,11.47,287376,7.01,182725,1058000,25.8,0.06,,, , , , , , , , , , , , , 
3-06818-0065,"1877 12 STREET
Brooklyn, NY
(40.60107682750459, -73.98408316603376)",MADISON,D4-ELEVATOR,48,1955,53500,537140,10.04,242890,4.54,294250,1836000,34.32,3-06795-0040,"1780 13 STREET
Brooklyn, NY
(40.603241851385796, -73.9855167080616)",MADISON,D1-ELEVATOR,41,1941,40688,457931,11.25,303438,7.46,154493,995000,24.45,0.17,3-06795-0034,"1776 13 STREET
Brooklyn, NY
(40.60333639403392, -73.98553465046197)",MADISON,D1-ELEVATOR,65,1937,64400,581126,9.02,361427,5.61,219699,1309000,20.33,0.17,,, , , , , , , , , , , , , 
3-06818-0074,"1855 12 STREET
Brooklyn, NY
(40.601564550004575, -73.98417046266798)",MADISON,D4-ELEVATOR,87,1963,90000,1074600,11.94,580500,6.45,494100,3149000,34.99,3-06819-0001,"1310 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D1-ELEVATOR,80,1962,88356,1014159,11.48,559751,6.34,454408,2916000,33,0.05,3-06795-0047,"1225 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D1-ELEVATOR,65,1939,70000,867221,12.39,485438,6.93,381783,2417000,34.53,0.17,,, , , , , , , , , , , , , 
3-06835-0012,"3178 NOSTRAND AVENUE
Brooklyn, NY
(40.606740838746134, -73.94312259343532)",MADISON,D4-ELEVATOR,79,1958,81564,808299,9.91,380904,4.67,427395,2528000,30.99,3-06826-0048,"2345 OCEAN AVENUE
Brooklyn, NY
(40.60448517698263, -73.95228496200644)",MADISON,D1-ELEVATOR,94,1931,104000,949793,9.13,514413,4.95,435380,2508000,24.12,0.45,3-07299-0057,"2435 OCEAN AVENUE
Brooklyn, NY
(40.60224230213713, -73.9518507444079)",MADISON,D1-ELEVATOR,65,1941,71400,762224,10.68,428716,6,333508,2068000,28.96,0.48,,, , , , , , , , , , , , , 
3-06836-0050,"3203 NOSTRAND AVENUE
Brooklyn, NY
(40.60611842911482, -73.94293386831934)",MADISON,D4-ELEVATOR,108,1958,97020,1127372,11.62,458905,4.73,668467,4283000,44.15,3-06826-0077,"2285 OCEAN AVENUE
Brooklyn, NY
(40.60590759163981, -73.95254959729147)",MADISON,D1-ELEVATOR,84,1937,96600,1165351,12.06,687811,7.12,477540,2860000,29.61,0.5,3-06773-0080,"1525 26 STREET
Brooklyn, NY
(40.61324466791818, -73.94814511944618)",MADISON,D1-ELEVATOR,88,1932,94740,1059260,11.18,624726,6.59,434534,2801000,29.57,0.52,,, , , , , , , , , , , , , 
3-06836-0064,"3165 NOSTRAND AVENUE
Brooklyn, NY
(40.60703931093483, -73.94310519516955)",MADISON,D4-ELEVATOR,108,1953,115300,1222180,10.6,446211,3.87,775969,4817000,41.78,3-06826-0048,"2345 OCEAN AVENUE
Brooklyn, NY
(40.60448517698263, -73.95228496200644)",MADISON,D1-ELEVATOR,94,1931,104000,949793,9.13,514413,4.95,435380,2508000,24.12,0.5,3-07688-0041,"2702 KINGS HIGHWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",MADISON,D1-ELEVATOR,107,1937,113820,1372557,12.06,888964,7.81,483593,3047000,26.77,0.52,,, , , , , , , , , , , , , 
3-06888-0006,"8835 23 AVENUE
Brooklyn, NY
(40.59590943359354, -73.99640528861566)",GRAVESEND,D4-ELEVATOR,59,1927,42840,655452,15.3,272034,6.35,383418,2633000,61.46,3-06928-0044,"275 BAY 37 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D1-ELEVATOR,120,1964,89448,1368554,15.3,697694,7.8,670860,4607000,51.5,0.22,3-06928-0050,"268 BAY 38 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D1-ELEVATOR,140,1963,149175,1822284,12.22,1052829,7.06,769455,4620000,30.97,0.22,3-06894-0027,"8797 25 AVENUE
Brooklyn, NY
(40.593955135245245, -73.9912776528113)",GRAVESEND,D1-ELEVATOR,69,1962,"58,535","910,805",15.56,"455,402",7.78,"455,403","3,119,000",53.28,0.29
3-06933-0046,"2606 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",GRAVESEND,C6-WALK-UP,11,1975,8064,116525,14.45,53948,6.69,62577,391000,48.49,3-07079-0004,"106 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,C1-WALK-UP,12,1931,8636,131354,15.21,66929,7.75,64425,390000,45.16,0.88,3-07079-0003,"102 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,C1-WALK-UP,12,1931,8636,118227,13.69,48534,5.62,69693,275000,31.84,0.88,,, , , , , , , , , , , , , 
3-06933-0055,"2630 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",GRAVESEND,D4-ELEVATOR,364,1963,421800,6786762,16.09,3108666,7.37,3678096,25069000,59.43,3-06489-0001,"1483 SHORE PARKWAY
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",BATH BEACH,D1-ELEVATOR,462,1949,349060,5726752,16.41,2622109,7.51,3104643,22481000,64.4,0.85,3-06467-0012,"8831 20 AVENUE
Brooklyn, NY
(40.59990323949562, -74.00310242851123)",BATH BEACH,D1-ELEVATOR,462,1948,356010,5726752,16.09,2622109,7.37,3104643,19140000,53.76,0.9,3-07050-0001,"2930 30 STREET
Brooklyn, NY
(40.5745499157071, -73.99632014281306)",CONEY ISLAND,D6-ELEVATOR,371,1972,"386,700","5,143,616",13.30,"3,096,128",8.01,"2,047,488","13,593,000",35.15,1.09
3-06935-0001,"2650 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",GRAVESEND,D4-ELEVATOR,161,1967,188768,2931567,15.53,1143934,6.06,1787633,12246000,64.87,3-06928-0044,"275 BAY 37 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D1-ELEVATOR,120,1964,89448,1368554,15.3,697694,7.8,670860,4607000,51.5,0.37,3-06878-0048,"8700 25 AVENUE
Brooklyn, NY
(40.595348957427554, -73.98991650290236)",GRAVESEND,D7-ELEVATOR,126,1963,120870,1877111,15.53,939160,7.77,937951,6425000,53.16,0.49,3-06894-0027,"8797 25 AVENUE
Brooklyn, NY
(40.593955135245245, -73.9912776528113)",GRAVESEND,D1-ELEVATOR,69,1962,"58,535","910,805",15.56,"455,402",7.78,"455,403","3,119,000",53.28,0.34
3-07084-0039,"225 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GRAVESEND,D4-ELEVATOR,120,1960,113442,2141785,18.88,1049339,9.25,1092446,5730000,50.51,3-06681-0225,"1879 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D3-ELEVATOR,50,1987,36769,800393,21.77,400682,10.9,399711,2070000,56.3,0.45,3-06911-0006,"2629 CROPSEY AVENUE
Brooklyn, NY
(40.58133857330649, -73.9857319918521)",GRAVESEND,D1-ELEVATOR,106,1987,75586,1427023,18.88,699264,9.25,727759,4575000,60.53,0.96,3-07014-0001,"2428 NEPTUNE AVENUE
Brooklyn, NY
(40.5781662070285, -73.99188208037305)",CONEY ISLAND,D1-ELEVATOR,172,1974,"147,000","2,748,900",18.70,"1,320,060",8.98,"1,428,840","8,325,000",56.63,1.78
3-07089-0062,"2035 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,62,1962,59312,618031,10.42,304864,5.14,313167,1948000,32.84,3-07112-0001,"2001 9 STREET
Brooklyn, NY
(40.60039833656642, -73.9624857523148)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,60,1939,71400,735488,10.3,280654,3.93,454834,1881000,26.34,0.19,3-06818-0082,"1833 12 STREET
Brooklyn, NY
(40.60205227250456, -73.98425775930221)",MADISON,D1-ELEVATOR,81,1959,82000,906026,11.05,506424,6.18,399602,2468000,30.1,0.3,3-06681-0440,"1850 OCEAN PARKWAY
Brooklyn, NY
(40.603601477318925, -73.9668824400115)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,70,1938,"91,350","951,645",10.42,"410,736",4.50,"540,909","2,409,000",26.37,0.22
3-07109-0001,"602 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,66,1938,79920,839959,10.51,334066,4.18,505893,3142000,39.31,3-07112-0001,"2001 9 STREET
Brooklyn, NY
(40.60039833656642, -73.9624857523148)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,60,1939,71400,735488,10.3,280654,3.93,454834,1881000,26.34,0.15,3-07315-0053,"2361 CONEY ISLAND AVENUE
Brooklyn, NY
(40.59939660663461, -73.96117661883127)",MADISON,D1-ELEVATOR,114,1928,92400,1096275,11.86,638759,6.91,457516,2849000,30.83,0.22,3-06681-0440,"1850 OCEAN PARKWAY
Brooklyn, NY
(40.603601477318925, -73.9668824400115)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,70,1938,"91,350","951,645",10.42,"410,736",4.50,"540,909","2,409,000",26.37,0.34
3-07158-0063,"2265 OCEAN PARKWAY
Brooklyn, NY
(40.594364129613616, -73.96448949634389)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,78,1956,64080,871488,13.6,382558,5.97,488930,3234000,50.47,3-07158-0033,"2245 OCEAN PARKWAY
Brooklyn, NY
(40.59480172284381, -73.96457696200198)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,74,1958,67620,919698,13.6,403654,5.97,516044,3413000,50.47,0.08,3-07179-0042,"2411 3 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,70,1958,63600,968670,15.23,571549,8.99,397121,2728000,42.89,0.22,3-07200-0008,"444 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,50,1960,"50,400","665,280",13.20,"352,800",7.00,"312,480","2,077,000",41.21,0.27
3-07159-0040,"735 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-SOUTH,D4-ELEVATOR,100,1962,91200,1278624,14.02,541728,5.94,736896,4847000,53.15,3-07158-0033,"2245 OCEAN PARKWAY
Brooklyn, NY
(40.59480172284381, -73.96457696200198)",OCEAN PARKWAY-SOUTH,D1-ELEVATOR,74,1958,67620,919698,13.6,403654,5.97,516044,3413000,50.47,0.13,3-07396-0053,"2355 12 STREET
Brooklyn, NY
(40.590957614522296, -73.98215953460718)",SHEEPSHEAD BAY,D1-ELEVATOR,121,1963,114300,1602166,14.02,782163,6.84,820003,5394000,47.19,0.2,3-07397-0034,"1245 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",SHEEPSHEAD BAY,D1-ELEVATOR,135,1963,"124,636","1,767,453",14.18,"924,497",7.42,"842,956","5,808,000",46.60,0.23
