Affiliated Base License Number,License Number,Name of Licensee,License Type,DMV License Plate,VIN,Model Year,License Expiration Date
B90584,5359757,SABE AMBLT SVC INC/DBA MOBILITY TRNT.,Paratransit Vehicle,69637LA,1FBSS31L49DA65750,2009,03/24/2012 07:00:00 AM +0000
B90584,5362281,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69563LA,1FBNE31L69DA54432,2009,04/15/2012 07:00:00 AM +0000
B90584,5364283,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69579LA,1GNDV23107D118174,2007,05/06/2012 07:00:00 AM +0000
B90584,5365027,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69585LA,1FBNE31L79DA77105,2009,05/17/2012 07:00:00 AM +0000
B90584,5370525,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,69723LA,1FBSS3BL4ADA31925,2010,07/20/2012 07:00:00 AM +0000
B90584,5376827,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,75948LA,1FBNE31L69DA66418,2009,09/29/2012 07:00:00 AM +0000
B90584,5377917,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76258LA,1FBNE31L99DA68681,2009,10/12/2012 07:00:00 AM +0000
B90584,5377920,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76256LA,1FBNE3BL8ADA34430,2010,10/12/2012 07:00:00 AM +0000
B90584,5377925,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76257LA,1FBNE3BL9ADA34369,2010,10/12/2012 07:00:00 AM +0000
B90584,5379291,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76627LA,1FBNE3BL4ADA54741,2010,10/25/2012 07:00:00 AM +0000
B90584,5380961,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76659LA,1FBSS3BL4ADA73074,2010,11/09/2012 08:00:00 AM +0000
B90584,5380966,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76660LA,1FBSS3BL8ADA61073,2010,11/09/2012 08:00:00 AM +0000
B90584,5383390,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76682LA,1FBNE31L24HA95559,2004,12/06/2012 08:00:00 AM +0000
B90584,5383750,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76687LA,1FBNE31LX9DA46978,2009,12/09/2012 08:00:00 AM +0000
B90584,5383753,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76686LA,1FBNE3BL0ADA77918,2010,12/09/2012 08:00:00 AM +0000
B90584,5383755,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76685LA,1FBNE3BLXADA54632,2010,12/09/2012 08:00:00 AM +0000
B90584,5385174,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,76695LA,1FBNE3BLXADA68286,2010,12/23/2012 08:00:00 AM +0000
B90584,5400557,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,11537LV,1FMNE11WX8DA90774,2008,05/17/2013 07:00:00 AM +0000
B90584,5403703,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,11573LV,1FBNE31L88DA53104,2008,06/20/2013 07:00:00 AM +0000
B90584,5407534,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,11597LV,1FTNS24W18DA92220,2008,08/02/2013 07:00:00 AM +0000
B90584,5407535,SABE AMBULETTE SERVICE INC,Paratransit Vehicle,11598LV,1FBSS31L78DA07002,2008,08/02/2013 07:00:00 AM +0000
B90587,5155328,V O PARTNERS INC,Paratransit Vehicle,T461136C,1FTNE24W19DA68086,2009,10/10/2011 07:00:00 AM +0000
B90587,5155333,V O PARTNERS INC,Paratransit Vehicle,T461137C,1FTNE2EW3ADA50966,2010,10/10/2011 07:00:00 AM +0000
B90587,5156936,V O PARTNERS INC,Paratransit Vehicle,T461209C,1GCFG25R911166957,2001,11/03/2011 07:00:00 AM +0000
B90587,5157963,V O PARTNERS INC,Paratransit Vehicle,T477198C,1FTNE24W89DA68084,2009,11/19/2011 08:00:00 AM +0000
B90587,5163720,V O PARTNERS INC,Paratransit Vehicle,T474507C,1FTNE24W29DA82465,2009,03/01/2012 08:00:00 AM +0000
B90587,5163724,V O PARTNERS INC,Paratransit Vehicle,T461374C,2FAFP71WX3X125634,2003,03/01/2012 08:00:00 AM +0000
B90587,5175753,V O PARTNERS INC,Paratransit Vehicle,T461432C,1GNFG15X841108455,2004,07/14/2012 07:00:00 AM +0000
B90587,5205008,V O PARTNERS INC,Paratransit Vehicle,T602686C,1FTNE24WX9DA68085,2009,07/22/2013 07:00:00 AM +0000
B90587,5211051,V O PARTNERS INC,Paratransit Vehicle,T481524C,1GNDM19WX1B120937,2001,10/13/2011 07:00:00 AM +0000
B90587,5212874,V O PARTNERS INC,Paratransit Vehicle,T478962C,1FBNE31LX7DB09879,2007,11/04/2011 07:00:00 AM +0000
B90587,5213896,V O PARTNERS INC,Paratransit Vehicle,T479033C,1FBSS31L46HA11031,2006,11/18/2011 08:00:00 AM +0000
B90587,5218876,V O PARTNERS INC,Paratransit Vehicle,T477290C,1FBNE31L38DB42126,2008,02/06/2012 08:00:00 AM +0000
B90587,5382560,V O PARTNERS INC/DBA EXPRESS AMBLT. SVS INC.,Paratransit Vehicle,T602777C,1FTNE2EW9BDA18296,2011,12/03/2012 08:00:00 AM +0000
B90588,5319882,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T515750C,1FTNE24W18DB52729,2008,03/11/2013 07:00:00 AM +0000
B90588,5349944,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T527632C,1FTNS52EW3ADA00352,2010,12/01/2011 08:00:00 AM +0000
B90588,5350213,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T520361C,1FTNS2EW2ADA00374,2010,12/07/2011 08:00:00 AM +0000
B90588,5350466,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T527643C,1FTNS2EW5ADA00370,2010,12/07/2011 08:00:00 AM +0000
B90588,5388607,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604163C,1FTNE24WX9DA25513,2009,02/25/2013 08:00:00 AM +0000
B90588,5388622,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604159C,1FTNE2EW1ADA00342,2010,02/25/2013 08:00:00 AM +0000
B90588,5388627,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604169C,1FBNE31L65HB38141,2005,03/07/2013 08:00:00 AM +0000
B90588,5388630,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T602864C,1FTNE24W19DA37436,2009,02/25/2013 08:00:00 AM +0000
B90588,5388633,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604168C,1FBNE31L95HA99819,2005,02/25/2013 08:00:00 AM +0000
B90588,5388636,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T602833C,1FMNE1BW1ADA61085,2010,02/25/2013 08:00:00 AM +0000
B90588,5388644,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T602888C,1FBNE31L25HB07341,2005,02/25/2013 08:00:00 AM +0000
B90588,5388663,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604170C,1FTNE24W98DA72689,2008,03/07/2013 08:00:00 AM +0000
B90588,5388677,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604158C,1FTNE24W88DA76359,2008,02/25/2013 08:00:00 AM +0000
B90588,5388951,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604171C,1FBSS31L55HB30723,2005,02/25/2013 08:00:00 AM +0000
B90588,5388955,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T605578C,1FBNE31L27DA75114,2007,02/25/2013 08:00:00 AM +0000
B90588,5388958,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604174C,1FTNE24W97DB40598,2007,02/25/2013 08:00:00 AM +0000
B90588,5388961,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604164C,1FMRE11L06HA03039,2006,05/17/2013 07:00:00 AM +0000
B90588,5388963,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604172C,1FBNE31L26DA19642,2006,02/25/2013 08:00:00 AM +0000
B90588,5388966,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T605579C,1FBNE31L19DA58856,2009,03/07/2013 08:00:00 AM +0000
B90588,5388967,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T605577C,1FTNE2EW6ADA56759,2010,02/25/2013 08:00:00 AM +0000
B90588,5388971,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T605192C,1FBNE31L99DA78952,2009,02/25/2013 08:00:00 AM +0000
B90588,5391224,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T604228C,1FBNE31L46DA28018,2006,05/17/2013 07:00:00 AM +0000
B90588,5391225,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T605553C,1FBNE31L47DB06198,2007,05/31/2013 07:00:00 AM +0000
B90588,5391567,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T605554C,1FBNE31LX9DA28335,2009,03/15/2013 07:00:00 AM +0000
B90588,5393368,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T609769C,1FBNE3BL9BDA28895,2011,04/04/2013 07:00:00 AM +0000
B90588,5393369,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T609770C,1FBNE3BL7BDA28894,2011,04/15/2013 07:00:00 AM +0000
B90588,5395834,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T605659C,5TDZK23C39S271180,2009,04/15/2013 07:00:00 AM +0000
B90588,5399827,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T608691C,1GJGG25KX81150745,2008,05/17/2013 07:00:00 AM +0000
B90588,5399830,APPROVED TRANSPORTATION SERVICES INC,Paratransit Vehicle,T608690C,1FBNE31L48DB00483,2008,05/17/2013 07:00:00 AM +0000
B90592,5352686,B L P TRANSPORTATION OF NY CORP,Paratransit Vehicle,T602745C,1FBNE31L89DA56523,2009,01/06/2012 08:00:00 AM +0000
B90592,5370251,B L P TRANSPORTATION OF NY CORP,Paratransit Vehicle,00000000,1FTNE14W99DA75362,2009,08/24/2012 07:00:00 AM +0000
B90592,5382176,B L P TRANSPORTATION OF NY CORP,Paratransit Vehicle,T602712C,1FBNE31L68DA28525,2008,01/26/2013 08:00:00 AM +0000
B90592,5385753,B L P TRANSPORTATION OF NY CORP,Paratransit Vehicle,T602746C,1FBNE31L78DA80438,2008,01/12/2013 08:00:00 AM +0000
B90594,5157562,STARRETT AMBULETTE INC,Paratransit Vehicle,T480602C,1FTNE24W36HA46725,2006,11/13/2011 08:00:00 AM +0000
B90596,5165113,ORION TRANSPORTATION INC,Paratransit Vehicle,T456106C,1FBNE31L96HA25012,2006,03/09/2012 08:00:00 AM +0000
B90596,5165666,ORION TRANSPORTATION INC,Paratransit Vehicle,T513567C,2D4RN5D11AR130887,2010,03/12/2012 07:00:00 AM +0000
B90596,5165672,ORION TRANSPORTATION INC,Paratransit Vehicle,T456186C,1FTNE24W67DA70655,2007,03/12/2012 07:00:00 AM +0000
B90596,5166591,ORION TRANSPORTATION INC,Paratransit Vehicle,T462656C,1FTSS34L18DB06910,2008,03/24/2012 07:00:00 AM +0000
B90596,5167640,ORION TRANSPORTATION INC,Paratransit Vehicle,T462664C,1FBNE31LX6HA72646,2006,04/02/2012 07:00:00 AM +0000
B90596,5169240,ORION TRANSPORTATION INC,Paratransit Vehicle,T462698C,1FBNE31L26DA76679,2006,04/26/2012 07:00:00 AM +0000
B90596,5182658,ORION TRANSPORTATION INC,Paratransit Vehicle,T468641C,2A4GP54L57R296882,2007,10/20/2012 07:00:00 AM +0000
B90596,5183159,ORION TRANSPORTATION INC,Paratransit Vehicle,T468655C,1FTNE24WX7DA63336,2007,10/26/2012 07:00:00 AM +0000
B90596,5189101,ORION TRANSPORTATION INC,Paratransit Vehicle,T471134C,1FTNE24W07DA68268,2007,01/28/2013 08:00:00 AM +0000
B90596,5199425,ORION TRANSPORTATION INC,Paratransit Vehicle,T473190C,1FBNE31L58DB00542,2008,05/12/2013 07:00:00 AM +0000
B90596,5205208,ORION TRANSPORTATION INC,Paratransit Vehicle,T527209C,1FBNE31L59DA71593,2009,07/26/2013 07:00:00 AM +0000
B90596,5210635,ORION TRANSPORTATION INC,Paratransit Vehicle,T476244C,1FBNE31L93HA76537,2003,10/06/2011 07:00:00 AM +0000
B90596,5212894,ORION TRANSPORTATION INC,Paratransit Vehicle,T478917C,1FTNE24W79DA85331,2009,11/04/2011 07:00:00 AM +0000
B90596,5218156,ORION TRANSPORTATION INC,Paratransit Vehicle,T477026C,1FBNE31L95HB07398,2005,01/26/2012 08:00:00 AM +0000
B90596,5218669,ORION TRANSPORTATION INC,Paratransit Vehicle,T477047C,1FTNE24W48DA76357,2008,02/02/2012 08:00:00 AM +0000
B90596,5224795,ORION TRANSPORTATION INC,Paratransit Vehicle,T483711C,1FBNE31L75HB41727,2005,03/31/2012 07:00:00 AM +0000
B90596,5226155,ORION TRANSPORTATION INC,Paratransit Vehicle,T480977C,1FBNE31L95HB06865,2005,04/11/2012 07:00:00 AM +0000
B90596,5249405,ORION TRANSPORTATION INC,Paratransit Vehicle,T490300C,1FBNE31L16HA36876,2006,01/17/2013 08:00:00 AM +0000
B90596,5254366,ORION TRANSPORTATION INC,Paratransit Vehicle,T492890C,1FBNE31L66HA72661,2006,03/06/2013 08:00:00 AM +0000
B90596,5263025,ORION TRANSPORTATION INC,Paratransit Vehicle,T499913C,1FBNE31LX6DA28010,2006,05/18/2013 07:00:00 AM +0000
B90596,5264387,ORION TRANSPORTATION INC,Paratransit Vehicle,T494363C,1GNDM19X65B101008,2005,06/04/2013 07:00:00 AM +0000
B90596,5270165,ORION TRANSPORTATION INC,Paratransit Vehicle,T502232C,1FBNE31L78DB20064,2008,08/06/2013 07:00:00 AM +0000
B90596,5270941,ORION TRANSPORTATION INC,Paratransit Vehicle,T509677C,1FTSS34L28DA90071,2008,08/15/2013 07:00:00 AM +0000
B90596,5278889,ORION TRANSPORTATION INC,Paratransit Vehicle,T606405C,1FBNE31L69DA76382,2009,11/07/2011 08:00:00 AM +0000
B90596,5281847,ORION TRANSPORTATION INC,Paratransit Vehicle,T507262C,1FTSS34L08DA14462,2008,12/07/2011 08:00:00 AM +0000
B90596,5282597,ORION TRANSPORTATION INC,Paratransit Vehicle,T507368C,1FTNE24W68DA14457,2008,12/17/2011 08:00:00 AM +0000
B90596,5282601,ORION TRANSPORTATION INC,Paratransit Vehicle,T506416C,1FTNE24W58DA14451,2008,12/17/2011 08:00:00 AM +0000
B90596,5298442,ORION TRANSPORTATION INC,Paratransit Vehicle,T525530C,1FBSS31L17DA01324,2007,06/13/2012 07:00:00 AM +0000
B90596,5299288,ORION TRANSPORTATION INC,Paratransit Vehicle,T513785C,1FBNE31L57DA91095,2007,06/09/2012 07:00:00 AM +0000
B90596,5301436,ORION TRANSPORTATION INC,Paratransit Vehicle,T513321C,1FBNE31L77DB15316,2007,06/30/2012 07:00:00 AM +0000
B90596,5306136,ORION TRANSPORTATION INC,Paratransit Vehicle,T513704C,1FTNE24W08DB41110,2008,08/15/2012 07:00:00 AM +0000
B90596,5306138,ORION TRANSPORTATION INC,Paratransit Vehicle,T513703C,1FTNE24W48DB41109,2008,08/15/2012 07:00:00 AM +0000
B90596,5316976,ORION TRANSPORTATION INC,Paratransit Vehicle,T515942C,1FBNE31L87DB28415,2007,12/10/2012 08:00:00 AM +0000
B90596,5317218,ORION TRANSPORTATION INC,Paratransit Vehicle,T515957C,1FBSS31L87DA81754,2007,12/17/2012 08:00:00 AM +0000
B90596,5319522,ORION TRANSPORTATION INC,Paratransit Vehicle,T516083C,1FTSS34L49DA25529,2009,01/16/2013 08:00:00 AM +0000
B90596,5320646,ORION TRANSPORTATION INC,Paratransit Vehicle,T516169C,1FBNE31L96DA39144,2006,01/23/2013 08:00:00 AM +0000
B90596,5322792,ORION TRANSPORTATION INC,Paratransit Vehicle,T516326C,1FBNE31L18DB14972,2008,03/04/2013 08:00:00 AM +0000
B90596,5330324,ORION TRANSPORTATION INC,Paratransit Vehicle,T517474C,1FTNE24W09DA32020,2009,04/28/2013 07:00:00 AM +0000
B90596,5330325,ORION TRANSPORTATION INC,Paratransit Vehicle,T517475C,1FTNE24W29DA32021,2009,04/28/2013 07:00:00 AM +0000
B90596,5333126,ORION TRANSPORTATION INC,Paratransit Vehicle,T520045C,1GNDM19X05B132576,2005,06/08/2013 07:00:00 AM +0000
B90596,5333410,ORION TRANSPORTATION INC,Paratransit Vehicle,T521580C,5N1BV28U75N130327,2005,06/10/2013 07:00:00 AM +0000
B90596,5334382,ORION TRANSPORTATION INC,Paratransit Vehicle,T521669C,1FBNE31L08DB20004,2008,06/16/2013 07:00:00 AM +0000
B90596,5336116,ORION TRANSPORTATION INC,Paratransit Vehicle,T521834C,1FBNE31L88DB48438,2008,06/29/2013 07:00:00 AM +0000
B90596,5340461,ORION TRANSPORTATION INC,Paratransit Vehicle,T524332C,1D4GP24R47B134400,2007,08/06/2013 07:00:00 AM +0000
B90596,5340465,ORION TRANSPORTATION INC,Paratransit Vehicle,T524337C,1A4GP45R36B655270,2006,08/06/2013 07:00:00 AM +0000
B90596,5341769,ORION TRANSPORTATION INC,Paratransit Vehicle,T524420C,1FBNE31L88DA53605,2008,09/01/2013 07:00:00 AM +0000
B90596,5341983,ORION TRANSPORTATION INC,Paratransit Vehicle,T520188C,1FBNE31L58DB14876,2008,08/24/2013 07:00:00 AM +0000
B90596,5347083,ORION TRANSPORTATION INC,Paratransit Vehicle,T525284C,1FBNE31L59DA56138,2009,10/28/2013 07:00:00 AM +0000
B90596,5347084,ORION TRANSPORTATION INC,Paratransit Vehicle,T520356C,1FBNE31L08DB42536,2008,10/29/2011 07:00:00 AM +0000
B90596,5347122,ORION TRANSPORTATION INC,Paratransit Vehicle,T525282C,1FMNE11W37DA63379,2007,10/28/2013 07:00:00 AM +0000
B90596,5348145,ORION TRANSPORTATION INC,Paratransit Vehicle,T525247C,1FTNE24W19DA85325,2009,11/10/2011 08:00:00 AM +0000
B90596,5348147,ORION TRANSPORTATION INC,Paratransit Vehicle,T525314C,1FTNE24W09DA13256,2009,11/10/2011 08:00:00 AM +0000
B90596,5348149,ORION TRANSPORTATION INC,Paratransit Vehicle,T525246C,1FTNE24W99DA85332,2009,11/10/2011 08:00:00 AM +0000
B90596,5349984,ORION TRANSPORTATION INC,Paratransit Vehicle,T526302C,1FBNE31L77DA75092,2007,12/01/2011 08:00:00 AM +0000
B90596,5353196,ORION TRANSPORTATION INC,Paratransit Vehicle,T520282C,5GZDV03L06D149002,2006,01/12/2012 08:00:00 AM +0000
B90596,5356513,ORION TRANSPORTATION INC,Paratransit Vehicle,T525516C,1FTNE2EW6ADA43896,2010,02/22/2012 08:00:00 AM +0000
B90596,5356515,ORION TRANSPORTATION INC,Paratransit Vehicle,T525517C,1FTNE2EWXADA43898,2010,02/22/2012 08:00:00 AM +0000
B90596,5360488,ORION TRANSPORTATION INC,Paratransit Vehicle,T525711C,1FTNE2EW9ADA43892,2010,04/14/2012 07:00:00 AM +0000
B90596,5360495,ORION TRANSPORTATION INC,Paratransit Vehicle,T525712C,1FTNE2EW7ADA43891,2010,04/05/2012 07:00:00 AM +0000
B90596,5372962,ORION TRANSPORTATION INC,Paratransit Vehicle,T603763C,2D4RN5D16AR100672,2010,08/20/2012 07:00:00 AM +0000
B90596,5379035,ORION TRANSPORTATION INC,Paratransit Vehicle,T604493C,1FTNE2EW9ADB02651,2010,10/25/2012 07:00:00 AM +0000
B90596,5379331,ORION TRANSPORTATION INC,Paratransit Vehicle,T604494C,2V4RW3D11AR236969,2010,10/27/2012 07:00:00 AM +0000
B90596,5380748,ORION TRANSPORTATION INC,Paratransit Vehicle,T605281C,1FTNE2EWXADB02657,2010,11/10/2012 08:00:00 AM +0000
B90596,5383997,ORION TRANSPORTATION INC,Paratransit Vehicle,T607759C,1FTNE2EW1ADB02658,2010,12/20/2012 08:00:00 AM +0000
B90596,5402379,ORION TRANSPORTATION INC,Paratransit Vehicle,T612671C,1FTSS3EL0BDA25600,2011,06/13/2013 07:00:00 AM +0000
B90596,5402384,ORION TRANSPORTATION INC,Paratransit Vehicle,T612692C,1FTSS3EL1BDA00270,2011,06/13/2013 07:00:00 AM +0000
B90596,5403721,ORION TRANSPORTATION INC,Paratransit Vehicle,T612743C,1FTNE2EW5BDA78592,2011,06/22/2013 07:00:00 AM +0000
B90596,5403724,ORION TRANSPORTATION INC,Paratransit Vehicle,T612744C,1FTNE2EW8BDA18063,2011,06/22/2013 07:00:00 AM +0000
B90596,5403741,ORION TRANSPORTATION INC,Paratransit Vehicle,T612717C,1FTSS3EL0BDA81911,2011,06/22/2013 07:00:00 AM +0000
B90596,5404399,ORION TRANSPORTATION INC,Paratransit Vehicle,T612760C,1FTSS3EL3BDA81935,2011,07/08/2013 07:00:00 AM +0000
B90596,5404403,ORION TRANSPORTATION INC,Paratransit Vehicle,T612762C,1FTSS3EL1BDA81934,2011,07/08/2013 07:00:00 AM +0000
B90596,5404422,ORION TRANSPORTATION INC,Paratransit Vehicle,T612761C,1FTSS3EL5BDA81936,2011,07/08/2013 07:00:00 AM +0000
B90601,5367985,SAFE AMBULETTE CORPORATION,Paratransit Vehicle,T529835C,KNDMG4C38A6332597,2010,06/24/2012 07:00:00 AM +0000
B90603,5177859,LIFE TRANSMED INC,Paratransit Vehicle,T514001C,1FBNE31L68DA53165,2008,08/16/2012 07:00:00 AM +0000
B90603,5182866,LIFE TRANSMED INC,Paratransit Vehicle,T464409C,1FBNE31L38DA20916,2008,10/22/2012 07:00:00 AM +0000
B90603,5183437,LIFE TRANSMED INC,Paratransit Vehicle,T499403C,1FTNS24LX7DB43606,2007,10/29/2012 07:00:00 AM +0000
B90603,5183654,LIFE TRANSMED INC,Paratransit Vehicle,T499402C,1FTNS24L17DB43607,2007,11/03/2012 07:00:00 AM +0000
B90603,5183853,LIFE TRANSMED INC,Paratransit Vehicle,T510966C,1FBNE31L77DA46918,2007,11/05/2012 08:00:00 AM +0000
B90603,5189533,LIFE TRANSMED INC,Paratransit Vehicle,T510820C,1FBNE31L37DA12250,2007,02/04/2013 08:00:00 AM +0000
B90603,5230451,LIFE TRANSMED INC,Paratransit Vehicle,T483326C,1FTNS24W96DA20890,2006,05/25/2012 07:00:00 AM +0000
B90603,5251397,LIFE TRANSMED INC,Paratransit Vehicle,T486180C,1FBSS31L26DA95308,2006,02/08/2013 08:00:00 AM +0000
B90603,5251403,LIFE TRANSMED INC,Paratransit Vehicle,T486181C,1FBSS31L46DA04605,2006,02/08/2013 08:00:00 AM +0000
B90603,5258319,LIFE TRANSMED INC,Paratransit Vehicle,T495711C,1FBSS31L56HA30493,2006,04/04/2013 07:00:00 AM +0000
B90604,5175919,MARINA AMBULETTE SERVICES INC,Paratransit Vehicle,T466199C,1GKDM19X63B501192,2003,07/16/2012 07:00:00 AM +0000
B90604,5226952,MARINA AMBULETTE SERVICES INC,Paratransit Vehicle,T482344C,1GNDX03E13D220465,2003,04/19/2012 07:00:00 AM +0000
B90605,5226982,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T528240C,1FTNE2EW0BDA01919,2011,04/19/2012 07:00:00 AM +0000
B90605,5261279,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T491317C,1FTNE2EW0BDA61229,2011,05/02/2013 07:00:00 AM +0000
B90605,5264466,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T495927C,1FBNE31L37DB02417,2007,06/04/2013 07:00:00 AM +0000
B90605,5264473,ALL MEDICAL SERVICE INC,Paratransit Vehicle,T495956C,1FBNE31L48DB00404,2008,06/04/2013 07:00:00 AM +0000
B90605,5264476,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T495991C,1FTNE2EW9BDA61231,2011,06/04/2013 07:00:00 AM +0000
B90605,5264480,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T495928C,1FBNE31L78DB31629,2008,06/04/2013 07:00:00 AM +0000
B90605,5264483,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T495992C,1FBNE31L08DA77297,2008,06/04/2013 07:00:00 AM +0000
B90605,5278216,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T499358C,1FTNE2EW5ADA30556,2010,10/31/2011 07:00:00 AM +0000
B90605,5283237,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T499539C,1FDRE14L42HA32274,2002,12/24/2011 08:00:00 AM +0000
B90605,5304827,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T504647C,1FBNE31L36HA54229,2006,07/29/2012 07:00:00 AM +0000
B90605,5308146,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T510786C,1FTNE24W18DB49250,2008,09/18/2012 07:00:00 AM +0000
B90605,5347837,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T523808C,1FTNE24W79DA85281,2009,11/04/2011 07:00:00 AM +0000
B90605,5350184,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T523798C,1FBNE31L18DA20879,2009,12/02/2011 08:00:00 AM +0000
B90605,5385264,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T605046C,1FBNE3BL6ADA61979,2010,01/12/2013 08:00:00 AM +0000
B90605,5390132,ALLMEDICAL SERVICE INC,Paratransit Vehicle,T608544C,2D4RN4DE5AR426671,2010,04/26/2013 07:00:00 AM +0000
B90606,5083849,DEPENDABLE AMBULETTE INC,Paratransit Vehicle,N103173C,1FTNE24W56HA46726,2010,05/22/2013 07:00:00 AM +0000
B90606,5138353,DEPENDABLE AMBULETTE INC,Paratransit Vehicle,N103149C,1FTNS24W89DA87811,2009,03/25/2013 07:00:00 AM +0000
B90606,5176942,DEPENDABLE AMBULETTE INC,Paratransit Vehicle,N103620C,1FTNS2EW7ADB02690,2010,08/02/2012 07:00:00 AM +0000
B90606,5223536,ALL POINTS AMBULETTE INC,Paratransit Vehicle,N103281C,1FTSS34LX5HB11124,2005,03/22/2012 07:00:00 AM +0000
B90606,5243728,DEPENDABLE AMBULETTE INC,Paratransit Vehicle,N103163C,1FBSS31L2XHB46106,1999,11/08/2012 08:00:00 AM +0000
B90606,5256952,ALL POINTS AMBULETTE INC,Paratransit Vehicle,N103371C,1FBSS31L74HB02369,2004,03/23/2013 07:00:00 AM +0000
B90610,5345396,BARUKH MEDICAL TRANSPORTATION INC,Paratransit Vehicle,T527327C,1FBNE31L08DA50200,2008,10/02/2013 07:00:00 AM +0000
B90610,5363825,BARUKH MEDICAL TRANSPORTATION INC,Paratransit Vehicle,T527141C,1FBNE31L19DA77049,2009,05/05/2012 07:00:00 AM +0000
B90610,5365215,BARUKH MEDICAL TRANSPORTATION INC,Paratransit Vehicle,T527359C,  1FBNE31L49DA71682,2009,05/20/2012 07:00:00 AM +0000
B90610,5367098,BARUKH MEDICAL TRANSPORTATION INC,Paratransit Vehicle,T527425C,1FBSS31L48DA14442,2008,06/18/2012 07:00:00 AM +0000
B90610,5372728,BARUKH MEDICAL TRANSPORTATION INC,Paratransit Vehicle,T603250C,1FTNE2EW3ADA56766,2010,08/20/2012 07:00:00 AM +0000
B90610,5372732,BARUKH MEDICAL TRANSPORTATION INC,Paratransit Vehicle,T603049C,1FTNE2EW7ADA85560,2010,08/17/2012 07:00:00 AM +0000
B90610,5377148,BARUKH MEDICAL TRANSPORTATION INC,Paratransit Vehicle,T604519C,1FMRE11213HB64079,2003,10/15/2012 07:00:00 AM +0000
B90610,5384824,BARUKH MEDICAL TRANSPORTATION INC,Paratransit Vehicle,T606304C,1FTNS2EW2ADB02676,2010,01/12/2013 08:00:00 AM +0000
