ID,Business Name,Trade Name,Sidewalk Cafe Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Lic Area Sq Ft
684,LU-ANN BAKERY SHOP INC,BRUNO BAKERY        S/C #362,Unenclosed Sidewalk Cafe,762511,"506 LA GUARDIA PL, NEW YORK, NY 10012",506,LA GUARDIA PL,NEW YORK,NY,10012,Manhattan,,(212) 982-5894,162
685,LUCIFER RESTAURANT LLC,PETITE ABEILLE,Unenclosed Sidewalk Cafe,1188068,"401 EAST   20 STREET, NEW YORK, NY 10010",401,EAST   20 STREET,NEW YORK,NY,10010,Manhattan,,(646) 418-7440,343
686,LUCKY 13 LLC,SCARPETTA,Unenclosed Sidewalk Cafe,1227073,"355 WEST   14 STREET, NEW YORK, NY 10014",355,WEST   14 STREET,NEW YORK,NY,10014,Manhattan,,(212) 691-0555,229
687,LUMA REST. INC.,LUSARDI'S RESTAURANT,Unenclosed Sidewalk Cafe,1410849,"1494 2 AVENUE, NEW YORK, NY 10075",1494,   2 AVENUE,NEW YORK,NY,10075,Manhattan,,(212) 932-7566,167
688,LUMI CORPORATION,LUMI RESTAURANT,Unenclosed Sidewalk Cafe,930600,"963 LEXINGTON AVE, NEW YORK, NY 10021",963,LEXINGTON AVE,NEW YORK,NY,10021,Manhattan,,(917) 428-5668,180
689,LUNDY'S CAFE CORPORATION,,Unenclosed Sidewalk Cafe,1433590,"3156 OCEAN AVENUE, BROOKLYN, NY 11235",3156,OCEAN AVENUE,BROOKLYN,NY,11235,Brooklyn,,(718) 616-9100,1080
690,LUNELLA RISTORANTE INC,LUNELLA RISTORANTE,Unenclosed Sidewalk Cafe,1072629,"173 MULBERRY STREET, NEW YORK, NY 10013",173,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(212) 966-6639,110
691,"LUPE'S EAST L.A. KITCHEN, INC",,Unenclosed Sidewalk Cafe,1321335,"110 SIXTH AVENUE, NEW YORK, NY 10013",110,SIXTH AVENUE,NEW YORK,NY,10013,Manhattan,,(212) 966-1326,200
692,LX AVENUE BAGELS INC.,TAI BAGELS,Unenclosed Sidewalk Cafe,1312021,"1228 LEXINGTON AVENUE, NEW YORK, NY 10028",1228,LEXINGTON AVENUE,NEW YORK,NY,10028,Manhattan,,(917) 523-4972,35
693,M & M 28TH ST RESTAURANT LLC,,Unenclosed Sidewalk Cafe,1289251,"382 8 AVENUE, NEW YORK, NY 10001",382,   8 AVENUE,NEW YORK,NY,10001,Manhattan,,(917) 705-5119,147
694,"M AND G TOGETHER 4 EVER, LLC.",BURRITO BAR & KITCHEN,Unenclosed Sidewalk Cafe,1219900,"307 FLATBUSH AVE, BROOKLYN, NY 11217",307,FLATBUSH AVE,BROOKLYN,NY,11217,Brooklyn,,(718) 230-8646,390
695,"M STAR HONG KONG CAFE, INC",JIN JIN HONG KONG CAFE,Enclosed Sidewalk Cafe,1379042,"6224 18 AVENUE, BROOKLYN, NY 11204",6224,  18 AVENUE,BROOKLYN,NY,11204,Brooklyn,,(718) 232-6222,244
696,M&R MEDITERRANEAN CORP,MAYAHUEL,Enclosed Sidewalk Cafe,1352482,"304 E 6TH ST, NEW YORK, NY 10003",304,E 6TH ST,NEW YORK,NY,10003,Manhattan,,(212) 777-2017,132
697,M.B.R.P.REST.INC.,THE STUMBLE INN,Enclosed Sidewalk Cafe,895586,"1454 2 AVENUE, NEW YORK, NY 10021",1454,   2 AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 650-0561,265
698,M.B.R.P.REST.INC.,THE STUMBLE INN,Unenclosed Sidewalk Cafe,955674,"1454 2ND AVE, NEW YORK, NY 10021",1454,2ND AVE,NEW YORK,NY,10021,Manhattan,,(212) 737-9391,212
699,"M.E.G.RESTAURANT ENTERPRISES,LTD.",NOVITA,Unenclosed Sidewalk Cafe,931051,"102 EAST   22 STREET, NEW YORK, NY 10010",102,EAST   22 STREET,NEW YORK,NY,10010,Manhattan,,(212) 677-2222,163
700,MA. VI. DO. REST. INC.,MEDITERRANEO,Unenclosed Sidewalk Cafe,1138459,"1260 2 AVENUE, NEW YORK, NY 10065",1260,   2 AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 715-0701,688
701,MACELLERIA RESTAURANT INC,MACELLERIA,Unenclosed Sidewalk Cafe,1188887,"48 GANSEVOORT STREET, NEW YORK, NY 10014",48,GANSEVOORT STREET,NEW YORK,NY,10014,Manhattan,,(212) 741-2555,179
702,MADIBA CORPORATION,MADIBA,Unenclosed Sidewalk Cafe,1221167,"195 DEKALB AVENUE, BROOKLYN, NY 11205",195,DEKALB AVENUE,BROOKLYN,NY,11205,Brooklyn,,(718) 855-9190,457
703,MADISON ENTERTAINMENT ASSOCIATES LLC.,LAVO,Unenclosed Sidewalk Cafe,1349641,"625 MADISON AVE, NEW YORK, NY 10022",625,MADISON AVE,NEW YORK,NY,10022,Manhattan,,(631) 424-8480,198
704,MADISON GLOBAL LLC,NELLO'S,Unenclosed Sidewalk Cafe,1334619,"696 MADISON AVENUE, NEW YORK, NY 10065",696,MADISON AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 736-8700,126
705,MADISON ON COLUMBUS CORP,CHINA FUN,Enclosed Sidewalk Cafe,1224900,"244-246 COLUMBUS AVENUE, NEW YORK, NY 10023",244-246,COLUMBUS AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 580-1516,211
706,MAFRA RESTAURANT CORP,IL VIOLINO,Enclosed Sidewalk Cafe,895625,"180 COLUMBUS AVENUE, MANHATTAN, NY 10023",180,COLUMBUS AVENUE,MANHATTAN,NY,10023,Manhattan,,(212) 873-2500,411
707,MAGNOLIA COLUMBUS AVENUE LLC.,,Enclosed Sidewalk Cafe,1271565,"200 COLUMBUS AVENUE, NEW YORK, NY 10023",200,COLUMBUS AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 757-1177,365
708,MANEKEN CORP.,PETITE ABEILLE,Unenclosed Sidewalk Cafe,979768,"466 HUDSON STREET, MANHATTAN, NY 10014",466,HUDSON STREET,MANHATTAN,NY,10014,Manhattan,,(212) 727-1505,140
709,MANETTA'S FINE FOOD CORP.,MANETTA'S RISTORANTE,Unenclosed Sidewalk Cafe,1229988,"1076 JACKSON AVE, QUEENS, NY 11101",1076,JACKSON AVE,QUEENS,NY,11101,Queens,,(718) 786-6171,242
710,"MANGARONI, LLC",IL BASTARDO,Unenclosed Sidewalk Cafe,1219992,"191 SEVENTH AVENUE, NEW YORK, NY 10011",191,SEVENTH AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 513-1988,375
711,MANGIA INC.,,Unenclosed Sidewalk Cafe,1190733,"119 5 AVENUE, BROOKLYN, NY 11217",119,   5 AVENUE,BROOKLYN,NY,11217,Brooklyn,,(718) 636-5759,385
712,MANGIA RESTAURANT CORP,OVELIA RESTAURANT,Unenclosed Sidewalk Cafe,1238509,"34-01 30 AVENUE, ASTORIA, NY 11103",34-01,  30 AVENUE,ASTORIA,NY,11103,Queens,,(718) 721-7217,480
713,"MANHATTAN ISLAND GROUP, LLC.",FRESH SALT,Unenclosed Sidewalk Cafe,1226371,"146 BEEKMAN ST, NEW YORK, NY 10038",146,BEEKMAN ST,NEW YORK,NY,10038,Manhattan,,(212) 962-0053,162
714,MANNA 2ND AVENUE LLC,GINA LA FORNARINA,Unenclosed Sidewalk Cafe,1308601,"1575 2 AVENUE, NEW YORK, NY 10028",1575,   2 AVENUE,NEW YORK,NY,10028,Manhattan,,(212) 535-3300,170
715,MANNA AMSTERDAM AVENUE LLC,GINA LA FORNARINA,Unenclosed Sidewalk Cafe,1369548,"279 AMSTERDAM AVE, NEW YORK, NY 10023",279,AMSTERDAM AVE,NEW YORK,NY,10023,Manhattan,,(212) 595-6900,303
716,MANNA KITCHEN INC,,Unenclosed Sidewalk Cafe,1248596,"28 EAST   18 STREET, NEW YORK, NY 10003",28,EAST   18 STREET,NEW YORK,NY,10003,Manhattan,,(212) 228-1044,167
717,MANNA MADISON AVENUE LLC,GINA LA FORNARINA,Unenclosed Sidewalk Cafe,1419681,"26 E 91ST ST, NEW YORK, NY 10128",26,E 91ST ST,NEW YORK,NY,10128,Manhattan,,(212) 348-8811,130
718,"MANNAGGIA, INC.",,Unenclosed Sidewalk Cafe,1103693,"163 1ST  AVE, NEW YORK, NY 10003",163,1ST  AVE,NEW YORK,NY,10003,Manhattan,,(212) 388-1190,235
719,"MARCO POLO TAKE OUT, LLC",ENOTECA ON COURT,Unenclosed Sidewalk Cafe,1316170,"347 COURT STREET, BROOKLYN, NY 11231",347,COURT STREET,BROOKLYN,NY,11231,Brooklyn,,(718) 243-1000,99
720,MARE MARE INC.,BISTRO CASSIS,Unenclosed Sidewalk Cafe,982077,"225 COLUMBUS AVENUE, NEW YORK, NY 10023",225,COLUMBUS AVENUE,NEW YORK,NY,10023,Manhattan,,(631) 367-1156,168
721,MARIA LOUISA RESTAURANT INC,RESTAURANT 101,Unenclosed Sidewalk Cafe,1190559,"10018 FOURTH AVENUE, BROOKLYN, NY 11209",10018,FOURTH AVENUE,BROOKLYN,NY,11209,Brooklyn,,(718) 833-1313,254
722,MARKT ON LADIES MILE LLC,,Unenclosed Sidewalk Cafe,1254298,"676 6 AVENUE, NEW YORK, NY 10010",676,   6 AVENUE,NEW YORK,NY,10010,Manhattan,,(212) 727-3314,222
723,"MARLOW, INC.",THE DINER,Unenclosed Sidewalk Cafe,1027923,"85 BROADWAY, BROOKLYN, NY 11249",85,BROADWAY,BROOKLYN,NY,11249,Brooklyn,,(718) 486-3077,337
724,MAROLLES LLC,BXL EAST,Unenclosed Sidewalk Cafe,1353195,"210 E 51TH ST, NEW YORK, NY 10022",210,E 51TH ST,NEW YORK,NY,10022,Manhattan,,(917) 582-3016,77
725,MARYANN'S 353 MEX. INC,MARYANN'S,Unenclosed Sidewalk Cafe,1354785,"353 GREENWICH ST, NEW YORK, NY 10013",353,GREENWICH ST,NEW YORK,NY,10013,Manhattan,,(212) 766-0911,446
726,MASANIELLO RESTAURANT CORP.,PEPERONCINO,Unenclosed Sidewalk Cafe,1243143,"72 5TH AVE, BROOKLYN, NY 11217",72,5TH AVE,BROOKLYN,NY,11217,Brooklyn,,(718) 638-4760,157
727,MAVIMA RESTAURANT INC.,BRIO,Unenclosed Sidewalk Cafe,1184384,"786 LEXINGTON AVENUE, NEW YORK, NY 10065",786,LEXINGTON AVENUE,NEW YORK,NY,10065,Manhattan,A/K/A 137 EAST 61 STREET,(212) 980-2300,135
728,MAZ MEZCAL INC.,,Unenclosed Sidewalk Cafe,1311123,"316 EAST   86 STREET, NEW YORK, NY 10028",316,EAST   86 STREET,NEW YORK,NY,10028,Manhattan,,(631) 424-8480,208
729,"MCCONNER STREET HOLDING, LLC",MC 104,Unenclosed Sidewalk Cafe,1247774,"2726 BROADWAY, NEW YORK, NY 10025",2726,BROADWAY,NEW YORK,NY,10025,Manhattan,AT 104TH ST,(212) 222-8553,153
730,MDV BROADWAY LLC,TIME CAFE,Unenclosed Sidewalk Cafe,1255573,"44-18 BROADWAY, ASTORIA, NY 11103",44-18,BROADWAY,ASTORIA,NY,11103,Queens,,(718) 606-0500,364
731,"ME'KONG DELTA, INC.",REPUBLIC RESTAURANT,Unenclosed Sidewalk Cafe,950183,"37 UNION SQUARE WEST, NEW YORK, NY 10003",37,UNION SQUARE WEST,NEW YORK,NY,10003,Manhattan,,(212) 627-7172,193
732,MEATH TRAILS INC.,DEMPSEYS PUB,Unenclosed Sidewalk Cafe,1282650,"61 2ND AVE, NEW YORK, NY 10003",61,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 388-0662,149
733,"MEATPACKING RESTAURANT,LLC.",THE DINER,Unenclosed Sidewalk Cafe,1219795,"44 9TH AVE, NEW YORK, NY 10011",44,   9TH AVE,NEW YORK,NY,10011,Manhattan,,(917) 282-2843,442
734,MEDPARK 30 LLC,WINE 30,Unenclosed Sidewalk Cafe,1354206,"41 E 30TH ST, NEW YORK, NY 10016",41,E 30TH ST,NEW YORK,NY,10016,Manhattan,,(212) 481-0197,102
735,MEM REST CORP,,Unenclosed Sidewalk Cafe,1389775,"4029 EAST TREMONT AVENUE, BRONX, NY 10465",4029,EAST TREMONT AVENUE,BRONX,NY,10465,Bronx,,(718) 829-4400,225
736,MENDARED LLC,LE SOUK HAREM,Unenclosed Sidewalk Cafe,1354717,"510 LAGUARDIA PLACE, NEW YORK, NY 10012",510,LAGUARDIA PLACE,NEW YORK,NY,10012,Manhattan,,(212) 677-1120,368
737,"MERMAID 88, LLC",THE MERMAID INN,Unenclosed Sidewalk Cafe,1273996,"568 AMSTERDAM AVENUE, NEW YORK, NY 10024",568,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 799-7400,160
738,MESTIZO INC,GOOD RESTAURANT,Unenclosed Sidewalk Cafe,1160579,"89 GREENWICH AVE, NEW YORK, NY 10014",89,GREENWICH AVE,NEW YORK,NY,10014,Manhattan,,(212) 691-8080,189
739,MESTOLA CAFFE CORP.,VINO,Unenclosed Sidewalk Cafe,907977,"1268 2 AVENUE, NEW YORK, NY 10065",1268,   2 AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 715-0701,252
740,"MESTRE, INC",LE ZIE 2000,Unenclosed Sidewalk Cafe,1035729,"172 SEVENTH AVENUE, NEW YORK, NY 10011",172,SEVENTH AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 206-8686,153
741,MEXICALI ENTERPRISES LTD,RODEO BAR AND GRILL,Enclosed Sidewalk Cafe,955462,"375 3 AVENUE, NEW YORK, NY 10016",375,   3 AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 683-6500,420
742,MEXICO LINDO RESTAURANT INC,MEXICO LINDO        E/S/C #431,Enclosed Sidewalk Cafe,782187,"459 2 AVENUE, NEW YORK, NY 10010",459,   2 AVENUE,NEW YORK,NY,10010,Manhattan,,(212) 679-3665,227
743,MEZCALS OF 5TH AVE REST CORP.,MESCALS REST.,Unenclosed Sidewalk Cafe,1163793,"223 5TH AVE, BROOKLYN, NY 11215",223,5TH AVE,BROOKLYN,NY,11215,Brooklyn,,(718) 783-3276,318
744,MEZZALUNA ASSOCIATES,MEZZALUNA,Unenclosed Sidewalk Cafe,811193,"1295 3 AVENUE, NEW YORK, NY 10021",1295,   3 AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 535-9600,63
745,MHBK ASSOCIATES INC.,THE TANGLED VINE,Unenclosed Sidewalk Cafe,1357136,"434 AMSTERDAM AVE, NEW YORK, NY 10024",434,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(646) 863-3896,346
746,MICADO BROOKLYN LLC,THE ANCHORED INN,Unenclosed Sidewalk Cafe,1425047,"57 WATERBURY ST, BROOKLYN, NY 11206",57,WATERBURY ST,BROOKLYN,NY,11206,Brooklyn,,(718) 576-3927,242
747,MICHAEL KING INC.,FINNEGANS WAKE,Unenclosed Sidewalk Cafe,935481,"1361 1 AVENUE, NEW YORK, NY 10021",1361,   1 AVENUE,NEW YORK,NY,10021,Manhattan,GR.FL,(212) 737-3664,180
748,MIDAN REST INC.,MORAN'S,Unenclosed Sidewalk Cafe,1142522,"146 10 AVENUE, NEW YORK, NY 10011",146,  10 AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 627-3030,489
749,"MIDWEST TOMATO,INC",PUTTANESCA,Unenclosed Sidewalk Cafe,955853,"859 9 AVENUE, NEW YORK, NY 10019",859,   9 AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 581-4177,200
750,MILL KOREAN RESTAURANT INC.,,Unenclosed Sidewalk Cafe,1035738,"2895 BROADWAY, NEW YORK, NY 10025",2895,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 666-7653,168
751,MIMI'S RESTAURANT CORP.,                    E/S/C #255,Enclosed Sidewalk Cafe,697987,"984 2 AVENUE, NEW YORK, NY 10022",984,   2 AVENUE,NEW YORK,NY,10022,Manhattan,,(212) 688-4692,429
752,MJAJ FOOD CORP,EATS,Enclosed Sidewalk Cafe,1388513,"1055 LEXINGTON AVE, NEW YORK, NY 10021",1055,LEXINGTON AVE,NEW YORK,NY,10021,Manhattan,,(212) 396-,371
753,MNY CHELSEA LLC,MERCHANTS NY,Unenclosed Sidewalk Cafe,1160931,"112 SEVENTH AVENUE, NEW YORK, NY 10011",112,SEVENTH AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 366-7267,140
754,"MNY HOLDINGS ASSOCIATES, LLC",BAKER STREET,Enclosed Sidewalk Cafe,1074420,"1152 1 AVENUE, NEW YORK, NY 10065",1152,   1 AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 871-4000,333
755,"MOHECO,INC.",CAFE-BAR,Unenclosed Sidewalk Cafe,959237,"32-90 36 STREET, QUEENS, NY 11106",32-90,  36 STREET,QUEENS,NY,11106,Queens,,(718) 204-5273,289
756,MOLLY PICON LLC,JACK'S WIFE FREDA,Unenclosed Sidewalk Cafe,1426863,"224 LAFAYETTE ST, NEW YORK, NY 10012",224,LAFAYETTE ST,NEW YORK,NY,10012,Manhattan,,(212) 510-8550,124
757,MOTTSU CUISINE INC,MOTTSU,Unenclosed Sidewalk Cafe,1376493,"285 MOTT ST, NEW YORK, NY 10012",285,MOTT ST,NEW YORK,NY,10012,Manhattan,,(646) 479-8384,86
758,"MOULINAS, LLC",,Unenclosed Sidewalk Cafe,1101185,"128 SMITH STREET, BROOKLYN, NY 11201",128,SMITH STREET,BROOKLYN,NY,11201,Brooklyn,,(718) 923-0918,384
759,"MOUQUINHO ENTERPRISES,INC.",PJ CHARLTON,Unenclosed Sidewalk Cafe,1225847,"549 GREENWICH STREET, NEW YORK, NY 10013",549,GREENWICH STREET,NEW YORK,NY,10013,Manhattan,,(212) 924-9532,110
760,MOZ RESTAURANT INC,MEME,Unenclosed Sidewalk Cafe,1347167,"581 HUDSON STREET, NEW YORK, NY 10014",581,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(646) 692-8450,160
761,MR. BIGGS BAR & GRILL INC.,MR. BIGGS BAR & GRILL,Unenclosed Sidewalk Cafe,1345747,"596 10TH AVE, NEW YORK, NY 10036",596,  10TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 246-4744,472
762,MRG RESTAURANT CORP,POSITANO,Unenclosed Sidewalk Cafe,1135770,"122 MULBERRY STREET, NEW YORK, NY 10013",122,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(718) 591-8112,36
763,MS RESTAURANT CORP,AGNANTI,Unenclosed Sidewalk Cafe,1360424,"19-06 DITMARS BLVD, ASTORIA, NY 11105",19-06,DITMARS BLVD,ASTORIA,NY,11105,Queens,,(718) 545-4554,254
764,MS RESTAURANT OWNERS LLC,MORNING STAR RESTAURANT,Enclosed Sidewalk Cafe,1415773,"879 9 AVENUE, NEW YORK, NY 10019",879,   9 AVENUE,NEW YORK,NY,10019,Manhattan,AKA: 401 WEST 57TH STREET,(718) 274-4300,191
765,"MSD ENTERPRISES,INC",VIRAGE,Unenclosed Sidewalk Cafe,955847,"118 2ND AVE, NEW YORK, NY 10003",118,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 253-0425,379
766,MULBERRY STREET BAR LLC,,Unenclosed Sidewalk Cafe,1164852,"176 1/2 MULBERRY STREET, NEW YORK, NY 10013",176 1/2,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(212) 226-9345,112
767,MUNDO MUNDO CORP.,MUNDO TAPAS,Unenclosed Sidewalk Cafe,1250569,"31-18 BROADWAY, ASTORIA, NY 11106",31-18,BROADWAY,ASTORIA,NY,11106,Queens,STORE # E,(718) 777-2829,175
768,MUSSELS & MORE LTD.,,Unenclosed Sidewalk Cafe,1360728,"510 80TH ST, BROOKLYN, NY 11209",510, 80TH ST,BROOKLYN,NY,11209,Brooklyn,,(718) 680-4500,432
769,"MXCO CAFE, LLC",,Enclosed Sidewalk Cafe,1384455,"1491 SECOND AVENUE, NEW YORK, NY 10075",1491,SECOND AVENUE,NEW YORK,NY,10075,Manhattan,,(212) 765-4842,390
770,"MXCO CAFE, LLC",,Unenclosed Sidewalk Cafe,1384460,"1491 SECOND AVENUE, NEW YORK, NY 10075",1491,SECOND AVENUE,NEW YORK,NY,10075,Manhattan,,(212) 765-4842,207
771,MY MOST FAVORITE 72ND ST. CORP.,MY MOST FAVORITE FOOD,Enclosed Sidewalk Cafe,1379700,"247 WEST   72 STREET, NEW YORK, NY 10023",247,WEST   72 STREET,NEW YORK,NY,10023,Manhattan,,(212) 580-5130,350
772,"MZ RESTAURANT GROUP, LLC",BURGER CLUB,Unenclosed Sidewalk Cafe,1418049,"3202 30 AVE, ASTORIA, NY 11102",3202,  30 AVE,ASTORIA,NY,11102,Queens,,(347) 556-3527,466
773,N & J OTTO BROS CORP,OTTOMANELLI GRILL,Unenclosed Sidewalk Cafe,1389811,"1325 5 AVENUE, NEW YORK, NY 10029",1325,   5 AVENUE,NEW YORK,NY,10029,Manhattan,,(212) 772-8423,132
774,N.N.M. REST. CORP.,BRASSERIE 360,Enclosed Sidewalk Cafe,1106438,"200 E 60TH ST, NEW YORK, NY 10022",200,E 60TH ST,NEW YORK,NY,10022,Manhattan,,(212) 688-8868,309
775,"N.Y. RESTAURANT SUPPLIES,INC.",AROUND THE CLOCK CAFE,Unenclosed Sidewalk Cafe,911530,"8 STUYVESANT ST, NEW YORK, NY 10003",8,STUYVESANT ST,NEW YORK,NY,10003,Manhattan,1ST FLOOR,(212) 674-2516,202
776,"NABUCCO, LLC",SALUMERIA ROSI,Unenclosed Sidewalk Cafe,1321660,"283 AMSTERDAM AVE, NEW YORK, NY 10023",283,AMSTERDAM AVE,NEW YORK,NY,10023,Manhattan,,(917) 328-0964,138
777,"NAHM, INC.",ROOM SERVICE,Unenclosed Sidewalk Cafe,1310316,"690 NINTH AVENUE, NEW YORK, NY 10036",690,NINTH AVENUE,NEW YORK,NY,10036,Manhattan,,(646) 331-8738,84
778,NANOOSH BROADWAY L.L.C.,NANOOSH,Unenclosed Sidewalk Cafe,1282959,"2012 BROADWAY, NEW YORK, NY 10023",2012,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 362-7922,143
779,NARGIS CORP,NARGIS CAFE,Unenclosed Sidewalk Cafe,1287835,"2818 CONEY ISLAND AVE, BROOKLYN, NY 11235",2818,CONEY ISLAND AVE,BROOKLYN,NY,11235,Brooklyn,,(718) 872-7888,143
780,NARITA JAPANESE RESTAURANT INC.,,Unenclosed Sidewalk Cafe,1135863,"107-08 70 ROAD, FOREST HILLS, NY 11375",107-08,  70 ROAD,FOREST HILLS,NY,11375,Queens,,(718) 263-2999,220
781,NECF INC.,MR. DENNEHY'S,Unenclosed Sidewalk Cafe,1188879,"63 CARMINE STREET, NEW YORK, NY 10014",63,CARMINE STREET,NEW YORK,NY,10014,Manhattan,,(212) 414-1223,249
782,NECTAR RESTAURANT CORP,,Enclosed Sidewalk Cafe,699252,"1090 MADISON AVENUE, NY, NY 10028",1090,MADISON AVENUE,NY,NY,10028,Manhattan,,(212) 772-0916,170
783,NERA CORP.,CAFE PICK ME UP,Unenclosed Sidewalk Cafe,960517,"145 AVENUE A, NEW YORK, NY 10009",145,AVENUE A,NEW YORK,NY,10009,Manhattan,,(212) 673-7231,61
784,NEW BELLA LUNA INC,BELLA LUNA,Unenclosed Sidewalk Cafe,851262,"584 COLUMBUS AVENUE, NEW YORK, NY 10024",584,COLUMBUS AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 877-2267,264
785,NEW KO-SUSHI JAPANESE RESTAURANT INC,KOSUSHI JAPANAESE RESTAURANT,Enclosed Sidewalk Cafe,1285670,"1329 2ND AVE, NEW YORK, NY 10021",1329,2ND AVE,NEW YORK,NY,10021,Manhattan,,(212) 439-1678,497
786,NEW MEKONG RESTAURANT CORP.,,Unenclosed Sidewalk Cafe,1234468,"16-18 KING ST, NEW YORK, NY 10014",16-18,KING ST,NEW YORK,NY,10014,Manhattan,,(212) 343-8169,260
787,NEW ORGANICO INC.,CAFFE ORGANICO,Unenclosed Sidewalk Cafe,1308502,"89 7 AVENUE SOUTH, NEW YORK, NY 10014",89,   7 AVENUE SOUTH,NEW YORK,NY,10014,Manhattan,,(646) 221-6545,290
788,NEW RESTART INC,MAMBO,Unenclosed Sidewalk Cafe,1342588,"145 MULBERRY STREET, NEW YORK, NY 10013",145,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(646) 221-6545,98
789,NEW YORK BEER CO LLC.,JACOB'S PICKELS,Unenclosed Sidewalk Cafe,1416762,"509 AMSTERDAM AVE, NEW YORK, NY 10024",509,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 574-8181,207
790,"NEW YORK FAST GOURMET PREMIER, LLC",,Enclosed Sidewalk Cafe,1350374,"470 W 23RD ST, NEW YORK, NY 10011",470,W 23RD ST,NEW YORK,NY,10011,Manhattan,,(347) 495-6777,762
791,NICA RESTAURANT CORP,NICA TRATTORIA,Unenclosed Sidewalk Cafe,1253201,"354 EAST   84 STREET, NEW YORK, NY 10028",354,EAST   84 STREET,NEW YORK,NY,10028,Manhattan,,(212) 472-5040,83
792,NILO INC.& VIOLA CONSULTING LLC,MEZZOGIORNO ASSOC.,Unenclosed Sidewalk Cafe,832737,"195 SPRING STREET, NEW YORK, NY 10012",195,SPRING STREET,NEW YORK,NY,10012,Manhattan,,(212) 334-2112,175
793,NINO'S TRIBECA RESTAURANT LTD,OSSO BUCO,Unenclosed Sidewalk Cafe,1057301,"1662 3 AVENUE, NEW YORK, NY 10128",1662,   3 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 426-5422,154
794,NINTH AVE. KITCHEN CORP.,YUM YUM TOO,Unenclosed Sidewalk Cafe,1323532,"662 9TH AVE, NEW YORK, NY 10036",662,   9TH AVE,NEW YORK,NY,10036,Manhattan,,(212) 247-228,237
795,NITEHAWK BROOKLYN LLC,NITEHAWK CINEMA,Unenclosed Sidewalk Cafe,1394178,"136 METROPOLITAN AVENUE, BROOKLYN, NY 11211",136,METROPOLITAN AVENUE,BROOKLYN,NY,11211,Brooklyn,,(718) 963-2917,266
796,NLAM INC,MOLE,Unenclosed Sidewalk Cafe,1389004,"178 KENT AVENUE, BROOKLYN, NY 11211",178,KENT AVENUE,BROOKLYN,NY,11211,Brooklyn,,(917) 539-3431,247
797,NO MOORE OYSTERS LLC,SMITH & MILLS,Unenclosed Sidewalk Cafe,1420047,"71 N MOORE ST, NEW YORK, NY 10013",71,N MOORE ST,NEW YORK,NY,10013,Manhattan,,(212) ???-????,81
798,NOHO STAR INC.,THE NOHO STAR,Unenclosed Sidewalk Cafe,931822,"330 LAFAYETTE STREET, NEW YORK, NY 10012",330,LAFAYETTE STREET,NEW YORK,NY,10012,Manhattan,,(212) 925-0070,397
799,NONNA RESTUARANT CORP,ROC RESTUARANT,Unenclosed Sidewalk Cafe,1200802,"190A DUANE ST, NEW YORK, NY 10013",190A,DUANE ST,NEW YORK,NY,10013,Manhattan,,(212) 625-3333,382
800,NOOR EL HADA CORP,,Unenclosed Sidewalk Cafe,1224578,"24-25 STEINWAY STREET, QUEENS, NY 11103",24-25,STEINWAY STREET,QUEENS,NY,11103,Queens,,(718) 721-9010,228
801,NOROC LLC,BUCHAREST RESTAURANT,Unenclosed Sidewalk Cafe,1322918,"4345 40TH ST, SUNNYSIDE, NY 11104",4345,40TH ST,SUNNYSIDE,NY,11104,Queens,,(718) 389-2300,172
802,NOTEWORTHY CAFE CORP,,Enclosed Sidewalk Cafe,1187200,"200 ALLEN ST, NEW YORK, NY 10002",200,ALLEN ST,NEW YORK,NY,10002,Manhattan,,(212) 260-1122,340
