CBO Name,Program ID,Name,Fiscal Year,Amount
"Bronx Community Pride Center, Inc.",2379,Tax Levy/Initiatives,2010,$85000.00
"Bronx Community Pride Center, Inc.",2379,Tax Levy/Initiatives,2011,$85031.00
"Bronx Community Pride Center, Inc.",2379,Tax Levy/Initiatives,2012,$85031.00
"Bronx Community Pride Center, Inc.",2379,Tax Levy/Initiatives,2013,$0.00
Mercy Center,2387,Literacy Group,2010,$194852.00
Mercy Center,2387,Literacy Group,2011,$80778.00
Mercy Center,2387,Literacy Group,2012,$0.00
Mercy Center,2387,Literacy Group,2013,$0.00
Mercy Center,5051,Tax Levy/Adult Literacy,2010,$30952.00
Mercy Center,5051,Tax Levy/Adult Literacy,2011,$30952.00
Mercy Center,5051,Tax Levy/Adult Literacy,2012,$130000.00
Mercy Center,5051,Tax Levy/Adult Literacy,2013,$130000.00
Mercy Center,518,Tax Levy/Discretionary Group,2010,$0.00
Mercy Center,518,Tax Levy/Discretionary Group,2011,$5000.00
Mercy Center,518,Tax Levy/Discretionary Group,2012,$20000.00
Mercy Center,518,Tax Levy/Discretionary Group,2013,$20000.00
Trinity Human Service Corporation,518,Tax Levy/Discretionary Group,2010,$30000.00
Trinity Human Service Corporation,518,Tax Levy/Discretionary Group,2011,$44000.00
Trinity Human Service Corporation,518,Tax Levy/Discretionary Group,2012,$35000.00
Trinity Human Service Corporation,518,Tax Levy/Discretionary Group,2013,$0.00
"Central Jewish Council, Inc.",518,Tax Levy/Discretionary Group,2010,$8500.00
"Central Jewish Council, Inc.",518,Tax Levy/Discretionary Group,2011,$10000.00
"Central Jewish Council, Inc.",518,Tax Levy/Discretionary Group,2012,$23500.00
"Central Jewish Council, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Learning Tree Multi-Cultural School,518,Tax Levy/Discretionary Group,2010,$10000.00
Learning Tree Multi-Cultural School,518,Tax Levy/Discretionary Group,2011,$0.00
Learning Tree Multi-Cultural School,518,Tax Levy/Discretionary Group,2012,$0.00
Learning Tree Multi-Cultural School,518,Tax Levy/Discretionary Group,2013,$0.00
East 86th Street Merchants and Residents Association,518,Tax Levy/Discretionary Group,2010,$3500.00
East 86th Street Merchants and Residents Association,518,Tax Levy/Discretionary Group,2011,$3500.00
East 86th Street Merchants and Residents Association,518,Tax Levy/Discretionary Group,2012,$7500.00
East 86th Street Merchants and Residents Association,518,Tax Levy/Discretionary Group,2013,$0.00
"Nia Theatrical Production Co., Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Nia Theatrical Production Co., Inc",518,Tax Levy/Discretionary Group,2011,$75500.00
"Nia Theatrical Production Co., Inc",518,Tax Levy/Discretionary Group,2012,$30000.00
"Nia Theatrical Production Co., Inc",518,Tax Levy/Discretionary Group,2013,$3500.00
"Bed Stuy's Project Re-Generation, Inc",518,Tax Levy/Discretionary Group,2010,$10000.00
"Bed Stuy's Project Re-Generation, Inc",518,Tax Levy/Discretionary Group,2011,$22000.00
"Bed Stuy's Project Re-Generation, Inc",518,Tax Levy/Discretionary Group,2012,$10000.00
"Bed Stuy's Project Re-Generation, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
Trinity Evangelical Lutheran Church,518,Tax Levy/Discretionary Group,2010,$0.00
Trinity Evangelical Lutheran Church,518,Tax Levy/Discretionary Group,2011,$0.00
Trinity Evangelical Lutheran Church,518,Tax Levy/Discretionary Group,2012,$8000.00
Trinity Evangelical Lutheran Church,518,Tax Levy/Discretionary Group,2013,$0.00
"College Community Services, Inc.",518,Tax Levy/Discretionary Group,2010,$32500.00
"College Community Services, Inc.",518,Tax Levy/Discretionary Group,2011,$5000.00
"College Community Services, Inc.",518,Tax Levy/Discretionary Group,2012,$5000.00
"College Community Services, Inc.",518,Tax Levy/Discretionary Group,2013,$5000.00
Holy Trinity Neighborhood Center,518,Tax Levy/Discretionary Group,2010,$0.00
Holy Trinity Neighborhood Center,518,Tax Levy/Discretionary Group,2011,$0.00
Holy Trinity Neighborhood Center,518,Tax Levy/Discretionary Group,2012,$7000.00
Holy Trinity Neighborhood Center,518,Tax Levy/Discretionary Group,2013,$0.00
"The New 42nd Street, Inc.",518,Tax Levy/Discretionary Group,2010,$60000.00
"The New 42nd Street, Inc.",518,Tax Levy/Discretionary Group,2011,$10000.00
"The New 42nd Street, Inc.",518,Tax Levy/Discretionary Group,2012,$88500.00
"The New 42nd Street, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Dress for Success,518,Tax Levy/Discretionary Group,2010,$15000.00
Dress for Success,518,Tax Levy/Discretionary Group,2011,$0.00
Dress for Success,518,Tax Levy/Discretionary Group,2012,$3500.00
Dress for Success,518,Tax Levy/Discretionary Group,2013,$0.00
American Cancer Society Asian Initiatives,518,Tax Levy/Discretionary Group,2010,$5714.00
American Cancer Society Asian Initiatives,518,Tax Levy/Discretionary Group,2011,$5714.00
American Cancer Society Asian Initiatives,518,Tax Levy/Discretionary Group,2012,$4714.00
American Cancer Society Asian Initiatives,518,Tax Levy/Discretionary Group,2013,$0.00
Girls Incorporated of New York City,2802,Out of School Time Programs,2010,$0.00
Girls Incorporated of New York City,2802,Out of School Time Programs,2011,$0.00
Girls Incorporated of New York City,2802,Out of School Time Programs,2012,$0.00
Girls Incorporated of New York City,2802,Out of School Time Programs,2013,$186480.00
Fundacion Dominicana Culturarte de New York,2802,Out of School Time Programs,2010,$1.00
Fundacion Dominicana Culturarte de New York,2802,Out of School Time Programs,2011,$0.00
Fundacion Dominicana Culturarte de New York,2802,Out of School Time Programs,2012,$0.00
Fundacion Dominicana Culturarte de New York,2802,Out of School Time Programs,2013,$0.00
The Kwatny Foundation,518,Tax Levy/Discretionary Group,2010,$5000.00
The Kwatny Foundation,518,Tax Levy/Discretionary Group,2011,$5000.00
The Kwatny Foundation,518,Tax Levy/Discretionary Group,2012,$5000.00
The Kwatny Foundation,518,Tax Levy/Discretionary Group,2013,$9219.00
Ronald MacDonald House of Long Island,518,Tax Levy/Discretionary Group,2010,$29000.00
Ronald MacDonald House of Long Island,518,Tax Levy/Discretionary Group,2011,$19000.00
Ronald MacDonald House of Long Island,518,Tax Levy/Discretionary Group,2012,$19000.00
Ronald MacDonald House of Long Island,518,Tax Levy/Discretionary Group,2013,$14000.00
Columcille Cultural Center Inc.,518,Tax Levy/Discretionary Group,2010,$10500.00
Columcille Cultural Center Inc.,518,Tax Levy/Discretionary Group,2011,$3500.00
Columcille Cultural Center Inc.,518,Tax Levy/Discretionary Group,2012,$7000.00
Columcille Cultural Center Inc.,518,Tax Levy/Discretionary Group,2013,$7000.00
"Earsay, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Earsay, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Earsay, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Earsay, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Pleasant Plains, Princess Bay, Richmond Valley Civic Assn.",518,Tax Levy/Discretionary Group,2010,$5000.00
"Pleasant Plains, Princess Bay, Richmond Valley Civic Assn.",518,Tax Levy/Discretionary Group,2011,$5000.00
"Pleasant Plains, Princess Bay, Richmond Valley Civic Assn.",518,Tax Levy/Discretionary Group,2012,$0.00
"Pleasant Plains, Princess Bay, Richmond Valley Civic Assn.",518,Tax Levy/Discretionary Group,2013,$0.00
Our Lady of Mount Carmel Society,518,Tax Levy/Discretionary Group,2010,$4000.00
Our Lady of Mount Carmel Society,518,Tax Levy/Discretionary Group,2011,$4000.00
Our Lady of Mount Carmel Society,518,Tax Levy/Discretionary Group,2012,$4000.00
Our Lady of Mount Carmel Society,518,Tax Levy/Discretionary Group,2013,$4000.00
"Sound Business, Inc. at Philip Randolph High School",518,Tax Levy/Discretionary Group,2010,$5000.00
"Sound Business, Inc. at Philip Randolph High School",518,Tax Levy/Discretionary Group,2011,$5000.00
"Sound Business, Inc. at Philip Randolph High School",518,Tax Levy/Discretionary Group,2012,$0.00
"Sound Business, Inc. at Philip Randolph High School",518,Tax Levy/Discretionary Group,2013,$0.00
Ballet Theatre Foundation Inc,518,Tax Levy/Discretionary Group,2010,$5000.00
Ballet Theatre Foundation Inc,518,Tax Levy/Discretionary Group,2011,$4000.00
Ballet Theatre Foundation Inc,518,Tax Levy/Discretionary Group,2012,$4000.00
Ballet Theatre Foundation Inc,518,Tax Levy/Discretionary Group,2013,$0.00
Shema Kolainu Hear Our Voices,518,Tax Levy/Discretionary Group,2010,$8500.00
Shema Kolainu Hear Our Voices,518,Tax Levy/Discretionary Group,2011,$7000.00
Shema Kolainu Hear Our Voices,518,Tax Levy/Discretionary Group,2012,$7000.00
Shema Kolainu Hear Our Voices,518,Tax Levy/Discretionary Group,2013,$0.00
"East Elmhurst Day Care Center, Inc",518,Tax Levy/Discretionary Group,2010,$6500.00
"East Elmhurst Day Care Center, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"East Elmhurst Day Care Center, Inc",518,Tax Levy/Discretionary Group,2012,$9800.00
"East Elmhurst Day Care Center, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
Jewish Children's Museum,518,Tax Levy/Discretionary Group,2010,$5000.00
Jewish Children's Museum,518,Tax Levy/Discretionary Group,2011,$18000.00
Jewish Children's Museum,518,Tax Levy/Discretionary Group,2012,$20000.00
Jewish Children's Museum,518,Tax Levy/Discretionary Group,2013,$0.00
"Northeast Queens Jewish Community Council, Inc.",518,Tax Levy/Discretionary Group,2010,$25000.00
"Northeast Queens Jewish Community Council, Inc.",518,Tax Levy/Discretionary Group,2011,$17857.00
"Northeast Queens Jewish Community Council, Inc.",518,Tax Levy/Discretionary Group,2012,$12857.00
"Northeast Queens Jewish Community Council, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Fordham University,518,Tax Levy/Discretionary Group,2010,$0.00
Fordham University,518,Tax Levy/Discretionary Group,2011,$0.00
Fordham University,518,Tax Levy/Discretionary Group,2012,$0.00
Fordham University,518,Tax Levy/Discretionary Group,2013,$0.00
"Policy Studies Associates, Inc.",2802,Out of School Time Programs,2010,$432449.00
"Policy Studies Associates, Inc.",2802,Out of School Time Programs,2011,$432449.00
"Policy Studies Associates, Inc.",2802,Out of School Time Programs,2012,$408050.00
"Policy Studies Associates, Inc.",2802,Out of School Time Programs,2013,$250000.00
United Community Baptist Church,518,Tax Levy/Discretionary Group,2010,$0.00
United Community Baptist Church,518,Tax Levy/Discretionary Group,2011,$0.00
United Community Baptist Church,518,Tax Levy/Discretionary Group,2012,$4000.00
United Community Baptist Church,518,Tax Levy/Discretionary Group,2013,$0.00
"Brownsville Youth Association, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Brownsville Youth Association, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"Brownsville Youth Association, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Brownsville Youth Association, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",2387,Literacy Group,2010,$0.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",2387,Literacy Group,2011,$324750.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",2387,Literacy Group,2012,$324750.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",2387,Literacy Group,2013,$324750.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",521,Neighborhood Development Group,2010,$594553.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",521,Neighborhood Development Group,2011,$594553.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",521,Neighborhood Development Group,2012,$594553.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",521,Neighborhood Development Group,2013,$594553.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2010,$0.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2011,$0.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2012,$0.00
"Research Foundation of CUNY/ CUNY Creative Arts Team, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2013,$0.00
Center for Alternative Sentencing and Employment Services,2802,Out of School Time Programs,2010,$39738.00
Center for Alternative Sentencing and Employment Services,2802,Out of School Time Programs,2011,$37851.00
Center for Alternative Sentencing and Employment Services,2802,Out of School Time Programs,2012,$0.00
Center for Alternative Sentencing and Employment Services,2802,Out of School Time Programs,2013,$0.00
Shuang Wen Academy Network,2802,Out of School Time Programs,2010,$307077.00
Shuang Wen Academy Network,2802,Out of School Time Programs,2011,$0.00
Shuang Wen Academy Network,2802,Out of School Time Programs,2012,$0.00
Shuang Wen Academy Network,2802,Out of School Time Programs,2013,$0.00
"Legal Outreach, Inc",2802,Out of School Time Programs,2010,$125582.00
"Legal Outreach, Inc",2802,Out of School Time Programs,2011,$125580.00
"Legal Outreach, Inc",2802,Out of School Time Programs,2012,$125580.00
"Legal Outreach, Inc",2802,Out of School Time Programs,2013,$0.00
YMCA of Greater New York - Virtual Y,517,Beacons Group,2010,$1083935.00
YMCA of Greater New York - Virtual Y,517,Beacons Group,2011,$915423.00
YMCA of Greater New York - Virtual Y,517,Beacons Group,2012,$872198.00
YMCA of Greater New York - Virtual Y,517,Beacons Group,2013,$872198.00
YMCA of Greater New York - Virtual Y,2802,Out of School Time Programs,2010,$1392607.00
YMCA of Greater New York - Virtual Y,2802,Out of School Time Programs,2011,$1091394.00
YMCA of Greater New York - Virtual Y,2802,Out of School Time Programs,2012,$1041394.00
YMCA of Greater New York - Virtual Y,2802,Out of School Time Programs,2013,$179454.00
YMCA of Greater New York - Virtual Y,5051,Tax Levy/Adult Literacy,2010,$30952.00
YMCA of Greater New York - Virtual Y,5051,Tax Levy/Adult Literacy,2011,$0.00
YMCA of Greater New York - Virtual Y,5051,Tax Levy/Adult Literacy,2012,$0.00
YMCA of Greater New York - Virtual Y,5051,Tax Levy/Adult Literacy,2013,$0.00
YMCA of Greater New York - Virtual Y,518,Tax Levy/Discretionary Group,2010,$500000.00
YMCA of Greater New York - Virtual Y,518,Tax Levy/Discretionary Group,2011,$500000.00
YMCA of Greater New York - Virtual Y,518,Tax Levy/Discretionary Group,2012,$350000.00
YMCA of Greater New York - Virtual Y,518,Tax Levy/Discretionary Group,2013,$0.00
"Arthur Ashe Institute for Urban Health, Inc",2802,Out of School Time Programs,2010,$80039.00
"Arthur Ashe Institute for Urban Health, Inc",2802,Out of School Time Programs,2011,$0.00
"Arthur Ashe Institute for Urban Health, Inc",2802,Out of School Time Programs,2012,$0.00
"Arthur Ashe Institute for Urban Health, Inc",2802,Out of School Time Programs,2013,$0.00
"Arthur Ashe Institute for Urban Health, Inc",518,Tax Levy/Discretionary Group,2010,$0.00
"Arthur Ashe Institute for Urban Health, Inc",518,Tax Levy/Discretionary Group,2011,$5000.00
"Arthur Ashe Institute for Urban Health, Inc",518,Tax Levy/Discretionary Group,2012,$15000.00
"Arthur Ashe Institute for Urban Health, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"Broadway Housing Communities, Inc",2802,Out of School Time Programs,2010,$48056.00
"Broadway Housing Communities, Inc",2802,Out of School Time Programs,2011,$0.00
"Broadway Housing Communities, Inc",2802,Out of School Time Programs,2012,$0.00
"Broadway Housing Communities, Inc",2802,Out of School Time Programs,2013,$0.00
"Broadway Housing Communities, Inc",518,Tax Levy/Discretionary Group,2010,$3500.00
"Broadway Housing Communities, Inc",518,Tax Levy/Discretionary Group,2011,$8500.00
"Broadway Housing Communities, Inc",518,Tax Levy/Discretionary Group,2012,$8000.00
"Broadway Housing Communities, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
The National Chorale,2802,Out of School Time Programs,2010,$1.00
The National Chorale,2802,Out of School Time Programs,2011,$0.00
The National Chorale,2802,Out of School Time Programs,2012,$0.00
The National Chorale,2802,Out of School Time Programs,2013,$0.00
Hope City Empowerment Center,2802,Out of School Time Programs,2010,$0.00
Hope City Empowerment Center,2802,Out of School Time Programs,2011,$0.00
Hope City Empowerment Center,2802,Out of School Time Programs,2012,$0.00
Hope City Empowerment Center,2802,Out of School Time Programs,2013,$0.00
Hope City Empowerment Center,518,Tax Levy/Discretionary Group,2010,$0.00
Hope City Empowerment Center,518,Tax Levy/Discretionary Group,2011,$0.00
Hope City Empowerment Center,518,Tax Levy/Discretionary Group,2012,$3500.00
Hope City Empowerment Center,518,Tax Levy/Discretionary Group,2013,$0.00
"Growth and Development Services, Inc",2802,Out of School Time Programs,2010,$1.00
"Growth and Development Services, Inc",2802,Out of School Time Programs,2011,$0.00
"Growth and Development Services, Inc",2802,Out of School Time Programs,2012,$0.00
"Growth and Development Services, Inc",2802,Out of School Time Programs,2013,$0.00
"Growth and Development Services, Inc",518,Tax Levy/Discretionary Group,2010,$15000.00
"Growth and Development Services, Inc",518,Tax Levy/Discretionary Group,2011,$0.00
"Growth and Development Services, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Growth and Development Services, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"United Community Day Care Center, Inc",2802,Out of School Time Programs,2010,$214976.00
"United Community Day Care Center, Inc",2802,Out of School Time Programs,2011,$200451.00
"United Community Day Care Center, Inc",2802,Out of School Time Programs,2012,$188983.00
